Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Calothrix_parasitica_NIES-267.gbff,Calothrix_sp_336-3_336-3.gbff,Calothrix_sp_NIES-3974_NIES-3974.gbff,Calothrix_sp_NIES-4071_NIES-4071.gbff,Calothrix_sp_NIES-4105_NIES-4105.gbff,Calothrix_sp_PCC_6303_PCC_6303.gbff,Calothrix_sp_PCC_7716_PCC_7716.gbff
6693_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6694_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6695_ATP-binding_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6696_chromosome_partition...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6697_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6698_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6699_LuxR_C-terminal-rela...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6700_helix-turn-helix_dom...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6701_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6702_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6703_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6704_relaxase-mobilizatio...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6705_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6706_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6707_ParM-StbA_family_pro...faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6708_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6709_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6710_DUF3768_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6711_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6712_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6715_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6716_DEAD-DEAH_box_helica...faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6717_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6718_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,1
6719_tyrosine-type_recomb...faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6720_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6722_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6723_dnaB.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6724_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6725_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6726_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6727_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,1,0
6728_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6729_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6730_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6731_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6732_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6733_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6734_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6735_type_I_restriction_e...faa,,,,,,,,,,,,,,1,1,0,1,1,0,0
6736_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6738_DUF1822_family_prote...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6744_VCBS_repeat-containi...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6745_tyrosine-type_recomb...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6746_tyrosine-type_recomb...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6747_WD40_repeat_domain-c...faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6748_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6749_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6750_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6751_sigma-70_family_RNA_...faa,,,,,,,,,,,,,,1,1,0,1,1,0,1
6752_DUF1822_family_prote...faa,,,,,,,,,,,,,,1,1,0,1,1,0,1
6754_S-layer_homology_dom...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6755_ParA_family_protein.faa,,,,,,,,,,,,,,1,1,0,1,1,1,1
6756_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6758_DUF1772_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6759_NAD-P-H-binding_prot...faa,,,,,,,,,,,,,,1,1,0,1,1,0,1
6760_AraC_family_transcri...faa,,,,,,,,,,,,,,1,1,0,0,0,0,1
6761_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6762_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6764_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6765_tetratricopeptide_re...faa,,,,,,,,,,,,,,1,1,0,0,0,1,1
6766_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6767_trypsin-like_peptida...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6769_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6770_WD40_repeat_domain-c...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6772_PQQ-binding-like_bet...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6773_DUF6398_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6774_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6775_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6776_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6777_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6778_ParB-RepB-Spo0J_fami...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6779_ParA_family_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6780_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6782_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6783_DUF4384_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6784_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6785_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6786_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6790_DEAD-DEAH_box_helica...faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6791_CRISPR-associated_he...faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6792_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6793_DevR_family_CRISPR-a...faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6794_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6795_CRISPR_system_precrR...faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6796_cas4.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6798_cas2.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6799_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6800_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6801_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6802_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6803_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6804_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6806_TniQ_family_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6807_transposase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6808_ATP-binding_protein.faa,,,,,,,,,,,,,,1,1,0,1,1,0,1
6809_DDE-type_integrase-t...faa,,,,,,,,,,,,,,1,1,0,1,1,0,1
6812_tyrosine-type_recomb...faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6817_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6818_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6819_putative_Ig_domain-c...faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6820_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6821_protein_adenylyltran...faa,,,,,,,,,,,,,,1,1,0,0,0,1,0
6823_four_helix_bundle_pr...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6825_peptidylprolyl_isome...faa,,,,,,,,,,,,,,1,1,0,1,1,1,1
6826_glycosyltransferase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6827_glycosyltransferase.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6828_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6830_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6832_PKD_domain-containin...faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6833_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6834_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6835_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6837_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6838_DUF1186_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,1,1
6839_helix-turn-helix_dom...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6840_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6841_type_IV_secretion_sy...faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6843_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6844_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6845_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6849_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6852_helix-turn-helix_tra...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6853_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6855_S8_family_serine_pep...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6856_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6857_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6858_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6859_PIN_domain-containin...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6860_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6861_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6862_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6863_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6864_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6865_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6866_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6867_type_IV_secretion_sy...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6869_relaxase_domain-cont...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6870_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6871_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6872_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6873_ParM-StbA_family_pro...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6874_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6875_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6876_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6877_PIN_domain-containin...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6878_AbrB-MazE-SpoVT_fami...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6879_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6880_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6881_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6882_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6883_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6884_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6885_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6886_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6888_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6889_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6890_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6891_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6892_ssDNA-binding_domain...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6893_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6894_clan_AA_aspartic_pro...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6895_type_II_toxin-antito...faa,,,,,,,,,,,,,,1,1,0,1,1,1,0
6896_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6897_AIPR_family_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6898_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6899_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6900_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6901_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6902_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6903_PDDEXK_nuclease_doma...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6904_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6905_amidase_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6906_L-histidine_N-alpha-...faa,,,,,,,,,,,,,,1,1,0,1,1,1,1
6907_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6908_class_I_SAM-dependen...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6909_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6910_LD-carboxypeptidase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6911_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6912_prolyl_oligopeptidas...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6913_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6914_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6915_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6916_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6917_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6918_class_I_SAM-dependen...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6920_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,1,0
6921_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6922_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6923_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6924_DUF6430_domain-conta...faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6925_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6926_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6927_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6928_IS630_transposase-re...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6929_IS630_family_transpo...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6930_DUF11_domain-contain...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6931_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6932_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6933_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6934_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6935_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6936_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6937_ParA_family_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6938_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6939_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
6940_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6941_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6942_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6943_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6944_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6945_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6946_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6947_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6948_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6949_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6952_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6953_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6954_ParA_family_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6955_ParB-RepB-Spo0J_fami...faa,,,,,,,,,,,,,,1,0,0,1,1,1,0
6957_PDDEXK_nuclease_doma...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6958_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6959_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
6964_Tn3_family_transposa...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6965_helix-turn-helix_dom...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6967_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6968_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6969_DEAD-DEAH_box_helica...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6970_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6971_relaxase-mobilizatio...faa,,,,,,,,,,,,,,1,0,0,1,1,1,1
6972_plasmid_mobilization...faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6973_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1
6974_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,1,1
6975_DUF725_domain-contai...faa,,,,,,,,,,,,,,1,0,0,0,0,1,0
6976_DUF3854_domain-conta...faa,,,,,,,,,,,,,,1,0,0,1,1,1,1
6977_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,1,1,0,1
6978_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6979_ParM-StbA_family_pro...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6980_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6981_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6982_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6985_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6986_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6987_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6988_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,1,1
6989_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0
6990_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0
6993_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,1,0,0,1,1,0,1
6994_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
6995_tyrosine-type_recomb...faa,,,,,,,,,,,,,,1,1,0,1,1,1,1
6999_ParB-RepB-Spo0J_fami...faa,,,,,,,,,,,,,,1,1,0,1,1,0,1
7001_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,0,0,0,0,1,0
7002_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,1,0
7005_AAA-like_domain-cont...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
7006_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
7008_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,1,0,0
7011_DEAD-DEAH_box_helica...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
7015_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
7016_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
7018_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
7019_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
7021_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
7022_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
7023_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
7024_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
7025_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
7026_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0
7027_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,1
7028_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7029_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7032_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7034_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7035_IS4_family_transposa...faa,,,,,,,,,,,,,,0,1,0,0,0,1,0
7036_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7037_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7038_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7039_S8_family_serine_pep...faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7042_ABC_transporter_perm...faa,,,,,,,,,,,,,,0,1,0,1,1,1,1
7044_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7046_IS701_family_transpo...faa,,,,,,,,,,,,,,0,1,0,0,0,0,1
7047_NACHT_domain-contain...faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7048_IS1_family_transposa...faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7050_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,1,1,0,1
7052_AAA_family_ATPase.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7054_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7056_glutathione_S-transf...faa,,,,,,,,,,,,,,0,1,0,1,1,0,1
7057_alpha-ketoglutarate-...faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7058_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7059_helix-turn-helix_dom...faa,,,,,,,,,,,,,,0,1,0,1,1,0,1
7060_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7061_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7062_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7063_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7064_GMC_oxidoreductase.faa,,,,,,,,,,,,,,0,1,0,1,1,0,0
7065_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7066_glutathione_S-transf...faa,,,,,,,,,,,,,,0,1,0,0,0,1,1
7067_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7070_ISAzo13_family_trans...faa,,,,,,,,,,,,,,0,1,0,0,0,1,0
7071_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7072_tyrosine-type_recomb...faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7073_transposase.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7074_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7075_ParA_family_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7076_type_IV_secretion_sy...faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7077_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7078_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7079_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7080_VWA_domain-containin...faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7081_protein_kinase.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7082_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7084_DNA_methyltransferas...faa,,,,,,,,,,,,,,0,1,0,1,1,0,1
7085_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7086_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7087_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7088_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7089_hypothetical_protein.faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7090_MobA-MobL_family_pro...faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7091_TIR_domain-containin...faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
7092_CHASE2_domain-contai...faa,,,,,,,,,,,,,,0,1,0,0,0,0,0
