Orthogroup	NIES-267	336-3
OG0000469	WP_096654297.1	WP_035154566.1
OG0000470	WP_096659193.1	WP_035154595.1
OG0000472	WP_096654651.1	WP_035154663.1
OG0000474	WP_096657640.1	WP_035155037.1
OG0000474	WP_096657639.1	WP_035155043.1
OG0000475	WP_096657886.1	WP_035155390.1
OG0000476	WP_096657884.1	WP_035155391.1
OG0000478	WP_096653116.1	WP_035155443.1
OG0000479	WP_096657834.1	WP_035155635.1
OG0000480	WP_096657894.1	WP_035155665.1
OG0000481	WP_096655081.1	WP_035155690.1
OG0000482	WP_096654382.1	WP_035156003.1
OG0000483	WP_096657631.1	WP_035156345.1
OG0000484	WP_096654506.1	WP_035156588.1
OG0000485	WP_096653906.1, WP_096657207.1	WP_035157290.1
OG0000487	WP_096656535.1	WP_035157850.1
OG0000488	WP_096658618.1	WP_035157988.1
OG0000489	WP_096656766.1	WP_035158015.1
OG0000491	WP_096656217.1	WP_035158124.1
OG0000492	WP_096656786.1	WP_035158799.1
OG0000493	WP_096653013.1	WP_035159065.1
OG0000494	WP_096661298.1	WP_035159108.1
OG0000495	WP_096652170.1	WP_035159514.1
OG0000496	WP_096660563.1	WP_046814735.1
OG0000498	WP_096657115.1	WP_046814866.1
OG0000499	WP_096656971.1, WP_096656970.1, WP_096656968.1, WP_096655330.1, WP_096656969.1, WP_096656000.1, WP_096661174.1, WP_096656975.1	WP_052754347.1
OG0000500	WP_096658593.1, WP_096656855.1, WP_096656850.1	WP_052754351.1
OG0000501	WP_096657316.1	WP_052754486.1
OG0000502	WP_096655380.1	WP_082127267.1
OG0000504	WP_096653853.1	WP_144416036.1
OG0000505	WP_096660926.1	WP_144416084.1
OG0000505	WP_096660925.1	WP_201782715.1
OG0000507	WP_096655376.1	WP_238178441.1
OG0000508	WP_096661480.1, WP_096657378.1	WP_256388872.1
OG0000554	WP_096657003.1	WP_008226419.1
OG0000554	WP_015121075.1	WP_035156706.1
OG0000555	WP_096657583.1, WP_096657585.1, WP_096656700.1	WP_035148948.1
OG0000556	WP_096654239.1	WP_035149096.1
OG0000558	WP_096661351.1	WP_035149463.1
OG0000559	WP_096661280.1	WP_035160022.1
OG0000560	WP_096656623.1	WP_035149611.1
OG0000562	WP_096661711.1, WP_096654355.1	WP_035149724.1
OG0000563	WP_096656323.1	WP_035149766.1
OG0000564	WP_096661064.1	WP_035149799.1
OG0000565	WP_096655036.1	WP_035149802.1
OG0000566	WP_096652948.1	WP_035149962.1
OG0000566	WP_096655924.1	WP_035150649.1
OG0000567	WP_096659430.1, WP_096654023.1, WP_096653588.1	WP_035150155.1
OG0000569	WP_096654225.1, WP_096660934.1	WP_035150386.1
OG0000570	WP_096653327.1	WP_035150492.1, WP_144416014.1
OG0000571	WP_096655576.1	WP_082127345.1, WP_035150548.1
OG0000572	WP_096656779.1	WP_035150622.1
OG0000573	WP_096655280.1	WP_035150656.1
OG0000574	WP_096658571.1	WP_035150701.1
OG0000575	WP_096656285.1, WP_096661341.1, WP_096652992.1	WP_035150804.1
OG0000576	WP_096656726.1, WP_096653544.1, WP_096658029.1	WP_035150903.1
OG0000577	WP_096653273.1	WP_035151014.1
OG0000579	WP_096660887.1	WP_035151174.1
OG0000580	WP_096661071.1	WP_035151202.1, WP_035152749.1, WP_238178369.1
OG0000581	WP_096656269.1	WP_035151337.1
OG0000582	WP_096659851.1	WP_035151606.1, WP_035151692.1
OG0000583	WP_096659207.1	WP_035156166.1, WP_035151701.1
OG0000584	WP_096660366.1, WP_096654168.1	WP_035152000.1
OG0000584	WP_096656260.1	WP_035155835.1
OG0000585	WP_096657515.1, WP_096658705.1, WP_096657308.1	WP_035152008.1
OG0000586	WP_096657450.1, WP_096658693.1, WP_096657524.1, WP_096657298.1	WP_035152041.1
OG0000587	WP_096658685.1, WP_096657294.1, WP_096657528.1	WP_035152051.1
OG0000588	WP_096657547.1	WP_035152202.1, WP_035152199.1, WP_035152141.1
OG0000589	WP_096660273.1	WP_035158892.1
OG0000589	WP_096652567.1	WP_035152154.1
OG0000590	WP_015116770.1	WP_035153266.1, WP_035152189.1
OG0000591	WP_096659259.1	WP_035152473.1
OG0000592	WP_096654130.1, WP_096654128.1	WP_238178462.1, WP_035152496.1, WP_238178461.1
OG0000594	WP_096657252.1	WP_035152723.1
OG0000595	WP_096659311.1	WP_035152838.1
OG0000596	WP_096660395.1	WP_035157036.1
OG0000596	WP_096655939.1	WP_035152969.1
OG0000597	WP_096660340.1	WP_035153235.1
OG0000598	WP_096660167.1	WP_035153298.1
OG0000599	WP_096659281.1	WP_035153361.1
OG0000600	WP_096653507.1, WP_096658205.1, WP_096659698.1	WP_035153411.1
OG0000601	WP_096654140.1	WP_035153636.1
OG0000602	WP_096654321.1, WP_096659414.1, WP_096656826.1	WP_035153651.1
OG0000603	WP_096660428.1	WP_035153742.1
OG0000604	WP_096653741.1	WP_035153791.1
OG0000605	WP_096658259.1	WP_035153856.1
OG0000606	WP_096660983.1	WP_035154062.1
OG0000607	WP_096660982.1	WP_035154063.1
OG0000609	WP_096659335.1	WP_035154156.1
OG0000610	WP_096657952.1, WP_096655851.1	WP_035154636.1, WP_035154208.1
OG0000611	WP_096658352.1	WP_035154257.1
OG0000612	WP_096657911.1	WP_035154266.1
OG0000613	WP_096658453.1	WP_035154393.1
OG0000614	WP_096654142.1	WP_035154527.1
OG0000615	WP_096657120.1	WP_035154531.1
OG0000616	WP_096654325.1	WP_035154557.1
OG0000617	WP_096654724.1	WP_035154643.1
OG0000618	WP_096658548.1	WP_201782714.1, WP_035154649.1
OG0000619	WP_096659923.1	WP_035154664.1
OG0000620	WP_096660131.1	WP_035154928.1
OG0000621	WP_096657643.1	WP_035155031.1
OG0000622	WP_096654993.1	WP_052754539.1
OG0000622	WP_096659722.1	WP_035155064.1
OG0000623	WP_096657119.1	WP_035155158.1
OG0000624	WP_096658408.1	WP_035155276.1
OG0000626	WP_096656441.1	WP_035155501.1
OG0000627	WP_096661167.1	WP_035155544.1
OG0000628	WP_096656879.1	WP_035155564.1
OG0000629	WP_096659063.1	WP_046814827.1
OG0000630	WP_096657844.1	WP_035155861.1
OG0000631	WP_096654377.1	WP_035156007.1
OG0000632	WP_096654375.1	WP_035156017.1
OG0000633	WP_096656295.1, WP_096656296.1, WP_096655606.1	WP_035156056.1
OG0000634	WP_096658379.1	WP_035156064.1
OG0000635	WP_096656292.1	WP_035159375.1
OG0000636	WP_096655954.1	WP_035156263.1
OG0000637	WP_096656506.1, WP_096657050.1, WP_096654785.1	WP_035156361.1
OG0000638	WP_096660044.1	WP_035156380.1
OG0000639	WP_096652428.1	WP_035156498.1
OG0000640	WP_096655637.1, WP_096656591.1	WP_035156619.1
OG0000641	WP_096654154.1, WP_096653749.1, WP_096660522.1	WP_035156660.1
OG0000642	WP_096657088.1	WP_035156682.1
OG0000643	WP_096661275.1, WP_096656714.1, WP_096654400.1	WP_035156796.1
OG0000644	WP_096656056.1	WP_035156811.1
OG0000646	WP_096655616.1	WP_035157119.1
OG0000647	WP_096653513.1, WP_096655871.1	WP_035157204.1
OG0000648	WP_096654639.1	WP_035157310.1
OG0000649	WP_096656539.1	WP_035157550.1
OG0000650	WP_096660379.1	WP_035157721.1
OG0000651	WP_096660383.1	WP_035157725.1, WP_046814955.1
OG0000652	WP_096656175.1	WP_035157744.1
OG0000653	WP_096658626.1	WP_035157975.1
OG0000654	WP_096661122.1	WP_035158171.1
OG0000655	WP_096655631.1	WP_035158298.1
OG0000656	WP_096658342.1	WP_035158427.1
OG0000657	WP_096660688.1	WP_035158471.1
OG0000658	WP_096660980.1	WP_035158886.1
OG0000659	WP_096660180.1	WP_035159183.1
OG0000660	WP_096654950.1	WP_035159651.1
OG0000661	WP_096657419.1	WP_035159837.1
OG0000661	WP_096661190.1	WP_052754566.1
OG0000662	WP_096658359.1, WP_096655708.1, WP_096657597.1, WP_096656022.1	WP_046814747.1
OG0000663	WP_096661141.1	WP_201782634.1, WP_046814832.1
OG0000665	WP_096656286.1, WP_096660552.1, WP_096652994.1	WP_082127264.1
OG0000666	WP_096656832.1	WP_082127292.1
OG0000667	WP_096654617.1	WP_144415971.1
OG0000668	WP_096654144.1	WP_144416044.1
OG0000669	WP_096655751.1, WP_096652789.1, WP_096658537.1	WP_144416120.1
OG0000670	WP_096661246.1	WP_168163489.1
OG0000671	WP_096661207.1, WP_096657561.1	WP_201782683.1
OG0000672	WP_096661137.1, WP_096656291.1	WP_238178384.1
OG0000673	WP_096661663.1, WP_096653735.1, WP_096655824.1, WP_096658510.1	WP_238178432.1
OG0000676	WP_096654150.1	WP_238178540.1
OG0000677	WP_096655034.1	WP_238178546.1
OG0000678	WP_096653723.1	WP_256388869.1
OG0000740	WP_096655850.1	WP_035148859.1
OG0000741	WP_096652779.1, WP_096653230.1	WP_035148871.1
OG0000742	WP_096656408.1	WP_035148894.1
OG0000743	WP_096656699.1	WP_035148951.1
OG0000744	WP_096655406.1	WP_035148965.1
OG0000745	WP_096655408.1	WP_035148967.1
OG0000746	WP_096655410.1	WP_035148968.1
OG0000747	WP_096655412.1	WP_035148971.1
OG0000748	WP_096659553.1	WP_046814681.1
OG0000748	WP_096657731.1	WP_035148980.1
OG0000749	WP_096659018.1, WP_096655004.1	WP_035149038.1
OG0000750	WP_096655050.1	WP_035149061.1
OG0000751	WP_096658980.1	WP_035149090.1
OG0000752	WP_096653604.1, WP_096659774.1	WP_035149115.1
OG0000753	WP_096659730.1	WP_035149116.1
OG0000754	WP_096659287.1	WP_035149160.1
OG0000755	WP_096657157.1	WP_035149179.1
OG0000756	WP_096659297.1, WP_096659295.1	WP_035149269.1
OG0000757	WP_096655490.1, WP_096656964.1	WP_035149294.1
OG0000758	WP_096656659.1	WP_035149310.1, WP_035155249.1
OG0000759	WP_096656663.1	WP_035149312.1
OG0000760	WP_096659917.1	WP_035153435.1, WP_035149372.1
OG0000761	WP_096658439.1	WP_035149382.1
OG0000762	WP_096652263.1	WP_035149425.1
OG0000763	WP_096652710.1	WP_035149451.1
OG0000764	WP_096652609.1, WP_096661139.1	WP_035149460.1
OG0000765	WP_096654530.1	WP_035149496.1
OG0000766	WP_096652785.1	WP_035149613.1
OG0000768	WP_096657096.1	WP_035149652.1
OG0000769	WP_096656749.1, WP_096654221.1	WP_035149685.1
OG0000770	WP_096655946.1	WP_035149750.1
OG0000771	WP_096653703.1	WP_035149756.1
OG0000772	WP_096656324.1	WP_035149774.1
OG0000773	WP_096653222.1	WP_035149878.1, WP_035157793.1
OG0000775	WP_096653569.1, WP_096659145.1	WP_035150139.1
OG0000776	WP_096656407.1	WP_035150229.1
OG0000777	WP_096655205.1	WP_035150346.1
OG0000778	WP_096657879.1	WP_035150354.1
OG0000779	WP_096660896.1	WP_035150401.1
OG0000780	WP_096652757.1	WP_035150455.1
OG0000781	WP_096652234.1	WP_035150482.1
OG0000782	WP_096652625.1	WP_035150517.1
OG0000783	WP_096653803.1, WP_096656776.1	WP_035150521.1
OG0000785	WP_096659828.1, WP_096654708.1	WP_035150562.1
OG0000786	WP_096661354.1	WP_035150588.1
OG0000787	WP_096656027.1	WP_035150706.1
OG0000788	WP_096653713.1, WP_096660857.1	WP_035150715.1
OG0000789	WP_096656627.1	WP_052754415.1, WP_035150717.1
OG0000790	WP_096660891.1	WP_035150741.1
OG0000791	WP_096660890.1	WP_035150745.1
OG0000793	WP_096652643.1	WP_035150776.1
OG0000796	WP_096654999.1, WP_096660034.1	WP_035150860.1
OG0000797	WP_096653279.1	WP_035150862.1, WP_035152615.1
OG0000798	WP_096655351.1	WP_035150963.1
OG0000799	WP_096656676.1	WP_035157605.1, WP_035151019.1
OG0000801	WP_096660592.1	WP_035151046.1
OG0000802	WP_096660551.1	WP_035151084.1
OG0000803	WP_096660886.1	WP_035151177.1
OG0000805	WP_096652543.1, WP_096660869.1	WP_035151211.1
OG0000806	WP_096660877.1	WP_035151229.1
OG0000807	WP_096655573.1	WP_035151256.1, WP_035158890.1
OG0000808	WP_096655990.1	WP_035151286.1
OG0000809	WP_096658067.1	WP_035151357.1
OG0000810	WP_096659962.1	WP_035151367.1
OG0000811	WP_096652749.1, WP_096659808.1	WP_035151487.1
OG0000812	WP_096656234.1	WP_035151542.1
OG0000813	WP_096660456.1	WP_168163502.1
OG0000814	WP_096657513.1, WP_096657310.1, WP_096658711.1	WP_035152003.1, WP_035151663.1
OG0000815	WP_096658629.1	WP_035151798.1
OG0000816	WP_096653787.1	WP_035152410.1, WP_035151850.1, WP_035151905.1
OG0000817	WP_096657517.1, WP_096658701.1, WP_096657306.1	WP_035152009.1
OG0000818	WP_096658691.1, WP_096657525.1, WP_096657297.1	WP_035152043.1
OG0000820	WP_096657620.1	WP_035152148.1
OG0000821	WP_096653128.1	WP_035152515.1
OG0000822	WP_096656268.1	WP_035152558.1
OG0000823	WP_096656267.1, WP_096654869.1	WP_035152561.1
OG0000824	WP_096653914.1	WP_052754372.1
OG0000824	WP_096653868.1	WP_035152809.1
OG0000825	WP_096660614.1	WP_035152965.1
OG0000826	WP_096655714.1, WP_096661359.1	WP_035153002.1
OG0000827	WP_096659424.1	WP_035153008.1
OG0000828	WP_096654235.1	WP_035153039.1
OG0000829	WP_096659432.1	WP_035153075.1
OG0000831	WP_096660317.1	WP_035159255.1
OG0000832	WP_096660332.1	WP_035153217.1, WP_035159598.1
OG0000833	WP_096660480.1	WP_035153318.1
OG0000834	WP_096660483.1, WP_096660227.1	WP_035153322.1
OG0000835	WP_096658472.1	WP_035153393.1, WP_082127257.1
OG0000836	WP_096656730.1, WP_096658468.1	WP_035153405.1
OG0000837	WP_096660419.1	WP_035153418.1
OG0000838	WP_096660062.1	WP_035153448.1
OG0000839	WP_096656276.1	WP_035153558.1
OG0000840	WP_096655688.1	WP_035153562.1
OG0000841	WP_096657930.1, WP_096656636.1	WP_035153565.1
OG0000842	WP_096652914.1, WP_096652912.1	WP_035153579.1
OG0000843	WP_096659650.1	WP_035159337.1
OG0000844	WP_096656594.1	WP_035153630.1, WP_144416048.1
OG0000845	WP_096652844.1	WP_035153726.1
OG0000846	WP_096659798.1, WP_096658186.1	WP_035153797.1
OG0000847	WP_096658187.1, WP_096659800.1	WP_035153799.1
OG0000848	WP_096659802.1, WP_096658190.1	WP_035153801.1
OG0000849	WP_096659804.1, WP_096658191.1	WP_035153803.1
OG0000850	WP_096654962.1, WP_096654973.1	WP_035153888.1
OG0000851	WP_096661062.1, WP_096654971.1	WP_035153890.1
OG0000852	WP_096658250.1	WP_035154077.1
OG0000853	WP_096659613.1, WP_096652298.1	WP_035154085.1
OG0000854	WP_096659343.1	WP_035154119.1
OG0000855	WP_096657929.1	WP_035154168.1
OG0000856	WP_096659794.1, WP_096658184.1	WP_035154201.1
OG0000857	WP_096658287.1	WP_035154215.1
OG0000858	WP_096659117.1, WP_096659119.1	WP_035154222.1
OG0000859	WP_096658996.1	WP_035154251.1
OG0000860	WP_096659061.1	WP_035154333.1
OG0000861	WP_096658978.1, WP_015116941.1	WP_035154387.1
OG0000862	WP_096656480.1, WP_096659984.1	WP_035154462.1
OG0000863	WP_096656467.1	WP_035154486.1
OG0000864	WP_096659357.1, WP_096656953.1	WP_035154517.1
OG0000865	WP_096654712.1	WP_035154533.1
OG0000866	WP_096654313.1	WP_035154562.1
OG0000867	WP_096654309.1, WP_096660570.1	WP_035154565.1
OG0000868	WP_096660184.1	WP_035154569.1
OG0000869	WP_096657995.1	WP_035154614.1
OG0000870	WP_096654722.1	WP_035154644.1
OG0000871	WP_096660287.1, WP_096657086.1	WP_035154660.1
OG0000872	WP_096658499.1	WP_035154665.1
OG0000873	WP_096654492.1	WP_035154683.1, WP_035156593.1
OG0000874	WP_096657719.1	WP_035154714.1
OG0000875	WP_096655555.1, WP_096658560.1	WP_035154785.1
OG0000876	WP_096657759.1	WP_035154983.1, WP_052754521.1
OG0000877	WP_096659327.1, WP_096657642.1	WP_035155034.1
OG0000878	WP_096658440.1, WP_096659718.1	WP_035155075.1
OG0000879	WP_096657018.1	WP_035155177.1
OG0000880	WP_096656518.1	WP_256388850.1
OG0000882	WP_096655620.1, WP_096656275.1	WP_035155228.1
OG0000883	WP_096656713.1	WP_035155242.1
OG0000884	WP_096658208.1	WP_082127308.1
OG0000885	WP_096658411.1	WP_052754513.1, WP_035155280.1
OG0000886	WP_096658417.1	WP_035155311.1
OG0000888	WP_096654575.1	WP_035157861.1, WP_035155356.1
OG0000889	WP_096653509.1	WP_035155366.1
OG0000890	WP_096659897.1	WP_035155438.1
OG0000891	WP_096657327.1, WP_096656067.1	WP_035155454.1
OG0000892	WP_096656884.1	WP_035155552.1
OG0000893	WP_096652220.1, WP_096656126.1	WP_035155584.1
OG0000894	WP_096655077.1	WP_035155685.1
OG0000895	WP_096655083.1	WP_035155692.1
OG0000896	WP_096661307.1	WP_035155768.1
OG0000897	WP_096658363.1	WP_035155788.1
OG0000898	WP_096660122.1	WP_035155870.1
OG0000899	WP_096660098.1, WP_096660232.1	WP_035155874.1
OG0000900	WP_096660617.1, WP_096654388.1	WP_035155998.1
OG0000901	WP_096654369.1	WP_035156026.1
OG0000902	WP_096656413.1	WP_035156178.1
OG0000903	WP_096656428.1	WP_035156206.1
OG0000904	WP_096658090.1	WP_035156239.1
OG0000906	WP_096658194.1	WP_035156364.1
OG0000907	WP_096655909.1, WP_096657000.1	WP_035156396.1
OG0000908	WP_096659089.1	WP_035156414.1, WP_035157254.1
OG0000909	WP_096660161.1	WP_035156423.1
OG0000910	WP_096656668.1, WP_096659734.1	WP_035156428.1
OG0000912	WP_096654484.1	WP_035156600.1
OG0000913	WP_096653694.1	WP_035156658.1
OG0000914	WP_096660495.1	WP_035156773.1
OG0000915	WP_096652801.1, WP_096660856.1	WP_035156779.1
OG0000916	WP_096656449.1	WP_035156850.1
OG0000917	WP_096657828.1	WP_035157044.1, WP_035156866.1
OG0000918	WP_096658072.1	WP_035156871.1
OG0000919	WP_096655907.1, WP_096655906.1	WP_035156873.1
OG0000920	WP_096656991.1, WP_096657960.1	WP_035156896.1
OG0000921	WP_096652296.1, WP_096659605.1	WP_035156901.1
OG0000922	WP_096653761.1, WP_096658400.1	WP_035156917.1
OG0000923	WP_096654162.1	WP_035156959.1
OG0000924	WP_096656262.1, WP_096660079.1	WP_035157021.1
OG0000925	WP_096657920.1	WP_035157067.1
OG0000926	WP_096655716.1, WP_096660145.1	WP_035157078.1
OG0000927	WP_096657572.1	WP_035157221.1
OG0000928	WP_096656370.1	WP_035157235.1, WP_238178452.1
OG0000929	WP_096656314.1	WP_035157264.1
OG0000930	WP_096657693.1	WP_035157284.1, WP_238178503.1
OG0000931	WP_096656505.1, WP_096657775.1	WP_035157287.1
OG0000932	WP_096657864.1	WP_035157837.1
OG0000933	WP_096657684.1, WP_096657658.1	WP_035157456.1
OG0000934	WP_096658506.1, WP_096658505.1	WP_035157464.1
OG0000935	WP_096655368.1	WP_035157534.1
OG0000937	WP_096656858.1	WP_035157570.1
OG0000938	WP_096660700.1	WP_035157654.1
OG0000939	WP_096660250.1	WP_035157687.1
OG0000940	WP_096654733.1	WP_035157692.1
OG0000941	WP_096654735.1	WP_035157694.1
OG0000942	WP_096660381.1	WP_035157723.1
OG0000943	WP_096660198.1	WP_035157727.1
OG0000944	WP_096657800.1	WP_035157741.1
OG0000945	WP_096658769.1	WP_035157787.1
OG0000946	WP_096657771.1, WP_096659085.1	WP_035157806.1
OG0000947	WP_096661278.1	WP_035157973.1
OG0000948	WP_096658544.1	WP_035158000.1
OG0000949	WP_096659462.1, WP_096659456.1	WP_035158057.1
OG0000950	WP_096654657.1	WP_035158070.1
OG0000951	WP_096657977.1	WP_035158073.1
OG0000952	WP_096656042.1	WP_035158117.1, WP_035159828.1
OG0000953	WP_096656133.1	WP_035158119.1
OG0000954	WP_096658589.1	WP_035158126.1
OG0000955	WP_096654995.1	WP_035158141.1
OG0000956	WP_096659593.1	WP_035158147.1
OG0000957	WP_096659595.1, WP_096658849.1	WP_035158148.1
OG0000958	WP_096654623.1	WP_035158160.1
OG0000959	WP_096656405.1	WP_035158191.1
OG0000960	WP_096660779.1	WP_035158210.1
OG0000961	WP_096656781.1	WP_035158216.1
OG0000962	WP_096655402.1	WP_035158238.1
OG0000963	WP_096657401.1, WP_096656852.1, WP_096658594.1	WP_035158262.1
OG0000965	WP_096655843.1	WP_035158270.1
OG0000966	WP_096652493.1	WP_035158305.1
OG0000967	WP_096656558.1	WP_046814821.1, WP_035158330.1
OG0000968	WP_096660399.1	WP_035158922.1
OG0000969	WP_096659859.1, WP_096656568.1	WP_035159028.1
OG0000970	WP_096653025.1	WP_035159061.1
OG0000971	WP_096657804.1	WP_035159069.1
OG0000973	WP_096658337.1	WP_035159197.1
OG0000974	WP_096655715.1, WP_096657964.1	WP_035159222.1
OG0000975	WP_096657625.1	WP_035159425.1
OG0000976	WP_096661406.1, WP_096661446.1, WP_096661617.1	WP_035159443.1
OG0000977	WP_096657764.1, WP_096659632.1	WP_035159519.1
OG0000978	WP_096658533.1, WP_096660572.1	WP_035159602.1
OG0000979	WP_096653341.1	WP_035159833.1
OG0000980	WP_096653371.1, WP_096660992.1	WP_046814676.1
OG0000981	WP_096658128.1	WP_046814689.1
OG0000982	WP_096652203.1	WP_144415973.1, WP_046814707.1
OG0000983	WP_096655596.1	WP_046814745.1
OG0000984	WP_096656228.1	WP_046814746.1
OG0000985	WP_096652438.1, WP_096657153.1	WP_238178447.1, WP_046814811.1, WP_052754409.1
OG0000986	WP_096657885.1	WP_046814859.1
OG0000987	WP_096656883.1	WP_046814865.1
OG0000989	WP_096655687.1	WP_046815003.1
OG0000990	WP_096658318.1, WP_096659525.1	WP_046815013.1
OG0000991	WP_096655016.1, WP_096655030.1, WP_096655018.1, WP_096655014.1	WP_052754362.1
OG0000992	WP_096657843.1	WP_238178370.1, WP_052754377.1
OG0000994	WP_096661424.1	WP_052754413.1
OG0000995	WP_096655811.1	WP_052754427.1
OG0000996	WP_096654353.1	WP_052754438.1
OG0000997	WP_096657956.1, WP_096657955.1	WP_052754484.1
OG0000998	WP_096655290.1	WP_052754514.1
OG0000999	WP_096652304.1, WP_096653991.1, WP_096661594.1, WP_096656192.1	WP_052754523.1
OG0001002	WP_096657307.1, WP_096657516.1, WP_096658703.1	WP_082127291.1
OG0001003	WP_096659806.1, WP_096658192.1	WP_082127324.1
OG0001004	WP_096658175.1	WP_082127342.1
OG0001005	WP_096660061.1, WP_096656334.1	WP_082127441.1
OG0001006	WP_096658511.1	WP_144416029.1
OG0001007	WP_096656893.1	WP_144416076.1
OG0001008	WP_096657999.1, WP_096656365.1	WP_201782639.1
OG0001009	WP_096657581.1, WP_096657681.1	WP_201782649.1
OG0001010	WP_096660997.1	WP_201782655.1, WP_238178364.1
OG0001011	WP_096661092.1, WP_096656227.1	WP_201782668.1
OG0001012	WP_096661145.1, WP_096656918.1	WP_201782688.1
OG0001013	WP_096656823.1, WP_096659499.1	WP_238178341.1
OG0001014	WP_096656691.1	WP_238178361.1
OG0001015	WP_096657441.1	WP_238178379.1
OG0001016	WP_096661173.1	WP_238178381.1
OG0001017	WP_096655400.1	WP_238178403.1
OG0001019	WP_096655814.1, WP_096655070.1	WP_238178513.1
OG0001020	WP_096655754.1, WP_096655758.1	WP_238178535.1
OG0001108	WP_006276978.1	WP_006276978.1
OG0001109	WP_015117212.1	WP_008232935.1
OG0001110	WP_010995042.1	WP_010995042.1
OG0001111	WP_096657172.1	WP_010997613.1
OG0001112	WP_096659947.1	WP_010998401.1
OG0001113	WP_096658114.1	WP_033336317.1
OG0001114	WP_096653375.1	WP_035148857.1
OG0001115	WP_096654922.1	WP_035148861.1
OG0001116	WP_096660991.1	WP_035148865.1
OG0001117	WP_096653226.1	WP_035148867.1
OG0001118	WP_096655526.1	WP_035148873.1
OG0001119	WP_096653277.1	WP_035148881.1
OG0001120	WP_096656515.1	WP_035148885.1
OG0001121	WP_096656516.1	WP_035148888.1
OG0001122	WP_096661142.1	WP_035148892.1
OG0001123	WP_096656409.1	WP_035148895.1
OG0001124	WP_096653529.1	WP_035148897.1
OG0001126	WP_096655807.1	WP_035148905.1
OG0001127	WP_096655805.1	WP_035148907.1
OG0001128	WP_096653319.1	WP_035148913.1
OG0001129	WP_096653321.1	WP_035148914.1
OG0001130	WP_096656152.1	WP_035148927.1
OG0001131	WP_096656153.1	WP_035148929.1
OG0001132	WP_096660995.1	WP_035148933.1
OG0001133	WP_096653269.1	WP_035148935.1
OG0001134	WP_096654285.1	WP_035148947.1
OG0001135	WP_096656307.1	WP_035148952.1
OG0001136	WP_096656308.1	WP_035148953.1
OG0001137	WP_096652805.1	WP_035148955.1
OG0001138	WP_096652807.1	WP_035148957.1
OG0001139	WP_096655414.1	WP_035148974.1
OG0001140	WP_096659658.1	WP_035148982.1
OG0001141	WP_096661344.1	WP_035148983.1
OG0001142	WP_096660720.1	WP_035149001.1
OG0001143	WP_096660718.1	WP_035149003.1
OG0001145	WP_096659988.1	WP_035149019.1
OG0001146	WP_096656645.1	WP_035149021.1
OG0001147	WP_096661159.1	WP_035149024.1
OG0001148	WP_096657170.1	WP_035149026.1
OG0001149	WP_096657169.1	WP_035149028.1
OG0001150	WP_096654928.1	WP_035149030.1
OG0001151	WP_096652629.1	WP_035149032.1
OG0001152	WP_096655307.1	WP_035149036.1
OG0001153	WP_096655046.1	WP_035149040.1
OG0001154	WP_096656588.1	WP_035149044.1
OG0001155	WP_096654897.1	WP_035149046.1
OG0001156	WP_096654895.1	WP_035149048.1
OG0001157	WP_096655520.1	WP_035149051.1
OG0001158	WP_096661076.1	WP_035149063.1
OG0001159	WP_096655052.1	WP_035149066.1
OG0001160	WP_096656682.1	WP_035149070.1
OG0001161	WP_096656684.1	WP_035149071.1
OG0001162	WP_096658173.1	WP_035149076.1
OG0001163	WP_096658429.1	WP_035149078.1
OG0001164	WP_096658427.1	WP_035149081.1
OG0001165	WP_096658426.1	WP_035149083.1
OG0001166	WP_096658425.1	WP_035149086.1
OG0001167	WP_096658421.1	WP_035149088.1
OG0001168	WP_096654430.1	WP_035149091.1
OG0001169	WP_096654156.1	WP_035149098.1
OG0001170	WP_096656655.1	WP_035149100.1
OG0001171	WP_096656654.1	WP_035149102.1
OG0001172	WP_096656653.1	WP_035149104.1
OG0001173	WP_096655673.1	WP_035149106.1
OG0001174	WP_096659662.1	WP_035149110.1
OG0001175	WP_096654763.1	WP_035149125.1
OG0001176	WP_096654761.1	WP_035149126.1
OG0001177	WP_096654757.1	WP_035149127.1
OG0001178	WP_096653305.1	WP_035149135.1
OG0001179	WP_096655943.1	WP_035151746.1, WP_035149167.1
OG0001181	WP_096652645.1, WP_096653934.1, WP_096654653.1	WP_035149184.1
OG0001182	WP_096655433.1	WP_035149187.1
OG0001183	WP_096653217.1	WP_035149196.1
OG0001184	WP_096658086.1	WP_035149201.1
OG0001185	WP_096656791.1	WP_035149209.1
OG0001186	WP_096655431.1	WP_035149231.1
OG0001187	WP_096656624.1	WP_035149233.1
OG0001188	WP_096653533.1	WP_035149240.1
OG0001189	WP_096654899.1	WP_035149247.1
OG0001190	WP_096654906.1	WP_035149250.1
OG0001191	WP_096654908.1	WP_035149253.1
OG0001192	WP_096654910.1	WP_035149254.1
OG0001194	WP_096660698.1	WP_035157246.1
OG0001195	WP_096654349.1	WP_035149276.1
OG0001196	WP_096657825.1	WP_035149288.1
OG0001197	WP_096659450.1	WP_035149290.1
OG0001198	WP_096656963.1	WP_035149292.1
OG0001199	WP_096655599.1	WP_035149315.1
OG0001200	WP_096658164.1	WP_035149319.1
OG0001201	WP_096661209.1	WP_035149376.1
OG0001202	WP_096655207.1	WP_035149378.1
OG0001203	WP_096661263.1	WP_035149379.1
OG0001204	WP_096658438.1	WP_035149381.1
