Orthogroup	PCC_7716	NIES-3974
OG0000484	WP_223987760.1	WP_255408906.1
OG0000485	WP_223975958.1	WP_096620803.1
OG0000486	WP_223985575.1	WP_231943142.1
OG0000486	WP_224179481.1	WP_096621117.1
OG0000487	WP_223972393.1	WP_096622564.1
OG0000487	WP_223989973.1	WP_096625629.1
OG0000488	WP_223970823.1	WP_096623034.1
OG0000489	WP_224177869.1, WP_223975972.1	WP_096624887.1
OG0000491	WP_224177758.1	WP_096623280.1
OG0000492	WP_223970761.1	WP_096625296.1
OG0000493	WP_224174684.1, WP_224176799.1, WP_224176787.1, WP_224175181.1	WP_096624115.1
OG0000495	WP_224179648.1, WP_224175329.1	WP_096621502.1
OG0000497	WP_224174744.1, WP_223983890.1	WP_231943320.1
OG0000498	WP_224174826.1	WP_096620392.1
OG0000501	WP_224177539.1	WP_231943227.1
OG0000503	WP_224175492.1, WP_224175271.1	WP_197707018.1
OG0000504	WP_224175827.1	WP_096620491.1, WP_096619923.1, WP_096619812.1
OG0000505	WP_224179184.1	WP_096625966.1, WP_096620329.1
OG0000506	WP_224175475.1	WP_096623402.1
OG0000509	WP_224177439.1	WP_096620338.1
OG0000510	WP_224179266.1	WP_096619897.1
OG0000512	WP_224176475.1, WP_224176473.1, WP_224175617.1	WP_096621292.1
OG0000514	WP_224179637.1	WP_197707048.1
OG0000516	WP_224175140.1	WP_096621243.1
OG0000517	WP_224179007.1, WP_224179011.1	WP_096621872.1
OG0000517	WP_224177577.1	WP_096622868.1, WP_096626272.1
OG0000518	WP_224176735.1	WP_096621941.1
OG0000519	WP_223989562.1	WP_096621675.1
OG0000519	WP_223984282.1	WP_096624416.1
OG0000520	WP_223976513.1	WP_096621557.1
OG0000521	WP_223977611.1	WP_231943057.1
OG0000523	WP_223972713.1, WP_224174209.1	WP_096625292.1
OG0000526	WP_223987176.1	WP_096622406.1
OG0000529	WP_223975341.1, WP_223975343.1	WP_096623549.1
OG0000532	WP_223976791.1	WP_096620337.1
OG0000532	WP_224175376.1	WP_096621844.1
OG0000538	WP_224174378.1, WP_224179927.1, WP_223981803.1	WP_096623430.1
OG0000542	WP_224180263.1, WP_224179238.1, WP_224178310.1	WP_096621079.1
OG0000543	WP_223975836.1	WP_096624149.1
OG0000554	WP_019491444.1	WP_096622127.1
OG0000555	WP_073621203.1	WP_096623288.1
OG0000556	WP_224177623.1, WP_223979248.1	WP_096624634.1
OG0000557	WP_224176228.1	WP_096622880.1
OG0000558	WP_223985964.1	WP_096621328.1
OG0000560	WP_223978708.1	WP_096620937.1
OG0000563	WP_223973583.1	WP_096620914.1
OG0000564	WP_224176178.1, WP_224175425.1	WP_096620033.1
OG0000565	WP_224176179.1, WP_224175426.1	WP_096620032.1
OG0000566	WP_223990736.1	WP_096621518.1
OG0000567	WP_223973801.1	WP_096621126.1
OG0000568	WP_224179068.1	WP_096620065.1
OG0000569	WP_224175868.1	WP_096622442.1
OG0000570	WP_223991302.1	WP_096621776.1
OG0000571	WP_223980051.1	WP_096621850.1
OG0000573	WP_224176786.1, WP_224175017.1	WP_096620988.1
OG0000574	WP_224174752.1	WP_096621817.1
OG0000575	WP_223990852.1	WP_096626381.1
OG0000576	WP_223977670.1	WP_096624241.1
OG0000577	WP_224177119.1	WP_231943507.1
OG0000578	WP_224176789.1	WP_096620090.1
OG0000580	WP_223988222.1	WP_096624612.1
OG0000581	WP_224177950.1	WP_096622717.1
OG0000582	WP_224177968.1	WP_096621734.1
OG0000583	WP_073618175.1	WP_096625697.1
OG0000589	WP_223975104.1	WP_096622489.1
OG0000590	WP_019491741.1	WP_096624005.1
OG0000594	WP_224174838.1, WP_223973285.1	WP_096619975.1
OG0000595	WP_223989738.1, WP_224175721.1	WP_096622536.1
OG0000596	WP_223978219.1	WP_096624131.1
OG0000597	WP_224173978.1	WP_096625687.1
OG0000598	WP_223985784.1	WP_231943268.1
OG0000599	WP_223991481.1	WP_096625707.1
OG0000599	WP_224174400.1	WP_231943120.1
OG0000600	WP_255667696.1	WP_096623368.1
OG0000602	WP_224178497.1	WP_096625312.1
OG0000604	WP_224174092.1	WP_096621840.1
OG0000605	WP_224177039.1	WP_096624813.1
OG0000606	WP_224175176.1	WP_096624127.1
OG0000607	WP_224175180.1	WP_096624121.1
OG0000608	WP_223985897.1	WP_096622543.1
OG0000609	WP_223982473.1	WP_096624708.1
OG0000610	WP_223975161.1	WP_096626185.1
OG0000611	WP_224178423.1	WP_096623400.1
OG0000612	WP_223976024.1	WP_231943052.1
OG0000613	WP_224176209.1	WP_096623382.1
OG0000614	WP_224174099.1, WP_223975223.1	WP_096624680.1
OG0000615	WP_224177498.1	WP_096624221.1
OG0000616	WP_224176009.1	WP_096620060.1
OG0000617	WP_223973272.1	WP_096624344.1
OG0000618	WP_224178908.1	WP_096622974.1
OG0000619	WP_224177307.1	WP_096621047.1
OG0000620	WP_223978045.1, WP_224177167.1	WP_096625653.1
OG0000621	WP_224174944.1, WP_223974060.1	WP_096621176.1
OG0000622	WP_223990052.1	WP_096621195.1
OG0000623	WP_223976568.1	WP_096624223.1
OG0000624	WP_223976629.1	WP_096621490.1
OG0000626	WP_223976347.1	WP_096624517.1
OG0000628	WP_224174821.1, WP_224174785.1	WP_096622862.1
OG0000629	WP_223978022.1	WP_096621295.1
OG0000630	WP_223981565.1	WP_096621465.1
OG0000631	WP_127080721.1	WP_096624827.1
OG0000633	WP_224177535.1	WP_096624163.1
OG0000634	WP_223975283.1	WP_096622918.1
OG0000635	WP_224173919.1	WP_096624167.1
OG0000636	WP_223973406.1	WP_096625171.1
OG0000637	WP_019493669.1	WP_096621147.1
OG0000638	WP_127083710.1	WP_096623523.1
OG0000639	WP_224177832.1	WP_096620171.1
OG0000640	WP_223972549.1	WP_096620989.1
OG0000641	WP_223984644.1	WP_096621771.1
OG0000642	WP_224178030.1	WP_096621843.1
OG0000643	WP_223987721.1	WP_096622561.1
OG0000644	WP_223986197.1	WP_197707050.1
OG0000645	WP_223986342.1	WP_231943106.1
OG0000646	WP_223973264.1	WP_096622773.1
OG0000648	WP_223976008.1	WP_096623284.1
OG0000650	WP_223977578.1, WP_223979290.1	WP_096621166.1, WP_096621317.1
OG0000651	WP_223991322.1, WP_223979292.1	WP_096621171.1
OG0000652	WP_019488894.1	WP_096621919.1
OG0000653	WP_224178507.1	WP_096626424.1
OG0000654	WP_224176951.1	WP_096623445.1
OG0000655	WP_224175047.1	WP_096620787.1
OG0000656	WP_223977856.1	WP_096620693.1, WP_096623539.1
OG0000657	WP_223977963.1	WP_231943306.1
OG0000658	WP_223972931.1	WP_096624111.1
OG0000659	WP_224175605.1	WP_096623910.1
OG0000663	WP_223975135.1	WP_096621909.1
OG0000665	WP_224178745.1	WP_096623832.1
OG0000666	WP_223980309.1, WP_223980326.1	WP_096619817.1
OG0000668	WP_224178017.1, WP_223970229.1	WP_096624678.1
OG0000669	WP_223978019.1	WP_096626428.1
OG0000670	WP_224175005.1	WP_096620663.1
OG0000672	WP_224179030.1, WP_223985605.1	WP_096624169.1
OG0000673	WP_224179788.1	WP_157780668.1
OG0000676	WP_224174139.1	WP_096620370.1
OG0000676	WP_224178904.1	WP_096625936.1
OG0000677	WP_224175424.1, WP_223978818.1	WP_172892734.1
OG0000683	WP_224175828.1	WP_157780630.1, WP_197707004.1
OG0000687	WP_224175412.1	WP_096624155.1
OG0000687	WP_224175409.1, WP_224175407.1	WP_096625337.1
OG0000688	WP_224176332.1, WP_224175345.1	WP_096623607.1
OG0000690	WP_224176686.1, WP_224178020.1, WP_224176676.1	WP_096621942.1
OG0000691	WP_224173935.1	WP_096624576.1
OG0000693	WP_223975832.1	WP_096621566.1
OG0000694	WP_223987870.1	WP_096619895.1
OG0000710	WP_224177521.1	WP_096623455.1
OG0000710	WP_223973094.1	WP_096626485.1
OG0000711	WP_224180360.1	WP_096620280.1
OG0000712	WP_224178641.1, WP_223973331.1	WP_096623697.1
OG0000714	WP_223970853.1, WP_223986430.1	WP_096620157.1
OG0000715	WP_224176585.1, WP_224176754.1, WP_224179656.1	WP_096625422.1
OG0000716	WP_224177893.1, WP_224176345.1	WP_096624055.1
OG0000717	WP_224173990.1, WP_223974463.1	WP_157780776.1
OG0000719	WP_223985676.1, WP_223985685.1	WP_096621439.1
OG0000725	WP_224176001.1, WP_224177885.1	WP_096620692.1
OG0000726	WP_224177036.1, WP_224176376.1, WP_223990132.1	WP_096620932.1
OG0000727	WP_223984873.1, WP_223978175.1	WP_096621043.1
OG0000728	WP_223989559.1, WP_223982396.1	WP_096621666.1
OG0000729	WP_223973127.1, WP_223977791.1, WP_223977789.1	WP_231943084.1
OG0000740	WP_223984144.1	WP_096620778.1
OG0000741	WP_224179469.1	WP_096621187.1
OG0000742	WP_223990369.1	WP_096622775.1, WP_096620821.1
OG0000743	WP_223976002.1	WP_096622606.1
OG0000744	WP_223982172.1	WP_096625099.1
OG0000745	WP_224177303.1	WP_231943513.1
OG0000746	WP_224177302.1	WP_096625103.1
OG0000747	WP_224177301.1, WP_224175237.1	WP_096625105.1
OG0000749	WP_224179231.1	WP_096622014.1
OG0000750	WP_223980878.1	WP_096625597.1
OG0000751	WP_223982119.1, WP_223982093.1	WP_096625432.1
OG0000752	WP_127084720.1	WP_096623264.1
OG0000753	WP_223980012.1	WP_096621316.1
OG0000754	WP_223982978.1	WP_096621944.1
OG0000755	WP_224176679.1, WP_223977230.1	WP_096620812.1
OG0000756	WP_224176801.1	WP_096625087.1
OG0000757	WP_224174698.1	WP_096620886.1
OG0000758	WP_224177366.1	WP_096620345.1
OG0000759	WP_224177964.1, WP_223977007.1	WP_096621987.1
OG0000760	WP_224178828.1	WP_096621355.1
OG0000761	WP_224178699.1	WP_096622576.1
OG0000762	WP_224176881.1	WP_096623208.1
OG0000763	WP_224179676.1, WP_223991306.1	WP_096625310.1
OG0000764	WP_224173997.1	WP_096621329.1
OG0000765	WP_223982652.1	WP_096626311.1
OG0000766	WP_224179435.1, WP_224179245.1	WP_096624861.1
OG0000768	WP_223990788.1	WP_096623374.1, WP_096623290.1
OG0000769	WP_224179657.1	WP_096624965.1
OG0000770	WP_223973059.1, WP_223973058.1	WP_096620730.1
OG0000771	WP_223977887.1	WP_096621110.1
OG0000772	WP_223972325.1	WP_096620913.1
OG0000773	WP_223985520.1	WP_096621214.1
OG0000774	WP_224178105.1	WP_096621420.1
OG0000776	WP_224178514.1	WP_096625823.1, WP_096620820.1
OG0000777	WP_223988073.1	WP_096621887.1
OG0000778	WP_223972528.1	WP_096620632.1, WP_096624929.1
OG0000779	WP_223972809.1	WP_096625546.1
OG0000780	WP_224177965.1, WP_224177447.1	WP_096622928.1
OG0000781	WP_224173930.1	WP_096624151.1
OG0000782	WP_223971764.1, WP_223976730.1	WP_096621174.1
OG0000783	WP_224175580.1	WP_096620240.1
OG0000784	WP_224175593.1	WP_096624791.1
OG0000785	WP_224175337.1	WP_096621940.1
OG0000786	WP_224178667.1	WP_096623770.1
OG0000787	WP_224174777.1	WP_096625892.1
OG0000788	WP_223990682.1	WP_096622525.1
OG0000789	WP_223978095.1	WP_096623679.1
OG0000790	WP_224175110.1, WP_224174522.1	WP_096622944.1
OG0000791	WP_223972801.1, WP_223984290.1	WP_096624740.1
OG0000792	WP_223975380.1, WP_224175818.1	WP_197707075.1
OG0000793	WP_223983080.1	WP_096626079.1
OG0000794	WP_224174834.1, WP_224174835.1, WP_224177680.1	WP_096621594.1
OG0000796	WP_224176444.1	WP_096620251.1
OG0000797	WP_019495836.1	WP_096625839.1
OG0000798	WP_223986521.1	WP_096620198.1, WP_096621450.1
OG0000799	WP_224177980.1	WP_096623685.1
OG0000802	WP_223971560.1	WP_096625191.1, WP_096623424.1
OG0000804	WP_224175523.1, WP_224179612.1, WP_223978176.1	WP_096624676.1
OG0000805	WP_223977952.1	WP_096622461.1
OG0000806	WP_223978298.1, WP_224178453.1	WP_096620272.1
OG0000807	WP_224177008.1	WP_096621847.1
OG0000808	WP_224176211.1, WP_223978244.1	WP_096625262.1
OG0000809	WP_223984738.1, WP_223989645.1	WP_096625890.1
OG0000810	WP_223978062.1	WP_096623485.1
OG0000811	WP_224179224.1	WP_096624231.1
OG0000812	WP_224176587.1	WP_096624203.1
OG0000820	WP_223974101.1	WP_096621321.1
OG0000821	WP_224176234.1	WP_096620301.1, WP_096622478.1
OG0000822	WP_224177951.1	WP_096622715.1
OG0000823	WP_224177952.1	WP_096621813.1
OG0000825	WP_224177858.1	WP_096625286.1
OG0000826	WP_223977300.1	WP_096621727.1
OG0000827	WP_223984167.1	WP_096622813.1
OG0000829	WP_224175197.1	WP_096626040.1
OG0000831	WP_223985842.1	WP_096625721.1
OG0000832	WP_224173977.1	WP_096621342.1
OG0000833	WP_224179575.1	WP_096624797.1
OG0000834	WP_223982921.1	WP_096624400.1
OG0000835	WP_223982674.1	WP_096622499.1
OG0000836	WP_224177175.1	WP_096625994.1
OG0000837	WP_224177414.1, WP_224177412.1	WP_157780821.1
OG0000838	WP_224178826.1	WP_096621352.1
OG0000841	WP_019495286.1	WP_096620973.1
OG0000842	WP_223972904.1	WP_096621067.1
OG0000843	WP_255666815.1	WP_096621038.1
OG0000844	WP_223991413.1	WP_096622552.1
OG0000845	WP_224179344.1	WP_231943063.1
OG0000846	WP_223986854.1	WP_096620144.1
OG0000847	WP_223986852.1	WP_172892741.1
OG0000848	WP_223986850.1	WP_231943184.1
OG0000849	WP_224178871.1	WP_096620141.1
OG0000850	WP_223976648.1	WP_096625132.1
OG0000851	WP_223976646.1	WP_096625134.1
OG0000852	WP_223970117.1	WP_096619901.1
OG0000853	WP_224179149.1	WP_096621891.1
OG0000854	WP_224177329.1	WP_096620837.1
OG0000855	WP_224176842.1, WP_224176663.1	WP_096620533.1
OG0000856	WP_223986858.1	WP_096621309.1
OG0000857	WP_224177222.1	WP_096622283.1
OG0000858	WP_223971040.1	WP_096623092.1
OG0000859	WP_224178538.1, WP_223991147.1	WP_096620982.1
OG0000860	WP_224178726.1	WP_096621960.1
OG0000861	WP_223978985.1	WP_096623378.1
OG0000862	WP_223975668.1	WP_096622219.1
OG0000863	WP_223975622.1	WP_096621384.1
OG0000864	WP_224174786.1	WP_096622125.1
OG0000865	WP_224175335.1	WP_096621932.1
OG0000866	WP_224175978.1, WP_223976739.1	WP_096625639.1
OG0000867	WP_224175979.1	WP_096625635.1
OG0000868	WP_223985599.1, WP_224179289.1	WP_096620715.1
OG0000869	WP_224174695.1	WP_096622098.1
OG0000870	WP_223973273.1, WP_224177676.1	WP_096626430.1
OG0000871	WP_223972594.1	WP_096620305.1
OG0000872	WP_224178112.1	WP_096621647.1
OG0000873	WP_223987764.1	WP_231943139.1
OG0000874	WP_224174852.1	WP_096621622.1
OG0000875	WP_223990532.1	WP_096620867.1
OG0000876	WP_223973714.1	WP_096619957.1
OG0000877	WP_223974061.1	WP_096625533.1
OG0000878	WP_223990058.1	WP_096621198.1
OG0000879	WP_224175341.1, WP_224178339.1	WP_096619977.1
OG0000880	WP_223987290.1	WP_096625737.1
OG0000882	WP_224175561.1	WP_096620856.1
OG0000883	WP_223979894.1, WP_223973513.1	WP_172892784.1
OG0000884	WP_224178024.1	WP_096624883.1
OG0000885	WP_223976626.1	WP_096624953.1
OG0000886	WP_255667726.1, WP_223981665.1	WP_096626205.1
OG0000887	WP_223985691.1	WP_096622380.1
OG0000888	WP_224176393.1	WP_096620270.1
OG0000890	WP_223986069.1	WP_096621265.1
OG0000891	WP_127080849.1	WP_096621293.1
OG0000892	WP_224174260.1, WP_224174817.1	WP_096622850.1
OG0000893	WP_223978870.1	WP_096624704.1
OG0000894	WP_224179949.1, WP_224175736.1, WP_223978181.1	WP_096626022.1
OG0000895	WP_224179952.1, WP_224175739.1, WP_224175538.1	WP_096621276.1
OG0000896	WP_127081326.1	WP_096620680.1
OG0000897	WP_223974016.1	WP_096623836.1
OG0000898	WP_223986824.1	WP_096620925.1
OG0000898	WP_224176337.1	WP_096622195.1
OG0000899	WP_127078199.1	WP_096625771.1
OG0000900	WP_224176555.1	WP_096624837.1
OG0000901	WP_224174986.1, WP_223977822.1	WP_096624773.1
OG0000902	WP_223985777.1	WP_157780603.1, WP_096621422.1
OG0000903	WP_019494768.1, WP_224178452.1	WP_096621497.1
OG0000905	WP_224177663.1	WP_096620621.1
OG0000906	WP_223975824.1	WP_096619800.1
OG0000907	WP_224179236.1	WP_096625896.1
OG0000908	WP_223970985.1	WP_096625821.1
OG0000909	WP_223973811.1	WP_231943312.1, WP_096620127.1
OG0000912	WP_224174630.1	WP_096624867.1
OG0000914	WP_223978118.1, WP_223990136.1	WP_096620917.1
OG0000915	WP_223977310.1	WP_096620915.1
OG0000916	WP_224174093.1	WP_096622151.1
OG0000917	WP_223977077.1	WP_096624750.1
OG0000918	WP_223989300.1, WP_223989804.1	WP_096624141.1
OG0000919	WP_224176611.1	WP_096620510.1
OG0000920	WP_223976489.1	WP_096626373.1
OG0000921	WP_223983677.1	WP_096621888.1
OG0000922	WP_127085105.1	WP_096622713.1
OG0000923	WP_223989414.1, WP_224175411.1	WP_096621048.1
OG0000924	WP_223978086.1	WP_096619993.1
OG0000925	WP_224175936.1, WP_223977265.1	WP_096625575.1
OG0000926	WP_223978907.1	WP_096620476.1
OG0000927	WP_223979453.1, WP_224174692.1	WP_096624334.1
OG0000928	WP_073620774.1	WP_096621149.1
OG0000929	WP_223972530.1	WP_231943155.1, WP_096623926.1
OG0000930	WP_223977089.1	WP_096624767.1
OG0000931	WP_224177874.1	WP_096622435.1
OG0000932	WP_223991157.1	WP_096624011.1
OG0000933	WP_224179538.1	WP_096622926.1
OG0000934	WP_127079560.1	WP_096625280.1
OG0000935	WP_223990696.1	WP_096622924.1
OG0000937	WP_223970962.1	WP_096620106.1
OG0000937	WP_224175230.1	WP_096621390.1
OG0000938	WP_224177314.1	WP_096622886.1
OG0000939	WP_019493182.1	WP_157780708.1, WP_096625525.1
OG0000940	WP_224179392.1, WP_224179580.1	WP_096622826.1
OG0000941	WP_255666542.1, WP_223983160.1	WP_096626265.1
OG0000942	WP_223979288.1, WP_223977580.1	WP_096621167.1
OG0000943	WP_223985568.1	WP_096622691.1, WP_096620169.1
OG0000944	WP_224177528.1	WP_096625021.1
OG0000945	WP_223974172.1, WP_073624118.1	WP_096620040.1
OG0000946	WP_223989700.1	WP_096624390.1
OG0000947	WP_223970868.1	WP_096623904.1
OG0000948	WP_223970172.1	WP_096622970.1
OG0000949	WP_224174618.1	WP_096623880.1
OG0000950	WP_223975022.1	WP_231943060.1
OG0000951	WP_223976638.1	WP_096621530.1, WP_096620454.1
OG0000953	WP_224175248.1	WP_096620015.1
OG0000955	WP_224177954.1	WP_096621223.1
OG0000956	WP_224175205.1	WP_096619875.1
OG0000957	WP_223991473.1	WP_096625491.1
OG0000959	WP_223983454.1	WP_096623360.1
OG0000960	WP_224177122.1	WP_096620470.1
OG0000961	WP_224175473.1	WP_096621972.1
OG0000961	WP_223978142.1	WP_157780714.1
OG0000962	WP_224177304.1	WP_096625095.1
OG0000964	WP_224176726.1	WP_096620360.1
OG0000965	WP_224176675.1	WP_096620359.1
OG0000966	WP_223977333.1	WP_096621364.1
OG0000967	WP_224175165.1	WP_096620227.1
OG0000968	WP_224178140.1	WP_096623822.1
OG0000969	WP_223972871.1	WP_096623232.1
OG0000970	WP_223990011.1	WP_096621182.1
OG0000971	WP_224177900.1	WP_096625743.1
OG0000973	WP_223973767.1, WP_224176866.1	WP_096620085.1
OG0000974	WP_224177471.1	WP_096619825.1
OG0000975	WP_224174732.1, WP_127085455.1	WP_096620952.1
OG0000978	WP_223974025.1	WP_096625216.1
OG0000979	WP_223989542.1	WP_096625047.1
OG0000980	WP_223972938.1	WP_096625430.1
OG0000981	WP_224177609.1	WP_231943123.1
OG0000982	WP_223986113.1	WP_096622809.1
OG0000983	WP_224176812.1	WP_096622197.1
OG0000984	WP_223977903.1	WP_096624193.1
OG0000986	WP_224176781.1, WP_223977011.1	WP_096623296.1
OG0000987	WP_223972430.1	WP_096622852.1
OG0000990	WP_224178806.1	WP_096621077.1
OG0000992	WP_223981562.1	WP_096621464.1
OG0000994	WP_224178656.1, WP_224178655.1, WP_224176220.1	WP_096623073.1
OG0000997	WP_224176186.1	WP_096624027.1
OG0000998	WP_223984566.1, WP_223985259.1	WP_096621065.1
OG0001003	WP_224178872.1	WP_096620140.1
OG0001004	WP_224176875.1, WP_223978798.1	WP_096621510.1
OG0001005	WP_223988215.1	WP_096620469.1
OG0001006	WP_224179702.1	WP_096622481.1
OG0001007	WP_224175351.1	WP_096624977.1
OG0001008	WP_224178032.1	WP_096620220.1
OG0001009	WP_224178083.1	WP_096620741.1
OG0001011	WP_223982230.1	WP_096626065.1
OG0001012	WP_223991094.1	WP_231943234.1
OG0001013	WP_223981076.1	WP_172892780.1
OG0001015	WP_224178120.1	WP_096621614.1
OG0001016	WP_223986280.1	WP_231943043.1, WP_231943230.1
OG0001017	WP_224177305.1	WP_096625093.1
OG0001019	WP_223991386.1	WP_231943100.1
OG0001020	WP_223976156.1	WP_231943082.1
OG0001024	WP_223985041.1, WP_224177659.1	WP_096625031.1
OG0001027	WP_223978078.1	WP_096620861.1
OG0001032	WP_223983001.1, WP_223972957.1	WP_096624229.1
OG0001033	WP_224177003.1, WP_224177560.1, WP_223973245.1	WP_096623014.1
OG0001040	WP_224174089.1	WP_231943506.1
OG0001041	WP_224174090.1	WP_096624963.1
OG0001042	WP_223985553.1	WP_157780812.1
OG0001045	WP_223990584.1, WP_223990587.1	WP_096621304.1
OG0001046	WP_223973213.1, WP_224176693.1, WP_224176710.1	WP_096624889.1
OG0001047	WP_223974709.1	WP_197707022.1, WP_172892787.1
OG0001048	WP_224178884.1, WP_224179292.1	WP_096622494.1
OG0001050	WP_224178664.1	WP_096620024.1
OG0001052	WP_224174608.1	WP_231943153.1
OG0001056	WP_224177282.1, WP_224174606.1, WP_224174455.1, WP_224179799.1	WP_157780625.1
OG0001059	WP_223972408.1, WP_224177236.1, WP_224180150.1, WP_223972663.1	WP_231943173.1
OG0001063	WP_224175196.1, WP_224174186.1	WP_096624338.1
OG0001065	WP_223975327.1	WP_096623559.1
OG0001066	WP_223981854.1, WP_224177113.1	WP_096625631.1
OG0001067	WP_223990074.1, WP_224179159.1	WP_231943297.1, WP_096621400.1
OG0001069	WP_223989979.1	WP_096624053.1
OG0001071	WP_224178175.1	WP_096623613.1
OG0001072	WP_223990008.1	WP_096623922.1
OG0001073	WP_224175970.1, WP_224175139.1	WP_157780768.1
OG0001076	WP_224174865.1, WP_224174368.1, WP_223977846.1	WP_096622069.1
OG0001080	WP_224180395.1, WP_224173926.1, WP_224179449.1	WP_096620660.1
OG0001081	WP_224174207.1	WP_096621710.1
OG0001082	WP_224174669.1, WP_224175099.1	WP_096624650.1
OG0001083	WP_223978293.1, WP_223978167.1	WP_231943046.1
OG0001084	WP_223986947.1, WP_223970997.1	WP_231943441.1
OG0001108	WP_006276978.1	WP_006196724.1
OG0001109	WP_010998474.1	WP_008232935.1
OG0001110	WP_010995042.1	WP_010995042.1
OG0001111	WP_010997613.1	WP_010997613.1
OG0001112	WP_010998401.1	WP_096622317.1
OG0001113	WP_015114387.1	WP_096620864.1
OG0001114	WP_224175379.1	WP_096620802.1
OG0001115	WP_223976672.1	WP_172892792.1
OG0001116	WP_224179467.1	WP_096623762.1
OG0001117	WP_223985523.1	WP_096623760.1
OG0001118	WP_223984465.1	WP_096620811.1
OG0001119	WP_223978952.1	WP_231943223.1
OG0001120	WP_224178335.1	WP_096620631.1
OG0001121	WP_224178336.1	WP_096620630.1
OG0001122	WP_224178513.1	WP_096620252.1
OG0001123	WP_223990367.1	WP_096622777.1
OG0001124	WP_224177797.1	WP_096623451.1
OG0001125	WP_224178752.1	WP_096625317.1, WP_096623116.1
OG0001126	WP_223973071.1	WP_096622894.1
OG0001127	WP_223973077.1	WP_096622898.1
OG0001128	WP_223977950.1	WP_096622526.1
OG0001129	WP_223976787.1	WP_096622065.1
OG0001130	WP_019493295.1	WP_096624973.1
OG0001131	WP_223989498.1	WP_096624971.1
OG0001132	WP_223980634.1	WP_096623628.1
OG0001133	WP_127080252.1	WP_096625065.1
OG0001134	WP_223978120.1	WP_096625912.1
OG0001135	WP_223972525.1	WP_096620895.1
OG0001136	WP_073616159.1	WP_096620894.1
OG0001137	WP_223978370.1	WP_096620598.1
OG0001138	WP_223978369.1	WP_096620597.1
OG0001139	WP_224177300.1	WP_096625109.1
OG0001140	WP_224179485.1	WP_096621014.1
OG0001141	WP_224176361.1	WP_231943294.1
OG0001142	WP_223977962.1	WP_096623386.1
OG0001143	WP_223977308.1	WP_096623384.1
OG0001144	WP_224178845.1	WP_096622187.1
OG0001145	WP_223991259.1	WP_255408918.1
OG0001146	WP_019495151.1	WP_096624694.1
OG0001147	WP_073619884.1	WP_096620379.1
OG0001148	WP_223976317.1	WP_096620375.1
OG0001149	WP_224177563.1	WP_096620724.1
OG0001150	WP_223982607.1	WP_096624803.1
OG0001152	WP_223987714.1	WP_096622016.1
OG0001153	WP_224177140.1	WP_231943515.1
OG0001154	WP_223972553.1	WP_096620987.1
OG0001155	WP_223989532.1	WP_096622990.1
OG0001156	WP_223989290.1	WP_172892835.1
OG0001157	WP_224178671.1	WP_096621095.1
OG0001158	WP_223980855.1	WP_231943157.1
OG0001159	WP_223988277.1	WP_172892846.1
OG0001160	WP_223976149.1	WP_096625627.1
OG0001161	WP_224177985.1	WP_096625625.1
OG0001162	WP_224176409.1	WP_096622024.1
OG0001163	WP_223983708.1	WP_096620199.1
OG0001164	WP_223984869.1	WP_096625811.1
OG0001165	WP_223983704.1	WP_096620203.1
OG0001166	WP_224178502.1	WP_096621473.1
OG0001167	WP_223982749.1	WP_096620638.1
OG0001168	WP_223975608.1	WP_096620309.1
OG0001169	WP_224177624.1	WP_096622403.1
OG0001170	WP_224177345.1	WP_096620888.1
OG0001171	WP_224177344.1	WP_096620889.1
OG0001172	WP_127078636.1	WP_096620128.1
OG0001173	WP_223983802.1	WP_096623874.1
OG0001174	WP_019489948.1	WP_096623750.1
OG0001175	WP_019492323.1	WP_096623158.1
OG0001176	WP_223975524.1	WP_096623160.1
OG0001177	WP_223975526.1	WP_096625914.1
OG0001178	WP_223973600.1	WP_096626554.1
OG0001183	WP_223985511.1	WP_096623946.1
OG0001184	WP_223989278.1	WP_231943502.1
OG0001185	WP_224179107.1	WP_096624175.1
OG0001186	WP_224176823.1	WP_096621531.1
OG0001187	WP_224176008.1	WP_096622175.1
OG0001188	WP_223983107.1	WP_172892764.1
OG0001189	WP_223989292.1	WP_096623366.1
OG0001190	WP_223989294.1	WP_096623886.1
OG0001191	WP_223989296.1	WP_096623884.1
OG0001192	WP_019492353.1	WP_096622678.1
OG0001193	WP_223990760.1	WP_096626113.1
OG0001196	WP_223986031.1	WP_096622632.1
OG0001197	WP_223971100.1	WP_096621808.1
OG0001198	WP_224174699.1	WP_096626115.1
OG0001199	WP_223977913.1	WP_096624899.1
OG0001200	WP_223976036.1	WP_231943444.1
OG0001201	WP_223973395.1	WP_096626251.1
OG0001202	WP_223988015.1	WP_096625329.1
OG0001203	WP_224178698.1	WP_096624320.1
OG0001204	WP_223984708.1	WP_096622577.1
OG0001205	WP_224176021.1	WP_096625474.1
OG0001206	WP_223978741.1	WP_096625472.1
OG0001207	WP_224176025.1	WP_096625470.1
OG0001208	WP_224176029.1	WP_096625460.1
OG0001209	WP_223978752.1	WP_096625458.1
OG0001210	WP_019497397.1	WP_096625456.1
OG0001211	WP_224176030.1	WP_096625454.1
OG0001212	WP_223972742.1	WP_096623204.1
OG0001213	WP_223972743.1	WP_096623206.1
OG0001214	WP_019489541.1	WP_096623643.1
OG0001215	WP_223985030.1	WP_096621837.1
