Orthogroup	PCC_6303	NIES-267
OG0000450	WP_015196416.1	WP_096657069.1
OG0000451	WP_015198862.1	WP_096660422.1, WP_096652391.1
OG0000452	WP_015198860.1	WP_096657785.1, WP_096652579.1, WP_096660425.1
OG0000454	WP_015199915.1, WP_015196138.1	WP_096655726.1, WP_096654591.1
OG0000455	WP_015196970.1	WP_096658221.1
OG0000459	WP_015196434.1	WP_096656068.1, WP_096657328.1
OG0000460	WP_015196516.1	WP_096652858.1
OG0000461	WP_015196515.1	WP_096658600.1, WP_096652856.1
OG0000462	WP_015200328.1	WP_096652838.1
OG0000463	WP_015195826.1	WP_096655865.1
OG0000464	WP_015195827.1	WP_096655873.1, WP_096655866.1
OG0000467	WP_015201081.1	WP_096656474.1
OG0000468	WP_015197645.1	WP_096654333.1
OG0000469	WP_015195875.1	WP_096654297.1
OG0000470	WP_015196830.1	WP_096659193.1
OG0000472	WP_015197738.1	WP_096654651.1
OG0000474	WP_015200302.1	WP_096657640.1
OG0000474	WP_015200301.1	WP_096657639.1
OG0000475	WP_015197193.1	WP_096657886.1
OG0000476	WP_255348461.1	WP_096657884.1
OG0000479	WP_041739321.1	WP_096657834.1
OG0000480	WP_015197207.1	WP_096657894.1
OG0000482	WP_015198466.1	WP_096654382.1
OG0000483	WP_041739903.1	WP_096657631.1
OG0000484	WP_015200067.1	WP_096654506.1
OG0000485	WP_015196376.1, WP_015197944.1	WP_096653906.1, WP_096657207.1
OG0000487	WP_015199835.1	WP_096656535.1
OG0000488	WP_015195966.1	WP_096658618.1
OG0000489	WP_015198634.1	WP_096656766.1
OG0000491	WP_015200007.1	WP_096656217.1
OG0000492	WP_015197394.1	WP_096656786.1
OG0000493	WP_041739869.1	WP_096653013.1
OG0000494	WP_015198162.1	WP_096661298.1
OG0000498	WP_041740351.1, WP_015200238.1	WP_096657115.1
OG0000499	WP_041739480.1	WP_096656971.1, WP_096656970.1, WP_096656968.1, WP_096655330.1, WP_096656969.1, WP_096656000.1, WP_096661174.1, WP_096656975.1
OG0000502	WP_015199975.1	WP_096655380.1
OG0000505	WP_238993750.1	WP_096660926.1, WP_096660925.1
OG0000507	WP_015197930.1	WP_096655376.1
OG0000509	WP_015197805.1	WP_096655959.1
OG0000510	WP_015198423.1	WP_096656620.1
OG0000511	WP_015197718.1	WP_096653401.1
OG0000512	WP_015198899.1	WP_096653420.1
OG0000513	WP_015196773.1, WP_015200539.1	WP_096653966.1, WP_096660673.1
OG0000514	WP_041739397.1, WP_015201148.1, WP_051036644.1	WP_096658275.1, WP_096658276.1, WP_096654218.1
OG0000515	WP_015173935.1, WP_015197864.1	WP_096661063.1, WP_096661210.1, WP_096654249.1
OG0000516	WP_015196015.1	WP_096659507.1, WP_096656302.1, WP_096655125.1
OG0000517	WP_015199820.1	WP_096655193.1
OG0000519	WP_015199858.1	WP_096656006.1
OG0000521	WP_015200944.1, WP_015196758.1, WP_015196759.1	WP_096656608.1
OG0000522	WP_158333182.1	WP_096656777.1
OG0000523	WP_015197396.1	WP_096656788.1
OG0000525	WP_015198167.1, WP_015198086.1	WP_096657352.1, WP_096657455.1
OG0000526	WP_015173932.1	WP_096658284.1
OG0000529	WP_015196821.1	WP_096657810.1, WP_096660029.1
OG0000532	WP_015197806.1	WP_096658655.1
OG0000535	WP_015198208.1	WP_096658871.1
OG0000537	WP_015198076.1, WP_015198157.1	WP_096659824.1
OG0000538	WP_015200407.1	WP_096661011.1
OG0000540	WP_015201137.1	WP_096661706.1
OG0000554	WP_015199058.1	WP_096657003.1
OG0000555	WP_015196628.1	WP_096657583.1, WP_096657585.1, WP_096656700.1
OG0000558	WP_015199051.1	WP_096661351.1
OG0000559	WP_015173972.1	WP_096661280.1
OG0000560	WP_015197027.1	WP_096656623.1
OG0000562	WP_083866293.1	WP_096653184.1
OG0000563	WP_015199599.1	WP_096656323.1
OG0000564	WP_051036640.1	WP_096661064.1
OG0000565	WP_015197839.1, WP_015199486.1	WP_096655036.1
OG0000566	WP_015197143.1	WP_096655924.1
OG0000567	WP_015196892.1	WP_096659430.1, WP_096654023.1, WP_096653588.1
OG0000570	WP_015198065.1, WP_015197852.1	WP_096653327.1
OG0000571	WP_015199203.1	WP_096655576.1
OG0000572	WP_015198142.1, WP_015197909.1, WP_015197907.1	WP_096656779.1
OG0000573	WP_015196648.1, WP_015199813.1	WP_096655280.1
OG0000574	WP_051036596.1, WP_015198725.1, WP_158333122.1	WP_096658571.1
OG0000575	WP_015200932.1	WP_096656285.1, WP_096661341.1, WP_096652992.1
OG0000576	WP_015197494.1	WP_096656726.1, WP_096653544.1, WP_096658029.1
OG0000577	WP_015199740.1	WP_096653273.1
OG0000579	WP_015197107.1, WP_015196329.1	WP_096660887.1
OG0000580	WP_144051020.1	WP_096661071.1
OG0000581	WP_015196997.1, WP_144051022.1	WP_096656269.1
OG0000582	WP_015197721.1, WP_238993774.1	WP_096659851.1
OG0000583	WP_015196835.1	WP_096659207.1
OG0000584	WP_015197601.1	WP_096660366.1, WP_096654168.1, WP_096656260.1
OG0000585	WP_015196105.1, WP_015198333.1	WP_096657515.1, WP_096658705.1, WP_096657308.1
OG0000586	WP_238993757.1, WP_015198321.1	WP_096657450.1, WP_096658693.1, WP_096657524.1, WP_096657298.1
OG0000587	WP_015196115.1, WP_015198317.1	WP_096658685.1, WP_096657294.1, WP_096657528.1
OG0000589	WP_015199686.1	WP_096660273.1, WP_096652567.1
OG0000590	WP_041740016.1	WP_015116770.1
OG0000591	WP_015198920.1	WP_096659259.1, WP_096658827.1, WP_096658877.1
OG0000592	WP_015198386.1	WP_096654130.1, WP_096654128.1
OG0000595	WP_015196359.1	WP_096659311.1
OG0000596	WP_015196575.1	WP_096660395.1, WP_096655939.1
OG0000597	WP_015200423.1	WP_096660340.1
OG0000598	WP_015199323.1	WP_096660167.1
OG0000599	WP_015200096.1	WP_096659281.1
OG0000600	WP_015200593.1	WP_096653507.1, WP_096658205.1, WP_096659698.1
OG0000601	WP_041740747.1	WP_096654140.1
OG0000602	WP_015196792.1	WP_096654321.1, WP_096659414.1, WP_096656826.1
OG0000603	WP_015198858.1	WP_096660428.1
OG0000604	WP_015199638.1	WP_096653741.1
OG0000605	WP_015198756.1	WP_096658259.1
OG0000606	WP_015200159.1	WP_096660983.1
OG0000607	WP_015200156.1	WP_096660309.1
OG0000609	WP_041740850.1, WP_041740462.1, WP_015198006.1	WP_096659335.1
OG0000610	WP_015197132.1	WP_096657952.1, WP_096655851.1
OG0000611	WP_015200741.1	WP_096658352.1
OG0000612	WP_144051000.1	WP_096657911.1
OG0000613	WP_015199021.1	WP_096658453.1
OG0000614	WP_015199472.1, WP_015199265.1	WP_096654142.1
OG0000615	WP_015196685.1	WP_096654716.1
OG0000616	WP_015199163.1	WP_096654325.1
OG0000617	WP_015196690.1	WP_096654724.1
OG0000621	WP_015200307.1	WP_096659263.1, WP_096657643.1
OG0000622	WP_015200970.1	WP_096654993.1, WP_096659722.1
OG0000623	WP_015196686.1	WP_096657119.1, WP_096654718.1
OG0000624	WP_015196976.1	WP_096658408.1
OG0000626	WP_015199895.1	WP_096656441.1
OG0000627	WP_015197399.1	WP_096661167.1
OG0000628	WP_015197375.1	WP_096656879.1
OG0000629	WP_015196481.1	WP_096659063.1
OG0000630	WP_015195812.1	WP_096657844.1
OG0000631	WP_015197505.1	WP_096654377.1
OG0000632	WP_015197502.1	WP_096654375.1
OG0000633	WP_015195805.1	WP_096656295.1, WP_096656296.1, WP_096655606.1
OG0000634	WP_015197095.1, WP_015196800.1	WP_096658379.1
OG0000635	WP_015195802.1	WP_096656292.1
OG0000636	WP_015201106.1	WP_096655954.1
OG0000637	WP_015196584.1	WP_096656506.1, WP_096657050.1, WP_096654785.1
OG0000638	WP_015196805.1	WP_096660044.1
OG0000639	WP_015199730.1	WP_096652428.1
OG0000640	WP_015196646.1, WP_015200254.1	WP_096655637.1, WP_096656591.1
OG0000641	WP_015198718.1	WP_096654154.1, WP_096653749.1, WP_096660522.1
OG0000642	WP_041739246.1	WP_096657088.1
OG0000643	WP_015199457.1	WP_096661275.1, WP_096656714.1, WP_096654400.1
OG0000644	WP_015199088.1	WP_096656056.1
OG0000645	WP_041738887.1	WP_096657953.1
OG0000646	WP_015199928.1	WP_096655616.1
OG0000648	WP_015200077.1, WP_015198724.1	WP_096654639.1
OG0000649	WP_015199862.1	WP_096656539.1
OG0000650	WP_015197361.1	WP_096660379.1
OG0000651	WP_015197654.1	WP_096660383.1
OG0000652	WP_015200957.1	WP_096656175.1
OG0000653	WP_015199526.1	WP_096658626.1
OG0000654	WP_015198539.1, WP_015173954.1	WP_096661122.1
OG0000655	WP_015197262.1	WP_096655631.1
OG0000656	WP_015196827.1	WP_096659627.1, WP_096658342.1
OG0000657	WP_015196304.1	WP_096660688.1
OG0000658	WP_015200151.1	WP_096660980.1
OG0000659	WP_015199516.1	WP_096656917.1
OG0000659	WP_015200445.1	WP_096660180.1
OG0000660	WP_015198498.1	WP_096660237.1
OG0000661	WP_015198240.1	WP_096657419.1
OG0000661	WP_015196126.1	WP_096661190.1
OG0000662	WP_015198805.1	WP_096658359.1, WP_096655708.1, WP_096657597.1, WP_096656022.1
OG0000663	WP_015195782.1, WP_015198446.1	WP_096661141.1
OG0000665	WP_015200933.1	WP_096656286.1, WP_096660552.1, WP_096652994.1
OG0000666	WP_085953323.1	WP_096656722.1
OG0000667	WP_015195843.1	WP_096654617.1
OG0000668	WP_015199471.1, WP_015199264.1	WP_096654144.1
OG0000669	WP_015199349.1	WP_096655751.1, WP_096652789.1, WP_096658537.1
OG0000670	WP_015196849.1	WP_096661246.1
OG0000671	WP_015196153.1	WP_096661207.1, WP_096657561.1
OG0000672	WP_015195801.1	WP_096661137.1, WP_096656291.1
OG0000673	WP_015173982.1	WP_096661663.1
OG0000673	WP_015199669.1	WP_096653735.1, WP_096655824.1
OG0000676	WP_015199266.1	WP_096654150.1
OG0000677	WP_015199488.1, WP_015197837.1	WP_096655034.1
OG0000678	WP_015198062.1	WP_096653723.1
OG0000684	WP_015198343.1	WP_096655111.1, WP_096657454.1, WP_096653861.1
OG0000685	WP_015198210.1	WP_096658859.1
OG0000687	WP_015201020.1	WP_096658211.1
OG0000688	WP_015199195.1	WP_096654470.1
OG0000688	WP_015199803.1	WP_096656199.1
OG0000693	WP_015196663.1, WP_015197760.1	WP_096660014.1
OG0000694	WP_015198424.1, WP_015198434.1	WP_096656621.1
OG0000695	WP_015199125.1	WP_096656809.1
OG0000696	WP_015197977.1, WP_015198365.1	WP_096657374.1, WP_096657229.1, WP_096658801.1
OG0000697	WP_015197978.1, WP_015198366.1	WP_096658803.1, WP_096657230.1, WP_096657373.1
OG0000698	WP_015197979.1, WP_015198367.1	WP_096658805.1, WP_096657231.1, WP_096657372.1
OG0000699	WP_015197980.1, WP_015198368.1	WP_096658807.1, WP_096657232.1, WP_096657371.1
OG0000700	WP_015198369.1, WP_015197981.1	WP_096657233.1, WP_096658809.1, WP_096657370.1
OG0000701	WP_015198371.1, WP_015197983.1	WP_096661196.1, WP_096657234.1, WP_096658813.1
OG0000702	WP_015198177.1	WP_096657341.1, WP_096657467.1
OG0000703	WP_015198176.1	WP_096657342.1, WP_096657466.1
OG0000704	WP_015198173.1	WP_096657463.1, WP_096657345.1
OG0000705	WP_015197865.1	WP_096657427.1
OG0000706	WP_015198180.1	WP_096661193.1, WP_096657469.1
OG0000707	WP_015198965.1	WP_096657942.1
OG0000708	WP_238993729.1, WP_015198741.1	WP_096658100.1, WP_096659133.1, WP_096657951.1
OG0000711	WP_015196406.1, WP_015197432.1, WP_015197936.1, WP_015197943.1	WP_096658516.1
OG0000712	WP_015198787.1	WP_096658577.1
OG0000713	WP_015198196.1	WP_096658763.1
OG0000714	WP_015199132.1	WP_096659211.1
OG0000715	WP_015196415.1	WP_096660148.1
OG0000716	WP_015198907.1	WP_096660792.1
OG0000717	WP_015197097.1	WP_096660847.1
OG0000719	WP_015197773.1	WP_096660967.1
OG0000721	WP_015173904.1	WP_096661640.1
OG0000723	WP_238993849.1	WP_096661689.1
OG0000724	WP_015173967.1	WP_096661699.1
OG0000740	WP_015196215.1	WP_096655850.1
OG0000741	WP_041740866.1	WP_096652779.1, WP_096653230.1
OG0000742	WP_015200910.1	WP_096656408.1
OG0000743	WP_015198448.1, WP_015196855.1	WP_096656699.1
OG0000744	WP_015198687.1	WP_096655406.1
OG0000745	WP_015198688.1	WP_096655408.1
OG0000746	WP_015198689.1	WP_096655410.1
OG0000747	WP_015198690.1	WP_096655412.1
OG0000749	WP_015197350.1	WP_096659018.1, WP_096655004.1
OG0000750	WP_015196270.1, WP_015199184.1	WP_096655050.1
OG0000751	WP_015199211.1	WP_096658980.1
OG0000752	WP_238993820.1	WP_096653604.1, WP_096659774.1
OG0000753	WP_015197702.1, WP_015196390.1	WP_096659730.1
OG0000755	WP_015201043.1	WP_096657157.1
OG0000756	WP_015198454.1	WP_096659297.1, WP_096659295.1
OG0000757	WP_015199739.1	WP_096655490.1, WP_096656964.1
OG0000758	WP_015196236.1	WP_096656659.1
OG0000759	WP_015196238.1	WP_096656663.1
OG0000760	WP_015200598.1	WP_096659917.1
OG0000761	WP_015196955.1	WP_096658439.1, WP_096656012.1
OG0000762	WP_015196668.1	WP_096652263.1
OG0000763	WP_015198954.1	WP_096652710.1
OG0000764	WP_015200202.1	WP_096652609.1, WP_096661139.1
OG0000765	WP_015199572.1	WP_096654530.1
OG0000766	WP_015199244.1	WP_096652785.1
OG0000768	WP_015198547.1	WP_096657096.1
OG0000769	WP_015197482.1	WP_096656749.1, WP_096654221.1
OG0000770	WP_015196205.1	WP_096655946.1
OG0000771	WP_015199190.1	WP_096653703.1
OG0000772	WP_015199597.1	WP_096656324.1
OG0000773	WP_015199069.1	WP_096653222.1
OG0000775	WP_015196607.1	WP_096653569.1, WP_096659145.1
OG0000776	WP_015200913.1	WP_096656407.1
OG0000777	WP_015200272.1	WP_096655205.1
OG0000778	WP_144051063.1	WP_096657879.1
OG0000779	WP_015200395.1	WP_096660896.1
OG0000780	WP_015196526.1	WP_096652757.1
OG0000781	WP_015196268.1, WP_015198812.1	WP_096652234.1
OG0000782	WP_015197811.1	WP_096652625.1
OG0000783	WP_015197923.1, WP_015198121.1	WP_096653803.1, WP_096656776.1, WP_096654698.1
OG0000785	WP_015196358.1	WP_096659828.1, WP_096654708.1
OG0000786	WP_015196340.1	WP_096661354.1
OG0000787	WP_015200542.1	WP_096656027.1
OG0000788	WP_015199196.1	WP_096653713.1, WP_096660857.1
OG0000789	WP_015198524.1	WP_096656627.1
OG0000790	WP_015200982.1	WP_096660891.1
OG0000791	WP_015199026.1	WP_096660890.1
OG0000793	WP_015199136.1, WP_015196001.1	WP_096652643.1
OG0000796	WP_015197220.1	WP_096654999.1, WP_096660034.1
OG0000797	WP_015196213.1	WP_096653279.1
OG0000798	WP_015196852.1	WP_096655351.1
OG0000799	WP_015199394.1	WP_096656676.1
OG0000801	WP_015198779.1	WP_096660592.1
OG0000802	WP_015198778.1	WP_096660551.1
OG0000803	WP_015197108.1, WP_015196328.1	WP_096660886.1
OG0000805	WP_015197674.1	WP_096660869.1
OG0000806	WP_015197679.1	WP_096660877.1
OG0000807	WP_015199206.1	WP_096655573.1
OG0000808	WP_015197185.1	WP_096655990.1
OG0000809	WP_015195825.1	WP_096658067.1
OG0000811	WP_015198766.1	WP_096652749.1, WP_096659808.1
OG0000813	WP_015196894.1	WP_096660456.1
OG0000814	WP_015196102.1, WP_015198336.1	WP_096657513.1, WP_096657310.1, WP_096658711.1
OG0000815	WP_015198263.1	WP_096658629.1
OG0000816	WP_238993808.1	WP_096653787.1
OG0000817	WP_015196107.1, WP_015198331.1	WP_096657517.1, WP_096658701.1, WP_096657306.1
OG0000818	WP_015196113.1, WP_015198320.1	WP_096658691.1, WP_096657525.1, WP_096657297.1
OG0000820	WP_015198578.1	WP_096657620.1
OG0000821	WP_041739029.1	WP_096653128.1
OG0000822	WP_015198026.1	WP_096656268.1
OG0000823	WP_015197593.1	WP_096656267.1, WP_096654869.1
OG0000824	WP_144051037.1	WP_096653914.1
OG0000825	WP_015197749.1	WP_096659572.1, WP_096660614.1
OG0000826	WP_015197524.1	WP_096655714.1, WP_096661359.1
OG0000827	WP_015196987.1	WP_096659424.1
OG0000829	WP_015199258.1	WP_096659432.1
OG0000831	WP_015199002.1	WP_096660317.1
OG0000832	WP_015197465.1	WP_096660332.1
OG0000833	WP_015199749.1, WP_015199750.1	WP_096660480.1
OG0000834	WP_015199746.1	WP_096660483.1, WP_096660227.1
OG0000835	WP_015200634.1	WP_096658472.1
OG0000836	WP_015200629.1	WP_096656730.1, WP_096658468.1
OG0000837	WP_015200711.1	WP_096660419.1
OG0000838	WP_015200795.1, WP_015198786.1	WP_096660062.1
OG0000839	WP_015195990.1	WP_096661086.1
OG0000839	WP_203225987.1	WP_096656276.1
OG0000840	WP_015195992.1	WP_096660920.1
OG0000840	WP_015199515.1	WP_096655688.1
OG0000841	WP_015198642.1	WP_096657930.1
OG0000842	WP_015200171.1	WP_096652914.1, WP_096652912.1
OG0000843	WP_015197590.1	WP_096659650.1
OG0000844	WP_015196699.1	WP_096656594.1
OG0000845	WP_015198896.1, WP_015200259.1	WP_096652844.1
OG0000846	WP_015198614.1	WP_096659798.1, WP_096658186.1
OG0000847	WP_015198613.1	WP_096658187.1, WP_096659800.1
OG0000848	WP_041740605.1	WP_096659802.1, WP_096658190.1
OG0000849	WP_015198611.1	WP_096659804.1, WP_096658191.1
OG0000850	WP_041740700.1	WP_096654962.1, WP_096654973.1
OG0000851	WP_015198963.1	WP_096661062.1, WP_096654971.1
OG0000852	WP_015199949.1, WP_015196295.1	WP_096658250.1
OG0000853	WP_015200090.1	WP_096659613.1, WP_096652298.1
OG0000854	WP_015199998.1	WP_096659343.1
OG0000855	WP_015200768.1	WP_096657929.1
OG0000856	WP_015198616.1	WP_096659794.1, WP_096658184.1
OG0000857	WP_015199360.1	WP_096658288.1, WP_096658287.1
OG0000858	WP_015198462.1	WP_096659117.1, WP_096659119.1
OG0000859	WP_015199693.1	WP_096658996.1
OG0000860	WP_015199354.1, WP_015196331.1	WP_096659061.1
OG0000861	WP_015199018.1	WP_096658978.1, WP_015116941.1
OG0000862	WP_015201074.1	WP_096656480.1, WP_096659984.1
OG0000863	WP_015201090.1	WP_096656467.1
OG0000864	WP_015199993.1	WP_096659357.1, WP_096656953.1
OG0000865	WP_041739105.1	WP_096654712.1
OG0000866	WP_015195878.1	WP_096654313.1
OG0000867	WP_015195876.1	WP_096654309.1
OG0000868	WP_015199187.1	WP_096660184.1
OG0000869	WP_015200650.1	WP_096657995.1
OG0000870	WP_015196689.1	WP_096654722.1
OG0000871	WP_015199970.1	WP_096660287.1, WP_096657086.1
OG0000872	WP_015200696.1, WP_015200834.1	WP_096658499.1
OG0000873	WP_238993727.1	WP_096654492.1
OG0000874	WP_041740859.1, WP_051036791.1	WP_096657719.1
OG0000875	WP_015200212.1	WP_096655555.1, WP_096658560.1
OG0000876	WP_015197791.1	WP_096657759.1
OG0000877	WP_015200306.1	WP_096659327.1, WP_096657642.1
OG0000878	WP_015200973.1	WP_096658440.1, WP_096659718.1
OG0000879	WP_238993703.1	WP_096657018.1
OG0000880	WP_015197296.1	WP_096656518.1
OG0000882	WP_015196496.1	WP_096655620.1, WP_096656275.1
OG0000883	WP_015199680.1	WP_096656713.1
OG0000885	WP_015196974.1	WP_096658411.1
OG0000886	WP_015199824.1	WP_096658417.1
OG0000888	WP_015197280.1	WP_096654575.1
OG0000889	WP_015200849.1	WP_096653509.1
OG0000890	WP_015200356.1	WP_096659897.1
OG0000891	WP_015196401.1	WP_096657327.1, WP_096656067.1
OG0000892	WP_015197397.1	WP_096656884.1
OG0000893	WP_015197562.1	WP_096652220.1, WP_096656126.1
OG0000896	WP_015197589.1, WP_015198419.1	WP_096661307.1
OG0000897	WP_015196795.1	WP_096658363.1
OG0000899	WP_015199246.1	WP_096660098.1, WP_096660232.1
OG0000900	WP_015197510.1	WP_096660617.1, WP_096654388.1
OG0000901	WP_015197519.1	WP_096654369.1
OG0000903	WP_015200135.1	WP_096656428.1
OG0000904	WP_015196337.1	WP_096658090.1
OG0000906	WP_041740897.1	WP_096658194.1, WP_096661042.1
OG0000907	WP_015198783.1	WP_096655909.1, WP_096657000.1
OG0000908	WP_041740776.1	WP_096659089.1
OG0000909	WP_015197454.1	WP_096660161.1
OG0000912	WP_015200059.1	WP_096654484.1
OG0000914	WP_015200454.1	WP_096660495.1
OG0000915	WP_015200457.1	WP_096652801.1, WP_096660856.1
OG0000916	WP_015195917.1	WP_096656449.1
OG0000917	WP_015197576.1	WP_096657828.1
OG0000918	WP_015198509.1	WP_096658072.1
OG0000919	WP_015199702.1	WP_096655907.1, WP_096655906.1
OG0000920	WP_041739071.1	WP_096656991.1, WP_096657960.1
OG0000921	WP_015200091.1	WP_096652296.1, WP_096659605.1
OG0000922	WP_015199344.1	WP_096653761.1, WP_096658400.1
OG0000923	WP_015196557.1	WP_096654162.1
OG0000924	WP_015199451.1	WP_096656262.1
OG0000925	WP_015201052.1	WP_096657920.1
OG0000926	WP_015197034.1	WP_096655716.1, WP_096660145.1
OG0000927	WP_015199842.1	WP_096657572.1
OG0000928	WP_015200848.1	WP_096656370.1
OG0000929	WP_015199616.1	WP_096656314.1
OG0000930	WP_083866326.1	WP_096657693.1
OG0000931	WP_015196375.1	WP_096656505.1, WP_096657775.1
OG0000932	WP_015200590.1	WP_096657864.1
OG0000933	WP_015196490.1	WP_096657658.1
OG0000934	WP_015196595.1	WP_096658506.1, WP_096658505.1
OG0000935	WP_015199352.1	WP_096655368.1
OG0000938	WP_015197153.1, WP_015197768.1	WP_096660700.1
OG0000939	WP_015198696.1	WP_096660250.1
OG0000940	WP_015197020.1	WP_096654733.1
OG0000941	WP_015197227.1	WP_096654735.1
OG0000942	WP_015197362.1	WP_096660381.1
OG0000943	WP_015195835.1	WP_096660198.1
OG0000944	WP_015197126.1	WP_096657800.1, WP_096656942.1
OG0000945	WP_015198191.1	WP_096658769.1
OG0000946	WP_015200837.1	WP_096657771.1, WP_096659085.1
OG0000948	WP_041740145.1	WP_096658544.1
OG0000949	WP_015200048.1	WP_096659462.1, WP_096659456.1
OG0000950	WP_041741245.1	WP_096654657.1
OG0000951	WP_015196982.1	WP_096657977.1
OG0000952	WP_255348442.1, WP_015195932.1	WP_096656042.1
OG0000953	WP_015196199.1, WP_015197767.1	WP_096656133.1
OG0000954	WP_015199498.1	WP_096658589.1
OG0000955	WP_015200408.1, WP_015199644.1	WP_096654995.1
OG0000956	WP_015199854.1	WP_096659593.1
OG0000957	WP_015199853.1	WP_096659595.1, WP_096658849.1
OG0000958	WP_015199248.1, WP_015198362.1	WP_096654623.1
OG0000959	WP_015200885.1	WP_096656405.1
OG0000960	WP_015198503.1, WP_083866316.1	WP_096660779.1
OG0000962	WP_015198685.1	WP_096655402.1
OG0000966	WP_015197358.1	WP_096652493.1
OG0000967	WP_041740371.1	WP_096656558.1
OG0000968	WP_015196243.1	WP_096660399.1, WP_096661578.1
OG0000969	WP_015200490.1	WP_096659859.1, WP_096656568.1
OG0000970	WP_015196282.1, WP_015198676.1	WP_096653025.1
OG0000971	WP_015198589.1	WP_096657804.1
OG0000973	WP_041740663.1	WP_096658337.1
OG0000974	WP_041740830.1	WP_096655715.1, WP_096657964.1
OG0000975	WP_015200285.1	WP_096657625.1
OG0000977	WP_015196494.1	WP_096657764.1, WP_096659632.1
OG0000978	WP_015196874.1	WP_096658533.1, WP_096660572.1
OG0000979	WP_015200121.1, WP_015200192.1	WP_096653341.1
OG0000980	WP_015197426.1	WP_096653371.1, WP_096660992.1
OG0000981	WP_015199090.1, WP_015200690.1	WP_096658128.1
OG0000982	WP_015200474.1	WP_096652203.1
OG0000983	WP_238993733.1	WP_096652633.1, WP_096655596.1
OG0000984	WP_015199896.1	WP_096656228.1, WP_096661220.1
OG0000985	WP_238993720.1, WP_015197355.1, WP_015199628.1	WP_096652438.1, WP_096657153.1
OG0000986	WP_015197192.1	WP_096657885.1
OG0000987	WP_015199654.1, WP_015197379.1	WP_096656883.1
OG0000988	WP_015197109.1	WP_096660885.1
OG0000989	WP_144050985.1	WP_096660919.1
OG0000989	WP_203225930.1	WP_096655687.1
OG0000990	WP_015199037.1	WP_096658318.1, WP_096659525.1
OG0000991	WP_015199491.1	WP_096655016.1, WP_096655030.1, WP_096655018.1, WP_096655014.1
OG0000992	WP_015195811.1	WP_096657843.1
OG0000995	WP_015197786.1, WP_015195887.1	WP_096655811.1
OG0000996	WP_015197934.1, WP_015195957.1, WP_015199254.1	WP_096654353.1
OG0000997	WP_015196505.1	WP_096657956.1, WP_096657955.1
OG0000998	WP_015196411.1	WP_096655290.1
OG0000999	WP_015199983.1	WP_096652304.1, WP_096653991.1, WP_096661594.1, WP_096656192.1
OG0001002	WP_015196106.1, WP_015198332.1	WP_096657307.1, WP_096657516.1, WP_096658703.1
OG0001003	WP_015198610.1	WP_096659806.1, WP_096658192.1
OG0001004	WP_015199626.1	WP_096658175.1
OG0001005	WP_015200796.1	WP_096660061.1, WP_096656334.1
OG0001006	WP_015197178.1	WP_096658511.1
OG0001007	WP_041739255.1, WP_015197617.1	WP_096656893.1
OG0001008	WP_015200382.1	WP_096657999.1, WP_096656365.1
OG0001009	WP_015200188.1	WP_096657581.1, WP_096657681.1
OG0001010	WP_041738981.1	WP_096660997.1
OG0001011	WP_015199759.1	WP_096661092.1
OG0001012	WP_015201024.1	WP_096661145.1, WP_096656918.1
OG0001013	WP_015196767.1	WP_096656823.1, WP_096659499.1
OG0001014	WP_041739345.1, WP_015198108.1, WP_015197995.1	WP_096656691.1
OG0001015	WP_015196484.1	WP_096657441.1, WP_096653234.1
OG0001016	WP_051036706.1	WP_096661173.1
OG0001017	WP_015198684.1	WP_096655400.1
OG0001019	WP_041739803.1	WP_096655814.1, WP_096655070.1
OG0001020	WP_041739768.1	WP_096655754.1, WP_096655758.1
OG0001021	WP_015198160.1	WP_096652103.1
OG0001023	WP_015199444.1	WP_096652524.1, WP_096658162.1
OG0001027	WP_015198822.1	WP_096653440.1
OG0001033	WP_015196928.1	WP_096653795.1
OG0001034	WP_015198128.1, WP_015197916.1	WP_096653984.1, WP_096654841.1, WP_096661413.1, WP_096658367.1
OG0001035	WP_015197442.1	WP_096654188.1
OG0001037	WP_015200438.1, WP_015201031.1	WP_096654293.1
OG0001040	WP_015200709.1	WP_096655089.1
OG0001041	WP_015200710.1	WP_096655091.1
OG0001045	WP_015197145.1	WP_096655928.1, WP_096655927.1
OG0001046	WP_015197408.1	WP_096656019.1
OG0001047	WP_015195948.1	WP_096656049.1, WP_096660018.1
OG0001051	WP_015199259.1	WP_096656721.1
OG0001055	WP_015201006.1	WP_096657710.1
OG0001059	WP_015196452.1, WP_015198346.1	WP_096658562.1
OG0001060	WP_015196168.1	WP_096658819.1
OG0001061	WP_015198193.1	WP_096658773.1
OG0001062	WP_015200256.1	WP_096659016.1
OG0001065	WP_015196816.1	WP_096660039.1
OG0001067	WP_015198674.1	WP_096660609.1
OG0001068	WP_015199137.1	WP_096660735.1
OG0001069	WP_015198908.1	WP_096660794.1
OG0001071	WP_015197098.1	WP_096660846.1
OG0001072	WP_015200160.1, WP_015197716.1	WP_096660984.1
OG0001073	WP_015196017.1, WP_015198348.1	WP_096661013.1
OG0001074	WP_041739569.1, WP_041739422.1	WP_096661186.1, WP_096661281.1
OG0001075	WP_041740501.1	WP_096661202.1, WP_096661194.1
OG0001076	WP_015199145.1	WP_096661349.1
OG0001078	WP_144051031.1, WP_015198339.1, WP_144051168.1	WP_096661395.1
OG0001079	WP_015173969.1	WP_096661701.1
