Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000015	NIES-267	n34	1.0	Terminal	NIES-267_WP_096653434.1	NIES-267_WP_096653432.1
OG0000016	N0	n0	1.0	Non-Terminal	NIES-267_WP_096660242.1, NIES-267_WP_096654944.1, NIES-4071_WP_096686993.1, NIES-4105_WP_096686993.1, PCC_7716_WP_224179691.1, NIES-4071_WP_096693706.1, NIES-4105_WP_096693706.1, 336-3_WP_035158136.1, PCC_6303_WP_015198501.1, NIES-267_WP_096657937.1, NIES-3974_WP_096620459.1, PCC_7716_WP_223972021.1, NIES-4105_WP_096685008.1, NIES-4071_WP_096685008.1, PCC_7716_WP_223973158.1, PCC_6303_WP_015199431.1	NIES-267_WP_096657815.1, 336-3_WP_035153714.1, PCC_6303_WP_015196780.1, NIES-4071_WP_096686371.1, NIES-4105_WP_096686371.1, PCC_7716_WP_073624137.1, NIES-3974_WP_096622633.1, PCC_7716_WP_224175277.1, NIES-4105_WP_096684976.1, NIES-4071_WP_096684976.1, NIES-267_WP_096660979.1, NIES-267_WP_096657239.1, PCC_7716_WP_224175789.1, NIES-3974_WP_096623392.1, NIES-4071_WP_096694139.1, NIES-4105_WP_096694139.1, PCC_7716_WP_224175028.1, NIES-267_WP_096654031.1, 336-3_WP_082127290.1
OG0000016	N0	n1	0.714285714286	Non-Terminal	NIES-267_WP_096660242.1, NIES-267_WP_096654944.1, NIES-4071_WP_096686993.1, NIES-4105_WP_096686993.1, PCC_7716_WP_224179691.1, NIES-4071_WP_096693706.1, NIES-4105_WP_096693706.1, 336-3_WP_035158136.1, PCC_6303_WP_015198501.1	NIES-267_WP_096657937.1, NIES-3974_WP_096620459.1, PCC_7716_WP_223972021.1, NIES-4105_WP_096685008.1, NIES-4071_WP_096685008.1, PCC_7716_WP_223973158.1, PCC_6303_WP_015199431.1
OG0000016	NIES-267	n4	1.0	Terminal	NIES-267_WP_096660242.1	NIES-267_WP_096654944.1
OG0000016	N0	n5	0.285714285714	Non-Terminal	NIES-4071_WP_096686993.1, NIES-4105_WP_096686993.1	PCC_7716_WP_224179691.1, NIES-4071_WP_096693706.1, NIES-4105_WP_096693706.1, 336-3_WP_035158136.1
OG0000016	N4	n13	0.333333333333	Non-Terminal	PCC_7716_WP_223972021.1	NIES-4105_WP_096685008.1, NIES-4071_WP_096685008.1, PCC_7716_WP_223973158.1
OG0000016	N0	n16	0.857142857143	Non-Terminal	NIES-267_WP_096657815.1, 336-3_WP_035153714.1, PCC_6303_WP_015196780.1, NIES-4071_WP_096686371.1, NIES-4105_WP_096686371.1, PCC_7716_WP_073624137.1, NIES-3974_WP_096622633.1, PCC_7716_WP_224175277.1, NIES-4105_WP_096684976.1, NIES-4071_WP_096684976.1, NIES-267_WP_096660979.1, NIES-267_WP_096657239.1	PCC_7716_WP_224175789.1, NIES-3974_WP_096623392.1, NIES-4071_WP_096694139.1, NIES-4105_WP_096694139.1, PCC_7716_WP_224175028.1, NIES-267_WP_096654031.1, 336-3_WP_082127290.1
OG0000016	N0	n17	0.571428571429	Non-Terminal	NIES-267_WP_096657815.1, 336-3_WP_035153714.1, PCC_6303_WP_015196780.1, NIES-4071_WP_096686371.1, NIES-4105_WP_096686371.1, PCC_7716_WP_073624137.1, NIES-3974_WP_096622633.1	PCC_7716_WP_224175277.1, NIES-4105_WP_096684976.1, NIES-4071_WP_096684976.1, NIES-267_WP_096660979.1, NIES-267_WP_096657239.1
OG0000016	NIES-267	n27	1.0	Terminal	NIES-267_WP_096660979.1	NIES-267_WP_096657239.1
OG0000016	N0	n29	0.142857142857	Non-Terminal	PCC_7716_WP_224175789.1	NIES-3974_WP_096623392.1, NIES-4071_WP_096694139.1, NIES-4105_WP_096694139.1, PCC_7716_WP_224175028.1, NIES-267_WP_096654031.1
OG0000017	N0	n0	1.0	Non-Terminal	336-3_WP_035153749.1, PCC_7716_WP_223974161.1, NIES-3974_WP_197707080.1, NIES-4071_WP_096690249.1, NIES-4105_WP_096690249.1, NIES-267_WP_096660654.1, PCC_6303_WP_015195951.1, PCC_7716_WP_224177192.1, NIES-4105_WP_096688606.1, NIES-4071_WP_096688606.1, NIES-3974_WP_096620029.1, PCC_6303_WP_015199294.1	NIES-3974_WP_096622984.1, NIES-4071_WP_096687838.1, NIES-4105_WP_096687838.1, 336-3_WP_035157968.1, NIES-4071_WP_096684251.1, NIES-4105_WP_096684251.1, PCC_6303_WP_015198486.1, 336-3_WP_035154401.1, PCC_6303_WP_015196930.1, 336-3_WP_035153827.1, PCC_7716_WP_223978338.1, NIES-4105_WP_096686127.1, NIES-4071_WP_096686127.1, NIES-4105_WP_096685802.1, NIES-4071_WP_096685802.1, NIES-267_WP_096657162.1, NIES-4105_WP_096684130.1, NIES-4071_WP_096684130.1, PCC_6303_WP_015197990.1, NIES-4071_WP_096687569.1, NIES-4105_WP_096687569.1, NIES-267_WP_096657739.1
OG0000017	N0	n1	0.571428571429	Non-Terminal	336-3_WP_035153749.1, PCC_7716_WP_223974161.1, NIES-3974_WP_197707080.1, NIES-4071_WP_096690249.1, NIES-4105_WP_096690249.1, NIES-267_WP_096660654.1, PCC_6303_WP_015195951.1, PCC_7716_WP_224177192.1	NIES-4105_WP_096688606.1, NIES-4071_WP_096688606.1, NIES-3974_WP_096620029.1, PCC_6303_WP_015199294.1
OG0000017	N0	n3	0.142857142857	Non-Terminal	PCC_7716_WP_223974161.1, NIES-3974_WP_197707080.1, NIES-4071_WP_096690249.1, NIES-4105_WP_096690249.1, NIES-267_WP_096660654.1, PCC_6303_WP_015195951.1	PCC_7716_WP_224177192.1
OG0000017	N0	n12	0.428571428571	Non-Terminal	NIES-3974_WP_096622984.1, NIES-4071_WP_096687838.1, NIES-4105_WP_096687838.1, 336-3_WP_035157968.1	NIES-4071_WP_096684251.1, NIES-4105_WP_096684251.1, PCC_6303_WP_015198486.1, 336-3_WP_035154401.1, PCC_6303_WP_015196930.1, 336-3_WP_035153827.1, PCC_7716_WP_223978338.1, NIES-4105_WP_096686127.1, NIES-4071_WP_096686127.1, NIES-4105_WP_096685802.1, NIES-4071_WP_096685802.1, NIES-267_WP_096657162.1, NIES-4105_WP_096684130.1, NIES-4071_WP_096684130.1, PCC_6303_WP_015197990.1, NIES-4071_WP_096687569.1, NIES-4105_WP_096687569.1, NIES-267_WP_096657739.1
OG0000017	N0	n16	0.571428571429	Non-Terminal	NIES-4071_WP_096684251.1, NIES-4105_WP_096684251.1, PCC_6303_WP_015198486.1, 336-3_WP_035154401.1, PCC_6303_WP_015196930.1, 336-3_WP_035153827.1, PCC_7716_WP_223978338.1, NIES-4105_WP_096686127.1, NIES-4071_WP_096686127.1, NIES-4105_WP_096685802.1, NIES-4071_WP_096685802.1, NIES-267_WP_096657162.1	NIES-4105_WP_096684130.1, NIES-4071_WP_096684130.1, PCC_6303_WP_015197990.1, NIES-4071_WP_096687569.1, NIES-4105_WP_096687569.1, NIES-267_WP_096657739.1
OG0000017	N0	n17	0.571428571429	Non-Terminal	NIES-4071_WP_096684251.1, NIES-4105_WP_096684251.1, PCC_6303_WP_015198486.1, 336-3_WP_035154401.1	PCC_6303_WP_015196930.1, 336-3_WP_035153827.1, PCC_7716_WP_223978338.1, NIES-4105_WP_096686127.1, NIES-4071_WP_096686127.1, NIES-4105_WP_096685802.1, NIES-4071_WP_096685802.1, NIES-267_WP_096657162.1
OG0000017	N5	n25	1.0	Non-Terminal	NIES-4105_WP_096686127.1, NIES-4071_WP_096686127.1	NIES-4105_WP_096685802.1, NIES-4071_WP_096685802.1
OG0000017	N0	n28	0.285714285714	Non-Terminal	NIES-4105_WP_096684130.1, NIES-4071_WP_096684130.1	PCC_6303_WP_015197990.1, NIES-4071_WP_096687569.1, NIES-4105_WP_096687569.1, NIES-267_WP_096657739.1
OG0000018	N0	n0	0.857142857143	Non-Terminal	NIES-3974_WP_096625703.1, PCC_7716_WP_224177415.1, NIES-4105_WP_096691938.1, NIES-4071_WP_096691938.1, PCC_6303_WP_015198913.1, NIES-267_WP_096652185.1	PCC_6303_WP_015199223.1, NIES-3974_WP_096625142.1, 336-3_WP_035151257.1, PCC_7716_WP_224176031.1, PCC_6303_WP_238993839.1, NIES-4105_WP_096694074.1, NIES-4071_WP_096694074.1, PCC_7716_WP_223978299.1, PCC_7716_WP_224176526.1, PCC_7716_WP_223974056.1, NIES-3974_WP_096623669.1, NIES-4105_WP_096693862.1, NIES-4071_WP_096693862.1, NIES-4105_WP_096691355.1, NIES-4071_WP_096691355.1, PCC_7716_WP_224177274.1, NIES-4105_WP_096684086.1, NIES-4071_WP_096684086.1, NIES-4071_WP_096684774.1, NIES-4105_WP_096684774.1, NIES-4071_WP_096690829.1, NIES-4105_WP_096690829.1, NIES-3974_WP_096621361.1, NIES-267_WP_096660491.1, NIES-4071_WP_096691016.1, NIES-4105_WP_096691016.1, PCC_7716_WP_223983760.1
OG0000018	N0	n6	0.428571428571	Non-Terminal	PCC_6303_WP_015199223.1, NIES-3974_WP_096625142.1, 336-3_WP_035151257.1, PCC_7716_WP_224176031.1, PCC_6303_WP_238993839.1, NIES-4105_WP_096694074.1, NIES-4071_WP_096694074.1, PCC_7716_WP_223978299.1, PCC_7716_WP_224176526.1, PCC_7716_WP_223974056.1, NIES-3974_WP_096623669.1, NIES-4105_WP_096693862.1, NIES-4071_WP_096693862.1, NIES-4105_WP_096691355.1, NIES-4071_WP_096691355.1, PCC_7716_WP_224177274.1, NIES-4105_WP_096684086.1, NIES-4071_WP_096684086.1, NIES-4071_WP_096684774.1, NIES-4105_WP_096684774.1, NIES-4071_WP_096690829.1, NIES-4105_WP_096690829.1, NIES-3974_WP_096621361.1	NIES-267_WP_096660491.1, NIES-4071_WP_096691016.1, NIES-4105_WP_096691016.1, PCC_7716_WP_223983760.1
OG0000018	N0	n7	0.428571428571	Non-Terminal	PCC_6303_WP_015199223.1, NIES-3974_WP_096625142.1, 336-3_WP_035151257.1, PCC_7716_WP_224176031.1	PCC_6303_WP_238993839.1, NIES-4105_WP_096694074.1, NIES-4071_WP_096694074.1, PCC_7716_WP_223978299.1, PCC_7716_WP_224176526.1, PCC_7716_WP_223974056.1, NIES-3974_WP_096623669.1, NIES-4105_WP_096693862.1, NIES-4071_WP_096693862.1, NIES-4105_WP_096691355.1, NIES-4071_WP_096691355.1, PCC_7716_WP_224177274.1, NIES-4105_WP_096684086.1, NIES-4071_WP_096684086.1, NIES-4071_WP_096684774.1, NIES-4105_WP_096684774.1, NIES-4071_WP_096690829.1, NIES-4105_WP_096690829.1, NIES-3974_WP_096621361.1
OG0000018	N2	n12	0.6	Non-Terminal	NIES-4105_WP_096694074.1, NIES-4071_WP_096694074.1, PCC_7716_WP_223978299.1, PCC_7716_WP_224176526.1	PCC_7716_WP_223974056.1, NIES-3974_WP_096623669.1, NIES-4105_WP_096693862.1, NIES-4071_WP_096693862.1, NIES-4105_WP_096691355.1, NIES-4071_WP_096691355.1, PCC_7716_WP_224177274.1, NIES-4105_WP_096684086.1, NIES-4071_WP_096684086.1, NIES-4071_WP_096684774.1, NIES-4105_WP_096684774.1, NIES-4071_WP_096690829.1, NIES-4105_WP_096690829.1, NIES-3974_WP_096621361.1
OG0000018	PCC_7716	n15	1.0	Terminal	PCC_7716_WP_223978299.1	PCC_7716_WP_224176526.1
OG0000018	N2	n16	0.6	Non-Terminal	PCC_7716_WP_223974056.1, NIES-3974_WP_096623669.1, NIES-4105_WP_096693862.1, NIES-4071_WP_096693862.1, NIES-4105_WP_096691355.1, NIES-4071_WP_096691355.1, PCC_7716_WP_224177274.1, NIES-4105_WP_096684086.1, NIES-4071_WP_096684086.1, NIES-4071_WP_096684774.1, NIES-4105_WP_096684774.1	NIES-4071_WP_096690829.1, NIES-4105_WP_096690829.1, NIES-3974_WP_096621361.1
OG0000018	N2	n17	0.4	Non-Terminal	PCC_7716_WP_223974056.1, NIES-3974_WP_096623669.1, NIES-4105_WP_096693862.1, NIES-4071_WP_096693862.1, NIES-4105_WP_096691355.1, NIES-4071_WP_096691355.1, PCC_7716_WP_224177274.1	NIES-4105_WP_096684086.1, NIES-4071_WP_096684086.1, NIES-4071_WP_096684774.1, NIES-4105_WP_096684774.1
OG0000018	N2	n18	0.6	Non-Terminal	PCC_7716_WP_223974056.1, NIES-3974_WP_096623669.1, NIES-4105_WP_096693862.1, NIES-4071_WP_096693862.1	NIES-4105_WP_096691355.1, NIES-4071_WP_096691355.1, PCC_7716_WP_224177274.1
OG0000018	N5	n24	1.0	Non-Terminal: STRIDE	NIES-4105_WP_096684086.1, NIES-4071_WP_096684086.1	NIES-4071_WP_096684774.1, NIES-4105_WP_096684774.1
OG0000019	N0	n1	0.571428571429	Non-Terminal	NIES-267_WP_096656731.1, PCC_7716_WP_223989441.1, NIES-4071_WP_096691522.1, NIES-4105_WP_096691522.1, NIES-267_WP_096656732.1, PCC_6303_WP_015197299.1, PCC_7716_WP_224176689.1, NIES-4105_WP_096683961.1, NIES-4071_WP_096683961.1, NIES-4105_WP_096684364.1, NIES-4071_WP_096684364.1, NIES-4071_WP_096683944.1, NIES-4105_WP_096683944.1, PCC_7716_WP_224178911.1, PCC_7716_WP_224178766.1, NIES-4105_WP_096692214.1, NIES-4071_WP_096692214.1, PCC_7716_WP_224176469.1, NIES-4071_WP_096690012.1, NIES-4105_WP_096690012.1, NIES-4105_WP_096693074.1, NIES-4071_WP_096693074.1, NIES-4071_WP_096694258.1, NIES-4105_WP_096694258.1, PCC_7716_WP_223987281.1	PCC_7716_WP_224176703.1, NIES-4071_WP_096684432.1, NIES-4105_WP_096684432.1, PCC_7716_WP_224176732.1, NIES-4071_WP_096684403.1, NIES-4105_WP_096684403.1, NIES-267_WP_096661294.1
OG0000019	N0	n2	0.571428571429	Non-Terminal	NIES-267_WP_096656731.1, PCC_7716_WP_223989441.1, NIES-4071_WP_096691522.1, NIES-4105_WP_096691522.1	NIES-267_WP_096656732.1, PCC_6303_WP_015197299.1, PCC_7716_WP_224176689.1, NIES-4105_WP_096683961.1, NIES-4071_WP_096683961.1, NIES-4105_WP_096684364.1, NIES-4071_WP_096684364.1, NIES-4071_WP_096683944.1, NIES-4105_WP_096683944.1, PCC_7716_WP_224178911.1, PCC_7716_WP_224178766.1, NIES-4105_WP_096692214.1, NIES-4071_WP_096692214.1, PCC_7716_WP_224176469.1, NIES-4071_WP_096690012.1, NIES-4105_WP_096690012.1, NIES-4105_WP_096693074.1, NIES-4071_WP_096693074.1, NIES-4071_WP_096694258.1, NIES-4105_WP_096694258.1, PCC_7716_WP_223987281.1
OG0000019	N4	n8	1.0	Non-Terminal	PCC_7716_WP_224176689.1, NIES-4105_WP_096683961.1, NIES-4071_WP_096683961.1, NIES-4105_WP_096684364.1, NIES-4071_WP_096684364.1	NIES-4071_WP_096683944.1, NIES-4105_WP_096683944.1, PCC_7716_WP_224178911.1, PCC_7716_WP_224178766.1, NIES-4105_WP_096692214.1, NIES-4071_WP_096692214.1, PCC_7716_WP_224176469.1, NIES-4071_WP_096690012.1, NIES-4105_WP_096690012.1, NIES-4105_WP_096693074.1, NIES-4071_WP_096693074.1, NIES-4071_WP_096694258.1, NIES-4105_WP_096694258.1, PCC_7716_WP_223987281.1
OG0000019	N5	n10	1.0	Non-Terminal	NIES-4105_WP_096683961.1, NIES-4071_WP_096683961.1	NIES-4105_WP_096684364.1, NIES-4071_WP_096684364.1
OG0000019	N4	n13	1.0	Non-Terminal	NIES-4071_WP_096683944.1, NIES-4105_WP_096683944.1, PCC_7716_WP_224178911.1, PCC_7716_WP_224178766.1, NIES-4105_WP_096692214.1, NIES-4071_WP_096692214.1, PCC_7716_WP_224176469.1, NIES-4071_WP_096690012.1, NIES-4105_WP_096690012.1, NIES-4105_WP_096693074.1, NIES-4071_WP_096693074.1	NIES-4071_WP_096694258.1, NIES-4105_WP_096694258.1, PCC_7716_WP_223987281.1
OG0000019	N4	n14	0.666666666667	Non-Terminal	NIES-4071_WP_096683944.1, NIES-4105_WP_096683944.1	PCC_7716_WP_224178911.1, PCC_7716_WP_224178766.1, NIES-4105_WP_096692214.1, NIES-4071_WP_096692214.1, PCC_7716_WP_224176469.1, NIES-4071_WP_096690012.1, NIES-4105_WP_096690012.1, NIES-4105_WP_096693074.1, NIES-4071_WP_096693074.1
OG0000019	N4	n16	0.333333333333	Non-Terminal	PCC_7716_WP_224178911.1	PCC_7716_WP_224178766.1, NIES-4105_WP_096692214.1, NIES-4071_WP_096692214.1, PCC_7716_WP_224176469.1, NIES-4071_WP_096690012.1, NIES-4105_WP_096690012.1, NIES-4105_WP_096693074.1, NIES-4071_WP_096693074.1
OG0000019	N4	n17	1.0	Non-Terminal	PCC_7716_WP_224178766.1, NIES-4105_WP_096692214.1, NIES-4071_WP_096692214.1	PCC_7716_WP_224176469.1, NIES-4071_WP_096690012.1, NIES-4105_WP_096690012.1, NIES-4105_WP_096693074.1, NIES-4071_WP_096693074.1
OG0000019	N5	n21	1.0	Non-Terminal	NIES-4071_WP_096690012.1, NIES-4105_WP_096690012.1	NIES-4105_WP_096693074.1, NIES-4071_WP_096693074.1
OG0000019	N4	n27	1.0	Non-Terminal	PCC_7716_WP_224176703.1, NIES-4071_WP_096684432.1, NIES-4105_WP_096684432.1	PCC_7716_WP_224176732.1, NIES-4071_WP_096684403.1, NIES-4105_WP_096684403.1
OG0000020	N0	n0	0.714285714286	Non-Terminal	PCC_6303_WP_015173915.1, NIES-3974_WP_096621290.1, PCC_7716_WP_224176405.1, PCC_6303_WP_015198096.1, NIES-3974_WP_096623433.1, NIES-4105_WP_096686005.1, NIES-4071_WP_096686005.1, PCC_7716_WP_223973082.1, NIES-267_WP_096660831.1, PCC_7716_WP_224178468.1, PCC_7716_WP_224175399.1	336-3_WP_035156973.1, PCC_7716_WP_224177271.1, NIES-4071_WP_096688467.1, NIES-4105_WP_096688467.1, NIES-4071_WP_096690925.1, NIES-4105_WP_096690925.1, NIES-4105_WP_096684220.1, NIES-4071_WP_096684220.1, NIES-4105_WP_096692263.1, NIES-4071_WP_096692263.1, NIES-4105_WP_096693397.1, NIES-4071_WP_096693397.1, NIES-4105_WP_096691508.1, NIES-4071_WP_096691508.1, NIES-3974_WP_096621408.1, NIES-3974_WP_096621405.1, NIES-3974_WP_096621409.1, PCC_6303_WP_015195792.1, NIES-4071_WP_096689208.1, NIES-4071_WP_096729119.1, NIES-4105_WP_096689208.1
OG0000020	N0	n1	0.428571428571	Non-Terminal	PCC_6303_WP_015173915.1, NIES-3974_WP_096621290.1, PCC_7716_WP_224176405.1	PCC_6303_WP_015198096.1, NIES-3974_WP_096623433.1, NIES-4105_WP_096686005.1, NIES-4071_WP_096686005.1, PCC_7716_WP_223973082.1, NIES-267_WP_096660831.1, PCC_7716_WP_224178468.1, PCC_7716_WP_224175399.1
OG0000020	N0	n6	0.142857142857	Non-Terminal	NIES-4105_WP_096686005.1, NIES-4071_WP_096686005.1, PCC_7716_WP_223973082.1, NIES-267_WP_096660831.1, PCC_7716_WP_224178468.1	PCC_7716_WP_224175399.1
OG0000020	N0	n7	0.142857142857	Non-Terminal	NIES-4105_WP_096686005.1, NIES-4071_WP_096686005.1, PCC_7716_WP_223973082.1	NIES-267_WP_096660831.1, PCC_7716_WP_224178468.1
OG0000020	N0	n11	0.285714285714	Non-Terminal	336-3_WP_035156973.1, PCC_7716_WP_224177271.1, NIES-4071_WP_096688467.1, NIES-4105_WP_096688467.1, NIES-4071_WP_096690925.1, NIES-4105_WP_096690925.1, NIES-4105_WP_096684220.1, NIES-4071_WP_096684220.1, NIES-4105_WP_096692263.1, NIES-4071_WP_096692263.1, NIES-4105_WP_096693397.1, NIES-4071_WP_096693397.1, NIES-4105_WP_096691508.1, NIES-4071_WP_096691508.1, NIES-3974_WP_096621408.1, NIES-3974_WP_096621405.1, NIES-3974_WP_096621409.1	PCC_6303_WP_015195792.1, NIES-4071_WP_096689208.1, NIES-4071_WP_096729119.1, NIES-4105_WP_096689208.1
OG0000020	N0	n12	0.285714285714	Non-Terminal	336-3_WP_035156973.1, PCC_7716_WP_224177271.1, NIES-4071_WP_096688467.1, NIES-4105_WP_096688467.1, NIES-4071_WP_096690925.1, NIES-4105_WP_096690925.1, NIES-4105_WP_096684220.1, NIES-4071_WP_096684220.1	NIES-4105_WP_096692263.1, NIES-4071_WP_096692263.1, NIES-4105_WP_096693397.1, NIES-4071_WP_096693397.1, NIES-4105_WP_096691508.1, NIES-4071_WP_096691508.1, NIES-3974_WP_096621408.1, NIES-3974_WP_096621405.1, NIES-3974_WP_096621409.1
OG0000020	N5	n15	1.0	Non-Terminal	NIES-4071_WP_096688467.1, NIES-4105_WP_096688467.1	NIES-4071_WP_096690925.1, NIES-4105_WP_096690925.1, NIES-4105_WP_096684220.1, NIES-4071_WP_096684220.1
OG0000020	N5	n17	1.0	Non-Terminal	NIES-4071_WP_096690925.1, NIES-4105_WP_096690925.1	NIES-4105_WP_096684220.1, NIES-4071_WP_096684220.1
OG0000020	N5	n21	1.0	Non-Terminal	NIES-4105_WP_096692263.1, NIES-4071_WP_096692263.1, NIES-4105_WP_096693397.1, NIES-4071_WP_096693397.1	NIES-4105_WP_096691508.1, NIES-4071_WP_096691508.1
OG0000020	N5	n22	1.0	Non-Terminal: STRIDE	NIES-4105_WP_096692263.1, NIES-4071_WP_096692263.1	NIES-4105_WP_096693397.1, NIES-4071_WP_096693397.1
OG0000020	NIES-3974	n26	1.0	Terminal	NIES-3974_WP_096621408.1, NIES-3974_WP_096621405.1	NIES-3974_WP_096621409.1
OG0000020	NIES-3974	n27	1.0	Terminal	NIES-3974_WP_096621408.1	NIES-3974_WP_096621405.1
OG0000020	NIES-4071	n30	1.0	Terminal	NIES-4071_WP_096689208.1	NIES-4071_WP_096729119.1
OG0000021	N0	n0	0.285714285714	Non-Terminal	PCC_7716_WP_224175594.1, NIES-267_WP_096657174.1	PCC_7716_WP_224176013.1, NIES-4071_WP_096685147.1, NIES-4105_WP_096685147.1, PCC_7716_WP_224175957.1, PCC_7716_WP_224178560.1, PCC_7716_WP_224177665.1, NIES-267_WP_096655388.1, PCC_7716_WP_224175360.1, NIES-4071_WP_096688523.1, NIES-4105_WP_096688523.1, NIES-4071_WP_096685084.1, NIES-4105_WP_096685084.1, PCC_7716_WP_224176022.1, NIES-4071_WP_096683812.1, NIES-4105_WP_096683812.1, NIES-4071_WP_096684070.1, NIES-4105_WP_096684070.1, PCC_7716_WP_223973359.1, NIES-4071_WP_096685699.1, NIES-4105_WP_096685699.1, NIES-4071_WP_096685701.1, NIES-4105_WP_096685701.1, NIES-4071_WP_096688791.1, NIES-4105_WP_096688791.1, NIES-267_WP_096656633.1, NIES-4105_WP_096683899.1, NIES-4071_WP_096683899.1, NIES-267_WP_096653646.1, NIES-267_WP_096658553.1, PCC_7716_WP_223984191.1
OG0000021	N0	n2	0.428571428571	Non-Terminal	PCC_7716_WP_224176013.1, NIES-4071_WP_096685147.1, NIES-4105_WP_096685147.1	PCC_7716_WP_224175957.1, PCC_7716_WP_224178560.1, PCC_7716_WP_224177665.1, NIES-267_WP_096655388.1, PCC_7716_WP_224175360.1, NIES-4071_WP_096688523.1, NIES-4105_WP_096688523.1, NIES-4071_WP_096685084.1, NIES-4105_WP_096685084.1, PCC_7716_WP_224176022.1, NIES-4071_WP_096683812.1, NIES-4105_WP_096683812.1, NIES-4071_WP_096684070.1, NIES-4105_WP_096684070.1, PCC_7716_WP_223973359.1, NIES-4071_WP_096685699.1, NIES-4105_WP_096685699.1, NIES-4071_WP_096685701.1, NIES-4105_WP_096685701.1, NIES-4071_WP_096688791.1, NIES-4105_WP_096688791.1, NIES-267_WP_096656633.1, NIES-4105_WP_096683899.1, NIES-4071_WP_096683899.1, NIES-267_WP_096653646.1, NIES-267_WP_096658553.1, PCC_7716_WP_223984191.1
OG0000021	N0	n5	0.142857142857	Non-Terminal	PCC_7716_WP_224175957.1	PCC_7716_WP_224178560.1, PCC_7716_WP_224177665.1, NIES-267_WP_096655388.1, PCC_7716_WP_224175360.1, NIES-4071_WP_096688523.1, NIES-4105_WP_096688523.1, NIES-4071_WP_096685084.1, NIES-4105_WP_096685084.1, PCC_7716_WP_224176022.1, NIES-4071_WP_096683812.1, NIES-4105_WP_096683812.1, NIES-4071_WP_096684070.1, NIES-4105_WP_096684070.1, PCC_7716_WP_223973359.1, NIES-4071_WP_096685699.1, NIES-4105_WP_096685699.1, NIES-4071_WP_096685701.1, NIES-4105_WP_096685701.1, NIES-4071_WP_096688791.1, NIES-4105_WP_096688791.1, NIES-267_WP_096656633.1, NIES-4105_WP_096683899.1, NIES-4071_WP_096683899.1, NIES-267_WP_096653646.1, NIES-267_WP_096658553.1, PCC_7716_WP_223984191.1
OG0000021	N0	n6	0.142857142857	Non-Terminal	PCC_7716_WP_224178560.1	PCC_7716_WP_224177665.1, NIES-267_WP_096655388.1, PCC_7716_WP_224175360.1, NIES-4071_WP_096688523.1, NIES-4105_WP_096688523.1, NIES-4071_WP_096685084.1, NIES-4105_WP_096685084.1, PCC_7716_WP_224176022.1, NIES-4071_WP_096683812.1, NIES-4105_WP_096683812.1, NIES-4071_WP_096684070.1, NIES-4105_WP_096684070.1, PCC_7716_WP_223973359.1, NIES-4071_WP_096685699.1, NIES-4105_WP_096685699.1, NIES-4071_WP_096685701.1, NIES-4105_WP_096685701.1, NIES-4071_WP_096688791.1, NIES-4105_WP_096688791.1, NIES-267_WP_096656633.1, NIES-4105_WP_096683899.1, NIES-4071_WP_096683899.1, NIES-267_WP_096653646.1, NIES-267_WP_096658553.1, PCC_7716_WP_223984191.1
OG0000021	N0	n7	0.142857142857	Non-Terminal	PCC_7716_WP_224177665.1	NIES-267_WP_096655388.1, PCC_7716_WP_224175360.1, NIES-4071_WP_096688523.1, NIES-4105_WP_096688523.1, NIES-4071_WP_096685084.1, NIES-4105_WP_096685084.1, PCC_7716_WP_224176022.1, NIES-4071_WP_096683812.1, NIES-4105_WP_096683812.1, NIES-4071_WP_096684070.1, NIES-4105_WP_096684070.1, PCC_7716_WP_223973359.1, NIES-4071_WP_096685699.1, NIES-4105_WP_096685699.1, NIES-4071_WP_096685701.1, NIES-4105_WP_096685701.1, NIES-4071_WP_096688791.1, NIES-4105_WP_096688791.1, NIES-267_WP_096656633.1, NIES-4105_WP_096683899.1, NIES-4071_WP_096683899.1, NIES-267_WP_096653646.1, NIES-267_WP_096658553.1, PCC_7716_WP_223984191.1
OG0000021	N0	n8	0.571428571429	Non-Terminal	NIES-267_WP_096655388.1, PCC_7716_WP_224175360.1, NIES-4071_WP_096688523.1, NIES-4105_WP_096688523.1, NIES-4071_WP_096685084.1, NIES-4105_WP_096685084.1, PCC_7716_WP_224176022.1, NIES-4071_WP_096683812.1, NIES-4105_WP_096683812.1, NIES-4071_WP_096684070.1, NIES-4105_WP_096684070.1, PCC_7716_WP_223973359.1, NIES-4071_WP_096685699.1, NIES-4105_WP_096685699.1, NIES-4071_WP_096685701.1, NIES-4105_WP_096685701.1, NIES-4071_WP_096688791.1, NIES-4105_WP_096688791.1, NIES-267_WP_096656633.1	NIES-4105_WP_096683899.1, NIES-4071_WP_096683899.1, NIES-267_WP_096653646.1, NIES-267_WP_096658553.1, PCC_7716_WP_223984191.1
