HOG	OG	Gene Tree Parent Clade	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
N1.HOG0001322	OG0000724	n0		WP_096661699.1					
N1.HOG0001323	OG0000740	n0	WP_035148859.1	WP_096655850.1					
N1.HOG0001324	OG0000741	n0	WP_035148871.1	WP_096652779.1, WP_096653230.1					
N1.HOG0001325	OG0000742	n0	WP_035148894.1	WP_096656408.1					
N1.HOG0001326	OG0000743	n0	WP_035148951.1	WP_096656699.1					
N1.HOG0001327	OG0000744	n0	WP_035148965.1	WP_096655406.1					
N1.HOG0001328	OG0000745	n0	WP_035148967.1	WP_096655408.1					
N1.HOG0001329	OG0000746	n0	WP_035148968.1	WP_096655410.1					
N1.HOG0001330	OG0000747	n0	WP_035148971.1	WP_096655412.1					
N1.HOG0001331	OG0000748	n1		WP_096659555.1					
N1.HOG0001332	OG0000748	n3	WP_046814681.1	WP_096659553.1					
N1.HOG0001333	OG0000748	n5	WP_035148980.1	WP_096657730.1, WP_096657731.1					
N1.HOG0001334	OG0000749	n0	WP_035149038.1	WP_096659018.1, WP_096655004.1					
N1.HOG0001335	OG0000750	n0	WP_035149061.1	WP_096655050.1					
N1.HOG0001336	OG0000751	n0	WP_035149090.1	WP_096658980.1					
N1.HOG0001337	OG0000752	n0	WP_035149115.1	WP_096653604.1, WP_096659774.1					
N1.HOG0001338	OG0000753	n0	WP_035149116.1	WP_096659730.1					
N1.HOG0001339	OG0000754	n0	WP_035149160.1	WP_096659287.1					
N1.HOG0001340	OG0000755	n0	WP_035149179.1	WP_096657157.1					
N1.HOG0001341	OG0000756	n0	WP_035149269.1	WP_096659297.1, WP_096659295.1					
N1.HOG0001342	OG0000757	n0	WP_035149294.1	WP_096655490.1, WP_096656964.1					
N1.HOG0001343	OG0000758	n0	WP_035149310.1, WP_035155249.1	WP_096656659.1					
N1.HOG0001344	OG0000759	n0	WP_035149312.1	WP_096656663.1					
N1.HOG0001345	OG0000760	n0	WP_035153435.1, WP_035149372.1	WP_096659917.1					
N1.HOG0001346	OG0000761	n0	WP_035149382.1	WP_096658439.1, WP_096656012.1					
N1.HOG0001347	OG0000762	n0	WP_035149425.1	WP_096652263.1					
N1.HOG0001348	OG0000763	n0	WP_035149451.1	WP_096652710.1					
N1.HOG0001349	OG0000764	n0	WP_035149460.1	WP_096652609.1, WP_096661139.1					
N1.HOG0001350	OG0000765	n0	WP_035149496.1	WP_096654530.1					
N1.HOG0001351	OG0000766	n0	WP_035149613.1	WP_096652785.1					
N1.HOG0001352	OG0000767	n0	WP_035149616.1						
N1.HOG0001353	OG0000768	n0	WP_035149652.1	WP_096657096.1					
N1.HOG0001354	OG0000769	n0	WP_035149685.1	WP_096656749.1, WP_096654221.1					
N1.HOG0001355	OG0000770	n0	WP_035149750.1	WP_096655946.1					
N1.HOG0001356	OG0000771	n0	WP_035149756.1	WP_096653703.1					
N1.HOG0001357	OG0000772	n0	WP_035149774.1	WP_096656324.1					
N1.HOG0001358	OG0000773	n0	WP_035149878.1, WP_035157793.1	WP_096653222.1					
N1.HOG0001359	OG0000774	n0	WP_035149991.1						
N1.HOG0001360	OG0000775	n3		WP_096653569.1					
N1.HOG0001361	OG0000775	n6		WP_096659145.1					
N1.HOG0001362	OG0000776	n0	WP_035150229.1	WP_096656407.1					
N1.HOG0001363	OG0000777	n0	WP_035150346.1	WP_096655205.1					
N1.HOG0001364	OG0000778	n0	WP_035150354.1	WP_096657879.1					
N1.HOG0001365	OG0000779	n0	WP_035151120.1, WP_035150401.1	WP_096660896.1					
N1.HOG0001366	OG0000780	n0	WP_035150455.1	WP_096652757.1					
N1.HOG0001367	OG0000781	n0	WP_035150482.1	WP_096652234.1					
N1.HOG0001368	OG0000782	n0	WP_035150517.1	WP_096652625.1					
N1.HOG0001369	OG0000783	n0	WP_035150521.1	WP_096653803.1, WP_096656776.1, WP_096654698.1					
N1.HOG0001370	OG0000784	n0	WP_035150535.1						
N1.HOG0001371	OG0000785	n0	WP_035150562.1	WP_096659828.1, WP_096654708.1					
N1.HOG0001372	OG0000786	n0	WP_035150588.1	WP_096661354.1					
N1.HOG0001373	OG0000787	n3	WP_035150706.1	WP_096656027.1					
N1.HOG0001374	OG0000787	n4	WP_035152241.1						
N1.HOG0001375	OG0000788	n0	WP_035150715.1	WP_096653713.1, WP_096660857.1					
N1.HOG0001376	OG0000789	n0	WP_052754415.1, WP_035150717.1	WP_096656627.1					
N1.HOG0001377	OG0000790	n0	WP_035150741.1	WP_096660891.1					
N1.HOG0001378	OG0000791	n0	WP_035150745.1	WP_096660890.1					
N1.HOG0001379	OG0000792	n0	WP_035152768.1, WP_035150748.1						
N1.HOG0001380	OG0000793	n0	WP_035150776.1	WP_096652643.1					
N1.HOG0001381	OG0000794	n0	WP_035150796.1						
N1.HOG0001382	OG0000795	n0	WP_035150799.1, WP_035157451.1, WP_035158193.1, WP_046814820.1, WP_035152924.1						
N1.HOG0001383	OG0000796	n0	WP_035150860.1	WP_096654999.1, WP_096660034.1					
N1.HOG0001384	OG0000797	n0	WP_035150862.1, WP_035152615.1	WP_096653279.1					
N1.HOG0001385	OG0000798	n0	WP_035150963.1	WP_096655351.1					
N1.HOG0001386	OG0000799	n0	WP_035157605.1, WP_035151019.1	WP_096656676.1					
N1.HOG0001387	OG0000800	n0	WP_035151035.1						
N1.HOG0001388	OG0000801	n0	WP_035151046.1	WP_096660592.1					
N1.HOG0001389	OG0000802	n0	WP_035151084.1	WP_096660551.1					
N1.HOG0001390	OG0000803	n0	WP_035151177.1	WP_096660886.1					
N1.HOG0001391	OG0000804	n0	WP_035151198.1						
N1.HOG0001392	OG0000805	n0	WP_035151211.1	WP_096652543.1, WP_096660869.1					
N1.HOG0001393	OG0000806	n0	WP_035151229.1	WP_096660877.1					
N1.HOG0001394	OG0000807	n0	WP_035151256.1, WP_035158890.1	WP_096655573.1					
N1.HOG0001395	OG0000808	n0	WP_035151286.1	WP_096655990.1					
N1.HOG0001396	OG0000809	n0	WP_035151357.1	WP_096658067.1					
N1.HOG0001397	OG0000810	n0	WP_035151367.1	WP_096659962.1					
N1.HOG0001398	OG0000811	n0	WP_035151487.1	WP_096652749.1, WP_096659808.1					
N1.HOG0001399	OG0000812	n0	WP_035151542.1	WP_096656234.1					
N1.HOG0001400	OG0000813	n2	WP_168163502.1	WP_096660456.1					
N1.HOG0001401	OG0000813	n6	WP_035151629.1						
N1.HOG0001402	OG0000814	n0	WP_035152003.1, WP_035151663.1	WP_096657513.1, WP_096657310.1, WP_096658711.1					
N1.HOG0001403	OG0000815	n1	WP_035151798.1	WP_096658629.1					
N1.HOG0001404	OG0000815	n4	WP_035153127.1, WP_035151861.1						
N1.HOG0001405	OG0000816	n2	WP_035153167.1						
N1.HOG0001406	OG0000816	n3	WP_035152410.1, WP_035151850.1, WP_035151905.1	WP_096653787.1					
N1.HOG0001407	OG0000817	n0	WP_035152009.1	WP_096657517.1, WP_096658701.1, WP_096657306.1					
N1.HOG0001408	OG0000818	n0	WP_035152043.1	WP_096658691.1, WP_096657525.1, WP_096657297.1					
N1.HOG0001409	OG0000819	n0	WP_035152120.1						
N1.HOG0001410	OG0000820	n0	WP_035152148.1, WP_144416068.1	WP_096657620.1					
N1.HOG0001411	OG0000821	n0	WP_035152515.1	WP_096653128.1					
N1.HOG0001412	OG0000822	n0	WP_035152558.1	WP_096656268.1					
N1.HOG0001413	OG0000823	n0	WP_035152561.1	WP_096656267.1, WP_096654869.1					
N1.HOG0001414	OG0000824	n1	WP_052754372.1	WP_096653914.1					
N1.HOG0001415	OG0000824	n3	WP_035152809.1	WP_096653868.1					
N1.HOG0001416	OG0000825	n3		WP_096659572.1					
N1.HOG0001417	OG0000825	n6	WP_035152965.1	WP_096660614.1					
N1.HOG0001418	OG0000826	n0	WP_035153002.1	WP_096655714.1, WP_096661359.1					
N1.HOG0001419	OG0000827	n0	WP_035153008.1	WP_096659424.1					
N1.HOG0001420	OG0000828	n0	WP_035153039.1	WP_096654235.1					
N1.HOG0001421	OG0000829	n0	WP_035153075.1	WP_096659432.1					
N1.HOG0001422	OG0000830	n0	WP_035153157.1						
N1.HOG0001423	OG0000831	n0	WP_035159255.1, WP_035153200.1	WP_096660317.1					
N1.HOG0001424	OG0000832	n0	WP_035153217.1, WP_035159598.1	WP_096660332.1					
N1.HOG0001425	OG0000833	n0	WP_035153318.1	WP_096660480.1					
N1.HOG0001426	OG0000834	n0	WP_035153322.1	WP_096660483.1, WP_096660227.1					
N1.HOG0001427	OG0000835	n0	WP_035153393.1, WP_082127257.1	WP_096658472.1					
N1.HOG0001428	OG0000836	n0	WP_035153405.1	WP_096656730.1, WP_096658468.1					
N1.HOG0001429	OG0000837	n0	WP_035153418.1	WP_096660419.1					
N1.HOG0001430	OG0000838	n0	WP_035153448.1	WP_096660062.1					
N1.HOG0001431	OG0000839	n1		WP_096661086.1					
N1.HOG0001432	OG0000839	n2	WP_035153558.1	WP_096656276.1					
N1.HOG0001433	OG0000840	n1		WP_096660920.1					
N1.HOG0001434	OG0000840	n2	WP_035153562.1	WP_096655688.1					
N1.HOG0001435	OG0000841	n3		WP_096657930.1					
N1.HOG0001436	OG0000841	n4		WP_096656636.1					
N1.HOG0001437	OG0000842	n0	WP_035153579.1	WP_096652914.1, WP_096652912.1					
N1.HOG0001438	OG0000843	n0	WP_035153620.1, WP_035159337.1	WP_096659650.1					
N1.HOG0001439	OG0000844	n0	WP_035153630.1, WP_144416048.1	WP_096656594.1					
N1.HOG0001440	OG0000845	n0	WP_035153726.1	WP_096652844.1					
N1.HOG0001441	OG0000846	n0	WP_035153797.1	WP_096659798.1, WP_096658186.1					
N1.HOG0001442	OG0000847	n0	WP_035153799.1	WP_096658187.1, WP_096659800.1					
N1.HOG0001443	OG0000848	n0	WP_035153801.1	WP_096659802.1, WP_096658190.1					
N1.HOG0001444	OG0000849	n0	WP_035153803.1	WP_096659804.1, WP_096658191.1					
N1.HOG0001445	OG0000850	n0	WP_035153888.1	WP_096654962.1, WP_096654973.1					
N1.HOG0001446	OG0000851	n0	WP_035153890.1	WP_096661062.1, WP_096654971.1					
N1.HOG0001447	OG0000852	n0	WP_035154077.1	WP_096658250.1					
N1.HOG0001448	OG0000853	n0	WP_035154085.1	WP_096659613.1, WP_096652298.1					
N1.HOG0001449	OG0000854	n0	WP_035154119.1	WP_096659343.1					
N1.HOG0001450	OG0000855	n0	WP_035154168.1	WP_096657929.1					
N1.HOG0001451	OG0000856	n0	WP_035154201.1	WP_096659794.1, WP_096658184.1					
N1.HOG0001452	OG0000857	n0	WP_035154215.1	WP_096658288.1, WP_096658287.1					
N1.HOG0001453	OG0000858	n0	WP_035154222.1	WP_096659117.1, WP_096659119.1					
N1.HOG0001454	OG0000859	n0	WP_035154251.1	WP_096658996.1					
N1.HOG0001455	OG0000860	n0	WP_035154333.1	WP_096659061.1					
N1.HOG0001456	OG0000861	n0	WP_035154387.1	WP_096658978.1, WP_015116941.1					
N1.HOG0001457	OG0000862	n0	WP_035154462.1	WP_096656480.1, WP_096659984.1					
N1.HOG0001458	OG0000863	n0	WP_035154486.1	WP_096656467.1					
N1.HOG0001459	OG0000864	n0	WP_035154517.1	WP_096659357.1, WP_096656953.1					
N1.HOG0001460	OG0000865	n0	WP_035154533.1	WP_096654712.1					
N1.HOG0001461	OG0000866	n0	WP_035154562.1	WP_096654313.1					
N1.HOG0001462	OG0000867	n0	WP_035154565.1	WP_096654309.1, WP_096660570.1					
N1.HOG0001463	OG0000868	n0	WP_035154569.1	WP_096660184.1					
N1.HOG0001464	OG0000869	n0	WP_035154614.1	WP_096657995.1					
N1.HOG0001465	OG0000870	n0	WP_035154644.1	WP_096654722.1					
N1.HOG0001466	OG0000871	n0	WP_035154660.1	WP_096660287.1, WP_096657086.1					
N1.HOG0001467	OG0000872	n0	WP_035154665.1	WP_096658499.1					
N1.HOG0001468	OG0000873	n0	WP_035154683.1, WP_035156593.1	WP_096654492.1					
N1.HOG0001469	OG0000874	n0	WP_035154714.1	WP_096657719.1					
N1.HOG0001470	OG0000875	n0	WP_035154785.1	WP_096655555.1, WP_096658560.1					
N1.HOG0001471	OG0000876	n0	WP_035154983.1, WP_052754521.1	WP_096657759.1					
N1.HOG0001472	OG0000877	n0	WP_035155034.1	WP_096659327.1, WP_096657642.1					
N1.HOG0001473	OG0000878	n0	WP_035155075.1	WP_096658440.1, WP_096659718.1					
N1.HOG0001474	OG0000879	n0	WP_035155177.1	WP_096657018.1					
N1.HOG0001475	OG0000880	n0	WP_256388850.1, WP_035155188.1	WP_096656518.1					
N1.HOG0001476	OG0000881	n0	WP_035155210.1						
N1.HOG0001477	OG0000882	n0	WP_035155228.1	WP_096655620.1, WP_096656275.1					
N1.HOG0001478	OG0000883	n0	WP_035155242.1	WP_096656713.1					
N1.HOG0001479	OG0000884	n1	WP_035155247.1						
N1.HOG0001480	OG0000884	n2	WP_082127308.1	WP_096658208.1					
N1.HOG0001481	OG0000885	n0	WP_052754513.1, WP_035155280.1	WP_096658411.1					
N1.HOG0001482	OG0000886	n0	WP_035155311.1	WP_096658417.1					
N1.HOG0001483	OG0000887	n0	WP_035155333.1						
N1.HOG0001484	OG0000888	n0	WP_035157861.1, WP_035155356.1	WP_096654575.1					
N1.HOG0001485	OG0000889	n0	WP_035155366.1	WP_096653509.1					
N1.HOG0001486	OG0000890	n0	WP_035155438.1	WP_096659897.1					
N1.HOG0001487	OG0000891	n0	WP_035155454.1	WP_096657327.1, WP_096656067.1					
N1.HOG0001488	OG0000892	n0	WP_035155552.1	WP_096656884.1					
N1.HOG0001489	OG0000893	n0	WP_035155584.1	WP_096652220.1, WP_096656126.1					
N1.HOG0001490	OG0000894	n0	WP_035155685.1	WP_096655077.1					
N1.HOG0001491	OG0000895	n0	WP_035155692.1	WP_096655083.1					
N1.HOG0001492	OG0000896	n0	WP_035155768.1	WP_096661307.1					
N1.HOG0001493	OG0000897	n0	WP_035155788.1	WP_096658363.1					
N1.HOG0001494	OG0000898	n0	WP_035155870.1	WP_096660122.1					
N1.HOG0001495	OG0000899	n0	WP_035155874.1	WP_096660098.1, WP_096660232.1					
N1.HOG0001496	OG0000900	n0	WP_035155998.1	WP_096660617.1, WP_096654388.1					
N1.HOG0001497	OG0000901	n0	WP_035156026.1	WP_096654369.1					
N1.HOG0001498	OG0000902	n4	WP_035156178.1	WP_096656413.1					
N1.HOG0001499	OG0000902	n6		WP_096658526.1					
N1.HOG0001500	OG0000903	n0	WP_035156206.1	WP_096656428.1					
N1.HOG0001501	OG0000904	n0	WP_035156239.1	WP_096658090.1					
N1.HOG0001502	OG0000905	n0	WP_035156279.1						
N1.HOG0001503	OG0000906	n3	WP_035156364.1	WP_096658194.1					
N1.HOG0001504	OG0000906	n4		WP_096661042.1					
N1.HOG0001505	OG0000907	n0	WP_035156396.1	WP_096655909.1, WP_096657000.1					
N1.HOG0001506	OG0000908	n0	WP_035156414.1, WP_035157254.1	WP_096659089.1					
N1.HOG0001507	OG0000909	n0	WP_035156423.1	WP_096660161.1					
N1.HOG0001508	OG0000910	n0	WP_035156428.1	WP_096656668.1, WP_096659734.1					
N1.HOG0001509	OG0000911	n0	WP_035156487.1						
N1.HOG0001510	OG0000912	n0	WP_035156600.1	WP_096654484.1					
N1.HOG0001511	OG0000913	n0	WP_035156658.1	WP_096653694.1					
N1.HOG0001512	OG0000914	n0	WP_035156773.1	WP_096660495.1					
N1.HOG0001513	OG0000915	n0	WP_035156779.1	WP_096652801.1, WP_096660856.1					
N1.HOG0001514	OG0000916	n0	WP_035156850.1	WP_096656449.1					
N1.HOG0001515	OG0000917	n3	WP_035157044.1						
N1.HOG0001516	OG0000917	n4	WP_035156866.1						
N1.HOG0001517	OG0000918	n0	WP_035156871.1	WP_096658072.1					
N1.HOG0001518	OG0000919	n0	WP_035156873.1	WP_096655907.1, WP_096655906.1					
N1.HOG0001519	OG0000920	n0	WP_035156896.1	WP_096656991.1, WP_096657960.1					
N1.HOG0001520	OG0000921	n0	WP_035156901.1	WP_096652296.1, WP_096659605.1					
N1.HOG0001521	OG0000922	n0	WP_035156917.1	WP_096653761.1, WP_096658400.1					
N1.HOG0001522	OG0000923	n0	WP_035156959.1	WP_096654162.1					
N1.HOG0001523	OG0000924	n0	WP_035157021.1	WP_096656262.1, WP_096660079.1					
N1.HOG0001524	OG0000925	n0	WP_035157067.1	WP_096657920.1					
N1.HOG0001525	OG0000926	n0	WP_035157078.1	WP_096655716.1, WP_096660145.1					
N1.HOG0001526	OG0000927	n0	WP_035157221.1	WP_096657572.1					
N1.HOG0001527	OG0000928	n0	WP_035157235.1, WP_238178452.1	WP_096656370.1					
N1.HOG0001528	OG0000929	n0	WP_035157264.1	WP_096656314.1					
N1.HOG0001529	OG0000930	n0	WP_035157284.1, WP_238178503.1	WP_096657693.1					
N1.HOG0001530	OG0000931	n0	WP_035157287.1	WP_096656505.1, WP_096657775.1					
N1.HOG0001531	OG0000932	n0	WP_035157837.1, WP_035157351.1	WP_096657864.1					
N1.HOG0001532	OG0000933	n0	WP_035157456.1	WP_096657684.1, WP_096657658.1					
N1.HOG0001533	OG0000934	n0	WP_035157464.1	WP_096658506.1, WP_096658505.1					
N1.HOG0001534	OG0000935	n0	WP_035157534.1	WP_096655368.1					
N1.HOG0001535	OG0000936	n0	WP_035157549.1						
N1.HOG0001536	OG0000937	n0	WP_035157570.1	WP_096656858.1					
N1.HOG0001537	OG0000938	n0	WP_035157654.1	WP_096660700.1					
N1.HOG0001538	OG0000939	n0	WP_035157687.1	WP_096660250.1					
N1.HOG0001539	OG0000940	n0	WP_035157692.1	WP_096654733.1					
N1.HOG0001540	OG0000941	n0	WP_035157694.1	WP_096654735.1					
N1.HOG0001541	OG0000942	n0	WP_035157723.1	WP_096660381.1					
N1.HOG0001542	OG0000943	n0	WP_035157727.1	WP_096660198.1					
N1.HOG0001543	OG0000944	n3	WP_035157741.1	WP_096657800.1					
N1.HOG0001544	OG0000944	n4		WP_096656942.1					
N1.HOG0001545	OG0000945	n0	WP_035157787.1	WP_096658769.1					
N1.HOG0001546	OG0000946	n0	WP_035157806.1	WP_096657771.1, WP_096659085.1					
N1.HOG0001547	OG0000947	n0	WP_035157973.1	WP_096661278.1, WP_096656489.1, WP_096656488.1					
N1.HOG0001548	OG0000948	n0	WP_035158000.1	WP_096658544.1					
N1.HOG0001549	OG0000949	n0	WP_035158057.1	WP_096659462.1, WP_096659456.1					
N1.HOG0001550	OG0000950	n0	WP_035158070.1	WP_096654657.1					
N1.HOG0001551	OG0000951	n0	WP_035158073.1	WP_096657977.1					
N1.HOG0001552	OG0000952	n2	WP_035158117.1						
N1.HOG0001553	OG0000952	n3	WP_035159828.1						
N1.HOG0001554	OG0000953	n0	WP_035158119.1	WP_096656133.1					
N1.HOG0001555	OG0000954	n0	WP_035158126.1	WP_096658589.1					
N1.HOG0001556	OG0000955	n0	WP_035158141.1	WP_096654995.1					
N1.HOG0001557	OG0000956	n0	WP_035158147.1	WP_096659593.1					
N1.HOG0001558	OG0000957	n0	WP_035158148.1	WP_096659595.1, WP_096658849.1					
N1.HOG0001559	OG0000958	n0	WP_035158160.1, WP_082127306.1	WP_096654623.1					
N1.HOG0001560	OG0000959	n0	WP_035158191.1	WP_096656405.1					
N1.HOG0001561	OG0000960	n0	WP_035158210.1	WP_096660779.1					
N1.HOG0001562	OG0000961	n0	WP_035158216.1	WP_096656781.1					
N1.HOG0001563	OG0000962	n0	WP_035158238.1	WP_096655402.1					
N1.HOG0001564	OG0000963	n0	WP_035158262.1	WP_096657401.1, WP_096656852.1, WP_096658594.1					
N1.HOG0001565	OG0000964	n0	WP_035158268.1						
N1.HOG0001566	OG0000965	n0	WP_035158270.1	WP_096655843.1					
N1.HOG0001567	OG0000966	n0	WP_035158305.1	WP_096652493.1					
N1.HOG0001568	OG0000967	n0	WP_046814821.1, WP_035158330.1	WP_096656558.1					
N1.HOG0001569	OG0000968	n0	WP_035158922.1	WP_096660399.1, WP_096661578.1					
N1.HOG0001570	OG0000969	n0	WP_035159028.1	WP_096659859.1, WP_096656568.1					
N1.HOG0001571	OG0000970	n0	WP_035159061.1	WP_096653025.1					
N1.HOG0001572	OG0000971	n0	WP_035159069.1	WP_096657804.1					
N1.HOG0001573	OG0000972	n0	WP_035159173.1						
N1.HOG0001574	OG0000973	n0	WP_035159197.1	WP_096658337.1					
N1.HOG0001575	OG0000974	n0	WP_035159222.1	WP_096655715.1, WP_096657964.1					
N1.HOG0001576	OG0000975	n0	WP_035159425.1	WP_096657625.1					
N1.HOG0001577	OG0000976	n0	WP_035159443.1	WP_096661406.1, WP_096661446.1, WP_096661617.1					
N1.HOG0001578	OG0000977	n3		WP_096657764.1					
N1.HOG0001579	OG0000977	n4		WP_096659632.1					
N1.HOG0001580	OG0000978	n0	WP_035159602.1	WP_096658533.1, WP_096660572.1					
N1.HOG0001581	OG0000979	n0	WP_035159833.1	WP_096653341.1					
N1.HOG0001582	OG0000980	n0	WP_046814676.1	WP_096653371.1, WP_096660992.1					
N1.HOG0001583	OG0000981	n0	WP_046814689.1	WP_096658128.1					
N1.HOG0001584	OG0000982	n0	WP_144415973.1, WP_046814707.1	WP_096652203.1					
N1.HOG0001585	OG0000983	n5		WP_096652633.1					
N1.HOG0001586	OG0000983	n6	WP_046814745.1	WP_096655596.1					
N1.HOG0001587	OG0000984	n5	WP_046814746.1	WP_096656228.1					
N1.HOG0001588	OG0000984	n6		WP_096661220.1					
N1.HOG0001589	OG0000985	n1		WP_096652438.1, WP_096657153.1					
N1.HOG0001590	OG0000985	n3	WP_238178447.1						
N1.HOG0001591	OG0000985	n5	WP_046814811.1						
N1.HOG0001592	OG0000985	n6	WP_052754409.1						
N1.HOG0001593	OG0000986	n0	WP_046814859.1	WP_096657885.1					
N1.HOG0001594	OG0000987	n0	WP_046814865.1	WP_096656883.1					
N1.HOG0001595	OG0000988	n1		WP_096660885.1					
N1.HOG0001596	OG0000988	n5	WP_046814973.1						
N1.HOG0001597	OG0000989	n1		WP_096660919.1					
N1.HOG0001598	OG0000989	n2	WP_046815003.1	WP_096655687.1					
N1.HOG0001599	OG0000990	n0	WP_046815013.1	WP_096658318.1, WP_096659525.1					
N1.HOG0001600	OG0000991	n0	WP_052754362.1	WP_096655016.1, WP_096655030.1, WP_096655018.1, WP_096655014.1					
N1.HOG0001601	OG0000992	n0	WP_238178370.1, WP_052754377.1	WP_096657843.1					
N1.HOG0001602	OG0000993	n0	WP_052754388.1						
N1.HOG0001603	OG0000994	n0	WP_052754413.1	WP_096661424.1					
N1.HOG0001604	OG0000995	n0	WP_052754427.1	WP_096655811.1					
N1.HOG0001605	OG0000996	n0	WP_052754438.1	WP_096654353.1					
N1.HOG0001606	OG0000997	n0	WP_052754484.1	WP_096657956.1, WP_096657955.1					
N1.HOG0001607	OG0000998	n0	WP_052754514.1	WP_096655290.1					
N1.HOG0001608	OG0000999	n0	WP_052754523.1	WP_096652304.1, WP_096653991.1, WP_096661594.1, WP_096656192.1					
N1.HOG0001609	OG0001000	n0	WP_052754530.1						
N1.HOG0001610	OG0001001	n0	WP_052754581.1						
N1.HOG0001611	OG0001002	n0	WP_082127291.1	WP_096657307.1, WP_096657516.1, WP_096658703.1					
N1.HOG0001612	OG0001003	n0	WP_082127324.1	WP_096659806.1, WP_096658192.1					
N1.HOG0001613	OG0001004	n0	WP_082127342.1	WP_096658175.1					
N1.HOG0001614	OG0001005	n0	WP_082127441.1	WP_096660061.1, WP_096656334.1					
N1.HOG0001615	OG0001006	n0	WP_144416029.1	WP_096658511.1					
N1.HOG0001616	OG0001007	n0	WP_144416076.1	WP_096656893.1					
N1.HOG0001617	OG0001008	n0	WP_201782639.1	WP_096657999.1, WP_096656365.1					
N1.HOG0001618	OG0001009	n0	WP_201782649.1	WP_096657581.1, WP_096657681.1					
N1.HOG0001619	OG0001010	n3	WP_201782655.1						
N1.HOG0001620	OG0001010	n6	WP_238178364.1						
N1.HOG0001621	OG0001011	n3		WP_096661092.1					
N1.HOG0001622	OG0001011	n4		WP_096656227.1					
N1.HOG0001623	OG0001012	n0	WP_201782688.1	WP_096661145.1, WP_096656918.1					
N1.HOG0001624	OG0001013	n0	WP_238178341.1	WP_096656823.1, WP_096659499.1					
N1.HOG0001625	OG0001014	n0	WP_238178361.1	WP_096656691.1					
N1.HOG0001626	OG0001015	n0	WP_238178379.1	WP_096657441.1, WP_096653234.1					
N1.HOG0001627	OG0001016	n0	WP_238178381.1	WP_096661173.1					
N1.HOG0001628	OG0001017	n0	WP_238178403.1	WP_096655400.1					
N1.HOG0001629	OG0001018	n0	WP_238178428.1, WP_238178427.1						
N1.HOG0001630	OG0001019	n0	WP_238178513.1	WP_096655814.1, WP_096655070.1					
N1.HOG0001631	OG0001020	n0	WP_238178535.1	WP_096655754.1, WP_096655758.1					
N1.HOG0001632	OG0001021	n0		WP_096652103.1					
N1.HOG0001633	OG0001022	n0		WP_096652450.1					
N1.HOG0001634	OG0001023	n0		WP_096652524.1, WP_096658162.1					
N1.HOG0001635	OG0001024	n0		WP_096652605.1					
N1.HOG0001636	OG0001025	n1		WP_096657128.1					
N1.HOG0001637	OG0001025	n3		WP_096657131.1					
N1.HOG0001638	OG0001025	n6		WP_096652727.1					
N1.HOG0001639	OG0001026	n1		WP_096653381.1					
N1.HOG0001640	OG0001026	n3		WP_096657138.1, WP_096657148.1					
N1.HOG0001641	OG0001027	n0		WP_096653440.1					
N1.HOG0001642	OG0001028	n0		WP_096653466.1, WP_096661662.1					
N1.HOG0001643	OG0001029	n0		WP_096653480.1					
N1.HOG0001644	OG0001030	n0		WP_096654081.1, WP_096654091.1, WP_096654087.1, WP_096654085.1, WP_096654035.1, WP_096653527.1, WP_096654093.1					
N1.HOG0001645	OG0001031	n1		WP_096653626.1					
N1.HOG0001646	OG0001031	n2		WP_096657034.1					
N1.HOG0001647	OG0001032	n0		WP_096653692.1					
N1.HOG0001648	OG0001033	n0		WP_096653795.1					
N1.HOG0001649	OG0001034	n0		WP_096653984.1, WP_096654841.1, WP_096661413.1, WP_096658367.1					
N1.HOG0001650	OG0001035	n0		WP_096654188.1					
N1.HOG0001651	OG0001036	n1		WP_096656615.1, WP_096659744.1					
N1.HOG0001652	OG0001036	n4		WP_096654192.1					
N1.HOG0001653	OG0001037	n0		WP_096654293.1					
N1.HOG0001654	OG0001038	n1		WP_096660217.1					
N1.HOG0001655	OG0001038	n3		WP_096657165.1, WP_096660858.1, WP_096654749.1					
N1.HOG0001656	OG0001039	n0		WP_096655010.1					
N1.HOG0001657	OG0001040	n0		WP_096655089.1					
N1.HOG0001658	OG0001041	n0		WP_096655091.1					
N1.HOG0001659	OG0001042	n2		WP_096655366.1					
N1.HOG0001660	OG0001042	n4		WP_096660212.1					
N1.HOG0001661	OG0001043	n0		WP_096656099.1, WP_096655668.1, WP_096655669.1, WP_096655667.1, WP_096655666.1					
N1.HOG0001662	OG0001044	n0		WP_096655880.1					
N1.HOG0001663	OG0001045	n0		WP_096655928.1, WP_096655927.1					
N1.HOG0001664	OG0001046	n0		WP_096656019.1					
N1.HOG0001665	OG0001047	n5		WP_096656049.1					
N1.HOG0001666	OG0001047	n6		WP_096660018.1					
N1.HOG0001667	OG0001048	n0		WP_096656167.1, WP_096657046.1, WP_096657045.1					
N1.HOG0001668	OG0001049	n1		WP_096660354.1					
N1.HOG0001669	OG0001049	n4		WP_096656512.1					
N1.HOG0001670	OG0001050	n0		WP_096656596.1					
N1.HOG0001671	OG0001051	n0		WP_096656721.1					
N1.HOG0001672	OG0001052	n1		WP_096660311.1					
N1.HOG0001673	OG0001052	n5		WP_096657081.1					
N1.HOG0001674	OG0001053	n2		WP_096658719.1					
