HOG	OG	Gene Tree Parent Clade	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
N5.HOG0001827	OG0000829	n0				WP_096685866.1	WP_096685866.1		
N5.HOG0001828	OG0000830	n4				WP_096691978.1	WP_096691978.1		
N5.HOG0001829	OG0000830	n5				WP_096684499.1	WP_096684499.1		
N5.HOG0001830	OG0000830	n6				WP_096688421.1	WP_096688421.1		
N5.HOG0001831	OG0000831	n0				WP_096686531.1	WP_096686531.1		
N5.HOG0001832	OG0000832	n0				WP_096686513.1	WP_096686513.1		
N5.HOG0001833	OG0000833	n0				WP_096729199.1	WP_096694313.1		
N5.HOG0001834	OG0000834	n0				WP_096690033.1	WP_096690033.1		
N5.HOG0001835	OG0000835	n0				WP_096694461.1	WP_096694461.1		
N5.HOG0001836	OG0000836	n0				WP_096691743.1	WP_096691743.1		
N5.HOG0001837	OG0000837	n0				WP_096691939.1	WP_096691939.1		
N5.HOG0001838	OG0000838	n0				WP_096690130.1	WP_096690130.1		
N5.HOG0001839	OG0000839	n2				WP_096690463.1	WP_096690463.1		
N5.HOG0001840	OG0000840	n2				WP_096690461.1	WP_096690461.1		
N5.HOG0001841	OG0000841	n5				WP_096692992.1	WP_096692992.1		
N5.HOG0001842	OG0000842	n0				WP_096685535.1	WP_096685535.1		
N5.HOG0001843	OG0000843	n0				WP_096691489.1	WP_096691489.1		
N5.HOG0001844	OG0000844	n0				WP_096687524.1	WP_096687524.1		
N5.HOG0001845	OG0000845	n0				WP_096690372.1	WP_096690372.1		
N5.HOG0001846	OG0000846	n0				WP_096689030.1	WP_096689030.1		
N5.HOG0001847	OG0000847	n0				WP_096689031.1	WP_096689031.1		
N5.HOG0001848	OG0000848	n0				WP_096689032.1	WP_096689032.1		
N5.HOG0001849	OG0000849	n0				WP_096689033.1	WP_096689033.1		
N5.HOG0001850	OG0000850	n0				WP_096691876.1	WP_096691876.1		
N5.HOG0001851	OG0000851	n0				WP_096694473.1	WP_096694473.1		
N5.HOG0001852	OG0000852	n0				WP_096687858.1	WP_096687858.1		
N5.HOG0001853	OG0000853	n0				WP_096688217.1	WP_096688217.1		
N5.HOG0001854	OG0000854	n0				WP_096691255.1	WP_096691255.1		
N5.HOG0001855	OG0000855	n0				WP_096692626.1	WP_096692626.1		
N5.HOG0001856	OG0000856	n0				WP_096689029.1	WP_096689029.1		
N5.HOG0001857	OG0000857	n0				WP_096691822.1	WP_096691822.1		
N5.HOG0001858	OG0000858	n0				WP_096687749.1	WP_096687749.1		
N5.HOG0001859	OG0000859	n0				WP_096688792.1	WP_096688792.1		
N5.HOG0001860	OG0000860	n0				WP_096688778.1	WP_096688778.1		
N5.HOG0001861	OG0000861	n0				WP_096693726.1	WP_096693726.1		
N5.HOG0001862	OG0000862	n0				WP_096690841.1	WP_096690841.1		
N5.HOG0001863	OG0000863	n0				WP_096690855.1	WP_096690855.1		
N5.HOG0001864	OG0000864	n0				WP_096694241.1	WP_096694241.1		
N5.HOG0001865	OG0000865	n5				WP_096691565.1	WP_096691565.1		
N5.HOG0001866	OG0000866	n0				WP_096684883.1	WP_096684883.1		
N5.HOG0001867	OG0000867	n0				WP_096684879.1	WP_096684879.1		
N5.HOG0001868	OG0000868	n0				WP_096687636.1	WP_096687636.1		
N5.HOG0001869	OG0000869	n0				WP_096687503.1	WP_096687503.1		
N5.HOG0001870	OG0000870	n0				WP_096686170.1	WP_096686170.1		
N5.HOG0001871	OG0000871	n0				WP_096687691.1	WP_096687691.1		
N5.HOG0001872	OG0000872	n0				WP_096690615.1	WP_096690615.1		
N5.HOG0001873	OG0000873	n0				WP_096694190.1	WP_096694190.1		
N5.HOG0001874	OG0000874	n0				WP_096688334.1	WP_096688334.1		
N5.HOG0001875	OG0000875	n0				WP_096692075.1	WP_096692075.1		
N5.HOG0001876	OG0000876	n0				WP_096689732.1	WP_096689732.1		
N5.HOG0001877	OG0000877	n0				WP_096690255.1	WP_096690255.1		
N5.HOG0001878	OG0000878	n0				WP_096693251.1	WP_096693251.1		
N5.HOG0001879	OG0000879	n0				WP_096689792.1	WP_096689792.1		
N5.HOG0001880	OG0000880	n0				WP_096689452.1	WP_096689452.1		
N5.HOG0001881	OG0000881	n5				WP_096687122.1	WP_096687122.1		
N5.HOG0001882	OG0000881	n6				WP_096694256.1	WP_096694256.1		
N5.HOG0001883	OG0000882	n0				WP_096684812.1	WP_096684812.1		
N5.HOG0001884	OG0000883	n0				WP_096684652.1	WP_096684652.1		
N5.HOG0001885	OG0000884	n2				WP_096688857.1	WP_096688857.1		
N5.HOG0001886	OG0000885	n0				WP_096691862.1	WP_096691862.1		
N5.HOG0001887	OG0000886	n0				WP_096691842.1	WP_096691842.1		
N5.HOG0001888	OG0000887	n5				WP_096688355.1	WP_096688355.1		
N5.HOG0001889	OG0000887	n6				WP_096685086.1	WP_096685086.1		
N5.HOG0001890	OG0000888	n0				WP_096693196.1	WP_096693196.1		
N5.HOG0001891	OG0000889	n0				WP_096692180.1	WP_096692180.1		
N5.HOG0001892	OG0000890	n0				WP_096686862.1	WP_096686862.1		
N5.HOG0001893	OG0000891	n0				WP_096688608.1	WP_096688608.1		
N5.HOG0001894	OG0000892	n0				WP_096688596.1	WP_096688596.1		
N5.HOG0001895	OG0000893	n0				WP_096693640.1	WP_096693640.1		
N5.HOG0001896	OG0000894	n0				WP_096683986.1	WP_096683986.1		
N5.HOG0001897	OG0000895	n0				WP_096683989.1	WP_096683989.1		
N5.HOG0001898	OG0000896	n0				WP_096689459.1	WP_096689459.1		
N5.HOG0001899	OG0000897	n0				WP_096690225.1	WP_096690225.1		
N5.HOG0001900	OG0000898	n3				WP_096689040.1	WP_096689040.1		
N5.HOG0001901	OG0000899	n0				WP_096691549.1	WP_096691549.1		
N5.HOG0001902	OG0000900	n0				WP_096692686.1	WP_096692686.1		
N5.HOG0001903	OG0000901	n0				WP_096692699.1	WP_096692699.1		
N5.HOG0001904	OG0000902	n1				WP_096686593.1	WP_096686593.1		
N5.HOG0001905	OG0000903	n0				WP_019494768.1	WP_019494768.1		
N5.HOG0001906	OG0000904	n3				WP_096689449.1	WP_096689449.1		
N5.HOG0001907	OG0000904	n4				WP_096690333.1	WP_096690333.1		
N5.HOG0001908	OG0000905	n5				WP_096692475.1	WP_096692475.1		
N5.HOG0001909	OG0000905	n6				WP_096690157.1	WP_096690157.1		
N5.HOG0001910	OG0000906	n0				WP_096690769.1	WP_096690769.1		
N5.HOG0001911	OG0000907	n0				WP_096688435.1	WP_096688435.1		
N5.HOG0001912	OG0000908	n0				WP_096687771.1	WP_096687771.1		
N5.HOG0001913	OG0000909	n0				WP_096690744.1	WP_096690744.1		
N5.HOG0001914	OG0000910	n5				WP_096693498.1	WP_096693498.1		
N5.HOG0001915	OG0000910	n6				WP_096690950.1	WP_096690950.1		
N5.HOG0001916	OG0000911	n3				WP_096691496.1	WP_096691496.1		
N5.HOG0001917	OG0000911	n5				WP_096694622.1	WP_096694622.1		
N5.HOG0001918	OG0000912	n3				WP_096688407.1	WP_096688407.1		
N5.HOG0001919	OG0000913	n0				WP_096689366.1	WP_096689366.1		
N5.HOG0001920	OG0000914	n0				WP_096693147.1	WP_096693147.1		
N5.HOG0001921	OG0000915	n0				WP_096692648.1	WP_096692648.1		
N5.HOG0001922	OG0000916	n4				WP_096694395.1	WP_096694395.1		
N5.HOG0001923	OG0000917	n5				WP_096694406.1	WP_096694406.1		
N5.HOG0001924	OG0000918	n0				WP_096689155.1	WP_096689155.1		
N5.HOG0001925	OG0000919	n0				WP_096692923.1	WP_096692923.1		
N5.HOG0001926	OG0000920	n0				WP_096691532.1	WP_096691532.1		
N5.HOG0001927	OG0000921	n0				WP_096688218.1	WP_096688218.1		
N5.HOG0001928	OG0000922	n0				WP_096694495.1	WP_096694495.1		
N5.HOG0001929	OG0000923	n4				WP_096690983.1	WP_096690983.1		
N5.HOG0001930	OG0000924	n0				WP_096684632.1	WP_096684632.1		
N5.HOG0001931	OG0000925	n0				WP_096692616.1	WP_096692616.1		
N5.HOG0001932	OG0000926	n0				WP_096693673.1	WP_096693673.1		
N5.HOG0001933	OG0000927	n0				WP_096687495.1	WP_096687495.1		
N5.HOG0001934	OG0000928	n0				WP_096689870.1	WP_096689870.1		
N5.HOG0001935	OG0000929	n0				WP_096688294.1	WP_096688294.1		
N5.HOG0001936	OG0000930	n0				WP_096694408.1	WP_096694408.1		
N5.HOG0001937	OG0000931	n0				WP_096689848.1	WP_096689848.1		
N5.HOG0001938	OG0000932	n0				WP_096688802.1	WP_096688802.1		
N5.HOG0001939	OG0000933	n0				WP_096694366.1	WP_096694366.1		
N5.HOG0001940	OG0000934	n0				WP_096690621.1	WP_096690621.1		
N5.HOG0001941	OG0000935	n0				WP_096692775.1	WP_096692775.1		
N5.HOG0001942	OG0000936	n3				WP_096692835.1	WP_096692835.1		
N5.HOG0001943	OG0000936	n5				WP_096694501.1	WP_096694501.1		
N5.HOG0001944	OG0000937	n3				WP_096694013.1	WP_096694013.1		
N5.HOG0001945	OG0000938	n0				WP_096691302.1	WP_096691302.1		
N5.HOG0001946	OG0000939	n0				WP_019493182.1	WP_019493182.1		
N5.HOG0001947	OG0000940	n0				WP_096686686.1	WP_096686686.1		
N5.HOG0001948	OG0000941	n0				WP_096689674.1	WP_096689674.1		
N5.HOG0001949	OG0000942	n0				WP_096693320.1	WP_096693320.1		
N5.HOG0001950	OG0000943	n0				WP_096687621.1	WP_096687621.1		
N5.HOG0001951	OG0000944	n0				WP_096691524.1	WP_096691524.1		
N5.HOG0001952	OG0000945	n0				WP_096690541.1	WP_096690541.1		
N5.HOG0001953	OG0000946	n0				WP_096692497.1	WP_096692497.1		
N5.HOG0001954	OG0000947	n0				WP_096694145.1	WP_096694145.1		
N5.HOG0001955	OG0000948	n0				WP_096687841.1	WP_096687841.1		
N5.HOG0001956	OG0000949	n0				WP_096687288.1	WP_096687288.1		
N5.HOG0001957	OG0000950	n0				WP_096690693.1	WP_096690693.1		
N5.HOG0001958	OG0000951	n0				WP_096691870.1	WP_096691870.1		
N5.HOG0001959	OG0000952	n3				WP_096692541.1	WP_096692541.1		
N5.HOG0001960	OG0000953	n0				WP_096685956.1	WP_096685956.1		
N5.HOG0001961	OG0000954	n3				WP_096694530.1	WP_096694530.1		
N5.HOG0001962	OG0000954	n6				WP_096684017.1	WP_096684017.1		
N5.HOG0001963	OG0000955	n0				WP_096690887.1	WP_096690887.1		
N5.HOG0001964	OG0000956	n0				WP_096687300.1	WP_096687300.1		
N5.HOG0001965	OG0000957	n0				WP_096687298.1	WP_096687298.1		
N5.HOG0001966	OG0000958	n0				WP_096686398.1	WP_096686398.1		
N5.HOG0001967	OG0000959	n0				WP_096689914.1	WP_096689914.1		
N5.HOG0001968	OG0000960	n0				WP_096691142.1	WP_096691142.1		
N5.HOG0001969	OG0000961	n2				WP_096685182.1	WP_096685182.1		
N5.HOG0001970	OG0000962	n3				WP_096685934.1	WP_096685934.1		
N5.HOG0001971	OG0000963	n0				WP_096684450.1	WP_096684450.1		
N5.HOG0001972	OG0000964	n2				WP_096684439.1	WP_096684439.1		
N5.HOG0001973	OG0000964	n5				WP_096687954.1	WP_096687954.1		
N5.HOG0001974	OG0000965	n3				WP_096688044.1	WP_096688044.1		
N5.HOG0001975	OG0000965	n4				WP_096692577.1	WP_096692577.1		
N5.HOG0001976	OG0000966	n0				WP_096692665.1	WP_096692665.1		
N5.HOG0001977	OG0000967	n0				WP_096685523.1	WP_096685523.1		
N5.HOG0001978	OG0000968	n0				WP_096690435.1	WP_096690435.1		
N5.HOG0001979	OG0000969	n0				WP_096685491.1	WP_096685491.1		
N5.HOG0001980	OG0000970	n0				WP_096693485.1	WP_096693485.1		
N5.HOG0001981	OG0000971	n0				WP_096694376.1	WP_096694376.1		
N5.HOG0001982	OG0000972	n2				WP_096689237.1	WP_096689237.1		
N5.HOG0001983	OG0000972	n5				WP_096691824.1	WP_096691824.1		
N5.HOG0001984	OG0000973	n0				WP_096689389.1	WP_096689389.1		
N5.HOG0001985	OG0000974	n0				WP_096692405.1	WP_096692405.1		
N5.HOG0001986	OG0000975	n0				WP_096694341.1	WP_096694341.1		
N5.HOG0001987	OG0000976	n5				WP_096687862.1	WP_096687862.1		
N5.HOG0001988	OG0000976	n6				WP_096687714.1	WP_096687714.1		
N5.HOG0001989	OG0000977	n4				WP_096689737.1	WP_096689737.1		
N5.HOG0001990	OG0000978	n0				WP_096690232.1	WP_096690232.1		
N5.HOG0001991	OG0000979	n0				WP_096690989.1	WP_096690989.1		
N5.HOG0001992	OG0000980	n0				WP_096685846.1	WP_096685846.1		
N5.HOG0001993	OG0000981	n0				WP_096694435.1	WP_096694435.1		
N5.HOG0001994	OG0000982	n0				WP_096687664.1	WP_096687664.1		
N5.HOG0001995	OG0000983	n0				WP_096692473.1	WP_096692473.1		
N5.HOG0001996	OG0000984	n0				WP_096693024.1	WP_096693024.1		
N5.HOG0001997	OG0000986	n0				WP_096691181.1	WP_096691181.1		
N5.HOG0001998	OG0000987	n0				WP_096688597.1	WP_096688597.1		
N5.HOG0001999	OG0000988	n1				WP_096686086.1	WP_096686086.1		
N5.HOG0002000	OG0000989	n2				WP_096690462.1	WP_096690462.1		
N5.HOG0002001	OG0000990	n0				WP_096690111.1	WP_096690111.1		
N5.HOG0002002	OG0000992	n0				WP_096691812.1	WP_096691812.1		
N5.HOG0002003	OG0000993	n5				WP_096684441.1	WP_096684441.1		
N5.HOG0002004	OG0000993	n6				WP_096684418.1	WP_096684418.1		
N5.HOG0002005	OG0000994	n0				WP_096683795.1	WP_096683795.1		
N5.HOG0002006	OG0000995	n4				WP_096685180.1	WP_096685180.1		
N5.HOG0002007	OG0000996	n0				WP_096684566.1	WP_096684566.1		
N5.HOG0002008	OG0000997	n0				WP_096693621.1	WP_096693621.1		
N5.HOG0002009	OG0000998	n0				WP_096684480.1	WP_096684480.1		
N5.HOG0002010	OG0000999	n0				WP_096683761.1	WP_096683761.1		
N5.HOG0002011	OG0001000	n3				WP_096692836.1	WP_096692836.1		
N5.HOG0002012	OG0001000	n5				WP_096692345.1	WP_096692345.1		
N5.HOG0002013	OG0001001	n0				WP_096694581.1	WP_096694581.1		
N5.HOG0002014	OG0001003	n0				WP_096689034.1	WP_096689034.1		
N5.HOG0002015	OG0001004	n0				WP_096683826.1	WP_096683826.1		
N5.HOG0002016	OG0001005	n0				WP_096690129.1	WP_096690129.1		
N5.HOG0002017	OG0001006	n0				WP_096692811.1	WP_096692811.1		
N5.HOG0002018	OG0001007	n0				WP_096686805.1	WP_096686805.1		
N5.HOG0002019	OG0001008	n0				WP_096688844.1	WP_096688844.1		
N5.HOG0002020	OG0001009	n0				WP_096690651.1	WP_096690651.1		
N5.HOG0002021	OG0001010	n3				WP_096694575.1	WP_096694575.1		
N5.HOG0002022	OG0001011	n5				WP_096694419.1	WP_096694419.1		
N5.HOG0002023	OG0001012	n0				WP_096693969.1	WP_096693969.1		
N5.HOG0002024	OG0001013	n0				WP_096691712.1	WP_096691712.1		
N5.HOG0002025	OG0001014	n0				WP_096691506.1	WP_096691506.1		
N5.HOG0002026	OG0001015	n0				WP_096690590.1	WP_096690590.1		
N5.HOG0002027	OG0001016	n0				WP_096688532.1	WP_096688532.1		
N5.HOG0002028	OG0001017	n3				WP_096694015.1	WP_096694015.1		
N5.HOG0002029	OG0001018	n0				WP_096690547.1	WP_096690547.1		
N5.HOG0002030	OG0001019	n0				WP_096693285.1	WP_096693285.1		
N5.HOG0002031	OG0001020	n0				WP_096688808.1	WP_096688808.1		
N5.HOG0002032	OG0001021	n3				WP_096688077.1	WP_096688077.1		
N5.HOG0002033	OG0001021	n5				WP_096687992.1	WP_096687992.1		
N5.HOG0002034	OG0001021	n6				WP_096688825.1	WP_096688825.1		
N5.HOG0002035	OG0001022	n2				WP_096688656.1	WP_096688656.1		
N5.HOG0002036	OG0001022	n4				WP_096683882.1	WP_096683882.1		
N5.HOG0002037	OG0001023	n5				WP_096690794.1	WP_096690794.1		
N5.HOG0002038	OG0001023	n6				WP_096690795.1	WP_096690795.1		
N5.HOG0002039	OG0001024	n3				WP_096689192.1	WP_096689192.1		
N5.HOG0002040	OG0001024	n5				WP_096690162.1	WP_096690162.1		
N5.HOG0002041	OG0001025	n3				WP_096694514.1	WP_096694514.1		
N5.HOG0002042	OG0001026	n1				WP_096685256.1	WP_096685256.1		
N5.HOG0002043	OG0001026	n3				WP_096692569.1	WP_096692569.1		
N5.HOG0002044	OG0001027	n4				WP_096686742.1	WP_096686742.1		
N5.HOG0002045	OG0001027	n5				WP_096684604.1	WP_096684604.1		
N5.HOG0002046	OG0001028	n0				WP_096693746.1	WP_096693746.1		
N5.HOG0002047	OG0001029	n4				WP_096689750.1	WP_096689750.1		
N5.HOG0002048	OG0001029	n5				WP_096687114.1	WP_096687114.1		
N5.HOG0002049	OG0001029	n6				WP_096688144.1	WP_096688144.1		
N5.HOG0002050	OG0001031	n3				WP_096689804.1	WP_096689804.1		
N5.HOG0002051	OG0001031	n5				WP_096687007.1	WP_096687007.1		
N5.HOG0002052	OG0001032	n3				WP_096690013.1	WP_096690013.1		
N5.HOG0002053	OG0001032	n5				WP_096685852.1	WP_096685852.1		
N5.HOG0002054	OG0001033	n0				WP_096694131.1	WP_096694131.1		
N5.HOG0002055	OG0001034	n0				WP_096690527.1	WP_096690527.1		
N5.HOG0002056	OG0001035	n2				WP_096694165.1	WP_096694165.1		
N5.HOG0002057	OG0001035	n5				WP_096694101.1	WP_096694101.1		
N5.HOG0002058	OG0001036	n4				WP_096688809.1	WP_096688809.1		
N5.HOG0002059	OG0001037	n2				WP_096691042.1	WP_096691042.1		
N5.HOG0002060	OG0001037	n4				WP_096689759.1	WP_096689759.1		
N5.HOG0002061	OG0001038	n1				WP_096684138.1	WP_096684138.1		
N5.HOG0002062	OG0001038	n3				WP_096691561.1	WP_096691561.1		
N5.HOG0002063	OG0001039	n5				WP_096689484.1	WP_096689484.1		
N5.HOG0002064	OG0001039	n6				WP_096692733.1	WP_096692733.1		
N5.HOG0002065	OG0001040	n5				WP_096694721.1	WP_096694721.1		
N5.HOG0002066	OG0001040	n6				WP_096684457.1	WP_096684457.1		
N5.HOG0002067	OG0001041	n5				WP_096694722.1	WP_096694722.1		
N5.HOG0002068	OG0001041	n6				WP_096684456.1	WP_096684456.1		
N5.HOG0002069	OG0001042	n2				WP_096687613.1	WP_096687613.1		
N5.HOG0002070	OG0001042	n4				WP_096687614.1	WP_096687614.1		
N5.HOG0002071	OG0001043	n0				WP_096692945.1	WP_096692945.1		
N5.HOG0002072	OG0001044	n3				WP_096693407.1	WP_096693407.1		
N5.HOG0002073	OG0001044	n4				WP_096694203.1	WP_096694203.1		
N5.HOG0002074	OG0001045	n0				WP_096692855.1	WP_096692855.1		
N5.HOG0002075	OG0001046	n0				WP_096684939.1	WP_096684939.1		
N5.HOG0002076	OG0001047	n2				WP_096690596.1	WP_096690596.1		
N5.HOG0002077	OG0001048	n0				WP_096694036.1	WP_096694036.1		
N5.HOG0002078	OG0001049	n1				WP_096690428.1	WP_096690428.1		
N5.HOG0002079	OG0001049	n4				WP_096690427.1	WP_096690427.1		
N5.HOG0002080	OG0001050	n2				WP_096691247.1	WP_096691247.1		
N5.HOG0002081	OG0001050	n4				WP_096691374.1	WP_096691374.1		
N5.HOG0002082	OG0001051	n3				WP_096691793.1	WP_096691793.1		
N5.HOG0002083	OG0001051	n5				WP_096684391.1	WP_096684391.1		
N5.HOG0002084	OG0001052	n1				WP_096694834.1	WP_096694834.1		
N5.HOG0002085	OG0001054	n3				WP_096687716.1	WP_096687716.1		
N5.HOG0002086	OG0001054	n5				WP_096695297.1	WP_096695297.1		
N5.HOG0002087	OG0001054	n6				WP_096690238.1	WP_096690238.1		
N5.HOG0002088	OG0001055	n2				WP_096689939.1	WP_096689939.1		
N5.HOG0002089	OG0001055	n4				WP_096689944.1	WP_096689944.1		
N5.HOG0002090	OG0001056	n0				WP_096694984.1	WP_096694984.1		
N5.HOG0002091	OG0001057	n2				WP_096694156.1	WP_096694156.1		
N5.HOG0002092	OG0001057	n4				WP_096687932.1	WP_096687932.1		
N5.HOG0002093	OG0001057	n5				WP_096688075.1	WP_096688075.1		
N5.HOG0002094	OG0001058	n3				WP_096687728.1	WP_096687728.1		
N5.HOG0002095	OG0001058	n4				WP_096684716.1	WP_096684716.1		
N5.HOG0002096	OG0001060	n1				WP_096687794.1	WP_096687794.1		
N5.HOG0002097	OG0001061	n3				WP_096694652.1	WP_096694652.1		
N5.HOG0002098	OG0001061	n5				WP_096690540.1	WP_096690540.1		
N5.HOG0002099	OG0001062	n3				WP_096683727.1	WP_096683727.1		
N5.HOG0002100	OG0001062	n5				WP_096729138.1	WP_096691008.1		
N5.HOG0002101	OG0001062	n6				WP_096690434.1	WP_096690434.1		
N5.HOG0002102	OG0001063	n3				WP_096690014.1	WP_096690014.1		
N5.HOG0002103	OG0001064	n2				WP_096690099.1	WP_096690099.1		
N5.HOG0002104	OG0001064	n4				WP_096693494.1	WP_096693494.1		
N5.HOG0002105	OG0001065	n2				WP_096688919.1	WP_096688919.1		
N5.HOG0002106	OG0001066	n1				WP_096691371.1	WP_096691371.1		
N5.HOG0002107	OG0001067	n0				WP_096687214.1	WP_096687214.1		
N5.HOG0002108	OG0001068	n3				WP_096692669.1	WP_096692669.1		
N5.HOG0002109	OG0001068	n5				WP_096683821.1	WP_096683821.1		
N5.HOG0002110	OG0001069	n5				WP_096689401.1	WP_096689401.1		
N5.HOG0002111	OG0001069	n6				WP_096693534.1	WP_096693534.1		
N5.HOG0002112	OG0001070	n2				WP_096689671.1	WP_096689671.1		
N5.HOG0002113	OG0001070	n4				WP_096692489.1	WP_096692489.1		
N5.HOG0002114	OG0001071	n4				WP_096686452.1	WP_096686452.1		
N5.HOG0002115	OG0001071	n5				WP_096690496.1	WP_096690496.1		
N5.HOG0002116	OG0001072	n2				WP_096693488.1	WP_096693488.1		
N5.HOG0002117	OG0001073	n4				WP_096685456.1	WP_096685456.1		
N5.HOG0002118	OG0001074	n0				WP_096729098.1	WP_096688517.1		
N5.HOG0002119	OG0001075	n0				WP_096693916.1	WP_096693916.1		
N5.HOG0002120	OG0001076	n0				WP_096692672.1	WP_096692672.1		
N5.HOG0002121	OG0001077	n2				WP_096695054.1	WP_096695054.1		
N5.HOG0002122	OG0001077	n4				WP_096694617.1	WP_096694617.1		
N5.HOG0002123	OG0001078	n2				WP_096695160.1	WP_096695160.1		
N5.HOG0002124	OG0001079	n3				WP_096695205.1	WP_096695205.1		
N5.HOG0002125	OG0001079	n5				WP_096695342.1	WP_096695342.1		
N5.HOG0002126	OG0001079	n6				WP_096695267.1	WP_096695267.1		
N5.HOG0002127	OG0001080	n2				WP_096687865.1	WP_096687865.1		
N5.HOG0002128	OG0001081	n1				WP_096687800.1	WP_096687800.1		
N5.HOG0002129	OG0001081	n4				WP_096689309.1	WP_096689309.1		
N5.HOG0002130	OG0001082	n3				WP_096694119.1	WP_096694119.1		
N5.HOG0002131	OG0001082	n5				WP_096686109.1	WP_096686109.1		
N5.HOG0002132	OG0001083	n3				WP_096684742.1	WP_096684742.1		
N5.HOG0002133	OG0001083	n5				WP_096684004.1	WP_096684004.1		
N5.HOG0002134	OG0001084	n3				WP_096694291.1	WP_096694291.1		
N5.HOG0002135	OG0001084	n5				WP_096687765.1	WP_096687765.1		
N5.HOG0002136	OG0001085	n1				WP_096695196.1	WP_096695196.1		
N5.HOG0002137	OG0001085	n3				WP_096695288.1	WP_096695288.1		
N5.HOG0002138	OG0001085	n5				WP_096683766.1	WP_096683766.1		
N5.HOG0002139	OG0001085	n6				WP_096683729.1	WP_096683729.1		
N5.HOG0002140	OG0001086	n0				WP_096683755.1	WP_096683755.1		
N5.HOG0002141	OG0001087	n4				WP_096683933.1	WP_096683933.1		
N5.HOG0002142	OG0001087	n5				WP_096694682.1	WP_096694682.1		
N5.HOG0002143	OG0001087	n6				WP_096694703.1	WP_096694703.1		
N5.HOG0002144	OG0001088	n1				WP_096691597.1	WP_096691597.1		
N5.HOG0002145	OG0001088	n3				WP_096683959.1	WP_096683959.1		
N5.HOG0002146	OG0001089	n1				WP_096684270.1	WP_096684270.1		
N5.HOG0002147	OG0001089	n5				WP_096687726.1	WP_096687726.1		
N5.HOG0002148	OG0001089	n6				WP_096693918.1	WP_096693918.1		
N5.HOG0002149	OG0001090	n2				WP_096684903.1	WP_096684903.1		
N5.HOG0002150	OG0001090	n3				WP_096686844.1	WP_096686844.1		
N5.HOG0002151	OG0001091	n3				WP_096693581.1	WP_096693581.1		
N5.HOG0002152	OG0001091	n5				WP_096685750.1	WP_096685750.1		
N5.HOG0002153	OG0001091	n6				WP_096684919.1	WP_096684919.1		
N5.HOG0002154	OG0001092	n1				WP_096685079.1	WP_096685079.1		
N5.HOG0002155	OG0001092	n5				WP_096685307.1	WP_096685307.1		
N5.HOG0002156	OG0001092	n6				WP_096685305.1	WP_096685305.1		
N5.HOG0002157	OG0001093	n1				WP_096686846.1	WP_096686846.1		
N5.HOG0002158	OG0001093	n5				WP_096685525.1	WP_096685525.1		
N5.HOG0002159	OG0001094	n1				WP_096695075.1	WP_096695075.1		
N5.HOG0002160	OG0001094	n3				WP_096687087.1	WP_096687087.1		
N5.HOG0002161	OG0001095	n1				WP_096692989.1	WP_096692989.1		
N5.HOG0002162	OG0001095	n5				WP_096688195.1	WP_096688195.1		
N5.HOG0002163	OG0001095	n6				WP_096688459.1	WP_096688459.1		
N5.HOG0002164	OG0001096	n3				WP_096689708.1	WP_096689708.1		
N5.HOG0002165	OG0001096	n4				WP_096689709.1	WP_096689709.1		
N5.HOG0002166	OG0001096	n5				WP_096688266.1	WP_096688266.1		
N5.HOG0002167	OG0001097	n1				WP_096688555.1	WP_096688555.1		
N5.HOG0002168	OG0001097	n3				WP_096689166.1	WP_096689166.1		
N5.HOG0002169	OG0001098	n1				WP_096689929.1	WP_096689929.1		
N5.HOG0002170	OG0001098	n4				WP_096694747.1	WP_096694747.1		
N5.HOG0002171	OG0001098	n5				WP_096688580.1	WP_096688580.1		
N5.HOG0002172	OG0001098	n6				WP_096691224.1	WP_096691224.1		
N5.HOG0002173	OG0001099	n5				WP_096690007.1	WP_096690007.1		
N5.HOG0002174	OG0001099	n6				WP_096689065.1	WP_096689065.1		
N5.HOG0002175	OG0001100	n1				WP_096690902.1	WP_096690902.1		
N5.HOG0002176	OG0001100	n3				WP_096690564.1	WP_096690564.1		
N5.HOG0002177	OG0001100	n5				WP_096695056.1	WP_096695056.1		
N5.HOG0002178	OG0001100	n6				WP_096689165.1	WP_096689165.1		
N5.HOG0002179	OG0001101	n3				WP_096689951.1	WP_096689951.1		
N5.HOG0002180	OG0001101	n5				WP_096689942.1	WP_096689942.1		
N5.HOG0002181	OG0001101	n6				WP_096689947.1	WP_096689947.1		
N5.HOG0002182	OG0001102	n1				WP_096690938.1	WP_096690938.1		
N5.HOG0002183	OG0001102	n5				WP_096690749.1	WP_096690749.1		
N5.HOG0002184	OG0001102	n6				WP_096690752.1	WP_096690752.1		
N5.HOG0002185	OG0001103	n1				WP_096694739.1	WP_096694739.1		
N5.HOG0002186	OG0001103	n3				WP_096694947.1	WP_096694947.1		
N5.HOG0002187	OG0001104	n1				WP_096695093.1	WP_096695093.1		
N5.HOG0002188	OG0001104	n3				WP_096695041.1	WP_096695041.1		
N5.HOG0002189	OG0001105	n1				WP_096695114.1	WP_096695114.1		
N5.HOG0002190	OG0001105	n5				WP_096695201.1	WP_096695201.1		
N5.HOG0002191	OG0001105	n6				WP_096695135.1	WP_096695135.1		
N5.HOG0002192	OG0001106	n0				WP_096695144.1	WP_096695144.1		
