HOG	OG	Gene Tree Parent Clade	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
N0.HOG0000554	OG0000176	n1	WP_035148903.1	WP_096660706.1	WP_096622892.1	WP_096685993.1	WP_096685993.1	WP_015199655.1	WP_255666525.1
N0.HOG0000555	OG0000176	n7	WP_035153450.1	WP_096658304.1	WP_096620468.1	WP_096690127.1	WP_096690127.1	WP_015200797.1	WP_223988207.1
N0.HOG0000556	OG0000177	n0	WP_035149974.1	WP_096653964.1		WP_096691333.1, WP_096684491.1, WP_096694967.1	WP_096691333.1, WP_096684491.1, WP_096694967.1		WP_224180014.1, WP_224174598.1, WP_224179347.1, WP_224175833.1, WP_224179346.1, WP_224178235.1
N0.HOG0000557	OG0000178	n1				WP_096693800.1, WP_096693806.1, WP_096693802.1	WP_096693800.1, WP_096693806.1, WP_096693802.1		
N0.HOG0000558	OG0000178	n7	WP_035150072.1	WP_096653930.1	WP_096620278.1			WP_015198037.1, WP_015198038.1	
N0.HOG0000559	OG0000178	n11		WP_096661208.1	WP_197707035.1			WP_015196164.1	
N0.HOG0000560	OG0000179	n2	WP_035150416.1		WP_096620474.1	WP_096685675.1	WP_096685675.1		WP_224176284.1, WP_223991183.1
N0.HOG0000561	OG0000179	n7	WP_035150414.1			WP_096693334.1, WP_096685995.1	WP_096693334.1, WP_096685995.1		WP_223979635.1, WP_224175259.1
N0.HOG0000562	OG0000180	n1	WP_035150451.1	WP_096655675.1	WP_096621558.1	WP_096688730.1	WP_096688730.1	WP_041739648.1	WP_223983820.1
N0.HOG0000563	OG0000180	n7	WP_238178533.1	WP_096655905.1	WP_096626337.1	WP_096692924.1	WP_096692924.1	WP_015199700.1	WP_224179717.1
N0.HOG0000564	OG0000181	n2	WP_035158135.1			WP_096688747.1	WP_096688747.1	WP_015198801.1	WP_224179563.1
N0.HOG0000565	OG0000181	n6	WP_035150568.1		WP_096622291.1	WP_096684176.1, WP_096684740.1	WP_096684176.1, WP_096684740.1	WP_015196259.1	WP_223978294.1
N0.HOG0000566	OG0000182	n1	WP_035150570.1	WP_096655881.1		WP_096692793.1	WP_096692793.1	WP_015196196.1	WP_223990677.1
N0.HOG0000567	OG0000182	n6	WP_035154485.1	WP_096656468.1	WP_096624805.1	WP_096690854.1	WP_096690854.1	WP_015201089.1	WP_223975632.1, WP_223971023.1
N0.HOG0000568	OG0000183	n2	WP_035150723.1			WP_096688267.1, WP_096688378.1	WP_096688267.1, WP_096688378.1	WP_015198576.1	WP_223972576.1, WP_223973684.1
N0.HOG0000569	OG0000183	n9	WP_035152191.1	WP_096657059.1		WP_096689000.1	WP_096689000.1		WP_223986890.1
N0.HOG0000570	OG0000184	n4		WP_096657125.1				WP_015198441.1	WP_223990726.1
N0.HOG0000571	OG0000184	n6		WP_096652721.1					WP_224176045.1
N0.HOG0000572	OG0000184	n7				WP_096689329.1	WP_096689329.1		
N0.HOG0000573	OG0000184	n8	WP_035151238.1	WP_096657139.1		WP_096689520.1	WP_096689520.1	WP_041739012.1	WP_224177835.1
N0.HOG0000574	OG0000185	n1	WP_035151497.1		WP_096625193.1				
N0.HOG0000575	OG0000185	n5		WP_096652395.1					WP_223971187.1
N0.HOG0000576	OG0000185	n6		WP_096652737.1, WP_096655972.1, WP_096659664.1		WP_096683887.1	WP_096683887.1		WP_224179157.1, WP_223986919.1, WP_224176053.1
N0.HOG0000577	OG0000186	n1	WP_035154873.1	WP_096655973.1		WP_096683889.1	WP_096683889.1		
N0.HOG0000578	OG0000186	n5	WP_035151527.1	WP_096660968.1	WP_096620944.1	WP_096692026.1	WP_096692026.1	WP_041739735.1	WP_224177014.1
N0.HOG0000579	OG0000186	n11		WP_096655578.1		WP_096685193.1	WP_096685193.1		
N0.HOG0000580	OG0000187	n0	WP_035151970.1	WP_096661387.1, WP_096657384.1, WP_096657501.1, WP_096657213.1, WP_096657314.1, WP_096658783.1				WP_015198231.1, WP_015197905.1, WP_015196038.1, WP_015198354.1	WP_224175694.1, WP_224175924.1, WP_224178962.1
N0.HOG0000581	OG0000188	n1	WP_035157558.1	WP_096657663.1	WP_096624103.1	WP_096690688.1	WP_096690688.1	WP_015198885.1	WP_223975012.1
N0.HOG0000582	OG0000188	n7	WP_035153623.1	WP_096656347.1	WP_096621579.1	WP_096693499.1	WP_096693499.1	WP_015200203.1	WP_223991283.1
N0.HOG0000583	OG0000189	n1	WP_035157046.1			WP_096686408.1	WP_096686408.1	WP_255348466.1	WP_224180311.1
N0.HOG0000584	OG0000189	n5	WP_035153785.1, WP_052754443.1, WP_035158161.1	WP_096654621.1		WP_096686400.1	WP_096686400.1	WP_015199249.1, WP_041740538.1	WP_223986132.1
N0.HOG0000585	OG0000190	n1	WP_035153989.1	WP_096658432.1		WP_096692490.1	WP_096692490.1		WP_223989718.1, WP_223989716.1
N0.HOG0000586	OG0000190	n6	WP_035159035.1	WP_096660835.1, WP_096661262.1		WP_096694275.1, WP_096689655.1	WP_096694275.1, WP_096689655.1		WP_223983301.1
N0.HOG0000587	OG0000191	n1	WP_035156226.1	WP_096652519.1	WP_096620643.1	WP_096688751.1	WP_096688751.1	WP_015198591.1	WP_223990842.1
N0.HOG0000588	OG0000191	n7	WP_035154311.1	WP_096657063.1	WP_096621000.1	WP_096694400.1	WP_096694400.1	WP_015196424.1	WP_224179498.1
N0.HOG0000589	OG0000192	n0	WP_035154423.1	WP_096654835.1, WP_096655885.1, WP_096654837.1				WP_144051088.1, WP_015196011.1	WP_224179601.1, WP_224179700.1, WP_224179629.1, WP_224177060.1, WP_224174070.1, WP_224180233.1, WP_224176981.1, WP_223971455.1
N0.HOG0000590	OG0000193	n1	WP_035155142.1	WP_096656552.1	WP_096621107.1			WP_015200985.1	
N0.HOG0000591	OG0000193	n4	WP_035155140.1	WP_096656553.1, WP_096656554.1	WP_096621806.1	WP_096691802.1, WP_096693067.1	WP_096691802.1, WP_096693067.1		WP_224176462.1, WP_224177212.1
N0.HOG0000592	OG0000194	n0	WP_035155345.1	WP_096654940.1	WP_231943212.1	WP_096691334.1, WP_096683945.1, WP_096688370.1	WP_096691334.1, WP_096683945.1, WP_096688370.1	WP_015200915.1, WP_015197039.1	WP_224177277.1, WP_224178910.1, WP_224179628.1
N0.HOG0000593	OG0000195	n0	WP_035155586.1	WP_096660243.1, WP_096656125.1	WP_096620971.1	WP_096694660.1, WP_096694519.1, WP_096693639.1	WP_096694660.1, WP_096694519.1, WP_096693639.1	WP_015197561.1	WP_255666550.1, WP_223977840.1, WP_223978868.1
N0.HOG0000594	OG0000196	n1	WP_035156157.1	WP_096657664.1	WP_096624644.1	WP_096690667.1	WP_096690667.1		WP_224178065.1, WP_224178074.1
N0.HOG0000595	OG0000196	n7	WP_035156154.1	WP_096657674.1	WP_096620750.1	WP_096690665.1	WP_096690665.1	WP_015199771.1	WP_224178073.1
N0.HOG0000596	OG0000197	n2		WP_096656803.1	WP_096622533.1	WP_096686243.1	WP_096686243.1		
N0.HOG0000597	OG0000197	n5		WP_096660819.1	WP_096624487.1	WP_096692036.1, WP_096689323.1	WP_096692036.1, WP_096689323.1	WP_238993772.1, WP_015197987.1	WP_224177011.1
N0.HOG0000598	OG0000198	n1	WP_035158024.1	WP_096653628.1	WP_096619837.1	WP_096690961.1	WP_096690961.1	WP_015199583.1	WP_223976255.1, WP_223989373.1
N0.HOG0000599	OG0000198	n8		WP_096657036.1		WP_096686970.1, WP_096689806.1	WP_096686970.1, WP_096689806.1		WP_223973879.1
N0.HOG0000600	OG0000199	n1		WP_096660241.1		WP_096693814.1	WP_096693814.1	WP_015198500.1	
N0.HOG0000601	OG0000199	n5	WP_035158137.1	WP_096657242.1, WP_096652937.1, WP_096657241.1		WP_096693708.1	WP_096693708.1		WP_223978968.1
N0.HOG0000602	OG0000199	n11		WP_096654946.1		WP_096686991.1	WP_096686991.1		
N0.HOG0000603	OG0000200	n1	WP_035158413.1	WP_096653630.1	WP_096620602.1	WP_096685243.1	WP_096685243.1	WP_015197770.1	WP_223978775.1
N0.HOG0000604	OG0000200	n7		WP_096657037.1		WP_096686968.1, WP_096694295.1	WP_096686968.1, WP_096694295.1		WP_224177570.1, WP_223973878.1
N0.HOG0000605	OG0000201	n1	WP_035158762.1	WP_096657414.1				WP_015197879.1	WP_224175942.1
N0.HOG0000606	OG0000201	n5	WP_238178467.1	WP_096658699.1, WP_096657305.1, WP_096657518.1				WP_015196108.1, WP_015198330.1	WP_224175675.1, WP_224180223.1
N0.HOG0000607	OG0000201	n12		WP_096661541.1					WP_224178935.1
N0.HOG0000608	OG0000202	n1		WP_096658343.1, WP_096661604.1, WP_096661444.1		WP_096683759.1	WP_096683759.1	WP_015173953.1	
N0.HOG0000609	OG0000202	n6	WP_035159851.1	WP_096661426.1, WP_096661660.1, WP_096661620.1		WP_096684733.1	WP_096684733.1	WP_015173891.1	WP_224175589.1
N0.HOG0000610	OG0000203	n0	WP_046814732.1	WP_096660596.1		WP_096687458.1, WP_096687467.1	WP_096687458.1, WP_096687467.1	WP_015196574.1, WP_015197582.1, WP_015197638.1	WP_224176841.1, WP_224177401.1, WP_223977804.1, WP_224174661.1, WP_224174660.1
N0.HOG0000611	OG0000204	n0	WP_046814911.1	WP_096656283.1	WP_096623418.1, WP_096623828.1	WP_096688758.1, WP_096686892.1, WP_096686890.1	WP_096688758.1, WP_096686892.1, WP_096686890.1	WP_015200930.1	WP_223990833.1, WP_224179259.1, WP_224179258.1
N0.HOG0000612	OG0000205	n1				WP_096689531.1, WP_096691933.1	WP_096689531.1, WP_096691933.1		WP_224175064.1
N0.HOG0000613	OG0000205	n6				WP_096686653.1, WP_096692169.1	WP_096686653.1, WP_096692169.1		
N0.HOG0000614	OG0000205	n10		WP_096652307.1					WP_224175049.1
N0.HOG0000615	OG0000205	n11	WP_052754436.1						WP_224175992.1, WP_223978679.1
N0.HOG0000616	OG0000206	n0	WP_052754503.1	WP_096654390.1	WP_096620321.1, WP_096620320.1	WP_096692053.1, WP_096692054.1, WP_096685904.1	WP_096692053.1, WP_096692054.1, WP_096685904.1	WP_015197512.1	WP_224179167.1, WP_224179166.1, WP_224179168.1
N0.HOG0000617	OG0000207	n0	WP_256388803.1	WP_096661728.1	WP_096620344.1	WP_096689250.1, WP_096687308.1, WP_096688658.1, WP_096692056.1	WP_096689250.1, WP_096687308.1, WP_096688658.1, WP_096692056.1	WP_015200778.1	WP_224178960.1, WP_224175683.1
N0.HOG0000618	OG0000208	n1		WP_096653399.1		WP_096692320.1, WP_096683875.1, WP_096694727.1	WP_096692320.1, WP_096683875.1, WP_096694727.1	WP_238993788.1	WP_224175066.1, WP_224176844.1, WP_224175887.1
N0.HOG0000619	OG0000208	n11		WP_096653823.1					WP_224180141.1, WP_224180427.1
N0.HOG0000620	OG0000209	n1		WP_096653407.1, WP_096657202.1		WP_096683877.1, WP_096694725.1	WP_096683877.1, WP_096694725.1	WP_015197705.1	WP_224179333.1
N0.HOG0000621	OG0000209	n8		WP_096653819.1					WP_224175068.1, WP_224179059.1, WP_255667721.1, WP_224180139.1, WP_224180424.1
N0.HOG0000622	OG0000210	n1			WP_096620058.1			WP_015196642.1	
N0.HOG0000623	OG0000210	n3		WP_096656664.1					WP_224176921.1
N0.HOG0000624	OG0000210	n4		WP_096656270.1		WP_096690213.1, WP_096688392.1, WP_096687064.1	WP_096690213.1, WP_096688392.1, WP_096687064.1		WP_224177855.1, WP_224177949.1, WP_224179248.1
N0.HOG0000625	OG0000211	n0		WP_096656768.1, WP_096657360.1	WP_096620259.1	WP_096693259.1, WP_096691022.1, WP_096686464.1	WP_096693259.1, WP_096691022.1, WP_096686464.1	WP_015201124.1	WP_223979095.1, WP_223983714.1, WP_224174647.1, WP_223985916.1
N0.HOG0000626	OG0000212	n1		WP_096661510.1					WP_224180342.1, WP_224174273.1
N0.HOG0000627	OG0000212	n3		WP_096657417.1, WP_096661279.1, WP_096657311.1, WP_096657512.1		WP_096687268.1, WP_096695286.1	WP_096687268.1, WP_096695286.1		WP_224174240.1, WP_224174411.1, WP_224174461.1
N0.HOG0000628	OG0000213	n0			WP_096624668.1	WP_096692536.1, WP_096689106.1, WP_096691999.1	WP_096692536.1, WP_096689106.1, WP_096691999.1	WP_015196881.1	WP_224176762.1, WP_223975731.1, WP_223976356.1, WP_224176441.1, WP_223976355.1, WP_223991246.1
N0.HOG0000629	OG0000214	n0				WP_096695301.1, WP_096695250.1, WP_096695300.1	WP_096695301.1, WP_096695250.1, WP_096695300.1	WP_015197886.1	WP_224176102.1, WP_224176089.1, WP_224179936.1, WP_224174530.1, WP_224175647.1, WP_224175934.1, WP_224180095.1
N0.HOG0000630	OG0000215	n1	WP_035149181.1			WP_096684417.1	WP_096684417.1		WP_223974393.1
N0.HOG0000631	OG0000215	n4	WP_035149182.1	WP_096658324.1, WP_096658348.1, WP_096654665.1	WP_096621946.1	WP_096693845.1	WP_096693845.1	WP_015201042.1	WP_223977116.1
N0.HOG0000632	OG0000216	n1	WP_035151145.1	WP_096659855.1	WP_096622565.1	WP_096684869.1	WP_096684869.1	WP_015199755.1	
N0.HOG0000633	OG0000216	n6	WP_035149190.1	WP_096661320.1		WP_096693766.1, WP_096694903.1	WP_096693766.1, WP_096694903.1		WP_223989944.1
N0.HOG0000634	OG0000217	n1	WP_035149273.1			WP_096686342.1, WP_096691584.1	WP_096686342.1, WP_096691584.1	WP_015197931.1	WP_223985893.1
N0.HOG0000635	OG0000217	n7	WP_035156431.1	WP_096655374.1	WP_096622537.1	WP_096684830.1	WP_096684830.1		WP_223981824.1
N0.HOG0000636	OG0000218	n0	WP_035149618.1	WP_096660906.1	WP_231943054.1	WP_096689502.1, WP_096689421.1, WP_096688653.1	WP_096689502.1, WP_096689421.1, WP_096688653.1	WP_015199073.1	WP_224177823.1, WP_223973926.1, WP_224179049.1
N0.HOG0000637	OG0000219	n1	WP_035149676.1	WP_096656743.1	WP_096625615.1	WP_096689152.1	WP_096689152.1	WP_015196942.1	WP_224178325.1
N0.HOG0000638	OG0000219	n7		WP_096657798.1	WP_096626562.1	WP_096691339.1	WP_096691339.1	WP_015199637.1	WP_223981939.1
N0.HOG0000639	OG0000220	n2	WP_035149787.1		WP_231943190.1, WP_231943197.1, WP_231943171.1				
N0.HOG0000640	OG0000220	n5	WP_035152108.1		WP_231943196.1, WP_231943083.1	WP_096688882.1, WP_096692302.1	WP_096688882.1, WP_096692302.1	WP_015198720.1	
N0.HOG0000641	OG0000221	n1				WP_096685287.1	WP_096685287.1		WP_224175479.1
N0.HOG0000642	OG0000221	n5	WP_035149831.1	WP_096653986.1				WP_015198138.1	
N0.HOG0000643	OG0000221	n7		WP_096661409.1, WP_096657393.1				WP_015198123.1, WP_015197921.1	
N0.HOG0000644	OG0000221	n10		WP_096653444.1	WP_096624302.1			WP_015200573.1	
N0.HOG0000645	OG0000222	n2	WP_035150080.1					WP_015198043.1	
N0.HOG0000646	OG0000222	n5				WP_096692143.1	WP_096692143.1		
N0.HOG0000647	OG0000222	n8		WP_096657562.1		WP_096693810.1	WP_096693810.1		
N0.HOG0000648	OG0000222	n10		WP_096657563.1		WP_096693812.1	WP_096693812.1		
N0.HOG0000649	OG0000223	n1	WP_046814742.1	WP_096654661.1	WP_096620479.1	WP_096691492.1	WP_096691492.1		WP_224177607.1
N0.HOG0000650	OG0000223	n6	WP_168163423.1, WP_035150289.1	WP_096657155.1, WP_096656639.1		WP_096690250.1	WP_096690250.1	WP_015196276.1	
N0.HOG0000651	OG0000224	n1	WP_035151005.1	WP_096659980.1	WP_096621358.1	WP_096686884.1	WP_096686884.1	WP_015198910.1	WP_223971838.1
N0.HOG0000652	OG0000224	n7	WP_035151093.1			WP_096685643.1	WP_096685643.1	WP_015197360.1	WP_224176243.1, WP_223979255.1
N0.HOG0000653	OG0000225	n2	WP_035151227.1	WP_096660874.1	WP_096626193.1	WP_096692350.1	WP_096692350.1		WP_224177438.1
N0.HOG0000654	OG0000225	n7	WP_035151223.1	WP_096660873.1	WP_096622468.1	WP_096692351.1	WP_096692351.1		WP_223976806.1
N0.HOG0000655	OG0000226	n3	WP_035151609.1			WP_096684463.1, WP_096694685.1	WP_096684463.1, WP_096694685.1	WP_015197722.1	WP_224179534.1, WP_224175816.1, WP_224179978.1
N0.HOG0000656	OG0000226	n11	WP_046814768.1						WP_224176319.1
N0.HOG0000657	OG0000227	n1		WP_096659521.1		WP_096691311.1	WP_096691311.1		WP_224177297.1
N0.HOG0000658	OG0000227	n4	WP_035151674.1, WP_046814778.1	WP_096658016.1		WP_096684966.1	WP_096684966.1	WP_015198071.1	WP_223989948.1, WP_224179020.1, WP_223990385.1
N0.HOG0000659	OG0000228	n0	WP_035151966.1	WP_096657383.1, WP_096657500.1, WP_096657214.1, WP_096658785.1, WP_096661550.1				WP_238993828.1, WP_015198230.1, WP_015196037.1, WP_015197906.1	WP_224175688.1, WP_224175919.1, WP_224178964.1
N0.HOG0000660	OG0000229	n1	WP_035152349.1						WP_224176248.1
N0.HOG0000661	OG0000229	n5	WP_035152216.1						WP_223979312.1
N0.HOG0000662	OG0000229	n6	WP_035152254.1, WP_035152207.1	WP_096656914.1					WP_223979467.1
N0.HOG0000663	OG0000229	n9	WP_035152303.1						WP_224176245.1, WP_255666558.1, WP_224176254.1
N0.HOG0000664	OG0000230	n1				WP_096694761.1, WP_096694753.1	WP_096694761.1, WP_096694753.1		WP_224176329.1, WP_223979898.1
N0.HOG0000665	OG0000230	n7			WP_096625166.1, WP_096621283.1, WP_231943284.1				
N0.HOG0000666	OG0000230	n10	WP_035152915.1					WP_015200505.1	
N0.HOG0000667	OG0000230	n11	WP_035158039.1					WP_041739698.1	
N0.HOG0000668	OG0000231	n0	WP_035153103.1	WP_096659784.1	WP_096620045.1	WP_096692452.1, WP_096690293.1, WP_096690292.1	WP_096692452.1, WP_096690293.1, WP_096690292.1		WP_223972732.1, WP_224176820.1, WP_224177675.1, WP_224178239.1
N0.HOG0000669	OG0000232	n1		WP_096656831.1	WP_096625114.1	WP_096689862.1	WP_096689862.1		WP_223983641.1
N0.HOG0000670	OG0000232	n5	WP_035153569.1	WP_096656835.1		WP_096689863.1, WP_096689864.1, WP_096687036.1	WP_096689863.1, WP_096689864.1, WP_096687036.1		
N0.HOG0000671	OG0000233	n0	WP_035153631.1	WP_096657136.1	WP_096623565.1	WP_096692567.1, WP_096688915.1	WP_096692567.1, WP_096688915.1	WP_015200155.1, WP_015196812.1, WP_015196813.1	WP_224178852.1, WP_223975317.1, WP_223975319.1
N0.HOG0000672	OG0000234	n2	WP_035154629.1						WP_224180522.1
N0.HOG0000673	OG0000234	n4	WP_035153684.1			WP_096694729.1, WP_096689021.1	WP_096694729.1, WP_096689021.1		WP_224177104.1, WP_224176699.1
N0.HOG0000674	OG0000234	n10	WP_035154095.1			WP_096691418.1	WP_096691418.1		
N0.HOG0000675	OG0000235	n0	WP_035154014.1	WP_096656057.1	WP_096625232.1, WP_096620950.1	WP_096690934.1, WP_096691886.1	WP_096690934.1, WP_096691886.1	WP_015200428.1, WP_015200427.1, WP_015200426.1	WP_223989321.1, WP_224177481.1
N0.HOG0000676	OG0000236	n1		WP_096657027.1		WP_096689801.1	WP_096689801.1	WP_015199832.1	WP_224180495.1, WP_223973888.1
N0.HOG0000677	OG0000236	n6	WP_035154616.1	WP_096656355.1	WP_096621907.1	WP_096694351.1	WP_096694351.1	WP_015195783.1	WP_223975137.1
N0.HOG0000678	OG0000237	n1	WP_035154679.1					WP_015198443.1	
N0.HOG0000679	OG0000237	n4		WP_096652731.1					WP_223979947.1
N0.HOG0000680	OG0000237	n5		WP_096657127.1					WP_223990711.1
N0.HOG0000681	OG0000237	n6				WP_096694253.1, WP_096689337.1	WP_096694253.1, WP_096689337.1		WP_224178705.1, WP_223990713.1, WP_224179570.1
N0.HOG0000682	OG0000238	n1	WP_201782636.1		WP_096626532.1	WP_096688361.1	WP_096688361.1	WP_041740388.1	WP_223986124.1
N0.HOG0000683	OG0000238	n6	WP_035155286.1		WP_231943237.1, WP_096621524.1	WP_096691854.1	WP_096691854.1	WP_015196747.1	WP_223976586.1
N0.HOG0000684	OG0000239	n2		WP_096652327.1	WP_096624985.1				WP_223970196.1
N0.HOG0000685	OG0000239	n4	WP_035156163.1		WP_096626289.1				WP_224174164.1
N0.HOG0000686	OG0000239	n6	WP_035155774.1	WP_096657789.1	WP_096620494.1	WP_096688221.1	WP_096688221.1	WP_015197302.1	WP_223983681.1
N0.HOG0000687	OG0000240	n1	WP_035156391.1	WP_096658358.1	WP_096626189.1	WP_096684990.1	WP_096684990.1	WP_015200702.1	WP_223973627.1
N0.HOG0000688	OG0000240	n7		WP_096655707.1		WP_096684620.1	WP_096684620.1	WP_015198806.1	WP_223990829.1, WP_127081350.1
N0.HOG0000689	OG0000241	n1	WP_035156448.1	WP_096658116.1		WP_096691477.1	WP_096691477.1	WP_015197453.1	
N0.HOG0000690	OG0000241	n5	WP_035156449.1, WP_238178383.1	WP_096658115.1, WP_096655113.1, WP_096653835.1		WP_096688149.1	WP_096688149.1		WP_224177088.1
N0.HOG0000691	OG0000242	n1	WP_082127449.1	WP_096657968.1		WP_096692312.1	WP_096692312.1	WP_015196438.1	WP_224176848.1
N0.HOG0000692	OG0000242	n6	WP_035156842.1	WP_096655986.1	WP_096623794.1	WP_096694359.1	WP_096694359.1	WP_015201045.1	WP_223987035.1
N0.HOG0000693	OG0000243	n3	WP_052754399.1						WP_223978075.1
N0.HOG0000694	OG0000243	n4	WP_046814889.1		WP_096623665.1				WP_224177334.1
N0.HOG0000695	OG0000243	n6	WP_035157939.1	WP_096657870.1	WP_096625448.1	WP_096691786.1	WP_096691786.1	WP_015197218.1	WP_223981437.1
N0.HOG0000696	OG0000244	n0	WP_035158786.1	WP_096652284.1, WP_096661206.1, WP_096658753.1	WP_096624652.1	WP_096692593.1, WP_096694898.1	WP_096692593.1, WP_096694898.1	WP_238993833.1	WP_019495095.1, WP_224179673.1, WP_224180131.1
N0.HOG0000697	OG0000245	n2	WP_035159822.1	WP_096661407.1, WP_096661675.1		WP_096694934.1, WP_096694932.1	WP_096694934.1, WP_096694932.1		WP_224174262.1, WP_224179620.1
N0.HOG0000698	OG0000245	n10		WP_096661682.1					WP_224180510.1
N0.HOG0000699	OG0000245	n11							WP_224180162.1, WP_224179907.1
N0.HOG0000700	OG0000246	n0	WP_046814841.1	WP_096655984.1, WP_096655582.1	WP_096621239.1	WP_096692023.1, WP_096692019.1, WP_096688642.1	WP_096692023.1, WP_096692019.1, WP_096688642.1		WP_223980084.1, WP_224177016.1, WP_224177017.1
N0.HOG0000701	OG0000247	n3		WP_096658683.1, WP_096657293.1, WP_096657529.1					
N0.HOG0000702	OG0000247	n6		WP_096661517.1		WP_096694810.1	WP_096694810.1		WP_224179834.1
N0.HOG0000703	OG0000247	n9		WP_096661533.1					WP_224180240.1
N0.HOG0000704	OG0000247	n10	WP_052754421.1					WP_015196116.1, WP_015198316.1	
N0.HOG0000705	OG0000248	n4		WP_096657566.1		WP_096688113.1, WP_096684186.1	WP_096688113.1, WP_096684186.1		WP_224174036.1
N0.HOG0000706	OG0000248	n9		WP_096653870.1		WP_096692176.1	WP_096692176.1		WP_224176919.1
N0.HOG0000707	OG0000249	n1		WP_096652128.1					WP_224175832.1
N0.HOG0000708	OG0000249	n3		WP_096655394.1	WP_096624444.1, WP_255408929.1	WP_096693563.1	WP_096693563.1	WP_015199127.1	WP_224177004.1
N0.HOG0000709	OG0000249	n9		WP_096655894.1		WP_096687942.1	WP_096687942.1		WP_224178481.1
N0.HOG0000710	OG0000250	n0		WP_096652287.1	WP_096621865.1	WP_096694698.1, WP_096694894.1, WP_096694668.1	WP_096694698.1, WP_096694894.1, WP_096694668.1	WP_015200496.1	WP_223982203.1, WP_224179975.1, WP_224175748.1, WP_224179971.1
N0.HOG0000711	OG0000251	n0		WP_096652537.1		WP_096695088.1, WP_096689405.1, WP_096689404.1	WP_096695088.1, WP_096689405.1, WP_096689404.1	WP_041739174.1, WP_015196218.1	WP_224178428.1, WP_224180206.1, WP_224174981.1, WP_224176596.1
N0.HOG0000712	OG0000252	n0		WP_096655597.1		WP_096694911.1, WP_096684848.1, WP_096695136.1	WP_096694911.1, WP_096684848.1, WP_096695136.1	WP_015199186.1, WP_015196091.1	WP_224180103.1, WP_223978372.1, WP_224174990.1, WP_224174382.1
N0.HOG0000713	OG0000253	n0		WP_096656601.1	WP_096620410.1	WP_096683831.1, WP_096694127.1, WP_096689824.1	WP_096683831.1, WP_096694127.1, WP_096689824.1	WP_015196364.1	WP_224174401.1, WP_223978326.1, WP_224175432.1, WP_224178367.1
N0.HOG0000714	OG0000254	n0		WP_096657084.1	WP_096622099.1	WP_096694748.1, WP_096695184.1, WP_096693006.1	WP_096694748.1, WP_096695184.1, WP_096693006.1	WP_015200040.1	WP_255667733.1, WP_224179880.1, WP_224174327.1, WP_224176575.1
N0.HOG0000715	OG0000255	n0		WP_096657545.1				WP_015173939.1, WP_041740860.1, WP_015198936.1, WP_015200670.1, WP_015199426.1, WP_015199932.1, WP_015199716.1, WP_015199714.1, WP_015200093.1, WP_015200320.1, WP_015199121.1, WP_015199120.1	
N0.HOG0000716	OG0000256	n0		WP_096658767.1		WP_096694694.1, WP_096690533.1, WP_096694692.1	WP_096694694.1, WP_096690533.1, WP_096694692.1	WP_015198201.1	WP_224175759.1, WP_224179987.1, WP_224179674.1, WP_224175746.1, WP_224179985.1
N0.HOG0000717	OG0000257	n0		WP_096661702.1		WP_096695268.1, WP_096695340.1, WP_096695204.1, WP_096695314.1	WP_096695268.1, WP_096695340.1, WP_096695204.1, WP_096695314.1	WP_144051167.1	WP_224180439.1, WP_224180464.1, WP_224180501.1
N0.HOG0000718	OG0000258	n0			WP_096620600.1, WP_096624306.1, WP_096620599.1, WP_096621488.1, WP_096621487.1, WP_096624513.1, WP_096621144.1, WP_096621143.1	WP_096690673.1, WP_096686928.1	WP_096690673.1, WP_096686928.1		WP_224180374.1
N0.HOG0000719	OG0000259	n0				WP_096689184.1, WP_096693855.1, WP_096691509.1, WP_096692123.1, WP_096690758.1	WP_096689184.1, WP_096693855.1, WP_096691509.1, WP_096692123.1, WP_096690758.1	WP_041741257.1, WP_015196640.1	WP_224177117.1
N0.HOG0000720	OG0000260	n0				WP_096691167.1	WP_096691167.1, WP_096687144.1, WP_096692219.1, WP_096684262.1, WP_096691450.1, WP_096689431.1, WP_096690156.1, WP_096689201.1, WP_096684224.1, WP_096684218.1, WP_096684245.1, WP_096684259.1		
N0.HOG0000721	OG0000261	n0						WP_015197548.1, WP_015197545.1, WP_015197550.1, WP_015197547.1, WP_015197546.1, WP_015199955.1, WP_015199956.1, WP_015199957.1, WP_015198820.1, WP_015197549.1, WP_015198752.1, WP_015198751.1, WP_015198750.1	
N0.HOG0000722	OG0000262	n3		WP_096655804.1		WP_096686001.1	WP_096686001.1	WP_015198584.1	WP_224175260.1
N0.HOG0000723	OG0000262	n7		WP_096658330.1		WP_096688939.1	WP_096688939.1		WP_224178605.1, WP_223975392.1
N0.HOG0000724	OG0000263	n1	WP_035149049.1, WP_046814698.1	WP_096657492.1, WP_096655747.1					WP_224174004.1
N0.HOG0000725	OG0000263	n5	WP_238178537.1	WP_096658018.1	WP_096620003.1	WP_096685372.1	WP_096685372.1	WP_203225932.1	WP_223978256.1
N0.HOG0000726	OG0000264	n1	WP_035159156.1		WP_096622030.1	WP_096691603.1	WP_096691603.1	WP_015199423.1	WP_224177046.1
N0.HOG0000727	OG0000264	n6	WP_035149072.1	WP_096656685.1		WP_096688888.1	WP_096688888.1	WP_015196178.1	WP_224177988.1
