HOG	OG	Gene Tree Parent Clade	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
N3.HOG0002612	OG0001734	n0				WP_096689727.1	WP_096689727.1	WP_015198888.1	WP_223973707.1
N3.HOG0002613	OG0001735	n0				WP_096689725.1	WP_096689725.1	WP_015198889.1	WP_224178418.1
N3.HOG0002614	OG0001736	n0				WP_096691791.1	WP_096691791.1	WP_015200054.1	WP_127085030.1
N3.HOG0002615	OG0001737	n0				WP_096691790.1	WP_096691790.1	WP_015200055.1	WP_223981446.1
N3.HOG0002616	OG0001738	n0				WP_096685533.1	WP_096685533.1	WP_015201018.1	WP_223972902.1
N3.HOG0002617	OG0001739	n0				WP_096685543.1	WP_096685543.1	WP_015200166.1	WP_224175172.1
N3.HOG0002618	OG0001740	n0				WP_096685547.1	WP_096685547.1	WP_015200164.1	WP_223972912.1
N3.HOG0002619	OG0001741	n0				WP_096685549.1	WP_096685549.1	WP_015200163.1	WP_223972914.1
N3.HOG0002620	OG0001742	n0				WP_096685551.1	WP_096685551.1	WP_015200162.1	WP_223972915.1
N3.HOG0002621	OG0001743	n0				WP_096691794.1	WP_096691794.1	WP_015200333.1	WP_223982703.1
N3.HOG0002622	OG0001744	n0				WP_096691796.1	WP_096691796.1	WP_015200335.1	WP_223981466.1
N3.HOG0002623	OG0001745	n0				WP_096694467.1	WP_096694467.1	WP_015200336.1	WP_224177209.1
N3.HOG0002624	OG0001746	n0				WP_096694432.1	WP_096694432.1	WP_041740056.1	WP_223989511.1
N3.HOG0002625	OG0001747	n0				WP_096691488.1	WP_096691488.1	WP_015195898.1	WP_223989513.1
N3.HOG0002626	OG0001748	n0				WP_096686363.1	WP_096686363.1	WP_015197537.1	WP_223986026.1
N3.HOG0002627	OG0001749	n4						WP_015197047.1	
N3.HOG0002628	OG0001749	n5						WP_015197040.1	
N3.HOG0002629	OG0001750	n0				WP_096694450.1	WP_096694450.1	WP_015198987.1	WP_223980690.1
N3.HOG0002630	OG0001751	n0				WP_096690904.1	WP_096690904.1	WP_015199252.1	WP_223987067.1
N3.HOG0002631	OG0001752	n0				WP_096692538.1	WP_096692538.1	WP_015196664.1	WP_223989907.1
N3.HOG0002632	OG0001753	n0				WP_096689853.1	WP_096689853.1	WP_015198855.1	WP_223983666.1
N3.HOG0002633	OG0001754	n0				WP_096689852.1	WP_096689852.1	WP_015196791.1, WP_015196900.1	WP_223983668.1
N3.HOG0002634	OG0001755	n0				WP_096690858.1	WP_096690858.1	WP_015197288.1	WP_224177943.1
N3.HOG0002635	OG0001756	n0				WP_096690859.1	WP_096690859.1	WP_015197287.1	WP_223975614.1
N3.HOG0002636	OG0001757	n0				WP_096690860.1	WP_096690860.1	WP_015197286.1	WP_223975612.1
N3.HOG0002637	OG0001758	n0				WP_096690861.1	WP_096690861.1	WP_015197285.1	WP_223975610.1
N3.HOG0002638	OG0001759	n0				WP_096690873.1	WP_096690873.1	WP_015195880.1	WP_223975564.1
N3.HOG0002639	OG0001760	n0				WP_096690874.1	WP_096690874.1	WP_015195881.1	WP_019492961.1
N3.HOG0002640	OG0001761	n0				WP_096690875.1	WP_096690875.1	WP_015195882.1	WP_223975562.1
N3.HOG0002641	OG0001762	n0				WP_096690876.1	WP_096690876.1	WP_015195883.1	WP_073617689.1
N3.HOG0002642	OG0001763	n0				WP_096690877.1	WP_096690877.1	WP_015195884.1	WP_223991168.1
N3.HOG0002643	OG0001764	n0				WP_096690878.1	WP_096690878.1	WP_015195885.1	WP_224177947.1
N3.HOG0002644	OG0001765	n0				WP_096690879.1	WP_096690879.1	WP_015195886.1	WP_224177948.1
N3.HOG0002645	OG0001766	n0				WP_096686359.1	WP_096686359.1	WP_015197542.1	WP_223986028.1
N3.HOG0002646	OG0001767	n0				WP_096686361.1	WP_096686361.1	WP_015197541.1	WP_223986027.1
N3.HOG0002647	OG0001768	n0				WP_096688797.1	WP_096688797.1	WP_015201103.1	WP_224178717.1
N3.HOG0002648	OG0001769	n0				WP_096688798.1	WP_096688798.1	WP_015201101.1	WP_127081800.1
N3.HOG0002649	OG0001770	n0				WP_096688799.1	WP_096688799.1	WP_015201100.1	WP_224178716.1
N3.HOG0002650	OG0001771	n0				WP_096692287.1	WP_096692287.1	WP_015196544.1	WP_224176856.1
N3.HOG0002651	OG0001772	n0				WP_096691719.1	WP_096691719.1	WP_015200955.1	WP_223981110.1
N3.HOG0002652	OG0001773	n0				WP_096691718.1	WP_096691718.1	WP_015200954.1	WP_223981107.1
N3.HOG0002653	OG0001774	n0				WP_096691717.1	WP_096691717.1	WP_015200953.1	WP_223981091.1
N3.HOG0002654	OG0001775	n0				WP_096686367.1	WP_096686367.1	WP_015196778.1	WP_223986024.1
N3.HOG0002655	OG0001776	n0				WP_096690454.1	WP_096690454.1	WP_015198859.1	WP_224179545.1
N3.HOG0002656	OG0001777	n0				WP_096691540.1	WP_096691540.1	WP_015196679.1	WP_223976502.1
N3.HOG0002657	OG0001778	n0				WP_096691539.1	WP_096691539.1	WP_015196678.1	WP_223976500.1
N3.HOG0002658	OG0001779	n0				WP_096690025.1	WP_096690025.1	WP_015199370.1	WP_223982955.1
N3.HOG0002659	OG0001780	n0				WP_096691092.1	WP_096691092.1	WP_015199592.1	WP_223980306.1
N3.HOG0002660	OG0001781	n0				WP_096691094.1	WP_096691094.1	WP_015199591.1	WP_223980329.1
N3.HOG0002661	OG0001782	n0				WP_096691097.1	WP_096691097.1	WP_015199821.1	WP_224177074.1
N3.HOG0002662	OG0001783	n0				WP_096694232.1	WP_096694232.1	WP_015198615.1	WP_224178870.1
N3.HOG0002663	OG0001784	n0				WP_096691700.1	WP_096691700.1	WP_015197481.1	WP_127086783.1
N3.HOG0002664	OG0001785	n0				WP_096691701.1	WP_096691701.1	WP_015197480.1	WP_223981057.1
N3.HOG0002665	OG0001786	n0				WP_096691702.1	WP_096691702.1	WP_015197479.1	WP_223981060.1
N3.HOG0002666	OG0001787	n0				WP_096691705.1	WP_096691705.1	WP_015197477.1	WP_223981066.1
N3.HOG0002667	OG0001788	n0				WP_096691706.1	WP_096691706.1	WP_015197476.1	WP_127086778.1
N3.HOG0002668	OG0001789	n0				WP_096691707.1	WP_096691707.1	WP_015197475.1	WP_019494379.1
N3.HOG0002669	OG0001790	n0				WP_096691708.1	WP_096691708.1	WP_015197474.1	WP_224177159.1
N3.HOG0002670	OG0001791	n0				WP_096688803.1	WP_096688803.1	WP_041740909.1	WP_224179571.1
N3.HOG0002671	OG0001792	n0				WP_096691785.1	WP_096691785.1	WP_015197219.1	WP_224177207.1
N3.HOG0002672	OG0001793	n0				WP_096691820.1	WP_096691820.1	WP_015199806.1	WP_224177220.1
N3.HOG0002673	OG0001794	n0				WP_096694233.1	WP_096694233.1	WP_015195896.1	WP_223986827.1
N3.HOG0002674	OG0001795	n0				WP_096689036.1	WP_096689036.1	WP_015198607.1	WP_223986834.1
N3.HOG0002675	OG0001796	n0				WP_096691611.1	WP_096691611.1	WP_015198753.1	WP_224177037.1
N3.HOG0002676	OG0001797	n0				WP_096691610.1	WP_096691610.1	WP_015198754.1	WP_224177038.1
N3.HOG0002677	OG0001798	n0				WP_096691609.1	WP_096691609.1	WP_015198755.1	WP_127080139.1
N3.HOG0002678	OG0001799	n0				WP_096685489.1	WP_096685489.1	WP_015200491.1	WP_224175149.1
N3.HOG0002679	OG0001800	n0				WP_096685493.1	WP_096685493.1	WP_015200489.1	WP_224175150.1
N3.HOG0002680	OG0001801	n0				WP_096685497.1	WP_096685497.1	WP_015200487.1	WP_224175153.1
N3.HOG0002681	OG0001802	n0				WP_096685499.1	WP_096685499.1	WP_015200486.1	WP_223972877.1
N3.HOG0002682	OG0001803	n0				WP_096693963.1	WP_096693963.1	WP_015200485.1	WP_224175158.1
N3.HOG0002683	OG0001804	n0				WP_096690616.1	WP_096690616.1	WP_015200697.1	WP_223974773.1
N3.HOG0002684	OG0001805	n0				WP_096691877.1	WP_096691877.1	WP_015200605.1	WP_223976650.1
N3.HOG0002685	OG0001806	n0				WP_096693523.1	WP_096693523.1	WP_015196720.1	WP_223989991.1
N3.HOG0002686	OG0001807	n0				WP_096689629.1	WP_096689629.1	WP_015197265.1	WP_224177888.1
N3.HOG0002687	OG0001808	n0				WP_096693528.1	WP_096693528.1	WP_015196731.1	WP_223989985.1
N3.HOG0002688	OG0001809	n0				WP_096690617.1	WP_096690617.1	WP_015196318.1	WP_223974775.1
N3.HOG0002689	OG0001810	n0				WP_096690618.1	WP_096690618.1	WP_015199606.1	WP_224178111.1
N3.HOG0002690	OG0001811	n0				WP_096690620.1	WP_096690620.1	WP_015196594.1	WP_223974786.1
N3.HOG0002691	OG0001812	n0				WP_096690137.1	WP_096690137.1	WP_015196836.1	WP_223988224.1
N3.HOG0002692	OG0001813	n0				WP_096690139.1	WP_096690139.1	WP_015196834.1	WP_127086597.1
N3.HOG0002693	OG0001814	n0				WP_096690142.1	WP_096690142.1	WP_015196833.1	WP_223988235.1
N3.HOG0002694	OG0001815	n0				WP_096685511.1	WP_096685511.1	WP_015200483.1	WP_224175160.1
N3.HOG0002695	OG0001816	n0				WP_096691694.1	WP_096691694.1	WP_015197029.1	WP_224177155.1
N3.HOG0002696	OG0001817	n0				WP_019494401.1	WP_019494401.1	WP_015197028.1	WP_223981039.1
N3.HOG0002697	OG0001818	n0				WP_096691693.1	WP_096691693.1	WP_041740929.1	WP_224177153.1
N3.HOG0002698	OG0001819	n0				WP_096691692.1	WP_096691692.1	WP_015200758.1	WP_224177152.1
N3.HOG0002699	OG0001820	n0				WP_096690040.1	WP_096690040.1	WP_015200826.1	WP_224178785.1
N3.HOG0002700	OG0001821	n0				WP_096690043.1	WP_096690043.1	WP_015200824.1	WP_224178786.1
N3.HOG0002701	OG0001822	n0				WP_096685537.1	WP_096685537.1	WP_015200169.1	WP_224175169.1
N3.HOG0002702	OG0001823	n0				WP_096692630.1, WP_096692420.1	WP_096692630.1, WP_096692420.1		WP_224176662.1
N3.HOG0002703	OG0001824	n0				WP_096690404.1	WP_096690404.1	WP_015199553.1	WP_223987679.1
N3.HOG0002704	OG0001825	n0				WP_026093431.1	WP_026093431.1	WP_015197128.1	WP_026093431.1
N3.HOG0002705	OG0001826	n0				WP_096693981.1	WP_096693981.1	WP_015196279.1	WP_224175602.1
N3.HOG0002706	OG0001827	n0				WP_096685628.1	WP_096685628.1	WP_015196278.1	WP_224179666.1
N3.HOG0002707	OG0001828	n0				WP_096693126.1	WP_096693126.1	WP_041739384.1, WP_015198074.1	WP_223990129.1
N3.HOG0002708	OG0001829	n0				WP_096690595.1	WP_096690595.1	WP_015195947.1	WP_223974699.1
N3.HOG0002709	OG0001830	n0				WP_096691338.1	WP_096691338.1	WP_015198780.1	WP_223981942.1
N3.HOG0002710	OG0001831	n0				WP_096690603.1	WP_096690603.1	WP_015195946.1	WP_223974731.1
N3.HOG0002711	OG0001832	n0				WP_096694191.1	WP_096694191.1	WP_015201069.1	WP_224179234.1
N3.HOG0002712	OG0001833	n0				WP_096685121.1	WP_096685121.1	WP_015201071.1	WP_223978209.1
N3.HOG0002713	OG0001834	n0				WP_096685124.1	WP_096685124.1	WP_015201073.1	WP_223978207.1
N3.HOG0002714	OG0001835	n0				WP_096687470.1	WP_096687470.1	WP_015197813.1	WP_224174690.1
N3.HOG0002715	OG0001836	n0				WP_096687471.1	WP_096687471.1	WP_015197814.1	WP_224174689.1
N3.HOG0002716	OG0001837	n0				WP_096693486.1	WP_096693486.1	WP_015196281.1	WP_224176350.1
N3.HOG0002717	OG0001838	n0				WP_096693478.1	WP_096693478.1	WP_015196285.1	WP_224176351.1
N3.HOG0002718	OG0001839	n0				WP_096693473.1	WP_096693473.1	WP_041740198.1	WP_223990021.1
N3.HOG0002719	OG0001840	n0				WP_096693471.1	WP_096693471.1	WP_015196288.1	WP_223990023.1
N3.HOG0002720	OG0001841	n0				WP_096693469.1	WP_096693469.1	WP_015196290.1	WP_073616602.1
N3.HOG0002721	OG0001842	n0				WP_096694566.1	WP_096694566.1	WP_015196291.1	WP_223990025.1
N3.HOG0002722	OG0001843	n0				WP_096693464.1	WP_096693464.1	WP_041740204.1	WP_223990029.1
N3.HOG0002723	OG0001844	n0				WP_096685130.1	WP_096685130.1	WP_015197239.1	WP_224175551.1
N3.HOG0002724	OG0001845	n0				WP_096693924.1	WP_096693924.1	WP_015197238.1	WP_224175552.1
N3.HOG0002725	OG0001846	n0				WP_096694219.1	WP_096694219.1	WP_015199721.1	WP_224178026.1
N3.HOG0002726	OG0001847	n0				WP_096685515.1	WP_096685515.1	WP_015197616.1	WP_224175162.1
N3.HOG0002727	OG0001848	n0				WP_096691695.1	WP_096691695.1	WP_015197182.1	WP_073617862.1
N3.HOG0002728	OG0001849	n0				WP_096691696.1	WP_096691696.1	WP_015197181.1	WP_019494389.1
N3.HOG0002729	OG0001850	n0				WP_096691697.1	WP_096691697.1	WP_041740331.1	WP_127086787.1
N3.HOG0002730	OG0001851	n0				WP_096687859.1	WP_096687859.1	WP_015199947.1	WP_127084143.1
N3.HOG0002731	OG0001852	n0				WP_096687857.1	WP_096687857.1	WP_015200743.1	WP_224174059.1
N3.HOG0002732	OG0001853	n0				WP_096688216.1	WP_096688216.1	WP_015200089.1	WP_223986476.1
N3.HOG0002733	OG0001854	n0				WP_096688215.1	WP_096688215.1	WP_015200087.1	WP_223986479.1
N3.HOG0002734	OG0001855	n1				WP_096691417.1	WP_096691417.1	WP_015196082.1	
N3.HOG0002735	OG0001855	n5						WP_041738956.1	
N3.HOG0002736	OG0001856	n0				WP_096689721.1	WP_096689721.1	WP_015199510.1	WP_224178420.1
N3.HOG0002737	OG0001857	n0				WP_096691329.1	WP_096691329.1	WP_015196362.1	WP_223982004.1
N3.HOG0002738	OG0001858	n0				WP_096691341.1	WP_096691341.1	WP_015196433.1	WP_224177276.1
N3.HOG0002739	OG0001859	n0				WP_096691342.1	WP_096691342.1	WP_015196432.1	WP_224177275.1
N3.HOG0002740	OG0001860	n0				WP_096691944.1	WP_096691944.1	WP_015200718.1	WP_223976895.1
N3.HOG0002741	OG0001861	n0				WP_096691578.1	WP_096691578.1	WP_015197737.1	WP_223981716.1
N3.HOG0002742	OG0001862	n0				WP_096691256.1	WP_096691256.1	WP_015200000.1	WP_223982456.1
N3.HOG0002743	OG0001863	n0				WP_096691258.1	WP_096691258.1	WP_015200001.1	WP_224177327.1
N3.HOG0002744	OG0001864	n0				WP_096694455.1	WP_096694455.1	WP_015200002.1	WP_224177147.1
N3.HOG0002745	OG0001865	n0				WP_096691672.1	WP_096691672.1	WP_015200003.1	WP_224177146.1
N3.HOG0002746	OG0001866	n0				WP_096691671.1	WP_096691671.1	WP_015200004.1	WP_223980943.1
N3.HOG0002747	OG0001867	n0				WP_096687368.1	WP_096687368.1	WP_015196209.1	WP_223991471.1
N3.HOG0002748	OG0001868	n0				WP_096687364.1	WP_096687364.1	WP_015196866.1	WP_223971324.1
N3.HOG0002749	OG0001869	n0				WP_096687362.1	WP_096687362.1	WP_015196867.1	WP_224174634.1
N3.HOG0002750	OG0001870	n0				WP_096687383.1	WP_096687383.1	WP_015199962.1	WP_224174641.1
N3.HOG0002751	OG0001871	n0				WP_096688794.1	WP_096688794.1	WP_051036781.1	WP_224178718.1
N3.HOG0002752	OG0001872	n0				WP_096687397.1	WP_096687397.1	WP_015200682.1	WP_224174643.1
N3.HOG0002753	OG0001873	n0				WP_096688449.1	WP_096688449.1	WP_015200686.1	WP_223987725.1
N3.HOG0002754	OG0001874	n0				WP_096685697.1	WP_096685697.1	WP_015200687.1	WP_223973357.1
N3.HOG0002755	OG0001875	n0				WP_096689495.1	WP_096689495.1	WP_015197164.1	WP_224177794.1
N3.HOG0002756	OG0001876	n0				WP_096691254.1	WP_096691254.1	WP_015199997.1	WP_224177330.1
N3.HOG0002757	OG0001877	n0				WP_096683863.1	WP_096683863.1	WP_015196460.1	WP_127082708.1, WP_223974298.1
N3.HOG0002758	OG0001878	n0				WP_096685470.1	WP_096685470.1	WP_041739045.1	WP_224175145.1
N3.HOG0002759	OG0001879	n0				WP_096692625.1	WP_096692625.1	WP_015200769.1	WP_223977277.1
N3.HOG0002760	OG0001880	n0				WP_096690110.1	WP_096690110.1	WP_041740721.1	WP_127086995.1
N3.HOG0002761	OG0001881	n0				WP_096688831.1	WP_096688831.1	WP_015197155.1	WP_223973761.1
N3.HOG0002762	OG0001882	n0				WP_096688832.1	WP_096688832.1	WP_015197156.1	WP_223973762.1
N3.HOG0002763	OG0001883	n0				WP_096688833.1	WP_096688833.1	WP_015197157.1	WP_223973763.1
N3.HOG0002764	OG0001884	n0				WP_096684503.1	WP_096684503.1	WP_015200787.1	WP_224175530.1
N3.HOG0002765	OG0001885	n0				WP_096691017.1	WP_096691017.1		WP_224177540.1
N3.HOG0002766	OG0001886	n0				WP_096694231.1	WP_096694231.1	WP_015198602.1	WP_223986864.1
N3.HOG0002767	OG0001887	n0				WP_096689028.1	WP_096689028.1	WP_015198603.1	WP_223986861.1
N3.HOG0002768	OG0001888	n0				WP_096691881.1	WP_096691881.1	WP_015199564.1	WP_223976660.1
N3.HOG0002769	OG0001889	n0				WP_096691823.1	WP_096691823.1	WP_015199361.1	WP_224177223.1
N3.HOG0002770	OG0001890	n0				WP_096687760.1	WP_096687760.1	WP_015198464.1	WP_223971010.1
N3.HOG0002771	OG0001891	n0				WP_096687759.1	WP_096687759.1	WP_041739595.1	WP_224174235.1
N3.HOG0002772	OG0001892	n0				WP_096687748.1	WP_096687748.1	WP_015198461.1	WP_223973558.1
N3.HOG0002773	OG0001893	n0				WP_096687721.1	WP_096687721.1	WP_015197694.1	WP_223971042.1
N3.HOG0002774	OG0001894	n0				WP_096687719.1	WP_096687719.1	WP_015197691.1	WP_223971045.1
N3.HOG0002775	OG0001895	n0				WP_096692921.1	WP_096692921.1	WP_015197775.1	WP_224176609.1
N3.HOG0002776	OG0001896	n0				WP_096690811.1	WP_096690811.1	WP_015196917.1	WP_223976152.1
N3.HOG0002777	OG0001897	n0				WP_096690401.1	WP_096690401.1	WP_015200329.1	WP_224177689.1
N3.HOG0002778	OG0001898	n0				WP_096685468.1	WP_096685468.1	WP_015196459.1	WP_224175144.1
N3.HOG0002779	OG0001899	n0				WP_096688793.1	WP_096688793.1	WP_015199694.1	WP_223991145.1
N3.HOG0002780	OG0001900	n0				WP_096690028.1	WP_096690028.1	WP_015199371.1	WP_223982934.1
N3.HOG0002781	OG0001901	n0				WP_096689719.1	WP_096689719.1		WP_224179962.1, WP_224175767.1, WP_224178422.1
N3.HOG0002782	OG0001902	n0				WP_096689716.1	WP_096689716.1	WP_015200740.1	WP_224178424.1
N3.HOG0002783	OG0001903	n0				WP_096689715.1	WP_096689715.1	WP_015200739.1	WP_223976043.1
N3.HOG0002784	OG0001904	n0				WP_096689598.1	WP_096689598.1	WP_015196534.1	WP_223976027.1
N3.HOG0002785	OG0001905	n0				WP_096689600.1	WP_096689600.1	WP_015196536.1	WP_019493673.1
N3.HOG0002786	OG0001906	n0				WP_096691715.1	WP_096691715.1	WP_015196771.1	WP_224177160.1
N3.HOG0002787	OG0001907	n0				WP_096691714.1	WP_096691714.1	WP_015196769.1	WP_223981082.1
N3.HOG0002788	OG0001908	n0				WP_096691713.1	WP_096691713.1	WP_041740277.1	WP_223981079.1
N3.HOG0002789	OG0001909	n0				WP_096691709.1	WP_096691709.1	WP_015200222.1	WP_223981071.1
N3.HOG0002790	OG0001910	n0				WP_096692816.1	WP_096692816.1	WP_015200223.1	WP_223990646.1
N3.HOG0002791	OG0001911	n0				WP_096692817.1	WP_096692817.1	WP_015200357.1	WP_223990644.1
N3.HOG0002792	OG0001912	n0				WP_096692818.1	WP_096692818.1	WP_015200358.1	WP_223990642.1
N3.HOG0002793	OG0001913	n0				WP_096692820.1	WP_096692820.1	WP_015200360.1	WP_073620025.1
N3.HOG0002794	OG0001914	n0				WP_096692823.1	WP_096692823.1	WP_015200364.1	WP_223990634.1
N3.HOG0002795	OG0001915	n0				WP_096692824.1	WP_096692824.1	WP_015200365.1	WP_223990631.1
N3.HOG0002796	OG0001916	n0				WP_096692825.1	WP_096692825.1	WP_015200366.1	WP_026093584.1
N3.HOG0002797	OG0001917	n0				WP_096692826.1	WP_096692826.1	WP_015200367.1	WP_224176425.1
N3.HOG0002798	OG0001918	n0				WP_096692827.1	WP_096692827.1	WP_015200368.1	WP_223990629.1
N3.HOG0002799	OG0001919	n0				WP_096692828.1	WP_096692828.1	WP_015200369.1	WP_223990627.1
N3.HOG0002800	OG0001920	n0				WP_096691103.1	WP_096691103.1	WP_015196417.1	WP_223980347.1
N3.HOG0002801	OG0001921	n0				WP_096691102.1	WP_096691102.1	WP_015196418.1	WP_224177077.1
N3.HOG0002802	OG0001922	n0				WP_096691101.1	WP_096691101.1	WP_015196419.1	WP_224177076.1
N3.HOG0002803	OG0001923	n0				WP_096691100.1	WP_096691100.1	WP_015196420.1	WP_019494517.1
N3.HOG0002804	OG0001924	n0				WP_019494518.1	WP_019494518.1	WP_015196421.1	WP_019494518.1
N3.HOG0002805	OG0001925	n0				WP_096691099.1	WP_096691099.1	WP_041740238.1	WP_223980341.1
N3.HOG0002806	OG0001926	n0				WP_096691098.1	WP_096691098.1	WP_015196425.1	WP_224177075.1
N3.HOG0002807	OG0001927	n0				WP_096688313.1	WP_096688313.1	WP_015200918.1	WP_223972507.1
N3.HOG0002808	OG0001928	n0				WP_096688315.1	WP_096688315.1	WP_015200921.1	WP_224175004.1
N3.HOG0002809	OG0001929	n0				WP_096688326.1	WP_096688326.1	WP_015200325.1	WP_223972498.1
N3.HOG0002810	OG0001930	n0				WP_096688327.1	WP_096688327.1	WP_015200324.1	WP_224175002.1
N3.HOG0002811	OG0001931	n0				WP_096688328.1	WP_096688328.1	WP_015200323.1	WP_224175001.1
N3.HOG0002812	OG0001932	n0				WP_096686377.1	WP_096686377.1	WP_015197659.1	WP_224174012.1
N3.HOG0002813	OG0001933	n0				WP_096686375.1	WP_096686375.1	WP_015198650.1	WP_223986011.1
N3.HOG0002814	OG0001934	n0				WP_096686373.1	WP_096686373.1	WP_015195837.1	WP_224174013.1
N3.HOG0002815	OG0001935	n0				WP_096692829.1	WP_096692829.1	WP_015200370.1	WP_224176426.1
N3.HOG0002816	OG0001936	n0				WP_096692830.1	WP_096692830.1	WP_015200371.1	WP_224176427.1
N3.HOG0002817	OG0001937	n0				WP_096688942.1	WP_096688942.1	WP_015198473.1	WP_223975410.1
N3.HOG0002818	OG0001938	n0				WP_096688943.1	WP_096688943.1	WP_015198470.1	WP_224177962.1
N3.HOG0002819	OG0001939	n0				WP_096688944.1	WP_096688944.1	WP_015198469.1	WP_224177960.1
N3.HOG0002820	OG0001940	n0				WP_096688945.1	WP_096688945.1	WP_015198468.1	WP_223975433.1
N3.HOG0002821	OG0001941	n0				WP_096692221.1, WP_096689957.1	WP_096692221.1, WP_096689957.1	WP_015201013.1	WP_224174766.1
N3.HOG0002822	OG0001942	n0				WP_096688404.1	WP_096688404.1	WP_015201098.1	WP_026093008.1
N3.HOG0002823	OG0001943	n0				WP_096691023.1	WP_096691023.1	WP_015195900.1	WP_224177543.1
N3.HOG0002824	OG0001944	n0				WP_096690919.1	WP_096690919.1	WP_015196447.1	WP_224179364.1
N3.HOG0002825	OG0001945	n0				WP_096692831.1	WP_096692831.1	WP_041740716.1	WP_224176428.1
N3.HOG0002826	OG0001946	n0				WP_096693723.1	WP_096693723.1	WP_015199016.1	WP_224176206.1
N3.HOG0002827	OG0001947	n0				WP_096693725.1	WP_096693725.1	WP_015199017.1	WP_224176207.1
N3.HOG0002828	OG0001948	n0				WP_096693728.1	WP_096693728.1	WP_015199019.1	WP_223978987.1
N3.HOG0002829	OG0001949	n0				WP_096693730.1	WP_096693730.1	WP_015199020.1	WP_224176208.1
N3.HOG0002830	OG0001950	n0				WP_096690330.1	WP_096690330.1	WP_015197353.1	WP_223987198.1
N3.HOG0002831	OG0001951	n0				WP_096690327.1	WP_096690327.1	WP_015198841.1	WP_223987193.1
N3.HOG0002832	OG0001952	n0				WP_096691297.1	WP_096691297.1	WP_015198713.1	WP_224177318.1
N3.HOG0002833	OG0001953	n0				WP_096691296.1	WP_096691296.1	WP_015198712.1	WP_223982358.1
N3.HOG0002834	OG0001954	n0				WP_096691295.1	WP_096691295.1	WP_015198711.1	WP_223982361.1
N3.HOG0002835	OG0001955	n0				WP_096691294.1	WP_096691294.1	WP_015198710.1	WP_223982378.1
N3.HOG0002836	OG0001956	n0				WP_096691292.1	WP_096691292.1	WP_015198708.1	WP_224177320.1
N3.HOG0002837	OG0001957	n0				WP_096690909.1	WP_096690909.1	WP_015197322.1	WP_224179357.1
N3.HOG0002838	OG0001958	n0				WP_096690831.1	WP_096690831.1	WP_041740847.1	WP_224177935.1
N3.HOG0002839	OG0001959	n0				WP_096684940.1	WP_096684940.1	WP_015199987.1	WP_223973212.1
N3.HOG0002840	OG0001960	n0				WP_096690562.1	WP_096690562.1	WP_015201044.1	WP_224177683.1
N3.HOG0002841	OG0001961	n0				WP_096689476.1	WP_096689476.1	WP_015200561.1	WP_223987333.1
N3.HOG0002842	OG0001962	n0				WP_096685344.1	WP_096685344.1	WP_015197366.1	WP_224175566.1
N3.HOG0002843	OG0001963	n0				WP_096688270.1	WP_096688270.1	WP_015195901.1	WP_223972570.1
N3.HOG0002844	OG0001964	n0				WP_096688271.1	WP_096688271.1	WP_015195902.1	WP_224175018.1
N3.HOG0002845	OG0001965	n0				WP_096690842.1	WP_096690842.1	WP_015201075.1	WP_223975666.1
N3.HOG0002846	OG0001966	n0				WP_096690843.1	WP_096690843.1	WP_015201076.1	WP_224177941.1
N3.HOG0002847	OG0001967	n0				WP_096690846.1	WP_096690846.1	WP_015201079.1	WP_223975654.1
N3.HOG0002848	OG0001968	n0				WP_096690847.1	WP_096690847.1	WP_015201080.1	WP_223975652.1
N3.HOG0002849	OG0001969	n0				WP_096690849.1	WP_096690849.1	WP_015201083.1	WP_073617668.1
N3.HOG0002850	OG0001970	n0				WP_096690850.1	WP_096690850.1	WP_015201085.1	WP_223975636.1
N3.HOG0002851	OG0001971	n0				WP_096690851.1	WP_096690851.1	WP_015201086.1	WP_224177942.1
N3.HOG0002852	OG0001972	n0				WP_096690852.1	WP_096690852.1	WP_015201087.1	WP_127081482.1
N3.HOG0002853	OG0001973	n0				WP_096690853.1	WP_096690853.1	WP_015201088.1	WP_127081481.1
N3.HOG0002854	OG0001974	n0				WP_096691768.1	WP_096691768.1	WP_015197338.1	WP_224177186.1
N3.HOG0002855	OG0001975	n0				WP_096691766.1	WP_096691766.1	WP_015197342.1	WP_224177185.1
N3.HOG0002856	OG0001976	n0				WP_096691764.1	WP_096691764.1	WP_015200644.1	WP_223981347.1
N3.HOG0002857	OG0001977	n0				WP_096691760.1	WP_096691760.1	WP_015200642.1	WP_224177182.1
N3.HOG0002858	OG0001978	n0				WP_096691759.1	WP_096691759.1	WP_015200641.1	WP_223981318.1
N3.HOG0002859	OG0001979	n0				WP_096691758.1	WP_096691758.1	WP_015200640.1	WP_019494321.1
N3.HOG0002860	OG0001980	n0				WP_096691757.1	WP_096691757.1	WP_041740914.1	WP_224179505.1
N3.HOG0002861	OG0001981	n0				WP_096691756.1	WP_096691756.1	WP_015200638.1	WP_073617805.1
N3.HOG0002862	OG0001982	n0				WP_096686007.1	WP_096686007.1	WP_015200963.1	WP_223973083.1
N3.HOG0002863	OG0001983	n0				WP_096686011.1	WP_096686011.1	WP_015200140.1	WP_019489390.1
N3.HOG0002864	OG0001984	n0				WP_096686012.1	WP_096686012.1	WP_015200139.1	WP_224175262.1
