Orthogroup	336-3	NIES-3974
OG0000788	WP_035150715.1	WP_096622525.1
OG0000789	WP_052754415.1, WP_035150717.1	WP_096623679.1
OG0000790	WP_035150741.1	WP_096622944.1
OG0000791	WP_035150745.1	WP_096624740.1
OG0000792	WP_035152768.1, WP_035150748.1	WP_197707075.1
OG0000793	WP_035150776.1	WP_096626079.1
OG0000794	WP_035150796.1	WP_096621594.1
OG0000796	WP_035150860.1	WP_096620251.1
OG0000797	WP_035150862.1, WP_035152615.1	WP_096625839.1
OG0000798	WP_035150963.1	WP_096620198.1, WP_096621450.1
OG0000799	WP_035157605.1, WP_035151019.1	WP_096623685.1
OG0000802	WP_035151084.1	WP_096625191.1, WP_096623424.1
OG0000804	WP_035151198.1	WP_096624676.1
OG0000805	WP_035151211.1	WP_096622461.1
OG0000806	WP_035151229.1	WP_096620272.1
OG0000807	WP_035158890.1	WP_096621847.1
OG0000808	WP_035151286.1	WP_096625262.1
OG0000809	WP_035151357.1	WP_096625890.1
OG0000810	WP_035151367.1	WP_096623485.1
OG0000811	WP_035151487.1	WP_096624231.1
OG0000812	WP_035151542.1	WP_096624203.1
OG0000820	WP_035152148.1, WP_144416068.1	WP_096621321.1
OG0000821	WP_035152515.1	WP_096620301.1, WP_096622478.1
OG0000822	WP_035152558.1	WP_096622715.1
OG0000823	WP_035152561.1	WP_096621813.1
OG0000825	WP_035152965.1	WP_096625286.1
OG0000826	WP_035153002.1	WP_096621727.1
OG0000829	WP_035153075.1	WP_096626040.1, WP_096620202.1
OG0000831	WP_035159255.1, WP_035153200.1	WP_096625721.1
OG0000832	WP_035153217.1, WP_035159598.1	WP_096621342.1
OG0000833	WP_035153318.1	WP_096624797.1
OG0000834	WP_035153322.1	WP_096624400.1
OG0000835	WP_035153393.1, WP_082127257.1	WP_096622499.1
OG0000836	WP_035153405.1	WP_096625994.1
OG0000837	WP_035153418.1	WP_157780821.1
OG0000838	WP_035153448.1	WP_096621352.1
OG0000841	WP_035153565.1	WP_096620973.1
OG0000842	WP_035153579.1	WP_096621067.1
OG0000843	WP_035153620.1, WP_035159337.1	WP_096621038.1
OG0000844	WP_035153630.1, WP_144416048.1	WP_096622552.1
OG0000845	WP_035153726.1	WP_231943063.1
OG0000846	WP_035153797.1	WP_096620144.1
OG0000847	WP_035153799.1	WP_172892741.1
OG0000848	WP_035153801.1	WP_231943184.1
OG0000849	WP_035153803.1	WP_096620141.1
OG0000850	WP_035153888.1	WP_096625132.1
OG0000851	WP_035153890.1	WP_096625134.1
OG0000852	WP_035154077.1	WP_096619901.1
OG0000853	WP_035154085.1	WP_096621891.1
OG0000854	WP_035154119.1	WP_096620837.1
OG0000855	WP_035154168.1	WP_096620533.1
OG0000856	WP_035154201.1	WP_096621309.1
OG0000857	WP_035154215.1	WP_096622283.1
OG0000858	WP_035154222.1	WP_096623092.1
OG0000859	WP_035154251.1	WP_096620982.1
OG0000860	WP_035154333.1	WP_096621960.1
OG0000861	WP_035154387.1	WP_096623378.1
OG0000862	WP_035154462.1	WP_096622219.1
OG0000863	WP_035154486.1	WP_096621384.1
OG0000864	WP_035154517.1	WP_096622125.1
OG0000865	WP_035154533.1	WP_096621932.1
OG0000866	WP_035154562.1	WP_096625639.1
OG0000867	WP_035154565.1	WP_096625635.1
OG0000868	WP_035154569.1	WP_096620715.1
OG0000869	WP_035154614.1	WP_096622098.1, WP_157780628.1
OG0000870	WP_035154644.1	WP_096626430.1
OG0000871	WP_035154660.1	WP_096620305.1
OG0000872	WP_035154665.1	WP_096621647.1
OG0000873	WP_035154683.1, WP_035156593.1	WP_231943139.1
OG0000874	WP_035154714.1	WP_096621622.1
OG0000875	WP_035154785.1	WP_096620867.1
OG0000876	WP_035154983.1, WP_052754521.1	WP_096619957.1
OG0000877	WP_035155034.1	WP_096625533.1
OG0000878	WP_035155075.1	WP_096621198.1
OG0000879	WP_035155177.1	WP_096619977.1
OG0000880	WP_256388850.1, WP_035155188.1	WP_096625737.1
OG0000882	WP_035155228.1	WP_096620856.1
OG0000883	WP_035155242.1	WP_172892784.1
OG0000884	WP_082127308.1	WP_096624883.1
OG0000885	WP_052754513.1, WP_035155280.1	WP_096624953.1
OG0000886	WP_035155311.1	WP_096626205.1
OG0000887	WP_035155333.1	WP_096622380.1
OG0000888	WP_035157861.1, WP_035155356.1	WP_096620270.1
OG0000890	WP_035155438.1	WP_096621265.1
OG0000891	WP_035155454.1	WP_096621293.1
OG0000892	WP_035155552.1	WP_096622850.1
OG0000893	WP_035155584.1	WP_096624704.1
OG0000894	WP_035155685.1	WP_096626022.1
OG0000895	WP_035155692.1	WP_096621276.1
OG0000896	WP_035155768.1	WP_096620680.1
OG0000897	WP_035155788.1	WP_096623836.1
OG0000898	WP_035155870.1	WP_096620925.1, WP_096622195.1
OG0000899	WP_035155874.1	WP_096625771.1
OG0000900	WP_035155998.1	WP_096624837.1
OG0000901	WP_035156026.1	WP_096624773.1
OG0000902	WP_035156178.1	WP_157780603.1
OG0000903	WP_035156206.1	WP_096621497.1
OG0000905	WP_035156279.1	WP_096620621.1
OG0000907	WP_035156396.1	WP_096625896.1
OG0000908	WP_035156414.1, WP_035157254.1	WP_096625821.1
OG0000909	WP_035156423.1	WP_231943312.1
OG0000912	WP_035156600.1	WP_096624867.1
OG0000914	WP_035156773.1	WP_096620917.1
OG0000915	WP_035156779.1	WP_096620915.1
OG0000917	WP_035156866.1	WP_096624750.1
OG0000918	WP_035156871.1	WP_096624141.1
OG0000919	WP_035156873.1	WP_096620510.1
OG0000920	WP_035156896.1	WP_096626373.1
OG0000921	WP_035156901.1	WP_096621888.1
OG0000922	WP_035156917.1	WP_096622713.1
OG0000923	WP_035156959.1	WP_096621048.1
OG0000924	WP_035157021.1	WP_096619993.1
OG0000925	WP_035157067.1	WP_096625575.1
OG0000926	WP_035157078.1	WP_096620476.1
OG0000927	WP_035157221.1	WP_096624334.1
OG0000928	WP_035157235.1, WP_238178452.1	WP_096621149.1
OG0000929	WP_035157264.1	WP_231943155.1, WP_096623926.1
OG0000930	WP_035157284.1	WP_096624767.1
OG0000931	WP_035157287.1	WP_096622435.1
OG0000932	WP_035157837.1, WP_035157351.1	WP_096624011.1
OG0000933	WP_035157456.1	WP_096622926.1
OG0000934	WP_035157464.1	WP_096625280.1
OG0000935	WP_035157534.1	WP_096622924.1
OG0000937	WP_035157570.1	WP_096620106.1, WP_096621390.1
OG0000938	WP_035157654.1	WP_096622886.1
OG0000939	WP_035157687.1	WP_157780708.1, WP_096625525.1
OG0000940	WP_035157692.1	WP_096622826.1
OG0000941	WP_035157694.1	WP_096626265.1
OG0000942	WP_035157723.1	WP_096621167.1
OG0000943	WP_035157727.1	WP_096622691.1, WP_096620169.1
OG0000944	WP_035157741.1	WP_096625021.1
OG0000945	WP_035157787.1	WP_096620040.1
OG0000946	WP_035157806.1	WP_096624390.1
OG0000947	WP_035157973.1	WP_096623904.1
OG0000948	WP_035158000.1	WP_096622970.1
OG0000949	WP_035158057.1	WP_096623880.1
OG0000950	WP_035158070.1	WP_231943060.1
OG0000951	WP_035158073.1	WP_096621530.1, WP_096620454.1
OG0000953	WP_035158119.1	WP_096620015.1
OG0000955	WP_035158141.1	WP_096621223.1
OG0000956	WP_035158147.1	WP_096619875.1
OG0000957	WP_035158148.1	WP_096625491.1
OG0000959	WP_035158191.1	WP_096623360.1
OG0000960	WP_035158210.1	WP_096620470.1
OG0000961	WP_035158216.1	WP_096621972.1, WP_157780714.1
OG0000962	WP_035158238.1	WP_096625095.1
OG0000964	WP_035158268.1	WP_096620360.1
OG0000965	WP_035158270.1	WP_096620359.1
OG0000966	WP_035158305.1	WP_096621364.1
OG0000967	WP_035158330.1	WP_096620227.1
OG0000968	WP_035158922.1	WP_096623822.1
OG0000969	WP_035159028.1	WP_096623232.1
OG0000970	WP_035159061.1	WP_096621182.1
OG0000971	WP_035159069.1	WP_096625743.1
OG0000972	WP_035159173.1	WP_096624384.1, WP_096625552.1
OG0000973	WP_035159197.1	WP_096620085.1
OG0000974	WP_035159222.1	WP_096619825.1
OG0000975	WP_035159425.1	WP_096620952.1
OG0000977	WP_035159519.1	WP_096620120.1
OG0000978	WP_035159602.1	WP_096625216.1
OG0000979	WP_035159833.1	WP_096625047.1
OG0000980	WP_046814676.1	WP_096625430.1
OG0000981	WP_046814689.1	WP_231943123.1
OG0000982	WP_144415973.1, WP_046814707.1	WP_096622809.1
OG0000986	WP_046814859.1	WP_096623296.1
OG0000987	WP_046814865.1	WP_096622852.1
OG0000990	WP_046815013.1	WP_096621077.1
OG0000992	WP_238178370.1, WP_052754377.1	WP_096621464.1
OG0000994	WP_052754413.1	WP_096623073.1
OG0000995	WP_052754427.1	WP_157780718.1
OG0000997	WP_052754484.1	WP_096624027.1
OG0000998	WP_052754514.1	WP_096621065.1
OG0001003	WP_082127324.1	WP_096620140.1
OG0001004	WP_082127342.1	WP_096621510.1
OG0001005	WP_082127441.1	WP_096620469.1
OG0001006	WP_144416029.1	WP_096622481.1, WP_096623256.1
OG0001007	WP_144416076.1	WP_096624977.1
OG0001008	WP_201782639.1	WP_096620220.1
OG0001009	WP_201782649.1	WP_096620741.1
OG0001010	WP_238178364.1	WP_096625926.1
OG0001011	WP_201782668.1	WP_096626065.1
OG0001012	WP_201782688.1	WP_231943234.1
OG0001013	WP_238178341.1	WP_172892780.1
OG0001015	WP_238178379.1	WP_096621614.1
OG0001016	WP_238178381.1	WP_231943043.1, WP_231943230.1
OG0001017	WP_238178403.1	WP_096625093.1
OG0001019	WP_238178513.1	WP_231943100.1
OG0001020	WP_238178535.1	WP_231943082.1
OG0001108	WP_006276978.1	WP_006196724.1
OG0001109	WP_008232935.1	WP_008232935.1
OG0001110	WP_010995042.1	WP_010995042.1
OG0001111	WP_010997613.1	WP_010997613.1
OG0001112	WP_010998401.1	WP_096622317.1
OG0001113	WP_033336317.1	WP_096620864.1
OG0001114	WP_035148857.1	WP_096620802.1
OG0001115	WP_035148861.1	WP_172892792.1
OG0001116	WP_035148865.1	WP_096623762.1
OG0001117	WP_035148867.1	WP_096623760.1
OG0001118	WP_035148873.1	WP_096620811.1
OG0001119	WP_035148881.1	WP_231943223.1
OG0001120	WP_035148885.1	WP_096620631.1
OG0001121	WP_035148888.1	WP_096620630.1
OG0001122	WP_035148892.1	WP_096620252.1
OG0001123	WP_035148895.1	WP_096622777.1
OG0001124	WP_035148897.1	WP_096623451.1
OG0001125	WP_035148899.1	WP_096625317.1, WP_096623116.1
OG0001126	WP_035148905.1	WP_096622894.1
OG0001127	WP_035148907.1	WP_096622898.1
OG0001128	WP_035148913.1	WP_096622526.1
OG0001129	WP_035148914.1	WP_096622065.1
OG0001130	WP_035148927.1	WP_096624973.1
OG0001131	WP_035148929.1	WP_096624971.1
OG0001132	WP_035148933.1	WP_096623628.1
OG0001133	WP_035148935.1	WP_096625065.1
OG0001134	WP_035148947.1	WP_096625912.1
OG0001135	WP_035148952.1	WP_096620895.1
OG0001136	WP_035148953.1	WP_096620894.1
OG0001137	WP_035148955.1	WP_096620598.1
OG0001138	WP_035148957.1	WP_096620597.1
OG0001139	WP_035148974.1	WP_096625109.1
OG0001140	WP_035148982.1	WP_096621014.1
OG0001141	WP_035148983.1	WP_231943294.1
OG0001142	WP_035149001.1	WP_096623386.1
OG0001143	WP_035149003.1	WP_096623384.1
OG0001144	WP_035155841.1	WP_096622187.1
OG0001145	WP_035149019.1	WP_255408918.1
OG0001146	WP_035149021.1	WP_096624694.1
OG0001147	WP_035149024.1	WP_096620379.1
OG0001148	WP_035149026.1	WP_096620375.1
OG0001149	WP_035149028.1	WP_096620724.1
OG0001150	WP_035149030.1	WP_096624803.1
OG0001152	WP_035149036.1	WP_096622016.1
OG0001153	WP_035149040.1	WP_231943515.1
OG0001154	WP_035149044.1	WP_096620987.1
OG0001155	WP_035149046.1	WP_096622990.1
OG0001156	WP_035149048.1	WP_172892835.1
OG0001157	WP_035149051.1	WP_096621095.1
OG0001158	WP_035149063.1	WP_231943157.1
OG0001159	WP_035149066.1	WP_172892846.1
OG0001160	WP_035149070.1	WP_096625627.1
OG0001161	WP_035149071.1	WP_096625625.1
OG0001162	WP_035149076.1	WP_096622024.1
OG0001163	WP_035149078.1	WP_096620199.1
OG0001164	WP_035149081.1	WP_096625811.1
OG0001165	WP_035149083.1	WP_096620203.1
OG0001166	WP_035149086.1	WP_096621473.1
OG0001167	WP_035149088.1	WP_096620638.1
OG0001168	WP_035149091.1	WP_096620309.1
OG0001169	WP_035149098.1	WP_096622403.1
OG0001170	WP_035149100.1	WP_096620888.1
OG0001171	WP_035149102.1	WP_096620889.1
OG0001172	WP_035149104.1	WP_096620128.1
OG0001173	WP_035149106.1	WP_096623874.1
OG0001174	WP_035149110.1	WP_096623750.1
OG0001175	WP_035149125.1	WP_096623158.1
OG0001176	WP_035149126.1	WP_096623160.1
OG0001177	WP_035149127.1	WP_096625914.1
OG0001178	WP_035149135.1	WP_096626554.1
OG0001183	WP_035149196.1	WP_096623946.1
OG0001184	WP_035149201.1	WP_231943502.1
OG0001185	WP_035149209.1	WP_096624175.1
OG0001186	WP_035149231.1	WP_096621531.1
OG0001187	WP_035149233.1	WP_096622175.1
OG0001188	WP_035149240.1	WP_172892764.1
OG0001189	WP_035149247.1	WP_096623366.1
OG0001190	WP_035149250.1	WP_096623886.1
OG0001191	WP_035149253.1	WP_096623884.1
OG0001192	WP_035149254.1	WP_096622678.1
OG0001193	WP_035154763.1, WP_035149257.1	WP_096626113.1
OG0001196	WP_035149288.1	WP_096622632.1
OG0001197	WP_035149290.1	WP_096621808.1
OG0001198	WP_035149292.1	WP_096626115.1
OG0001199	WP_035149315.1	WP_096624899.1
OG0001200	WP_035149319.1	WP_231943444.1
OG0001201	WP_035149376.1	WP_096626251.1
OG0001202	WP_035149378.1	WP_096625329.1
OG0001203	WP_035149379.1	WP_096624320.1
OG0001204	WP_035149381.1	WP_096622577.1
OG0001205	WP_035149397.1	WP_096625474.1
OG0001206	WP_035149400.1	WP_096625472.1
OG0001207	WP_035149404.1	WP_096625470.1
OG0001208	WP_035149410.1	WP_096625460.1
OG0001209	WP_035149412.1	WP_096625458.1
OG0001210	WP_035149415.1	WP_096625456.1
OG0001211	WP_035149418.1	WP_096625454.1
OG0001212	WP_035149421.1	WP_096623204.1
OG0001213	WP_035149423.1	WP_096623206.1
OG0001214	WP_035149428.1	WP_096623643.1
OG0001215	WP_035149433.1	WP_096621837.1
OG0001216	WP_035149435.1	WP_231943491.1
OG0001217	WP_035149441.1	WP_096620041.1
OG0001218	WP_035149454.1	WP_096621285.1
OG0001219	WP_035149466.1	WP_096621327.1
OG0001220	WP_035149468.1	WP_096620304.1
OG0001221	WP_035149472.1	WP_096621279.1
OG0001222	WP_035149474.1	WP_096621278.1
OG0001223	WP_035149481.1	WP_096620571.1
OG0001224	WP_035149483.1	WP_096620570.1
OG0001225	WP_035149486.1	WP_096621287.1
OG0001226	WP_035149502.1	WP_096622459.1
OG0001227	WP_035149504.1	WP_096622457.1
OG0001228	WP_035149510.1	WP_096620559.1
OG0001229	WP_035149512.1	WP_096620558.1
OG0001230	WP_035149514.1	WP_096621994.1
OG0001231	WP_035149517.1	WP_096626341.1
OG0001232	WP_035149521.1	WP_096621089.1
OG0001233	WP_035149533.1	WP_096622257.1
OG0001234	WP_035149535.1	WP_096622256.1
OG0001235	WP_035149574.1	WP_096622623.1
OG0001236	WP_035149577.1	WP_096622626.1
OG0001237	WP_035149589.1	WP_096622627.1
OG0001238	WP_035149605.1	WP_096625589.1
OG0001239	WP_035149625.1	WP_096620335.1
OG0001240	WP_035149627.1	WP_096620336.1
OG0001241	WP_035149629.1	WP_096620177.1
OG0001242	WP_035149632.1	WP_096621366.1
OG0001243	WP_035149634.1	WP_096621368.1
OG0001244	WP_035149636.1	WP_096621369.1
OG0001245	WP_035149638.1	WP_096624095.1
OG0001246	WP_035149641.1	WP_096621302.1
OG0001247	WP_035149646.1	WP_096621300.1
OG0001248	WP_035149653.1	WP_096621165.1
OG0001249	WP_035149661.1	WP_096623583.1
OG0001250	WP_035149663.1	WP_096624332.1
OG0001251	WP_035149665.1	WP_096622527.1
OG0001252	WP_035149675.1	WP_096622488.1
OG0001253	WP_035149680.1	WP_096625051.1
OG0001254	WP_035149697.1	WP_096620646.1
OG0001255	WP_035149699.1	WP_096620263.1
OG0001256	WP_035149701.1	WP_096620264.1
OG0001257	WP_035149706.1	WP_096622747.1
OG0001258	WP_035149710.1	WP_096624505.1
OG0001259	WP_035149715.1	WP_096624748.1
OG0001261	WP_035149734.1	WP_096624432.1
OG0001262	WP_035149738.1	WP_096620840.1
OG0001263	WP_035149739.1	WP_096622443.1
OG0001264	WP_035149745.1	WP_096619933.1
OG0001265	WP_035149747.1	WP_096620216.1
OG0001266	WP_035149759.1	WP_096623356.1
OG0001267	WP_035149769.1	WP_096625948.1
OG0001268	WP_035149794.1	WP_096623354.1
OG0001269	WP_035149804.1	WP_096621779.1
OG0001270	WP_035149807.1	WP_096621778.1
OG0001271	WP_035149813.1	WP_096621484.1
OG0001272	WP_035149818.1	WP_096621485.1
OG0001276	WP_035149869.1	WP_096625375.1
OG0001277	WP_035149871.1	WP_096625373.1
OG0001278	WP_035149889.1	WP_096624372.1
OG0001279	WP_035149897.1	WP_096624999.1
OG0001280	WP_035149900.1	WP_096620170.1
OG0001281	WP_035149915.1	WP_096621318.1
OG0001282	WP_035149918.1	WP_096620007.1
OG0001283	WP_035149929.1	WP_096620566.1
OG0001284	WP_035149931.1	WP_096623872.1
OG0001285	WP_035149946.1	WP_096625854.1
OG0001286	WP_035149950.1	WP_096620311.1
OG0001287	WP_035149952.1	WP_096620193.1
OG0001288	WP_035149960.1	WP_096626538.1
OG0001289	WP_035149967.1	WP_096622019.1
OG0001290	WP_035149969.1	WP_096622781.1
OG0001291	WP_035149987.1	WP_172892818.1
OG0001292	WP_035150007.1	WP_096620775.1
OG0001293	WP_035150009.1	WP_096620776.1
OG0001294	WP_035150011.1	WP_096621934.1
OG0001295	WP_035150035.1	WP_096622263.1
OG0001296	WP_035150037.1	WP_096622264.1
OG0001307	WP_035150111.1	WP_096625041.1
OG0001308	WP_035150121.1	WP_096621720.1
OG0001309	WP_035150123.1	WP_096621721.1
OG0001310	WP_035150126.1	WP_096621722.1
OG0001311	WP_035150129.1	WP_096626073.1
OG0001313	WP_035150142.1	WP_096623469.1
OG0001314	WP_035150144.1	WP_096623471.1
OG0001315	WP_035150148.1	WP_231943181.1
OG0001316	WP_035150150.1	WP_096621129.1
OG0001317	WP_035150151.1	WP_096621128.1
OG0001318	WP_035150154.1	WP_096621127.1
OG0001319	WP_035150157.1	WP_096625585.1
OG0001320	WP_035150160.1	WP_157780667.1
OG0001321	WP_035150165.1	WP_096621272.1
OG0001322	WP_035150168.1	WP_096623012.1
OG0001323	WP_035150171.1	WP_096624412.1
OG0001326	WP_035150209.1	WP_096626075.1
OG0001327	WP_035150219.1	WP_096622066.1
OG0001329	WP_035150232.1	WP_096622553.1
OG0001330	WP_035150235.1	WP_096621086.1
OG0001332	WP_035150249.1	WP_096621121.1
OG0001333	WP_035150252.1	WP_096620874.1
OG0001334	WP_035150255.1	WP_096620873.1
OG0001335	WP_168163415.1, WP_168163414.1, WP_035150292.1	WP_096620353.1
OG0001337	WP_035150311.1	WP_096624215.1
OG0001338	WP_035150318.1	WP_096623010.1
OG0001339	WP_035150328.1	WP_096620256.1
OG0001340	WP_035150336.1	WP_096621348.1
OG0001341	WP_035150337.1	WP_096621389.1
OG0001342	WP_035150347.1	WP_096621885.1
OG0001343	WP_035150349.1	WP_096621884.1
OG0001344	WP_035150352.1	WP_096621477.1
OG0001345	WP_035150358.1	WP_096623691.1
OG0001346	WP_035150360.1	WP_096623689.1
OG0001347	WP_035150362.1	WP_096623463.1
OG0001348	WP_035150369.1	WP_096625059.1
OG0001349	WP_035150372.1	WP_096623683.1
OG0001350	WP_035150379.1	WP_096620720.1
OG0001351	WP_035150381.1	WP_096621472.1
OG0001352	WP_035150396.1	WP_096626217.1
OG0001353	WP_035150397.1	WP_096625079.1
OG0001354	WP_035150399.1	WP_096621461.1
OG0001356	WP_035150412.1	WP_096622148.1
OG0001357	WP_035150436.1	WP_096622952.1
OG0001358	WP_035150438.1	WP_096621740.1
OG0001359	WP_035150441.1	WP_096624877.1
OG0001360	WP_035150448.1	WP_096625199.1
OG0001361	WP_035150453.1	WP_096626280.1
OG0001362	WP_035150460.1	WP_096624588.1, WP_096621093.1
OG0001363	WP_035150466.1	WP_096620735.1
OG0001364	WP_035150476.1	WP_096624256.1
OG0001365	WP_035150497.1	WP_096622616.1
OG0001366	WP_035150499.1	WP_096620315.1
OG0001367	WP_035150505.1	WP_096621060.1
OG0001368	WP_035150508.1	WP_231943421.1
OG0001369	WP_035150510.1	WP_096622512.1
OG0001370	WP_035150513.1	WP_096623954.1
OG0001372	WP_035150540.1	WP_096624272.1
OG0001373	WP_035150543.1	WP_096621811.1
OG0001374	WP_035150550.1	WP_096624029.1
OG0001375	WP_035150576.1	WP_096621277.1
OG0001376	WP_035150578.1	WP_096622114.1
OG0001377	WP_035150591.1	WP_096624640.1
OG0001378	WP_035150597.1	WP_096620407.1
OG0001379	WP_035150601.1	WP_096620204.1
OG0001380	WP_035150603.1	WP_096620205.1
OG0001381	WP_035150605.1	WP_096620206.1
OG0001382	WP_035150609.1	WP_096620208.1
OG0001383	WP_035150617.1	WP_096622507.1
OG0001384	WP_035150618.1	WP_096624941.1
OG0001385	WP_035150629.1	WP_096621820.1
OG0001386	WP_035150645.1	WP_096620473.1
OG0001387	WP_035150647.1	WP_096621517.1
OG0001388	WP_035150651.1	WP_096621305.1
OG0001389	WP_035150653.1	WP_096621303.1
OG0001390	WP_035150660.1	WP_096623481.1
OG0001391	WP_035150662.1	WP_096623479.1
OG0001392	WP_035150666.1	WP_096623475.1
OG0001393	WP_035150667.1	WP_096622572.1
OG0001394	WP_035150673.1	WP_096622496.1
OG0001395	WP_035150675.1	WP_096620996.1
OG0001396	WP_035150677.1	WP_096620994.1
OG0001397	WP_035150686.1	WP_096621954.1
OG0001398	WP_035150712.1	WP_096620922.1
OG0001399	WP_035150719.1	WP_096620858.1
OG0001400	WP_035150721.1	WP_096621453.1
OG0001401	WP_035150727.1	WP_096620498.1
OG0001402	WP_035150729.1	WP_096620497.1
OG0001403	WP_035150731.1	WP_096620496.1
OG0001404	WP_035150736.1	WP_096626522.1
OG0001405	WP_035150738.1	WP_096622948.1
OG0001406	WP_035150747.1	WP_096620274.1
OG0001407	WP_035150750.1	WP_096623495.1
OG0001408	WP_035150754.1	WP_096620355.1
OG0001409	WP_035150761.1	WP_096621208.1
OG0001410	WP_035150762.1	WP_096622454.1
OG0001413	WP_035150774.1	WP_096624227.1
OG0001414	WP_035150778.1	WP_096623868.1
OG0001415	WP_035150791.1	WP_096620076.1
OG0001416	WP_035150794.1	WP_096622379.1
OG0001417	WP_035150801.1	WP_096622719.1
OG0001419	WP_035150826.1	WP_096625643.1
OG0001420	WP_035150829.1	WP_096621428.1
OG0001421	WP_035150832.1	WP_096624489.1
OG0001422	WP_035150838.1	WP_096623537.1
OG0001423	WP_035150841.1	WP_096623535.1
OG0001424	WP_035150844.1, WP_035155324.1	WP_096623075.1
OG0001425	WP_035150864.1	WP_096625841.1
OG0001426	WP_035150882.1	WP_096622323.1
OG0001427	WP_035150886.1	WP_096624913.1
OG0001428	WP_035150888.1	WP_096624915.1
OG0001429	WP_035150901.1	WP_096624997.1
OG0001430	WP_035150939.1	WP_096620070.1
OG0001431	WP_035150946.1	WP_096622649.1
OG0001432	WP_035150955.1	WP_096621370.1
OG0001433	WP_035150960.1	WP_096621088.1
OG0001434	WP_035150966.1	WP_096621114.1
OG0001435	WP_035150969.1	WP_096625561.1
OG0001436	WP_035150971.1	WP_096623597.1
OG0001437	WP_035150974.1	WP_096623593.1
OG0001438	WP_035150979.1	WP_096621563.1
OG0001439	WP_035150982.1	WP_096620059.1
OG0001440	WP_035150997.1	WP_231943098.1
OG0001441	WP_035151027.1, WP_035154661.1	WP_096620841.1
OG0001442	WP_035151040.1	WP_096624270.1
OG0001443	WP_035151043.1	WP_096626331.1
OG0001445	WP_035151058.1	WP_096623404.1
OG0001446	WP_035151072.1	WP_096625807.1
OG0001447	WP_035151088.1	WP_096622434.1
OG0001448	WP_035151091.1	WP_096622400.1
OG0001449	WP_035151099.1	WP_096621690.1
OG0001450	WP_035151104.1	WP_096622676.1
OG0001451	WP_035151109.1	WP_096624712.1
OG0001452	WP_035151113.1	WP_096625542.1
OG0001453	WP_035151124.1	WP_096625548.1
OG0001454	WP_035151134.1	WP_096621226.1
OG0001455	WP_035151137.1	WP_096621225.1
OG0001456	WP_035151139.1	WP_096620641.1
OG0001457	WP_035151155.1	WP_096621985.1
OG0001458	WP_035151156.1	WP_096626099.1
OG0001459	WP_035151159.1	WP_096621791.1
OG0001460	WP_035151199.1	WP_096625992.1
OG0001461	WP_256388822.1, WP_035151200.1	WP_096621145.1
OG0001462	WP_035151201.1	WP_096624614.1
OG0001463	WP_035151204.1, WP_035158729.1	WP_096623888.1
OG0001464	WP_035151205.1	WP_096620927.1
OG0001465	WP_035151206.1	WP_096620926.1
OG0001466	WP_035151232.1	WP_096620273.1
OG0001467	WP_035151247.1	WP_096624897.1
OG0001468	WP_035151251.1	WP_096621849.1
OG0001469	WP_035151266.1	WP_096621341.1
OG0001470	WP_035151268.1	WP_096626034.1
OG0001471	WP_035151272.1	WP_096621504.1
OG0001473	WP_035151277.1	WP_231943093.1
OG0001474	WP_035151283.1	WP_096624690.1
OG0001475	WP_035151310.1	WP_096623212.1
OG0001476	WP_035151313.1	WP_096623214.1
OG0001477	WP_035151315.1	WP_096625264.1
OG0001478	WP_035151323.1	WP_096620649.1
OG0001479	WP_035151329.1	WP_096620529.1
OG0001480	WP_035151332.1	WP_096620530.1
OG0001481	WP_035151340.1	WP_096621534.1
OG0001482	WP_035151342.1	WP_096621533.1
OG0001483	WP_035151344.1	WP_096621744.1
OG0001484	WP_035151350.1	WP_096621597.1
OG0001485	WP_035151361.1	WP_096620555.1
OG0001486	WP_035151366.1	WP_096623489.1
OG0001487	WP_035151369.1	WP_096621748.1
OG0001488	WP_035151371.1	WP_096621750.1
OG0001489	WP_035151373.1	WP_172892775.1
OG0001490	WP_035151400.1	WP_096625369.1
OG0001492	WP_035151412.1	WP_096620477.1
OG0001493	WP_035151415.1	WP_231943209.1
OG0001494	WP_035151419.1	WP_096623944.1
OG0001495	WP_035151424.1	WP_096620133.1
OG0001496	WP_035151428.1	WP_096621577.1
OG0001497	WP_035151431.1	WP_096619885.1
OG0001498	WP_035151434.1	WP_096625476.1
OG0001499	WP_035151440.1	WP_096623979.1
OG0001500	WP_035151442.1	WP_096621374.1
OG0001501	WP_035151445.1	WP_096621373.1
OG0001502	WP_035151448.1	WP_231943318.1
OG0001503	WP_035151450.1	WP_096621372.1
OG0001504	WP_035151453.1	WP_096623589.1
OG0001505	WP_035151470.1	WP_096620054.1
OG0001506	WP_035151475.1	WP_096622582.1
OG0001507	WP_035151477.1	WP_096622583.1
OG0001508	WP_035151502.1	WP_096625187.1
OG0001509	WP_035151528.1	WP_096620951.1
OG0001510	WP_035151531.1	WP_096623734.1
OG0001511	WP_035151533.1	WP_096624195.1
OG0001512	WP_035151536.1	WP_096624197.1
OG0001513	WP_035151538.1	WP_096624199.1
OG0001514	WP_035151540.1	WP_096624201.1
OG0001515	WP_035151545.1	WP_096626408.1
OG0001516	WP_035151555.1	WP_096623120.1
OG0001517	WP_035151558.1	WP_096622286.1
OG0001518	WP_035151561.1	WP_096625388.1
OG0001519	WP_035151564.1	WP_096625386.1
OG0001520	WP_035151567.1	WP_172892806.1
