Orthogroup	NIES-4105	PCC_6303
OG0000403	WP_096683967.1, WP_096684002.1, WP_096683966.1, WP_096684000.1	WP_015199377.1
OG0000405	WP_096694697.1, WP_096690544.1	WP_015198207.1
OG0000406	WP_096692349.1, WP_096695167.1, WP_096692243.1, WP_096695033.1	WP_015197972.1
OG0000408	WP_096687602.1	WP_015200199.1
OG0000410	WP_096688226.1	WP_015197673.1
OG0000411	WP_096689075.1	WP_015199867.1
OG0000414	WP_096688637.1, WP_096689504.1	WP_015197623.1
OG0000415	WP_096689634.1	WP_015197261.1
OG0000416	WP_096686304.1	WP_015200936.1
OG0000417	WP_096689219.1	WP_015197236.1
OG0000418	WP_096685161.1	WP_015199123.1
OG0000419	WP_096687828.1	WP_015200763.1
OG0000421	WP_096690382.1	WP_015200621.1
OG0000422	WP_096683765.1, WP_096693018.1	WP_015198585.1, WP_015197025.1
OG0000424	WP_096690469.1	WP_015198902.1
OG0000425	WP_096688975.1	WP_015196187.1
OG0000425	WP_096693062.1	WP_238993699.1
OG0000426	WP_096692130.1	WP_015199609.1
OG0000427	WP_096684636.1	WP_015199943.1
OG0000428	WP_096684522.1	WP_015197954.1, WP_083866298.1, WP_015200545.1
OG0000430	WP_096692472.1, WP_096692437.1	WP_015198394.1
OG0000431	WP_096694401.1, WP_096693277.1	WP_015198826.1
OG0000432	WP_096693307.1, WP_096684488.1	WP_015199525.1
OG0000433	WP_096687460.1, WP_096687453.1	WP_015197586.1
OG0000434	WP_096687479.1	WP_015197819.1, WP_015197818.1
OG0000435	WP_096690611.1	WP_015200692.1
OG0000436	WP_096691046.1, WP_096691089.1	WP_015198077.1, WP_015198158.1
OG0000438	WP_096688771.1	WP_015195818.1
OG0000442	WP_096684266.1	WP_015197853.1, WP_015198064.1, WP_015198241.1
OG0000443	WP_096687435.1	WP_015198455.1
OG0000444	WP_096691298.1	WP_041740228.1
OG0000445	WP_096684028.1	WP_015196985.1
OG0000445	WP_096687821.1	WP_041740509.1
OG0000446	WP_096693501.1	WP_238993717.1
OG0000447	WP_096691055.1	WP_015200424.1
OG0000448	WP_096691678.1	WP_041739888.1
OG0000449	WP_096690363.1	WP_015199737.1
OG0000450	WP_096691104.1	WP_015196416.1
OG0000451	WP_096690457.1, WP_096692602.1	WP_015198862.1
OG0000452	WP_096690455.1	WP_015198860.1
OG0000453	WP_096693527.1	WP_015196730.1
OG0000454	WP_096690148.1	WP_015199915.1
OG0000455	WP_096690566.1	WP_015196970.1
OG0000458	WP_096693480.1	WP_015196284.1
OG0000459	WP_096691340.1	WP_015196434.1
OG0000460	WP_096690819.1	WP_015196516.1
OG0000461	WP_096690818.1	WP_015196515.1
OG0000462	WP_096688860.1	WP_015200328.1
OG0000463	WP_096687196.1	WP_015195826.1
OG0000464	WP_096687194.1	WP_015195827.1
OG0000465	WP_096687192.1	WP_015195828.1
OG0000466	WP_096687118.1	WP_015195830.1
OG0000467	WP_096686478.1	WP_015201081.1
OG0000468	WP_096691123.1	WP_015197645.1
OG0000469	WP_096683937.1, WP_096694683.1	WP_015195875.1
OG0000470	WP_096686763.1, WP_096690145.1	WP_015196830.1
OG0000471	WP_096691416.1	WP_015196059.1
OG0000471	WP_096687246.1	WP_015198363.1, WP_015197896.1, WP_015195939.1, WP_015199389.1
OG0000472	WP_096694140.1, WP_096687688.1	WP_015197738.1
OG0000473	WP_096688773.1, WP_096690517.1, WP_096694418.1	WP_015198408.1
OG0000474	WP_096694340.1	WP_015200301.1
OG0000475	WP_096691182.1	WP_015197193.1
OG0000476	WP_096691180.1	WP_255348461.1
OG0000477	WP_096693511.1	WP_238993793.1, WP_015200253.1, WP_015200852.1, WP_015197920.1
OG0000479	WP_096694693.1, WP_096694405.1	WP_041739321.1
OG0000480	WP_096690605.1, WP_096691194.1	WP_015197207.1
OG0000482	WP_096689238.1	WP_015198466.1
OG0000483	WP_096690266.1, WP_096689174.1	WP_041739903.1
OG0000484	WP_096688417.1	WP_015200067.1
OG0000485	WP_096689746.1	WP_015196376.1
OG0000486	WP_096687625.1	WP_015200557.1
OG0000487	WP_096688564.1	WP_015199835.1
OG0000488	WP_096687792.1	WP_015195966.1
OG0000489	WP_096689615.1, WP_096689842.1	WP_015198634.1
OG0000490	WP_096684618.1	WP_015196695.1
OG0000491	WP_096689445.1	WP_015200007.1
OG0000492	WP_096687801.1	WP_015197394.1
OG0000493	WP_096685585.1	WP_041739869.1
OG0000494	WP_096693595.1, WP_096686997.1, WP_096689827.1	WP_015198162.1
OG0000495	WP_096685620.1	WP_015200031.1
OG0000497	WP_096688743.1	WP_015197042.1
OG0000498	WP_096688604.1	WP_041740351.1
OG0000502	WP_096692772.1, WP_096684419.1	WP_015199975.1
OG0000505	WP_096694239.1	WP_238993750.1
OG0000506	WP_096690993.1, WP_096684922.1, WP_096688287.1	WP_015200565.1
OG0000507	WP_096686379.1	WP_015197930.1
OG0000509	WP_096692362.1	WP_015197805.1
OG0000510	WP_096686905.1	WP_015198423.1
OG0000511	WP_096683873.1, WP_096694734.1	WP_015197718.1
OG0000512	WP_096693090.1, WP_096686753.1	WP_015198899.1
OG0000513	WP_096688556.1	WP_015196773.1, WP_015200539.1
OG0000514	WP_096685159.1	WP_041739397.1, WP_015201148.1, WP_051036644.1
OG0000515	WP_096692971.1	WP_015173935.1, WP_015197864.1
OG0000516	WP_096687238.1, WP_096685462.1	WP_015196015.1
OG0000517	WP_096687778.1	WP_015199820.1
OG0000519	WP_096691283.1, WP_096692554.1	WP_015199858.1
OG0000521	WP_096694557.1	WP_015196758.1
OG0000522	WP_096692264.1, WP_096687537.1	WP_158333182.1
OG0000523	WP_096694147.1	WP_015197396.1
OG0000525	WP_096694578.1	WP_015198167.1, WP_015198086.1
OG0000526	WP_096684241.1	WP_015173932.1
OG0000529	WP_096688924.1, WP_096688926.1	WP_015196821.1
OG0000532	WP_096692363.1	WP_015197806.1
OG0000537	WP_096691090.1, WP_096692607.1, WP_096691923.1	WP_015198076.1, WP_015198157.1
OG0000538	WP_096694871.1, WP_096691396.1	WP_015200407.1
OG0000540	WP_096695320.1, WP_096695273.1, WP_096694628.1	WP_015201137.1
OG0000543	WP_096693283.1, WP_096694316.1, WP_096690653.1	WP_015196399.1, WP_015196501.1
OG0000546	WP_096694870.1, WP_096695119.1, WP_096685503.1	WP_015173966.1
OG0000550	WP_096692434.1, WP_096689529.1	WP_015201120.1
OG0000551	WP_096689943.1, WP_096689952.1, WP_096694308.1, WP_096689949.1	WP_015198918.1
OG0000552	WP_096695069.1, WP_096695326.1, WP_096691906.1	WP_015199269.1
OG0000554	WP_019491444.1	WP_015199058.1
OG0000555	WP_096694272.1	WP_015196628.1
OG0000558	WP_096686430.1	WP_015199051.1
OG0000559	WP_096688426.1	WP_015199953.1
OG0000560	WP_096684588.1	WP_015197027.1
OG0000562	WP_096691086.1	WP_083866293.1
OG0000563	WP_096687172.1, WP_096688540.1	WP_015199599.1
OG0000564	WP_096693606.1	WP_051036640.1
OG0000565	WP_096693608.1	WP_015197839.1
OG0000566	WP_096692853.1	WP_015197143.1
OG0000567	WP_096690734.1	WP_015196892.1
OG0000568	WP_096688633.1	WP_015198132.1
OG0000568	WP_096689511.1	WP_015197630.1
OG0000570	WP_096692368.1	WP_015198065.1, WP_015197852.1
OG0000571	WP_096692031.1	WP_015199203.1
OG0000572	WP_096688233.1	WP_015197909.1
OG0000573	WP_096688283.1	WP_015196648.1
OG0000574	WP_096688615.1	WP_051036596.1, WP_015198725.1, WP_158333122.1
OG0000575	WP_096688756.1	WP_015200932.1
OG0000576	WP_096692754.1	WP_015197494.1
OG0000577	WP_096691136.1	WP_015199740.1
OG0000578	WP_096686103.1	WP_015198673.1
OG0000579	WP_096686082.1	WP_015197107.1
OG0000580	WP_096691216.1	WP_144051020.1
OG0000581	WP_096690880.1	WP_144051022.1
OG0000582	WP_096684464.1	WP_015197721.1
OG0000583	WP_096690138.1	WP_015196835.1
OG0000584	WP_096684024.1	WP_015197601.1
OG0000589	WP_096690358.1	WP_015199686.1
OG0000590	WP_096690061.1	WP_041740016.1
OG0000591	WP_096688990.1, WP_096692842.1	WP_015198920.1
OG0000592	WP_096688436.1	WP_015198386.1
OG0000595	WP_096692478.1	WP_015196359.1
OG0000596	WP_096684810.1	WP_015196575.1
OG0000597	WP_096686501.1	WP_015200423.1
OG0000598	WP_096693833.1, WP_096686583.1	WP_015199323.1
OG0000599	WP_096691674.1	WP_015200096.1
OG0000600	WP_096691740.1	WP_015200593.1
OG0000601	WP_096689584.1, WP_096689585.1	WP_041740747.1
OG0000602	WP_096689851.1	WP_015196792.1
OG0000603	WP_096690453.1	WP_015198858.1
OG0000604	WP_096690287.1	WP_015199638.1
OG0000605	WP_096691608.1	WP_015198756.1
OG0000606	WP_096685559.1, WP_096685575.1	WP_015200159.1
OG0000609	WP_096691253.1	WP_041740850.1, WP_041740462.1, WP_015198006.1
OG0000610	WP_096690340.1	WP_015197132.1
OG0000611	WP_096689717.1	WP_015200741.1
OG0000612	WP_096689599.1, WP_096684377.1	WP_144051000.1
OG0000613	WP_096693732.1, WP_096683762.1	WP_015199021.1
OG0000614	WP_096688867.1	WP_015199472.1
OG0000616	WP_096694718.1, WP_096684592.1	WP_015199163.1
OG0000617	WP_096686168.1	WP_015196690.1
OG0000621	WP_096690254.1	WP_015200307.1
OG0000622	WP_096693245.1	WP_015200970.1
OG0000623	WP_096691571.1	WP_015196686.1
OG0000624	WP_096694569.1, WP_096694471.1	WP_015196976.1
OG0000625	WP_096694716.1, WP_096690555.1	WP_015199925.1
OG0000626	WP_096691058.1	WP_015199895.1
OG0000627	WP_096687969.1, WP_096688595.1	WP_015197399.1
OG0000628	WP_096688601.1	WP_015197375.1
OG0000630	WP_096691813.1	WP_015195812.1
OG0000631	WP_096693424.1, WP_096692692.1	WP_015197505.1
OG0000632	WP_096693423.1	WP_015197502.1
OG0000633	WP_096691011.1	WP_015195805.1
OG0000634	WP_096694224.1	WP_015197095.1, WP_015196800.1
OG0000635	WP_096694136.1	WP_015195802.1
OG0000636	WP_096685221.1	WP_015201106.1
OG0000637	WP_096689604.1	WP_015196584.1
OG0000638	WP_096688908.1	WP_015196805.1
OG0000639	WP_096689503.1, WP_096692519.1	WP_015199730.1
OG0000640	WP_096688284.1	WP_015196646.1, WP_015200254.1
OG0000641	WP_096689302.1	WP_015198718.1
OG0000642	WP_096688851.1	WP_041739246.1
OG0000643	WP_096688451.1	WP_015199457.1
OG0000645	WP_096694238.1	WP_041738887.1
OG0000646	WP_096684750.1	WP_015199928.1
OG0000648	WP_096690602.1	WP_015198724.1
OG0000649	WP_096688570.1, WP_096692834.1	WP_015199862.1
OG0000650	WP_096693317.1	WP_015197361.1
OG0000651	WP_096693322.1	WP_015197654.1
OG0000652	WP_096694899.1, WP_096684134.1	WP_015200957.1
OG0000653	WP_096684469.1, WP_096688236.1	WP_015199526.1
OG0000654	WP_096690466.1	WP_015198539.1, WP_015173954.1
OG0000655	WP_096689633.1	WP_015197262.1
OG0000656	WP_096692988.1	WP_015196827.1
OG0000657	WP_096692646.1	WP_015196304.1
OG0000658	WP_096693977.1	WP_015200151.1
OG0000659	WP_096685830.1	WP_015200445.1
OG0000660	WP_096688153.1	WP_015198498.1
OG0000661	WP_096695361.1	WP_015198240.1, WP_015196126.1
OG0000662	WP_096684622.1	WP_015198805.1
OG0000663	WP_096690350.1	WP_015195782.1
OG0000664	WP_096694199.1, WP_096694198.1, WP_096690492.1	WP_015200627.1
OG0000665	WP_096688755.1	WP_015200933.1
OG0000666	WP_096691093.1	WP_085953323.1
OG0000667	WP_096687709.1, WP_096694166.1	WP_015195843.1
OG0000668	WP_096688863.1	WP_015199471.1
OG0000669	WP_096684146.1	WP_015199349.1
OG0000670	WP_096692840.1	WP_015196849.1
OG0000671	WP_096684201.1, WP_096684203.1	WP_015196153.1
OG0000672	WP_096692093.1	WP_015195801.1
OG0000675	WP_096689358.1, WP_096693042.1	WP_015199811.1
OG0000677	WP_096693605.1	WP_015197837.1
OG0000678	WP_096692964.1, WP_096690579.1	WP_015198062.1
OG0000684	WP_096694249.1, WP_096693518.1	WP_015198343.1
OG0000688	WP_096693541.1	WP_015199195.1
OG0000693	WP_096694378.1	WP_015196663.1, WP_015197760.1
OG0000694	WP_096686902.1	WP_015198434.1
OG0000696	WP_096688519.1	WP_015197977.1, WP_015198365.1
OG0000697	WP_096688518.1	WP_015197978.1, WP_015198366.1
OG0000698	WP_096688516.1	WP_015197979.1, WP_015198367.1
OG0000699	WP_096688515.1	WP_015197980.1, WP_015198368.1
OG0000700	WP_096688514.1	WP_015197981.1
OG0000701	WP_096688512.1	WP_015198371.1, WP_015197983.1
OG0000702	WP_096694878.1	WP_015198177.1
OG0000703	WP_096694879.1	WP_015198176.1
OG0000704	WP_096694882.1	WP_015198173.1
OG0000705	WP_096694820.1	WP_015197865.1
OG0000706	WP_096694875.1	WP_015198180.1
OG0000707	WP_096688241.1	WP_015198965.1
OG0000708	WP_096686838.1, WP_096694616.1	WP_238993729.1, WP_015198741.1
OG0000711	WP_096683758.1	WP_015196406.1, WP_015197432.1, WP_015197936.1, WP_015197943.1
OG0000712	WP_096688081.1, WP_096686117.1	WP_015198787.1
OG0000713	WP_096694669.1	WP_015198196.1
OG0000714	WP_096687783.1, WP_096689084.1	WP_015199132.1
OG0000716	WP_096689618.1, WP_096693532.1	WP_015198907.1
OG0000717	WP_096686450.1, WP_096690497.1	WP_015197097.1
OG0000719	WP_096688257.1, WP_096688349.1	WP_015197773.1
OG0000721	WP_096695062.1	WP_015173904.1
OG0000723	WP_096690052.1, WP_096689526.1, WP_096683741.1	WP_238993849.1
OG0000724	WP_096695207.1, WP_096695344.1, WP_096695265.1	WP_015173967.1
OG0000725	WP_096686726.1	WP_158333163.1
OG0000725	WP_096689630.1	WP_238993713.1
OG0000726	WP_096691612.1, WP_096684914.1	WP_015197339.1
OG0000729	WP_096693903.1	WP_015200046.1
OG0000731	WP_096684180.1	WP_015196134.1, WP_015197667.1, WP_015198005.1, WP_015196593.1, WP_015198846.1
OG0000733	WP_096689471.1	WP_015197942.1
OG0000733	WP_096689780.1, WP_096686936.1	WP_015197937.1
OG0000737	WP_096691891.1	WP_015198629.1
OG0000737	WP_096694526.1	WP_015200530.1
OG0000740	WP_096687547.1	WP_015196215.1
OG0000741	WP_096687603.1	WP_041740866.1
OG0000742	WP_096692131.1	WP_015200910.1
OG0000743	WP_096689607.1	WP_015196855.1
OG0000744	WP_096685938.1	WP_015198687.1
OG0000745	WP_096694017.1	WP_015198688.1
OG0000746	WP_096685940.1	WP_015198689.1
OG0000747	WP_096685942.1	WP_015198690.1
OG0000749	WP_096688452.1	WP_015197350.1
OG0000750	WP_096691660.1	WP_015196270.1, WP_015199184.1
OG0000751	WP_096691318.1	WP_015199211.1
OG0000752	WP_096685279.1	WP_238993820.1
OG0000753	WP_096684467.1	WP_015197702.1, WP_015196390.1
OG0000755	WP_096692578.1	WP_015201043.1
OG0000756	WP_096692509.1	WP_015198454.1
OG0000757	WP_096687508.1	WP_015199739.1
OG0000758	WP_096691176.1	WP_015196236.1
OG0000759	WP_096691178.1	WP_015196238.1
OG0000760	WP_096690133.1	WP_015200598.1
OG0000761	WP_096689320.1	WP_015196955.1
OG0000762	WP_096686300.1	WP_015196668.1
OG0000763	WP_096689111.1	WP_015198954.1
OG0000764	WP_096686426.1	WP_015200202.1
OG0000765	WP_096694448.1	WP_015199572.1
OG0000766	WP_096688402.1	WP_015199244.1
OG0000767	WP_096684452.1	WP_083866289.1
OG0000768	WP_096688769.1	WP_015198547.1
OG0000769	WP_096693993.1	WP_015197482.1
OG0000770	WP_096685989.1	WP_015196205.1
OG0000771	WP_096693000.1	WP_015199190.1
OG0000772	WP_096688538.1	WP_015199597.1
OG0000773	WP_096687598.1	WP_015199069.1
OG0000774	WP_096689682.1, WP_096689647.1	WP_015196426.1
OG0000775	WP_096690741.1	WP_015196607.1
OG0000776	WP_096689919.1	WP_015200913.1
OG0000777	WP_096688708.1	WP_015200272.1
OG0000778	WP_096688296.1	WP_144051063.1
OG0000779	WP_096694031.1	WP_015200395.1
OG0000780	WP_096692379.1	WP_015196526.1
OG0000781	WP_096687670.1	WP_015196268.1, WP_015198812.1
OG0000782	WP_096687469.1	WP_015197811.1
OG0000784	WP_096684170.1, WP_096683804.1	WP_015196405.1
OG0000785	WP_096686215.1	WP_015196358.1
OG0000786	WP_096689222.1	WP_015196340.1
OG0000787	WP_096689774.1	WP_015200542.1
OG0000788	WP_096692789.1	WP_015199196.1
OG0000789	WP_096684578.1	WP_015198524.1
OG0000790	WP_096686072.1	WP_015200982.1
OG0000791	WP_096686074.1	WP_015199026.1
OG0000792	WP_096684465.1	WP_015197698.1
OG0000793	WP_096688024.1	WP_015199136.1, WP_015196001.1
OG0000794	WP_096690558.1	WP_015195853.1
OG0000795	WP_096688745.1	WP_015197567.1
OG0000796	WP_096692870.1	WP_015197220.1
OG0000797	WP_096693701.1	WP_015196213.1
OG0000798	WP_096688192.1	WP_015196852.1
OG0000799	WP_096688898.1	WP_015199394.1
OG0000800	WP_096691665.1	WP_238993710.1
OG0000801	WP_096687461.1, WP_096687454.1	WP_015198779.1
OG0000802	WP_096687451.1	WP_015198778.1
OG0000803	WP_096686084.1	WP_015197108.1
OG0000804	WP_096683994.1	WP_015197359.1
OG0000805	WP_096692353.1	WP_015197674.1
OG0000806	WP_096685236.1	WP_015197679.1
OG0000807	WP_096692039.1	WP_015199206.1
OG0000808	WP_096685352.1	WP_015197185.1
OG0000809	WP_096692523.1	WP_015195825.1
OG0000811	WP_096688461.1	WP_015198766.1
OG0000813	WP_096684614.1	WP_015196894.1
OG0000820	WP_096690275.1	WP_015198578.1
OG0000821	WP_096689275.1	WP_041739029.1
OG0000822	WP_096690881.1	WP_015198026.1, WP_015197592.1
OG0000823	WP_096690882.1	WP_015197593.1
OG0000825	WP_096689571.1	WP_015197749.1
OG0000826	WP_096692641.1	WP_015197524.1
OG0000827	WP_096684690.1	WP_015196987.1
OG0000829	WP_096685866.1	WP_015199258.1
OG0000831	WP_096686531.1	WP_015199002.1
OG0000832	WP_096686513.1	WP_015197465.1
OG0000833	WP_096694313.1	WP_015199749.1, WP_015199750.1
OG0000834	WP_096690033.1	WP_015199746.1
OG0000835	WP_096694461.1	WP_015200634.1
OG0000836	WP_096691743.1	WP_015200629.1
OG0000837	WP_096691939.1	WP_015200711.1
OG0000838	WP_096690130.1	WP_015200795.1, WP_015198786.1
OG0000839	WP_096690463.1	WP_203225987.1
OG0000840	WP_096690461.1	WP_015199515.1
OG0000841	WP_096692992.1	WP_015198642.1
OG0000842	WP_096685535.1	WP_015200171.1
OG0000843	WP_096691489.1	WP_015197590.1
OG0000844	WP_096687524.1	WP_015196699.1
OG0000845	WP_096690372.1	WP_015198896.1, WP_015200259.1
OG0000846	WP_096689030.1	WP_015198614.1
OG0000847	WP_096689031.1	WP_015198613.1
OG0000848	WP_096689032.1	WP_041740605.1
OG0000849	WP_096689033.1	WP_015198611.1
OG0000850	WP_096691876.1	WP_041740700.1
OG0000851	WP_096694473.1	WP_015198963.1
OG0000852	WP_096687858.1	WP_015199949.1, WP_015196295.1
OG0000853	WP_096688217.1	WP_015200090.1
OG0000854	WP_096691255.1	WP_015199998.1
OG0000855	WP_096692626.1	WP_015200768.1
OG0000856	WP_096689029.1	WP_015198616.1
OG0000857	WP_096691822.1	WP_015199360.1
OG0000858	WP_096687749.1	WP_015198462.1
OG0000859	WP_096688792.1	WP_015199693.1
OG0000860	WP_096688778.1	WP_015196331.1
OG0000861	WP_096693726.1	WP_015199018.1
OG0000862	WP_096690841.1	WP_015201074.1
OG0000863	WP_096690855.1	WP_015201090.1
OG0000864	WP_096694241.1	WP_015199993.1
OG0000866	WP_096684883.1	WP_015195878.1
OG0000867	WP_096684879.1	WP_015195876.1
OG0000868	WP_096687636.1	WP_015199187.1
OG0000869	WP_096687503.1	WP_015200650.1
OG0000870	WP_096686170.1	WP_015196689.1
OG0000871	WP_096687691.1	WP_015199970.1
OG0000872	WP_096690615.1	WP_015200696.1, WP_015200834.1
OG0000873	WP_096694190.1	WP_238993727.1
OG0000874	WP_096688334.1	WP_041740859.1, WP_051036791.1
OG0000875	WP_096692075.1	WP_015200212.1
OG0000876	WP_096689732.1	WP_015197791.1
OG0000877	WP_096690255.1	WP_015200306.1
OG0000878	WP_096693251.1	WP_015200973.1
OG0000879	WP_096689792.1	WP_238993703.1
OG0000880	WP_096689452.1	WP_015197296.1
OG0000882	WP_096684812.1	WP_015196496.1
OG0000883	WP_096684652.1	WP_015199680.1
OG0000885	WP_096691862.1	WP_015196974.1
OG0000886	WP_096691842.1	WP_015199824.1
OG0000887	WP_096688355.1, WP_096685086.1	WP_015199640.1
OG0000888	WP_096693196.1	WP_015197280.1
OG0000889	WP_096692180.1	WP_015200849.1
OG0000890	WP_096686862.1	WP_015200356.1
OG0000891	WP_096688608.1	WP_015196401.1
OG0000892	WP_096688596.1	WP_015197397.1
OG0000893	WP_096693640.1	WP_015197562.1
OG0000896	WP_096689459.1	WP_015197589.1
OG0000897	WP_096690225.1	WP_015196795.1
OG0000899	WP_096691549.1	WP_015199246.1
OG0000900	WP_096692686.1	WP_015197510.1
OG0000901	WP_096692699.1	WP_015197519.1
OG0000903	WP_019494768.1	WP_015200135.1
OG0000904	WP_096690333.1	WP_015196337.1
OG0000905	WP_096692475.1, WP_096690157.1	WP_041740740.1
OG0000906	WP_096690769.1	WP_041740897.1
OG0000907	WP_096688435.1	WP_015198783.1
OG0000908	WP_096687771.1	WP_041740776.1
OG0000909	WP_096690744.1	WP_015197454.1
OG0000911	WP_096691496.1, WP_096694622.1	WP_015196382.1
OG0000912	WP_096688407.1	WP_015200059.1
OG0000914	WP_096693147.1	WP_015200454.1
OG0000915	WP_096692648.1	WP_015200457.1
OG0000916	WP_096694395.1	WP_015195917.1
OG0000917	WP_096694406.1	WP_015197576.1
OG0000918	WP_096689155.1	WP_015198509.1
OG0000919	WP_096692923.1	WP_015199702.1
OG0000920	WP_096691532.1	WP_041739071.1
OG0000921	WP_096688218.1	WP_015200091.1
OG0000922	WP_096694495.1	WP_015199344.1
OG0000923	WP_096690983.1	WP_015196557.1
OG0000924	WP_096684632.1	WP_015199451.1
OG0000925	WP_096692616.1	WP_015201052.1
OG0000926	WP_096693673.1	WP_015197034.1
OG0000927	WP_096687495.1	WP_015199842.1
OG0000928	WP_096689870.1	WP_015200848.1
OG0000929	WP_096688294.1	WP_015199616.1
OG0000930	WP_096694408.1	WP_083866326.1
OG0000931	WP_096689848.1	WP_015196375.1
OG0000932	WP_096688802.1	WP_015200590.1
OG0000933	WP_096694366.1	WP_015196490.1
OG0000934	WP_096690621.1	WP_015196595.1
OG0000935	WP_096692775.1	WP_015199352.1
OG0000936	WP_096692835.1, WP_096694501.1	WP_015199455.1
OG0000938	WP_096691302.1	WP_015197153.1
OG0000939	WP_019493182.1	WP_015198696.1
OG0000940	WP_096686686.1	WP_015197020.1
OG0000941	WP_096689674.1	WP_015197227.1
OG0000942	WP_096693320.1	WP_015197362.1
OG0000943	WP_096687621.1	WP_015195835.1
OG0000944	WP_096691524.1	WP_015197126.1
OG0000945	WP_096690541.1	WP_015198191.1
OG0000946	WP_096692497.1	WP_015200837.1
OG0000948	WP_096687841.1	WP_041740145.1
OG0000949	WP_096687288.1	WP_015200048.1
OG0000950	WP_096690693.1	WP_015196272.1, WP_041741245.1
OG0000951	WP_096691870.1	WP_015196982.1
OG0000952	WP_096692541.1	WP_015195932.1
OG0000953	WP_096685956.1	WP_015196199.1, WP_015197767.1
OG0000954	WP_096694530.1	WP_015199498.1
OG0000955	WP_096690887.1	WP_015200408.1, WP_015199644.1
OG0000956	WP_096687300.1	WP_015199854.1
OG0000957	WP_096687298.1	WP_015199853.1
OG0000958	WP_096686398.1	WP_015199248.1, WP_015198362.1
OG0000959	WP_096689914.1	WP_015200885.1
OG0000960	WP_096691142.1	WP_015198503.1, WP_083866316.1
OG0000962	WP_096685934.1	WP_015198685.1
OG0000966	WP_096692665.1	WP_015197358.1, WP_015200388.1
OG0000967	WP_096685523.1	WP_041740371.1
OG0000968	WP_096690435.1	WP_015196243.1
OG0000969	WP_096685491.1	WP_015200490.1
OG0000970	WP_096693485.1	WP_015196282.1
OG0000971	WP_096694376.1	WP_015198589.1
OG0000972	WP_096689237.1	WP_015198465.1
OG0000973	WP_096689389.1	WP_041740663.1
OG0000974	WP_096692405.1	WP_041740830.1
OG0000975	WP_096694341.1	WP_015200285.1
OG0000977	WP_096689737.1	WP_015196494.1
OG0000978	WP_096690232.1	WP_015196874.1
OG0000979	WP_096690989.1	WP_015200121.1, WP_015200192.1
OG0000980	WP_096685846.1	WP_015197426.1
OG0000981	WP_096694435.1	WP_015199090.1
OG0000982	WP_096687664.1	WP_015200474.1
OG0000983	WP_096692473.1	WP_238993733.1
OG0000984	WP_096693024.1	WP_015199896.1
OG0000986	WP_096691181.1	WP_015197192.1
OG0000987	WP_096688597.1	WP_015197379.1
OG0000988	WP_096686086.1	WP_015197109.1
OG0000989	WP_096690462.1	WP_203225930.1
OG0000990	WP_096690111.1	WP_015199037.1
OG0000992	WP_096691812.1	WP_015195811.1
OG0000993	WP_096684441.1, WP_096684418.1	WP_015196334.1
OG0000995	WP_096685180.1	WP_015195887.1
OG0000996	WP_096684566.1	WP_015197934.1, WP_015195957.1, WP_015199254.1
OG0000997	WP_096693621.1	WP_015196505.1
OG0000998	WP_096684480.1	WP_015196411.1
OG0000999	WP_096683761.1	WP_015199983.1
OG0001000	WP_096692836.1, WP_096692345.1	WP_015199456.1
OG0001003	WP_096689034.1	WP_015198610.1
OG0001004	WP_096683826.1	WP_015199626.1
OG0001005	WP_096690129.1	WP_015200796.1
OG0001006	WP_096692811.1	WP_015197178.1
OG0001007	WP_096686805.1	WP_041739255.1
OG0001008	WP_096688844.1	WP_015200382.1
OG0001009	WP_096690651.1	WP_015200188.1
OG0001010	WP_096694575.1	WP_041738981.1
OG0001011	WP_096694419.1	WP_015199759.1
OG0001012	WP_096693969.1	WP_015201024.1
OG0001013	WP_096691712.1	WP_015196767.1
OG0001014	WP_096691506.1	WP_041739345.1, WP_015198108.1, WP_015197995.1
OG0001015	WP_096690590.1	WP_015196484.1
OG0001016	WP_096688532.1	WP_051036706.1
OG0001017	WP_096694015.1	WP_015198684.1
OG0001018	WP_096690547.1	WP_015198457.1, WP_015199034.1, WP_015198505.1
OG0001019	WP_096693285.1	WP_041739803.1
OG0001020	WP_096688808.1	WP_041739768.1
OG0001021	WP_096688077.1, WP_096687992.1, WP_096688825.1	WP_015198160.1
OG0001023	WP_096690794.1, WP_096690795.1	WP_015199444.1
OG0001027	WP_096686742.1, WP_096684604.1	WP_015198822.1
OG0001033	WP_096694131.1	WP_015196928.1
OG0001034	WP_096690527.1	WP_015198128.1, WP_015197916.1
OG0001035	WP_096694165.1	WP_015197442.1
OG0001037	WP_096691042.1	WP_015200438.1
OG0001037	WP_096689759.1	WP_015201031.1
OG0001040	WP_096694721.1, WP_096684457.1	WP_015200709.1
OG0001041	WP_096694722.1, WP_096684456.1	WP_015200710.1
OG0001045	WP_096692855.1	WP_015197145.1
OG0001046	WP_096684939.1	WP_015197408.1
OG0001047	WP_096690596.1	WP_015195948.1
OG0001051	WP_096691793.1, WP_096684391.1	WP_015199259.1
OG0001055	WP_096689944.1	WP_015201006.1
OG0001061	WP_096694652.1, WP_096690540.1	WP_015198193.1
OG0001062	WP_096683727.1, WP_096691008.1, WP_096690434.1	WP_015200256.1
OG0001065	WP_096688919.1	WP_015196816.1
OG0001067	WP_096687214.1	WP_015198674.1
OG0001068	WP_096692669.1, WP_096683821.1	WP_015199137.1
