Orthogroup	NIES-4105	336-3
OG0000447	WP_096691055.1, WP_096687532.1	WP_035153233.1
OG0000448	WP_096691678.1	WP_035158111.1, WP_035153357.1
OG0000449	WP_096690363.1, WP_096687784.1	WP_035153429.1
OG0000450	WP_096691104.1	WP_035153724.1
OG0000451	WP_096690457.1, WP_096692602.1	WP_035153734.1
OG0000452	WP_096690455.1	WP_035153737.1
OG0000454	WP_096690148.1	WP_035153924.1
OG0000455	WP_096684440.1, WP_096690566.1	WP_035153980.1
OG0000456	WP_096689574.1, WP_096690236.1, WP_096683905.1	WP_035153994.1
OG0000457	WP_096684936.1	WP_035157017.1
OG0000458	WP_096693480.1	WP_035154037.1
OG0000459	WP_096691340.1	WP_035154110.1
OG0000460	WP_096690819.1	WP_035154203.1
OG0000461	WP_096690818.1	WP_035154206.1
OG0000462	WP_096684533.1, WP_096688860.1	WP_035154211.1
OG0000463	WP_096687196.1	WP_035154404.1
OG0000464	WP_096687194.1	WP_035154407.1
OG0000465	WP_096687192.1	WP_035154409.1
OG0000466	WP_096687118.1	WP_035154413.1
OG0000467	WP_096686478.1, WP_096690848.1	WP_035154473.1
OG0000468	WP_096691123.1	WP_035154554.1
OG0000469	WP_096683937.1, WP_096694683.1	WP_035154566.1
OG0000470	WP_096686763.1, WP_096690145.1	WP_035154595.1
OG0000471	WP_096691416.1, WP_096687246.1	WP_035154623.1
OG0000472	WP_096694140.1, WP_096687688.1	WP_035154663.1
OG0000473	WP_096688773.1, WP_096690517.1, WP_096694418.1	WP_035154823.1
OG0000474	WP_096694340.1	WP_035155043.1
OG0000475	WP_096691182.1	WP_035155390.1
OG0000476	WP_096691180.1	WP_035155391.1
OG0000477	WP_096693511.1	WP_035155407.1
OG0000478	WP_096689485.1	WP_035157481.1
OG0000478	WP_096692832.1	WP_035155443.1
OG0000479	WP_096694693.1, WP_096694405.1	WP_035155635.1
OG0000480	WP_096690605.1, WP_096691194.1	WP_035155665.1
OG0000481	WP_096683988.1, WP_096694702.1	WP_035155690.1
OG0000482	WP_096689238.1, WP_096692571.1	WP_035156003.1
OG0000483	WP_096690266.1, WP_096689174.1	WP_035156345.1
OG0000484	WP_096694303.1, WP_096688417.1	WP_035156588.1
OG0000485	WP_096689746.1	WP_035157290.1
OG0000486	WP_096687625.1, WP_096687626.1	WP_035157784.1
OG0000487	WP_096688564.1	WP_035157850.1
OG0000488	WP_096687792.1, WP_096688239.1	WP_035157988.1
OG0000489	WP_096689615.1, WP_096689842.1	WP_035158015.1
OG0000490	WP_096684618.1, WP_096686480.1, WP_096684476.1	WP_035158079.1
OG0000491	WP_096689445.1, WP_096687980.1	WP_035158124.1
OG0000492	WP_096687801.1	WP_035158799.1
OG0000493	WP_096685585.1	WP_035159065.1
OG0000494	WP_096693595.1, WP_096686997.1, WP_096689827.1	WP_035159108.1
OG0000495	WP_096685620.1, WP_096684798.1	WP_035159514.1
OG0000496	WP_096692359.1, WP_096693191.1, WP_096693190.1	WP_046814735.1
OG0000497	WP_096688743.1	WP_046814816.1
OG0000498	WP_096688604.1	WP_046814866.1
OG0000500	WP_096684451.1	WP_052754351.1
OG0000501	WP_096692209.1	WP_052754486.1
OG0000502	WP_096692772.1, WP_096684419.1	WP_082127267.1
OG0000503	WP_096693889.1, WP_096693890.1, WP_096693896.1	WP_144415985.1
OG0000504	WP_096684358.1, WP_096684214.1	WP_144416036.1
OG0000505	WP_096694239.1	WP_144416084.1, WP_201782715.1
OG0000506	WP_096690993.1, WP_096684922.1, WP_096688287.1	WP_168163516.1
OG0000507	WP_096686379.1, WP_096684829.1, WP_096690788.1	WP_238178441.1
OG0000508	WP_096683910.1, WP_096695307.1	WP_256388872.1
OG0000554	WP_019491444.1	WP_008226419.1, WP_035156706.1
OG0000555	WP_096694272.1	WP_035148948.1
OG0000556	WP_096690988.1, WP_096685734.1	WP_035149096.1
OG0000557	WP_096684372.1, WP_096687740.1	WP_035149158.1
OG0000558	WP_096686430.1	WP_035149463.1
OG0000559	WP_096688426.1	WP_035149594.1
OG0000560	WP_096684588.1	WP_035149611.1
OG0000561	WP_096689500.1, WP_096692194.1	WP_035149623.1
OG0000562	WP_096689838.1	WP_035149724.1
OG0000563	WP_096687172.1, WP_096688540.1	WP_035149766.1
OG0000564	WP_096693606.1	WP_035149799.1
OG0000565	WP_096693608.1	WP_035149802.1
OG0000566	WP_096692853.1	WP_035150649.1
OG0000567	WP_096690734.1	WP_035150155.1
OG0000568	WP_096688633.1, WP_096689511.1	WP_035150187.1
OG0000569	WP_096693979.1, WP_096691422.1	WP_035150386.1
OG0000570	WP_096692368.1	WP_035150492.1, WP_144416014.1
OG0000571	WP_096692031.1	WP_035151249.1, WP_082127345.1, WP_035150548.1
OG0000572	WP_096688233.1	WP_035150622.1
OG0000573	WP_096688283.1	WP_035150656.1
OG0000574	WP_096688615.1	WP_035150701.1
OG0000575	WP_096688756.1	WP_035150804.1
OG0000576	WP_096692754.1	WP_035150903.1
OG0000577	WP_096691136.1	WP_035151014.1
OG0000578	WP_096686103.1	WP_035151069.1
OG0000579	WP_096686082.1	WP_035151174.1
OG0000580	WP_096691216.1	WP_035151202.1, WP_035152749.1, WP_238178369.1
OG0000581	WP_096690880.1	WP_035151337.1
OG0000582	WP_096684464.1	WP_035151606.1
OG0000583	WP_096690138.1	WP_035153948.1, WP_035156166.1, WP_035151701.1
OG0000584	WP_096684024.1	WP_035155835.1
OG0000588	WP_096685602.1	WP_035152202.1, WP_035152199.1, WP_035152141.1
OG0000589	WP_096690358.1	WP_035158892.1, WP_035152154.1
OG0000590	WP_096690061.1	WP_035153266.1
OG0000591	WP_096688990.1	WP_035152473.1
OG0000592	WP_096688436.1	WP_238178462.1, WP_035152496.1, WP_238178461.1
OG0000593	WP_096695074.1, WP_096686039.1, WP_096694170.1	WP_035152599.1
OG0000594	WP_096688254.1	WP_035152723.1
OG0000595	WP_096692478.1	WP_035152838.1
OG0000596	WP_096684810.1	WP_035157036.1, WP_035152969.1
OG0000597	WP_096686501.1	WP_035153235.1
OG0000598	WP_096693833.1, WP_096686583.1	WP_035153298.1
OG0000599	WP_096691674.1	WP_035153361.1
OG0000600	WP_096691740.1	WP_035153411.1
OG0000601	WP_096689584.1, WP_096689585.1	WP_035153636.1, WP_035157277.1
OG0000602	WP_096689851.1	WP_035153651.1
OG0000603	WP_096690453.1, WP_096694895.1	WP_035153742.1
OG0000604	WP_096690287.1	WP_035153791.1
OG0000605	WP_096691608.1	WP_035153856.1
OG0000606	WP_096685559.1, WP_096685575.1	WP_035154062.1
OG0000607	WP_096693975.1	WP_035154063.1
OG0000608	WP_096693649.1, WP_096688763.1	WP_035154081.1
OG0000609	WP_096691253.1	WP_035154156.1
OG0000610	WP_096690340.1	WP_035154636.1, WP_035154208.1
OG0000611	WP_096689717.1	WP_035154257.1
OG0000612	WP_096689599.1, WP_096684377.1	WP_035154266.1
OG0000613	WP_096693732.1, WP_096683762.1	WP_035154393.1
OG0000614	WP_096688867.1	WP_035154527.1
OG0000615	WP_096691570.1	WP_035154531.1
OG0000616	WP_096694718.1, WP_096684592.1	WP_035154557.1
OG0000617	WP_096686168.1	WP_035154643.1
OG0000618	WP_096684461.1, WP_096687110.1	WP_201782714.1, WP_035154649.1
OG0000619	WP_096691106.1, WP_096691308.1	WP_035154664.1
OG0000620	WP_096685183.1, WP_096691730.1	WP_035154928.1
OG0000621	WP_096690254.1	WP_035155031.1
OG0000622	WP_096693245.1	WP_052754539.1, WP_035155064.1
OG0000623	WP_096691571.1	WP_035155158.1
OG0000624	WP_096694569.1, WP_096694471.1	WP_035155276.1
OG0000625	WP_096694716.1, WP_096690555.1	WP_035155293.1
OG0000626	WP_096691058.1	WP_035155501.1
OG0000627	WP_096687969.1, WP_096688595.1	WP_035155544.1
OG0000628	WP_096688601.1	WP_035155564.1
OG0000629	WP_096684149.1	WP_035155734.1
OG0000630	WP_096691813.1	WP_035155861.1
OG0000631	WP_096693424.1	WP_035156007.1
OG0000632	WP_096693423.1, WP_096692696.1	WP_035156017.1
OG0000633	WP_096691011.1	WP_035156056.1
OG0000634	WP_096694224.1	WP_035156064.1
OG0000635	WP_096694136.1	WP_035159375.1
OG0000636	WP_096685221.1, WP_096684769.1	WP_035156263.1
OG0000637	WP_096689604.1	WP_035156361.1
OG0000638	WP_096688908.1	WP_035156380.1
OG0000639	WP_096689503.1, WP_096692519.1	WP_035156498.1
OG0000640	WP_096688284.1	WP_035156619.1
OG0000641	WP_096689302.1	WP_035156660.1
OG0000642	WP_096688851.1, WP_096693188.1	WP_035156682.1
OG0000643	WP_096688451.1	WP_035156796.1
OG0000646	WP_096694710.1, WP_096684750.1	WP_035157119.1
OG0000647	WP_096692763.1, WP_096694050.1	WP_035157204.1
OG0000649	WP_096688570.1, WP_096692834.1	WP_035157550.1
OG0000650	WP_096693317.1	WP_035157721.1
OG0000651	WP_096693322.1	WP_035157725.1
OG0000652	WP_096694899.1, WP_096684134.1	WP_035157744.1
OG0000653	WP_096684469.1, WP_096688236.1	WP_035157975.1
OG0000654	WP_096690466.1	WP_035158171.1
OG0000655	WP_096689633.1	WP_035158298.1
OG0000656	WP_096692988.1	WP_035158427.1
OG0000657	WP_096692646.1	WP_035158471.1
OG0000658	WP_096693977.1	WP_035158886.1
OG0000659	WP_096685830.1	WP_035159183.1
OG0000660	WP_096693710.1	WP_035159651.1
OG0000661	WP_096695361.1	WP_035159837.1, WP_052754566.1
OG0000662	WP_096684622.1	WP_046814747.1
OG0000663	WP_096690350.1	WP_201782634.1
OG0000664	WP_096694199.1, WP_096694198.1, WP_096690492.1	WP_052754442.1
OG0000665	WP_096688755.1	WP_082127264.1
OG0000666	WP_096691093.1	WP_082127292.1
OG0000667	WP_096687709.1, WP_096694166.1	WP_144415971.1
OG0000668	WP_096688863.1	WP_144416044.1
OG0000669	WP_096684146.1	WP_144416120.1
OG0000670	WP_096688314.1, WP_096692840.1	WP_168163489.1
OG0000671	WP_096684201.1, WP_096684203.1	WP_201782683.1
OG0000672	WP_096692093.1	WP_238178384.1
OG0000674	WP_096693899.1, WP_096689982.1	WP_238178478.1
OG0000675	WP_096689358.1, WP_096693042.1	WP_238178486.1
OG0000676	WP_096687106.1	WP_238178540.1
OG0000677	WP_096693605.1	WP_238178546.1
OG0000678	WP_096692964.1, WP_096690579.1	WP_256388869.1
OG0000740	WP_096687547.1	WP_035148859.1
OG0000741	WP_096687603.1	WP_035148871.1
OG0000742	WP_096692131.1	WP_035148894.1
OG0000743	WP_096689607.1	WP_035148951.1
OG0000744	WP_096685938.1	WP_035148965.1
OG0000745	WP_096694017.1	WP_035148967.1
OG0000746	WP_096685940.1	WP_035148968.1
OG0000747	WP_096685942.1	WP_035148971.1
OG0000749	WP_096688452.1	WP_035149038.1
OG0000750	WP_096691660.1	WP_035149061.1
OG0000751	WP_096691318.1	WP_035149090.1
OG0000752	WP_096685279.1	WP_035149115.1
OG0000753	WP_096684467.1	WP_035149116.1
OG0000754	WP_096683963.1, WP_096690019.1	WP_035149160.1
OG0000755	WP_096692578.1	WP_035149179.1
OG0000756	WP_096692509.1	WP_035149269.1
OG0000757	WP_096687508.1	WP_035149294.1
OG0000758	WP_096691176.1	WP_035149310.1, WP_035155249.1
OG0000759	WP_096691178.1	WP_035149312.1
OG0000760	WP_096690133.1	WP_035153435.1, WP_035149372.1
OG0000761	WP_096689320.1	WP_035149382.1
OG0000762	WP_096686300.1	WP_035149425.1
OG0000763	WP_096689111.1	WP_035149451.1
OG0000764	WP_096686426.1	WP_035149460.1
OG0000765	WP_096694448.1	WP_035149496.1
OG0000766	WP_096688402.1	WP_035149613.1
OG0000767	WP_096684452.1, WP_096684104.1	WP_035149616.1
OG0000768	WP_096688769.1	WP_035149652.1
OG0000769	WP_096693993.1	WP_035149685.1
OG0000770	WP_096685989.1	WP_035149750.1
OG0000771	WP_096693000.1	WP_035149756.1
OG0000772	WP_096688538.1, WP_096694175.1	WP_035149774.1
OG0000773	WP_096687598.1	WP_035149878.1, WP_035157793.1
OG0000774	WP_096689682.1, WP_096689647.1	WP_035149991.1
OG0000775	WP_096690741.1	WP_035150139.1
OG0000776	WP_096689919.1	WP_035150229.1
OG0000777	WP_096688708.1	WP_035150346.1
OG0000778	WP_096688296.1	WP_035150354.1
OG0000779	WP_096694031.1	WP_035151120.1, WP_035150401.1
OG0000780	WP_096692379.1	WP_035150455.1
OG0000781	WP_096687670.1	WP_035150482.1
OG0000782	WP_096687469.1	WP_035150517.1
OG0000784	WP_096684170.1, WP_096683804.1	WP_035150535.1
OG0000785	WP_096686215.1	WP_035150562.1
OG0000786	WP_096689222.1	WP_035150588.1
OG0000787	WP_096689774.1	WP_035150706.1, WP_035152241.1
OG0000788	WP_096692789.1	WP_035150715.1
OG0000789	WP_096684578.1	WP_052754415.1, WP_035150717.1
OG0000790	WP_096686072.1	WP_035150741.1
OG0000791	WP_096686074.1	WP_035150745.1
OG0000792	WP_096684465.1	WP_035152768.1, WP_035150748.1
OG0000793	WP_096688024.1	WP_035150776.1
OG0000794	WP_096690558.1	WP_035150796.1
OG0000795	WP_096688745.1	WP_035150799.1, WP_035157451.1, WP_035158193.1, WP_046814820.1, WP_035152924.1
OG0000796	WP_096692870.1	WP_035150860.1
OG0000797	WP_096693701.1	WP_035150862.1, WP_035152615.1
OG0000798	WP_096688192.1	WP_035150963.1
OG0000799	WP_096688898.1	WP_035157605.1, WP_035151019.1
OG0000800	WP_096691665.1	WP_035151035.1
OG0000801	WP_096687461.1, WP_096687454.1	WP_035151046.1
OG0000802	WP_096687451.1	WP_035151084.1
OG0000803	WP_096686084.1	WP_035151177.1
OG0000804	WP_096683994.1	WP_035151198.1
OG0000805	WP_096692353.1	WP_035151211.1
OG0000806	WP_096685236.1	WP_035151229.1
OG0000807	WP_096692039.1	WP_035151256.1, WP_035158890.1
OG0000808	WP_096685352.1	WP_035151286.1
OG0000809	WP_096692523.1	WP_035151357.1
OG0000810	WP_096687528.1, WP_096683919.1	WP_035151367.1
OG0000811	WP_096688461.1	WP_035151487.1
OG0000812	WP_096684489.1, WP_096693029.1	WP_035151542.1
OG0000813	WP_096684614.1	WP_168163502.1
OG0000819	WP_096687112.1, WP_096695113.1	WP_035152120.1
OG0000820	WP_096690275.1	WP_035152148.1, WP_144416068.1
OG0000821	WP_096689275.1	WP_035152515.1
OG0000822	WP_096690881.1	WP_035152558.1
OG0000823	WP_096690882.1	WP_035152561.1
OG0000824	WP_096692135.1	WP_035152809.1
OG0000826	WP_096692641.1	WP_035153002.1
OG0000827	WP_096684690.1	WP_035153008.1
OG0000828	WP_096689841.1, WP_096692105.1	WP_035153039.1
OG0000829	WP_096685866.1	WP_035153075.1
OG0000830	WP_096691978.1, WP_096684499.1, WP_096688421.1	WP_035153157.1
OG0000831	WP_096686531.1	WP_035159255.1, WP_035153200.1
OG0000832	WP_096686513.1	WP_035153217.1, WP_035159598.1
OG0000833	WP_096694313.1	WP_035153318.1
OG0000834	WP_096690033.1	WP_035153322.1
OG0000835	WP_096694461.1	WP_035153393.1, WP_082127257.1
OG0000836	WP_096691743.1	WP_035153405.1
OG0000837	WP_096691939.1	WP_035153418.1
OG0000838	WP_096690130.1	WP_035153448.1
OG0000839	WP_096690463.1	WP_035153558.1
OG0000840	WP_096690461.1	WP_035153562.1
OG0000841	WP_096692992.1	WP_035153565.1
OG0000842	WP_096685535.1	WP_035153579.1
OG0000843	WP_096691489.1	WP_035153620.1, WP_035159337.1
OG0000844	WP_096687524.1	WP_035153630.1, WP_144416048.1
OG0000845	WP_096690372.1	WP_035153726.1
OG0000846	WP_096689030.1	WP_035153797.1
OG0000847	WP_096689031.1	WP_035153799.1
OG0000848	WP_096689032.1	WP_035153801.1
OG0000849	WP_096689033.1	WP_035153803.1
OG0000850	WP_096691876.1	WP_035153888.1
OG0000851	WP_096694473.1	WP_035153890.1
OG0000852	WP_096687858.1	WP_035154077.1
OG0000853	WP_096688217.1	WP_035154085.1
OG0000854	WP_096691255.1	WP_035154119.1
OG0000855	WP_096692626.1	WP_035154168.1
OG0000856	WP_096689029.1	WP_035154201.1
OG0000857	WP_096691822.1	WP_035154215.1
OG0000858	WP_096687749.1	WP_035154222.1
OG0000859	WP_096688792.1	WP_035154251.1
OG0000860	WP_096688778.1	WP_035154333.1
OG0000861	WP_096693726.1	WP_035154387.1
OG0000862	WP_096690841.1	WP_035154462.1
OG0000863	WP_096690855.1	WP_035154486.1
OG0000864	WP_096694241.1	WP_035154517.1
OG0000865	WP_096691565.1	WP_035154533.1
OG0000866	WP_096684883.1	WP_035154562.1
OG0000867	WP_096684879.1	WP_035154565.1
OG0000868	WP_096687636.1	WP_035154569.1
OG0000869	WP_096687503.1	WP_035154614.1
OG0000870	WP_096686170.1	WP_035154644.1
OG0000871	WP_096687691.1	WP_035154660.1
OG0000872	WP_096690615.1	WP_035154665.1
OG0000873	WP_096694190.1	WP_035154683.1, WP_035156593.1
OG0000874	WP_096688334.1	WP_035154714.1
OG0000875	WP_096692075.1	WP_035154785.1
OG0000876	WP_096689732.1	WP_035154983.1, WP_052754521.1
OG0000877	WP_096690255.1	WP_035155034.1
OG0000878	WP_096693251.1	WP_035155075.1
OG0000879	WP_096689792.1	WP_035155177.1
OG0000880	WP_096689452.1	WP_256388850.1, WP_035155188.1
OG0000881	WP_096687122.1, WP_096694256.1	WP_035155210.1
OG0000882	WP_096684812.1	WP_035155228.1
OG0000883	WP_096684652.1	WP_035155242.1
OG0000884	WP_096688857.1	WP_082127308.1
OG0000885	WP_096691862.1	WP_052754513.1, WP_035155280.1
OG0000886	WP_096691842.1	WP_035155311.1
OG0000887	WP_096688355.1, WP_096685086.1	WP_035155333.1
OG0000888	WP_096693196.1	WP_035157861.1, WP_035155356.1
OG0000889	WP_096692180.1	WP_035155366.1
OG0000890	WP_096686862.1	WP_035155438.1
OG0000891	WP_096688608.1	WP_035155454.1
OG0000892	WP_096688596.1	WP_035155552.1
OG0000893	WP_096693640.1	WP_035155584.1
OG0000894	WP_096683986.1	WP_035155685.1
OG0000895	WP_096683989.1	WP_035155692.1
OG0000896	WP_096689459.1	WP_035155768.1
OG0000897	WP_096690225.1	WP_035155788.1
OG0000898	WP_096689040.1	WP_035155870.1
OG0000899	WP_096691549.1	WP_035155874.1
OG0000900	WP_096692686.1	WP_035155998.1
OG0000901	WP_096692699.1	WP_035156026.1
OG0000902	WP_096686593.1	WP_035156178.1
OG0000903	WP_019494768.1	WP_035156206.1
OG0000904	WP_096689449.1, WP_096690333.1	WP_035156239.1
OG0000905	WP_096692475.1, WP_096690157.1	WP_035156279.1
OG0000906	WP_096690769.1	WP_035156364.1
OG0000907	WP_096688435.1	WP_035156396.1
OG0000908	WP_096687771.1	WP_035156414.1, WP_035157254.1
OG0000909	WP_096690744.1	WP_035156423.1
OG0000910	WP_096693498.1, WP_096690950.1	WP_035156428.1
OG0000911	WP_096691496.1, WP_096694622.1	WP_035156487.1
OG0000912	WP_096688407.1	WP_035156600.1
OG0000913	WP_096689366.1	WP_035156658.1
OG0000914	WP_096693147.1	WP_035156773.1
OG0000915	WP_096692648.1	WP_035156779.1
OG0000916	WP_096694395.1	WP_035156850.1
OG0000917	WP_096694406.1	WP_035157044.1, WP_035156866.1
OG0000918	WP_096689155.1	WP_035156871.1
OG0000919	WP_096692923.1	WP_035156873.1
OG0000920	WP_096691532.1	WP_035156896.1
OG0000921	WP_096688218.1	WP_035156901.1
OG0000922	WP_096694495.1	WP_035156917.1
OG0000923	WP_096690983.1	WP_035156959.1
OG0000924	WP_096684632.1	WP_035157021.1
OG0000925	WP_096692616.1	WP_035157067.1
OG0000926	WP_096693673.1	WP_035157078.1
OG0000927	WP_096687495.1	WP_035157221.1
OG0000928	WP_096689870.1	WP_035157235.1, WP_238178452.1
OG0000929	WP_096688294.1	WP_035157264.1
OG0000930	WP_096694408.1	WP_035157284.1, WP_238178503.1
OG0000931	WP_096689848.1	WP_035157287.1
OG0000932	WP_096688802.1	WP_035157837.1, WP_035157351.1
OG0000933	WP_096694366.1	WP_035157456.1
OG0000934	WP_096690621.1	WP_035157464.1
OG0000935	WP_096692775.1	WP_035157534.1
OG0000936	WP_096692835.1, WP_096694501.1	WP_035157549.1
OG0000937	WP_096694013.1	WP_035157570.1
OG0000938	WP_096691302.1	WP_035157654.1
OG0000939	WP_019493182.1	WP_035157687.1
OG0000940	WP_096686686.1	WP_035157692.1
OG0000941	WP_096689674.1	WP_035157694.1
OG0000942	WP_096693320.1	WP_035157723.1
OG0000943	WP_096687621.1	WP_035157727.1
OG0000945	WP_096690541.1	WP_035157787.1
OG0000946	WP_096692497.1	WP_035157806.1
OG0000947	WP_096694145.1	WP_035157973.1
OG0000948	WP_096687841.1	WP_035158000.1
OG0000949	WP_096687288.1	WP_035158057.1
OG0000950	WP_096690693.1	WP_035158070.1
OG0000951	WP_096691870.1	WP_035158073.1
OG0000952	WP_096692541.1	WP_035159828.1
OG0000953	WP_096685956.1	WP_035158119.1
OG0000954	WP_096694530.1, WP_096684017.1	WP_035158126.1
OG0000955	WP_096690887.1	WP_035158141.1
OG0000956	WP_096687300.1	WP_035158147.1
OG0000957	WP_096687298.1	WP_035158148.1
OG0000958	WP_096686398.1	WP_035158160.1, WP_082127306.1
OG0000959	WP_096689914.1	WP_035158191.1
OG0000960	WP_096691142.1	WP_035158210.1
OG0000961	WP_096685182.1	WP_035158216.1
OG0000962	WP_096685934.1	WP_035158238.1
OG0000963	WP_096684450.1	WP_035158262.1
OG0000964	WP_096684439.1, WP_096687954.1	WP_035158268.1
OG0000965	WP_096688044.1, WP_096692577.1	WP_035158270.1
OG0000966	WP_096692665.1	WP_035158305.1
OG0000967	WP_096685523.1	WP_046814821.1, WP_035158330.1
OG0000968	WP_096690435.1	WP_035158922.1
OG0000969	WP_096685491.1	WP_035159028.1
OG0000970	WP_096693485.1	WP_035159061.1
OG0000971	WP_096694376.1	WP_035159069.1
OG0000972	WP_096689237.1, WP_096691824.1	WP_035159173.1
OG0000973	WP_096689389.1	WP_035159197.1
OG0000974	WP_096692405.1	WP_035159222.1
OG0000975	WP_096694341.1	WP_035159425.1
OG0000976	WP_096687862.1, WP_096687714.1	WP_035159443.1
OG0000977	WP_096689737.1	WP_035159519.1
OG0000978	WP_096690232.1	WP_035159602.1
OG0000979	WP_096690989.1	WP_035159833.1
OG0000980	WP_096685846.1	WP_046814676.1
OG0000981	WP_096694435.1	WP_046814689.1
OG0000982	WP_096687664.1	WP_144415973.1, WP_046814707.1
OG0000983	WP_096692473.1	WP_046814745.1
OG0000984	WP_096693024.1	WP_046814746.1
OG0000986	WP_096691181.1	WP_046814859.1
OG0000987	WP_096688597.1	WP_046814865.1
OG0000989	WP_096690462.1	WP_046815003.1
OG0000990	WP_096690111.1	WP_046815013.1
OG0000992	WP_096691812.1	WP_238178370.1, WP_052754377.1
OG0000993	WP_096684441.1, WP_096684418.1	WP_052754388.1
OG0000994	WP_096683795.1	WP_052754413.1
OG0000995	WP_096685180.1	WP_052754427.1
OG0000996	WP_096684566.1	WP_052754438.1
OG0000997	WP_096693621.1	WP_052754484.1
OG0000998	WP_096684480.1	WP_052754514.1
OG0000999	WP_096683761.1	WP_052754523.1
OG0001000	WP_096692836.1, WP_096692345.1	WP_052754530.1
OG0001001	WP_096694581.1	WP_052754581.1
OG0001003	WP_096689034.1	WP_082127324.1
OG0001004	WP_096683826.1	WP_082127342.1
OG0001005	WP_096690129.1	WP_082127441.1
OG0001006	WP_096692811.1	WP_144416029.1
OG0001007	WP_096686805.1	WP_144416076.1
OG0001008	WP_096688844.1	WP_201782639.1
OG0001009	WP_096690651.1	WP_201782649.1
OG0001010	WP_096694575.1	WP_201782655.1
OG0001011	WP_096694419.1	WP_201782668.1
OG0001012	WP_096693969.1	WP_201782688.1
OG0001013	WP_096691712.1	WP_238178341.1
OG0001014	WP_096691506.1	WP_238178361.1
OG0001015	WP_096690590.1	WP_238178379.1
OG0001016	WP_096688532.1	WP_238178381.1
OG0001017	WP_096694015.1	WP_238178403.1
OG0001018	WP_096690547.1	WP_238178428.1, WP_238178427.1
OG0001019	WP_096693285.1	WP_238178513.1
OG0001020	WP_096688808.1	WP_238178535.1
OG0001108	WP_006276978.1	WP_006276978.1
OG0001109	WP_010998474.1	WP_008232935.1
OG0001110	WP_010995042.1	WP_010995042.1
OG0001111	WP_096686674.1	WP_010997613.1
OG0001112	WP_010998401.1	WP_010998401.1
OG0001113	WP_015114387.1	WP_033336317.1
OG0001114	WP_096685384.1	WP_035148857.1
OG0001115	WP_096694475.1	WP_035148861.1
OG0001116	WP_096687600.1	WP_035148865.1
OG0001117	WP_096687601.1	WP_035148867.1
OG0001118	WP_096689232.1	WP_035148873.1
OG0001119	WP_096693703.1	WP_035148881.1
OG0001120	WP_096689786.1	WP_035148885.1
OG0001121	WP_096689787.1	WP_035148888.1
OG0001122	WP_096689920.1	WP_035148892.1
OG0001123	WP_096692132.1	WP_035148895.1
OG0001124	WP_096689498.1	WP_035148897.1
OG0001125	WP_096689968.1	WP_035148899.1
OG0001126	WP_096694025.1	WP_035148905.1
OG0001127	WP_096685999.1	WP_035148907.1
OG0001128	WP_096692371.1	WP_035148913.1
OG0001129	WP_096692370.1	WP_035148914.1
OG0001130	WP_096691495.1	WP_035148927.1
OG0001131	WP_096694434.1	WP_035148929.1
OG0001132	WP_096691138.1	WP_035148933.1
OG0001133	WP_096691137.1	WP_035148935.1
OG0001134	WP_096685313.1	WP_035148947.1
OG0001135	WP_096688300.1	WP_035148952.1
OG0001136	WP_096688299.1	WP_035148953.1
OG0001137	WP_096684851.1	WP_035148955.1
OG0001138	WP_096684853.1	WP_035148957.1
OG0001139	WP_096685944.1	WP_035148974.1
OG0001140	WP_096687637.1	WP_035148982.1
OG0001141	WP_096693262.1	WP_035148983.1
OG0001142	WP_096692644.1	WP_035149001.1
OG0001143	WP_096692645.1	WP_035149003.1
OG0001144	WP_096688983.1	WP_035155841.1, WP_035149017.1
OG0001145	WP_096687641.1	WP_035149019.1
OG0001146	WP_096692656.1	WP_035149021.1
OG0001147	WP_096694396.1	WP_035149024.1
OG0001148	WP_096691068.1	WP_035149026.1
OG0001149	WP_096691067.1	WP_035149028.1
OG0001150	WP_096691234.1	WP_035149030.1
OG0001151	WP_096687993.1	WP_035149032.1
OG0001152	WP_096688454.1	WP_035149036.1
OG0001153	WP_096691662.1	WP_035149040.1
OG0001154	WP_096688282.1	WP_035149044.1
OG0001155	WP_096694325.1	WP_035149046.1
OG0001156	WP_096694324.1	WP_035149048.1
OG0001157	WP_096689235.1	WP_035149051.1
OG0001158	WP_096691659.1	WP_035149063.1
OG0001159	WP_096690910.1	WP_035149066.1
OG0001160	WP_096694221.1	WP_035149070.1
OG0001161	WP_096688890.1	WP_035149071.1
OG0001162	WP_096694561.1	WP_035149076.1
OG0001163	WP_096688227.1	WP_035149078.1
OG0001164	WP_096688225.1	WP_035149081.1
OG0001165	WP_096688224.1	WP_035149083.1
OG0001166	WP_096688223.1	WP_035149086.1
OG0001167	WP_096691838.1	WP_035149088.1
OG0001168	WP_096690862.1	WP_035149091.1
OG0001169	WP_096690987.1	WP_035149098.1
OG0001170	WP_096691226.1	WP_035149100.1
OG0001171	WP_096691227.1	WP_035149102.1
OG0001172	WP_096691228.1	WP_035149104.1
OG0001173	WP_096688728.1	WP_035149106.1
OG0001174	WP_096689137.1	WP_035149110.1
OG0001175	WP_019492323.1	WP_035149125.1
OG0001176	WP_096688971.1	WP_035149126.1
OG0001177	WP_096688973.1	WP_035149127.1
OG0001178	WP_096686245.1	WP_035149135.1
OG0001179	WP_096684385.1	WP_035151746.1, WP_035149167.1
OG0001180	WP_096688672.1, WP_096689069.1	WP_035149173.1
OG0001181	WP_096684381.1	WP_035149184.1
