Orthogroup	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
OG0010624		WP_096658013.1					
OG0010625		WP_096658038.1					
OG0010626		WP_096658040.1					
OG0010627		WP_096658041.1					
OG0010628		WP_096658099.1					
OG0010629		WP_096658102.1					
OG0010630		WP_096658120.1					
OG0010631		WP_096658159.1					
OG0010632		WP_096658160.1					
OG0010633		WP_096658178.1					
OG0010634		WP_096658248.1					
OG0010635		WP_096658251.1					
OG0010636		WP_096658266.1					
OG0010637		WP_096658277.1					
OG0010638		WP_096658283.1					
OG0010639		WP_096658285.1					
OG0010640		WP_096658302.1					
OG0010641		WP_096658303.1					
OG0010642		WP_096658316.1					
OG0010643		WP_096658323.1					
OG0010644		WP_096658332.1					
OG0010645		WP_096658333.1					
OG0010646		WP_096658361.1					
OG0010647		WP_096658365.1					
OG0010648		WP_096658370.1					
OG0010649		WP_096658372.1					
OG0010650		WP_096658402.1					
OG0010651		WP_096658410.1					
OG0010652		WP_096658423.1					
OG0010653		WP_096658435.1					
OG0010654		WP_096658454.1					
OG0010655		WP_096658455.1					
OG0010656		WP_096658458.1					
OG0010657		WP_096658489.1					
OG0010658		WP_096658508.1					
OG0010659		WP_096658517.1					
OG0010660		WP_096658522.1					
OG0010661		WP_096658523.1					
OG0010662		WP_096658554.1					
OG0010663		WP_096658555.1					
OG0010664		WP_096658558.1					
OG0010665		WP_096658563.1					
OG0010666		WP_096658564.1					
OG0010667		WP_096658566.1					
OG0010668		WP_096658569.1					
OG0010669		WP_096658575.1					
OG0010670		WP_096658578.1					
OG0010671		WP_096658579.1					
OG0010672		WP_096658588.1					
OG0010673		WP_096658591.1					
OG0010674		WP_096658592.1					
OG0010675		WP_096658602.1					
OG0010676		WP_096658614.1					
OG0010677		WP_096658630.1					
OG0010678		WP_096658631.1					
OG0010679		WP_096658637.1					
OG0010680		WP_096658642.1					
OG0010681		WP_096658643.1					
OG0010682		WP_096658645.1					
OG0010683		WP_096658707.1					
OG0010684		WP_096658723.1					
OG0010685		WP_096658729.1					
OG0010686		WP_096658739.1					
OG0010687		WP_096658741.1					
OG0010688		WP_096658833.1					
OG0010689		WP_096658879.1					
OG0010690		WP_096658913.1					
OG0010691		WP_096658940.1					
OG0010692		WP_096658942.1					
OG0010693		WP_096658946.1					
OG0010694		WP_096658950.1					
OG0010695		WP_096658952.1					
OG0010696		WP_096658954.1					
OG0010697		WP_096658972.1					
OG0010698		WP_096659009.1					
OG0010699		WP_096659017.1					
OG0010700		WP_096659033.1					
OG0010701		WP_096659035.1					
OG0010702		WP_096659041.1					
OG0010703		WP_096659043.1					
OG0010704		WP_096659049.1					
OG0010705		WP_096659051.1					
OG0010706		WP_096659053.1					
OG0010707		WP_096659075.1					
OG0010708		WP_096659107.1					
OG0010709		WP_096659129.1					
OG0010710		WP_096659137.1					
OG0010711		WP_096659155.1					
OG0010712		WP_096659157.1					
OG0010713		WP_096659251.1					
OG0010714		WP_096659256.1					
OG0010715		WP_096659267.1					
OG0010716		WP_096659323.1					
OG0010717		WP_096659331.1					
OG0010718		WP_096659361.1					
OG0010719		WP_096659386.1					
OG0010720		WP_096659420.1					
OG0010721		WP_096659428.1					
OG0010722		WP_096659517.1					
OG0010723		WP_096659543.1					
OG0010724		WP_096659569.1					
OG0010725		WP_096659597.1					
OG0010726		WP_096659599.1					
OG0010727		WP_096659601.1					
OG0010728		WP_096659611.1					
OG0010729		WP_096659629.1					
OG0010730		WP_096659738.1					
OG0010731		WP_096659757.1					
OG0010732		WP_096659759.1					
OG0010733		WP_096659766.1					
OG0010734		WP_096659796.1					
OG0010735		WP_096659867.1					
OG0010736		WP_096659869.1					
OG0010737		WP_096659887.1					
OG0010738		WP_096659901.1					
OG0010739		WP_096659943.1					
OG0010740		WP_096659982.1					
OG0010741		WP_096660010.1					
OG0010742		WP_096660031.1					
OG0010743		WP_096660037.1					
OG0010744		WP_096660038.1					
OG0010745		WP_096660058.1					
OG0010746		WP_096660074.1					
OG0010747		WP_096660076.1					
OG0010748		WP_096660083.1					
OG0010749		WP_096660085.1					
OG0010750		WP_096660091.1					
OG0010751		WP_096660092.1					
OG0010752		WP_096660101.1					
OG0010753		WP_096660104.1					
OG0010754		WP_096660105.1					
OG0010755		WP_096660109.1					
OG0010756		WP_096660113.1					
OG0010757		WP_096660115.1					
OG0010758		WP_096660124.1					
OG0010759		WP_096660130.1					
OG0010760		WP_096660159.1					
OG0010761		WP_096660164.1					
OG0010762		WP_096660172.1					
OG0010763		WP_096660181.1					
OG0010764		WP_096660195.1					
OG0010765		WP_096660223.1					
OG0010766		WP_096660239.1					
OG0010767		WP_096660258.1					
OG0010768		WP_096660278.1					
OG0010769		WP_096660281.1					
OG0010770		WP_096660283.1					
OG0010771		WP_096660288.1					
OG0010772		WP_096660349.1					
OG0010773		WP_096660351.1					
OG0010774		WP_096660361.1					
OG0010775		WP_096660364.1					
OG0010776		WP_096660503.1					
OG0010777		WP_096660554.1					
OG0010778		WP_096660573.1					
OG0010779		WP_096660575.1					
OG0010780		WP_096660577.1					
OG0010781		WP_096660584.1					
OG0010782		WP_096660610.1					
OG0010783		WP_096660615.1					
OG0010784		WP_096660627.1					
OG0010785		WP_096660643.1					
OG0010786		WP_096660646.1					
OG0010787		WP_096660671.1					
OG0010788		WP_096660690.1					
OG0010789		WP_096660702.1					
OG0010790		WP_096660704.1					
OG0010791		WP_096660715.1					
OG0010792		WP_096660732.1					
OG0010793		WP_096660745.1					
OG0010794		WP_096660746.1					
OG0010795		WP_096660752.1					
OG0010796		WP_096660754.1					
OG0010797		WP_096660756.1					
OG0010798		WP_096660760.1					
OG0010799		WP_096660774.1					
OG0010800		WP_096660781.1					
OG0010801		WP_096660783.1					
OG0010802		WP_096660786.1					
OG0010803		WP_096660802.1					
OG0010804		WP_096660809.1					
OG0010805		WP_096660828.1					
OG0010806		WP_096660833.1					
OG0010807		WP_096660834.1					
OG0010808		WP_096660838.1					
OG0010809		WP_096660839.1					
OG0010810		WP_096660849.1					
OG0010811		WP_096660875.1					
OG0010812		WP_096660880.1					
OG0010813		WP_096660907.1					
OG0010814		WP_096660911.1					
OG0010815		WP_096660912.1					
OG0010816		WP_096660928.1					
OG0010817		WP_096660929.1					
OG0010818		WP_096660939.1					
OG0010819		WP_096660948.1					
OG0010820		WP_096660949.1					
OG0010821		WP_096660956.1					
OG0010822		WP_096660957.1					
OG0010823		WP_096660959.1					
OG0010824		WP_096660970.1					
OG0010825		WP_096660994.1					
OG0010826		WP_096661000.1					
OG0010827		WP_096661017.1					
OG0010828		WP_096661028.1					
OG0010829		WP_096661032.1					
OG0010830		WP_096661034.1					
OG0010831		WP_096661039.1					
OG0010832		WP_096661094.1					
OG0010833		WP_096661101.1					
OG0010834		WP_096661106.1					
OG0010835		WP_096661108.1					
OG0010836		WP_096661115.1					
OG0010837		WP_096661124.1					
OG0010838		WP_096661131.1					
OG0010839		WP_096661132.1					
OG0010840		WP_096661133.1					
OG0010841		WP_096661177.1					
OG0010842		WP_096661180.1					
OG0010843		WP_096661182.1					
OG0010844		WP_096661221.1					
OG0010845		WP_096661224.1					
OG0010846		WP_096661252.1					
OG0010847		WP_096661254.1					
OG0010848		WP_096661256.1					
OG0010849		WP_096661266.1					
OG0010850		WP_096661284.1					
OG0010851		WP_096661286.1					
OG0010852		WP_096661288.1					
OG0010853		WP_096661306.1					
OG0010854		WP_096661313.1					
OG0010855		WP_096661340.1					
OG0010856		WP_096661372.1					
OG0010857		WP_096661374.1					
OG0010858		WP_096661375.1					
OG0010859		WP_096661378.1					
OG0010860		WP_096661381.1					
OG0010861		WP_096661382.1					
OG0010862		WP_096661383.1					
OG0010863		WP_096661384.1					
OG0010864		WP_096661388.1					
OG0010865		WP_096661400.1					
OG0010866		WP_096661401.1					
OG0010867		WP_096661402.1					
OG0010868		WP_096661404.1					
OG0010869		WP_096661405.1					
OG0010870		WP_096661415.1					
OG0010871		WP_096661419.1					
OG0010872		WP_096661421.1					
OG0010873		WP_096661428.1					
OG0010874		WP_096661431.1					
OG0010875		WP_096661433.1					
OG0010876		WP_096661434.1					
OG0010877		WP_096661478.1					
OG0010878		WP_096661479.1					
OG0010879		WP_096661481.1					
OG0010880		WP_096661489.1					
OG0010881		WP_096661491.1					
OG0010882		WP_096661495.1					
OG0010883		WP_096661497.1					
OG0010884		WP_096661508.1					
OG0010885		WP_096661518.1					
OG0010886		WP_096661521.1					
OG0010887		WP_096661522.1					
OG0010888		WP_096661525.1					
OG0010889		WP_096661526.1					
OG0010890		WP_096661527.1					
OG0010891		WP_096661528.1					
OG0010892		WP_096661537.1					
OG0010893		WP_096661538.1					
OG0010894		WP_096661539.1					
OG0010895		WP_096661540.1					
OG0010896		WP_096661542.1					
OG0010897		WP_096661543.1					
OG0010898		WP_096661545.1					
OG0010899		WP_096661546.1					
OG0010900		WP_096661547.1					
OG0010901		WP_096661548.1					
OG0010902		WP_096661551.1					
OG0010903		WP_096661552.1					
OG0010904		WP_096661553.1					
OG0010905		WP_096661556.1					
OG0010906		WP_096661558.1					
OG0010907		WP_096661559.1					
OG0010908		WP_096661560.1					
OG0010909		WP_096661564.1					
OG0010910		WP_096661565.1					
OG0010911		WP_096661566.1					
OG0010912		WP_096661567.1					
OG0010913		WP_096661569.1					
OG0010914		WP_096661570.1					
OG0010915		WP_096661572.1					
OG0010916		WP_096661573.1					
OG0010917		WP_096661575.1					
OG0010918		WP_096661576.1					
OG0010919		WP_096661577.1					
OG0010920		WP_096661579.1					
OG0010921		WP_096661580.1					
OG0010922		WP_096661581.1					
OG0010923		WP_096661582.1					
OG0010924		WP_096661583.1					
OG0010925		WP_096661584.1					
OG0010926		WP_096661585.1					
OG0010927		WP_096661588.1					
OG0010928		WP_096661592.1					
OG0010929		WP_096661593.1					
OG0010930		WP_096661595.1					
OG0010931		WP_096661598.1					
OG0010932		WP_096661599.1					
OG0010933		WP_096661600.1					
OG0010934		WP_096661601.1					
OG0010935		WP_096661602.1					
OG0010936		WP_096661603.1					
OG0010937		WP_096661605.1					
OG0010938		WP_096661608.1					
OG0010939		WP_096661610.1					
OG0010940		WP_096661612.1					
OG0010941		WP_096661613.1					
OG0010942		WP_096661614.1					
OG0010943		WP_096661618.1					
OG0010944		WP_096661619.1					
OG0010945		WP_096661624.1					
OG0010946		WP_096661632.1					
OG0010947		WP_096661633.1					
OG0010948		WP_096661643.1					
OG0010949		WP_096661644.1					
OG0010950		WP_096661645.1					
OG0010951		WP_096661646.1					
OG0010952		WP_096661651.1					
OG0010953		WP_096661667.1					
OG0010954		WP_096661679.1					
OG0010955		WP_096661683.1					
OG0010956		WP_096661684.1					
OG0010957		WP_096661685.1					
OG0010958		WP_096661687.1					
OG0010959		WP_096661695.1					
OG0010960		WP_096661697.1					
OG0010961		WP_096661698.1					
OG0010962		WP_096661700.1					
OG0010963		WP_096661703.1					
OG0010964		WP_096661707.1					
OG0010965		WP_096661718.1					
OG0010966		WP_096661720.1					
OG0010967		WP_096661722.1					
OG0010968		WP_096661724.1					
OG0010969		WP_096661726.1					
OG0010970		WP_096661727.1					
OG0010971		WP_096661730.1					
OG0010972		WP_096661734.1					
OG0010973			WP_096619949.1				
OG0010974			WP_096619953.1				
OG0010975			WP_096619955.1				
OG0010976			WP_096619969.1				
OG0010977			WP_096620001.1				
OG0010978			WP_096620055.1				
OG0010979			WP_096620057.1				
OG0010980			WP_096620069.1				
OG0010981			WP_096620097.1				
OG0010982			WP_096620176.1				
OG0010983			WP_096620186.1				
OG0010984			WP_096620279.1				
OG0010985			WP_096620331.1				
OG0010986			WP_096620339.1				
OG0010987			WP_096620340.1				
OG0010988			WP_096620356.1				
OG0010989			WP_096620405.1				
OG0010990			WP_096620445.1				
OG0010991			WP_096620471.1				
OG0010992			WP_096620522.1				
OG0010993			WP_096620525.1				
OG0010994			WP_096620526.1				
OG0010995			WP_096620542.1				
OG0010996			WP_096620565.1				
OG0010997			WP_096620579.1				
OG0010998			WP_096620615.1				
OG0010999			WP_096620640.1				
OG0011000			WP_096620684.1				
OG0011001			WP_096620688.1				
OG0011002			WP_096620689.1				
OG0011003			WP_096620699.1				
OG0011004			WP_096620762.1				
OG0011005			WP_096620763.1				
OG0011006			WP_096620815.1				
OG0011007			WP_096620822.1				
OG0011008			WP_096620924.1				
OG0011009			WP_096620934.1				
OG0011010			WP_096620977.1				
OG0011011			WP_096620995.1				
OG0011012			WP_096621021.1				
OG0011013			WP_096621029.1				
OG0011014			WP_096621034.1				
OG0011015			WP_096621037.1				
OG0011016			WP_096621044.1				
OG0011017			WP_096621045.1				
OG0011018			WP_096621059.1				
OG0011019			WP_096621081.1				
OG0011020			WP_096621092.1				
OG0011021			WP_096621229.1				
OG0011022			WP_096621242.1				
OG0011023			WP_096621288.1				
OG0011024			WP_096621315.1				
OG0011025			WP_096621410.1				
OG0011026			WP_096621441.1				
OG0011027			WP_096621444.1				
OG0011028			WP_096621449.1				
OG0011029			WP_096621471.1				
OG0011030			WP_096621512.1				
OG0011031			WP_096621560.1				
OG0011032			WP_096621652.1				
OG0011033			WP_096621657.1				
OG0011034			WP_096621706.1				
OG0011035			WP_096621709.1				
OG0011036			WP_096621711.1				
OG0011037			WP_096621712.1				
OG0011038			WP_096621713.1				
OG0011039			WP_096621715.1				
OG0011040			WP_096621717.1				
OG0011041			WP_096621726.1				
OG0011042			WP_096621737.1				
OG0011043			WP_096621765.1				
OG0011044			WP_096621793.1				
OG0011045			WP_096621878.1				
OG0011046			WP_096621880.1				
OG0011047			WP_096621896.1				
OG0011048			WP_096621955.1				
OG0011049			WP_096621958.1				
OG0011050			WP_096621976.1				
OG0011051			WP_096622004.1				
OG0011052			WP_096622006.1				
OG0011053			WP_096622047.1				
OG0011054			WP_096622048.1				
OG0011055			WP_096622052.1				
OG0011056			WP_096622053.1				
OG0011057			WP_096622060.1				
OG0011058			WP_096622111.1				
OG0011059			WP_096622152.1				
OG0011060			WP_096622156.1				
OG0011061			WP_096622185.1				
OG0011062			WP_096622206.1				
OG0011063			WP_096622252.1				
OG0011064			WP_096622270.1				
OG0011065			WP_096622277.1				
OG0011066			WP_096622280.1				
OG0011067			WP_096622288.1				
OG0011068			WP_096622302.1				
OG0011069			WP_096622383.1				
OG0011070			WP_096622412.1				
OG0011071			WP_096622544.1				
OG0011072			WP_096622588.1				
OG0011073			WP_096622645.1				
OG0011074			WP_096622647.1				
OG0011075			WP_096622681.1				
OG0011076			WP_096622686.1				
OG0011077			WP_096622688.1				
OG0011078			WP_096622761.1				
OG0011079			WP_096622763.1				
OG0011080			WP_096622824.1				
OG0011081			WP_096622866.1				
OG0011082			WP_096622878.1				
OG0011083			WP_096622890.1				
OG0011084			WP_096622986.1				
OG0011085			WP_096623000.1				
OG0011086			WP_096623022.1				
OG0011087			WP_096623050.1				
OG0011088			WP_096623056.1				
OG0011089			WP_096623067.1				
OG0011090			WP_096623069.1				
OG0011091			WP_096623079.1				
OG0011092			WP_096623124.1				
OG0011093			WP_096623130.1				
OG0011094			WP_096623146.1				
OG0011095			WP_096623148.1				
OG0011096			WP_096623150.1				
OG0011097			WP_096623258.1				
OG0011098			WP_096623358.1				
OG0011099			WP_096623651.1				
OG0011100			WP_096623675.1				
OG0011101			WP_096623934.1				
OG0011102			WP_096623956.1				
OG0011103			WP_096623985.1				
OG0011104			WP_096623987.1				
OG0011105			WP_096624007.1				
OG0011106			WP_096624105.1				
OG0011107			WP_096624191.1				
OG0011108			WP_096624249.1				
OG0011109			WP_096624260.1				
OG0011110			WP_096624268.1				
OG0011111			WP_096624300.1				
OG0011112			WP_096624456.1				
OG0011113			WP_096624507.1				
OG0011114			WP_096624592.1				
OG0011115			WP_096624616.1				
OG0011116			WP_096624618.1				
OG0011117			WP_096624632.1				
OG0011118			WP_096624698.1				
OG0011119			WP_096624726.1				
OG0011120			WP_096624787.1				
OG0011121			WP_096624789.1				
OG0011122			WP_096624885.1				
OG0011123			WP_096624893.1				
OG0011124			WP_096624993.1				
OG0011125			WP_096625029.1				
OG0011126			WP_096625043.1				
OG0011127			WP_096625118.1				
OG0011128			WP_096625201.1				
OG0011129			WP_096625418.1				
OG0011130			WP_096625444.1				
OG0011131			WP_096625468.1				
OG0011132			WP_096625489.1				
OG0011133			WP_096625505.1				
OG0011134			WP_096625659.1				
OG0011135			WP_096625709.1				
OG0011136			WP_096625974.1				
OG0011137			WP_096626173.1				
OG0011138			WP_096626247.1				
OG0011139			WP_096626249.1				
OG0011140			WP_157780601.1				
OG0011141			WP_157780602.1				
OG0011142			WP_157780604.1				
OG0011143			WP_157780605.1				
OG0011144			WP_157780608.1				
OG0011145			WP_157780609.1				
OG0011146			WP_157780612.1				
OG0011147			WP_157780613.1				
OG0011148			WP_157780617.1				
OG0011149			WP_157780619.1				
OG0011150			WP_157780623.1				
OG0011151			WP_157780629.1				
OG0011152			WP_157780633.1				
OG0011153			WP_157780634.1				
OG0011154			WP_157780635.1				
OG0011155			WP_157780637.1				
OG0011156			WP_157780639.1				
OG0011157			WP_157780640.1				
OG0011158			WP_157780644.1				
OG0011159			WP_157780645.1				
OG0011160			WP_157780646.1				
OG0011161			WP_157780647.1				
OG0011162			WP_157780648.1				
OG0011163			WP_157780650.1				
OG0011164			WP_157780657.1				
OG0011165			WP_157780658.1				
OG0011166			WP_157780659.1				
OG0011167			WP_157780661.1				
OG0011168			WP_157780662.1				
OG0011169			WP_157780663.1				
OG0011170			WP_157780664.1				
OG0011171			WP_157780666.1				
OG0011172			WP_157780669.1				
OG0011173			WP_157780670.1				
OG0011174			WP_157780672.1				
OG0011175			WP_157780673.1				
OG0011176			WP_157780674.1				
OG0011177			WP_157780675.1				
OG0011178			WP_157780676.1				
OG0011179			WP_157780677.1				
OG0011180			WP_157780680.1				
OG0011181			WP_157780681.1				
OG0011182			WP_157780682.1				
OG0011183			WP_157780685.1				
OG0011184			WP_157780686.1				
OG0011185			WP_157780687.1				
OG0011186			WP_157780688.1				
OG0011187			WP_157780693.1				
OG0011188			WP_157780695.1				
OG0011189			WP_157780696.1				
OG0011190			WP_157780697.1				
OG0011191			WP_157780698.1				
OG0011192			WP_157780700.1				
OG0011193			WP_157780703.1				
OG0011194			WP_157780706.1				
OG0011195			WP_157780710.1				
OG0011196			WP_157780711.1				
OG0011197			WP_157780715.1				
OG0011198			WP_157780716.1				
OG0011199			WP_157780717.1				
OG0011200			WP_157780719.1				
OG0011201			WP_157780725.1				
OG0011202			WP_157780726.1				
OG0011203			WP_157780727.1				
OG0011204			WP_157780728.1				
OG0011205			WP_157780732.1				
OG0011206			WP_157780733.1				
OG0011207			WP_157780734.1				
OG0011208			WP_157780736.1				
OG0011209			WP_157780737.1				
OG0011210			WP_157780739.1				
OG0011211			WP_157780742.1				
OG0011212			WP_157780744.1				
OG0011213			WP_157780745.1				
OG0011214			WP_157780747.1				
OG0011215			WP_157780748.1				
OG0011216			WP_157780749.1				
OG0011217			WP_157780750.1				
OG0011218			WP_157780751.1				
OG0011219			WP_157780752.1				
OG0011220			WP_157780753.1				
OG0011221			WP_157780754.1				
OG0011222			WP_157780756.1				
OG0011223			WP_157780757.1				
OG0011224			WP_157780758.1				
OG0011225			WP_157780759.1				
OG0011226			WP_157780762.1				
OG0011227			WP_157780763.1				
OG0011228			WP_157780764.1				
OG0011229			WP_157780767.1				
OG0011230			WP_157780769.1				
OG0011231			WP_157780770.1				
OG0011232			WP_157780773.1				
OG0011233			WP_157780777.1				
OG0011234			WP_157780779.1				
OG0011235			WP_157780780.1				
OG0011236			WP_157780781.1				
OG0011237			WP_157780782.1				
OG0011238			WP_157780783.1				
OG0011239			WP_157780784.1				
OG0011240			WP_157780785.1				
OG0011241			WP_157780788.1				
OG0011242			WP_157780789.1				
OG0011243			WP_157780792.1				
OG0011244			WP_157780794.1				
OG0011245			WP_157780798.1				
OG0011246			WP_157780799.1				
OG0011247			WP_157780800.1				
OG0011248			WP_157780803.1				
OG0011249			WP_157780805.1				
OG0011250			WP_157780808.1				
OG0011251			WP_157780809.1				
OG0011252			WP_157780810.1				
OG0011253			WP_157780814.1				
OG0011254			WP_157780815.1				
OG0011255			WP_157780816.1				
OG0011256			WP_157780819.1				
OG0011257			WP_157780820.1				
OG0011258			WP_157780822.1				
OG0011259			WP_157780827.1				
OG0011260			WP_157780831.1				
OG0011261			WP_157780832.1				
OG0011262			WP_172892733.1				
OG0011263			WP_172892736.1				
OG0011264			WP_172892745.1				
OG0011265			WP_172892751.1				
OG0011266			WP_172892752.1				
OG0011267			WP_172892754.1				
OG0011268			WP_172892762.1				
OG0011269			WP_172892770.1				
OG0011270			WP_172892774.1				
OG0011271			WP_172892783.1				
OG0011272			WP_172892796.1				
OG0011273			WP_172892799.1				
OG0011274			WP_172892805.1				
OG0011275			WP_172892807.1				
OG0011276			WP_172892813.1				
OG0011277			WP_172892820.1				
OG0011278			WP_197707012.1				
OG0011279			WP_197707013.1				
OG0011280			WP_197707020.1				
OG0011281			WP_197707024.1				
OG0011282			WP_197707028.1				
OG0011283			WP_197707032.1				
OG0011284			WP_197707037.1				
OG0011285			WP_197707040.1				
OG0011286			WP_197707042.1				
OG0011287			WP_197707043.1				
OG0011288			WP_197707047.1				
OG0011289			WP_197707049.1				
OG0011290			WP_197707054.1				
OG0011291			WP_231943050.1				
OG0011292			WP_231943051.1				
OG0011293			WP_231943055.1				
OG0011294			WP_231943075.1				
OG0011295			WP_231943086.1				
OG0011296			WP_231943090.1				
OG0011297			WP_231943095.1				
OG0011298			WP_231943099.1				
OG0011299			WP_231943111.1				
OG0011300			WP_231943121.1				
OG0011301			WP_231943146.1				
OG0011302			WP_231943177.1				
OG0011303			WP_231943182.1				
OG0011304			WP_231943188.1				
OG0011305			WP_231943220.1				
OG0011306			WP_231943270.1				
OG0011307			WP_231943274.1				
OG0011308			WP_231943323.1				
OG0011309			WP_231943338.1				
OG0011310			WP_231943352.1				
OG0011311			WP_231943363.1				
OG0011312			WP_231943432.1				
OG0011313			WP_231943467.1				
OG0011314			WP_231943504.1				
OG0011315			WP_231943543.1				
OG0011316			WP_255408800.1				
OG0011317			WP_255408807.1				
OG0011318			WP_255408809.1				
OG0011319			WP_255408810.1				
OG0011320			WP_255408811.1				
OG0011321			WP_255408812.1				
OG0011322			WP_255408814.1				
OG0011323			WP_255408818.1				
OG0011324			WP_255408834.1				
OG0011325			WP_255408847.1				
OG0011326			WP_255408858.1				
OG0011327			WP_255408879.1				
OG0011328			WP_255408880.1				
OG0011329			WP_255408881.1				
OG0011330			WP_255408883.1				
OG0011331			WP_255408884.1				
OG0011332			WP_255408887.1				
OG0011333			WP_255408890.1				
OG0011334			WP_255408891.1				
OG0011335			WP_255408895.1				
OG0011336			WP_255408896.1				
OG0011337			WP_255408897.1				
OG0011338			WP_255408899.1				
OG0011339			WP_255408901.1				
OG0011340			WP_255408905.1				
OG0011341			WP_255408907.1				
OG0011342			WP_255408909.1				
OG0011343			WP_255408910.1				
OG0011344			WP_255408911.1				
OG0011345			WP_255408915.1				
OG0011346			WP_255408916.1				
OG0011347			WP_255408920.1				
OG0011348				WP_096691437.1			
OG0011349				WP_096694104.1			
OG0011350				WP_096729058.1			
OG0011351				WP_096729105.1			
OG0011352				WP_096729116.1			
OG0011353				WP_096729121.1			
OG0011354				WP_096729123.1			
OG0011355				WP_096729127.1			
OG0011356				WP_096729145.1			
OG0011357				WP_096729175.1			
OG0011358				WP_096729183.1			
OG0011359				WP_096729201.1			
OG0011360				WP_096729279.1			
OG0011361				WP_096729289.1			
OG0011362				WP_096729302.1			
OG0011363				WP_096729304.1			
OG0011364				WP_096729312.1			
OG0011365					WP_096684064.1		
OG0011366					WP_096685442.1		
OG0011367					WP_096687939.1		
OG0011368					WP_096691027.1		
OG0011369					WP_096691437.1		
OG0011370					WP_096694104.1		
OG0011371					WP_096694364.1		
OG0011372					WP_096694598.1		
OG0011373					WP_096695081.1		
OG0011374					WP_096695272.1		
OG0011375					WP_096695336.1		
OG0011376						WP_015173898.1	
OG0011377						WP_015173902.1	
OG0011378						WP_015173926.1	
OG0011379						WP_015173927.1	
OG0011380						WP_015173930.1	
OG0011381						WP_015173937.1	
OG0011382						WP_015173938.1	
OG0011383						WP_015173945.1	
OG0011384						WP_015173947.1	
OG0011385						WP_015173951.1	
OG0011386						WP_015173976.1	
OG0011387						WP_015195778.1	
OG0011388						WP_015195793.1	
OG0011389						WP_015195816.1	
OG0011390						WP_015195822.1	
OG0011391						WP_015195897.1	
OG0011392						WP_015195906.1	
OG0011393						WP_015195930.1	
OG0011394						WP_015195953.1	
OG0011395						WP_015195983.1	
OG0011396						WP_015195996.1	
OG0011397						WP_015196005.1	
OG0011398						WP_015196007.1	
OG0011399						WP_015196009.1	
OG0011400						WP_015196010.1	
OG0011401						WP_015196014.1	
OG0011402						WP_015196026.1	
OG0011403						WP_015196028.1	
OG0011404						WP_015196035.1	
OG0011405						WP_015196054.1	
OG0011406						WP_015196076.1	
OG0011407						WP_015196080.1	
OG0011408						WP_015196084.1	
OG0011409						WP_015196098.1	
OG0011410						WP_015196100.1	
OG0011411						WP_015196101.1	
OG0011412						WP_015196141.1	
OG0011413						WP_015196144.1	
OG0011414						WP_015196165.1	
OG0011415						WP_015196174.1	
OG0011416						WP_015196175.1	
OG0011417						WP_015196185.1	
OG0011418						WP_015196186.1	
OG0011419						WP_015196189.1	
OG0011420						WP_015196201.1	
OG0011421						WP_015196240.1	
OG0011422						WP_015196283.1	
OG0011423						WP_015196298.1	
OG0011424						WP_015196319.1	
OG0011425						WP_015196336.1	
OG0011426						WP_015196448.1	
OG0011427						WP_015196497.1	
OG0011428						WP_015196518.1	
OG0011429						WP_015196531.1	
OG0011430						WP_015196572.1	
OG0011431						WP_015196610.1	
OG0011432						WP_015196638.1	
OG0011433						WP_015196762.1	
OG0011434						WP_015196787.1	
OG0011435						WP_015196818.1	
OG0011436						WP_015196846.1	
OG0011437						WP_015196872.1	
OG0011438						WP_015196885.1	
OG0011439						WP_015196931.1	
OG0011440						WP_015197006.1	
OG0011441						WP_015197013.1	
OG0011442						WP_015197053.1	
OG0011443						WP_015197083.1	
OG0011444						WP_015197085.1	
OG0011445						WP_015197129.1	
OG0011446						WP_015197190.1	
OG0011447						WP_015197200.1	
OG0011448						WP_015197241.1	
OG0011449						WP_015197245.1	
OG0011450						WP_015197252.1	
OG0011451						WP_015197281.1	
OG0011452						WP_015197314.1	
OG0011453						WP_015197371.1	
OG0011454						WP_015197386.1	
OG0011455						WP_015197417.1	
OG0011456						WP_015197419.1	
OG0011457						WP_015197421.1	
OG0011458						WP_015197464.1	
OG0011459						WP_015197511.1	
OG0011460						WP_015197528.1	
OG0011461						WP_015197551.1	
OG0011462						WP_015197559.1	
OG0011463						WP_015197572.1	
OG0011464						WP_015197584.1	
OG0011465						WP_015197641.1	
OG0011466						WP_015197664.1	
OG0011467						WP_015197703.1	
OG0011468						WP_015197711.1	
OG0011469						WP_015197717.1	
OG0011470						WP_015197727.1	
OG0011471						WP_015197728.1	
OG0011472						WP_015197729.1	
OG0011473						WP_015197751.1	
OG0011474						WP_015197777.1	
OG0011475						WP_015197795.1	
OG0011476						WP_015197802.1	
OG0011477						WP_015197822.1	
OG0011478						WP_015197834.1	
OG0011479						WP_015197849.1	
OG0011480						WP_015197882.1	
OG0011481						WP_015197897.1	
OG0011482						WP_015197898.1	
OG0011483						WP_015197899.1	
OG0011484						WP_015197912.1	
OG0011485						WP_015197919.1	
OG0011486						WP_015197951.1	
OG0011487						WP_015197952.1	
OG0011488						WP_015197953.1	
OG0011489						WP_015197959.1	
OG0011490						WP_015197960.1	
OG0011491						WP_015197963.1	
OG0011492						WP_015197964.1	
OG0011493						WP_015197965.1	
OG0011494						WP_015197968.1	
